z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,province,year,split
1.6164182,-0.44396442,-0.25933313,-0.04929573,-0.037366185,0.6896172,0.062409434,0.14459564,-1.211498,0.023136847,20 Samaná,2017,train
0.11838223,-0.23745142,-1.5999762,-1.1344264,0.29586172,0.043532606,-0.13699812,0.78308815,-0.5110146,0.9620793,20 Samaná,2018,train
-0.032690264,0.22538023,-0.28073442,-1.4299275,0.6991737,0.1810475,-0.11209699,0.46277258,-0.49071157,-0.09256659,20 Samaná,2019,train
2.0310152,-0.30703384,-0.8229812,0.038359687,-0.18055858,1.2232333,0.86163,0.938046,-0.44057298,1.3807398,20 Samaná,2020,val
0.63810563,-1.1605777,-1.0718228,0.98362386,0.20396024,1.4046978,-1.0793304,0.42052555,-1.0565796,1.2645013,20 Samaná,2021,val
0.79636747,-0.12866636,-0.14940603,-0.18496123,0.12396075,0.61276776,0.34584188,-0.16938375,-0.6399784,-0.024179136,20 Samaná,2022,test
0.9095882,-0.3266104,0.029245427,-0.2663097,0.46191612,-0.061147247,-0.09739048,0.6908921,-1.202452,-0.10518161,20 Samaná,2023,test
-0.70168966,0.6209476,-0.13740622,0.1851871,1.0947667,0.21107025,0.05505451,-0.62229383,0.35669303,-0.008948793,21 San Cristóbal,2015,train
0.57415825,0.87566406,-0.38296446,-0.56495047,-0.054836754,0.45867273,0.53565884,-1.049605,0.61576897,-0.046382647,21 San Cristóbal,2016,train
0.7531442,-0.3566867,-0.97590965,0.025713326,-0.61645496,-0.16805217,0.5661428,-0.7325248,-0.9618413,-0.13534719,21 San Cristóbal,2017,train
-0.33309716,-0.2598913,-1.5011678,0.09551511,0.3613701,0.2915381,0.18026745,-0.43615875,-0.55536723,0.6103074,21 San Cristóbal,2018,train
-0.0551981,0.13119557,0.3079472,-0.5600464,0.72144693,0.2650874,0.019907275,-0.11807771,-0.7101229,-0.99827456,21 San Cristóbal,2019,train
1.203499,0.29590574,-0.6199243,-0.10783249,-0.14654242,0.3694074,0.7018124,-0.69568604,-0.2546844,-0.039441325,21 San Cristóbal,2020,val
0.23363064,-0.30306134,-0.91713655,0.3635817,0.19713646,0.117233105,0.23186804,-0.5925416,-0.7253009,-0.08264502,21 San Cristóbal,2021,val
0.35786828,-0.31146255,-0.8470508,0.13245445,-0.20659994,0.10926299,0.62361205,-0.69680536,-0.69592196,-0.2864308,21 San Cristóbal,2022,test
0.4436891,-0.21145235,-0.44496745,-0.064907186,0.052548714,-0.47919765,0.04782118,-0.3196457,-1.03341,-0.44955695,21 San Cristóbal,2023,test
-1.3448428,0.41085514,0.020118833,0.38706517,0.5960555,0.6395495,0.7514242,0.23044924,1.3569933,-0.35769898,22 San Juan,2015,train
-0.054095015,0.041924655,-0.7783357,-0.7135191,-1.4838787,0.3221331,0.88477075,-0.0827992,1.383355,-0.5155225,22 San Juan,2016,train
0.18852396,-1.0911987,0.074539505,1.6132426,-1.1464256,0.5485124,0.8730521,-0.1776645,0.34993798,-0.98397064,22 San Juan,2017,train
-1.4709662,-0.76567054,-0.99242085,0.64857304,-0.8299444,-0.4523368,0.38385847,0.0002816083,0.6315085,-0.20472357,22 San Juan,2018,train
-1.075779,-0.19998059,0.22907427,-0.22985874,-0.33268845,-0.49665937,0.23215331,0.35896268,0.38774124,-1.6582365,22 San Juan,2019,train
0.19658807,-0.21097374,-0.2659089,0.7064409,-0.8758433,0.35841322,1.064761,-0.11624963,1.0832726,-0.6449422,22 San Juan,2020,val
-0.16764165,-1.0454535,-1.0369866,1.0575655,-0.507775,0.47094423,0.9119697,1.2030425,0.7075796,-0.17792478,22 San Juan,2021,val
-0.48606935,-0.7727157,-0.39233845,0.5724813,-1.0036112,0.40937185,0.9952779,0.07702909,0.6643703,-1.0465411,22 San Juan,2022,test
-0.2997058,-0.6895693,-0.04450453,0.22532183,-0.71118605,-0.32884762,0.6590398,0.546713,0.12650222,-1.3237348,22 San Juan,2023,test
-0.4893761,0.8707961,0.65072834,-0.16846618,0.9361887,0.06374337,-0.18847033,-0.51388526,-0.0080778105,1.0541778,23 San Pedro de Macorís,2015,train
0.5361553,1.1550994,0.19781396,-0.76238,-0.19728963,0.2402227,0.26741862,-0.9121867,0.4992336,1.2540962,23 San Pedro de Macorís,2016,train
0.98257905,-0.14282331,0.584537,0.486468,-0.49050176,-0.1807329,-0.16343582,-0.6494949,-0.96792805,0.49837363,23 San Pedro de Macorís,2017,train
-0.29956028,-0.1689372,-0.7763938,-0.21885054,-0.10119349,-0.88022476,-0.16784875,0.1077038,-0.732873,1.3798133,23 San Pedro de Macorís,2018,train
-0.068275005,0.32724684,0.9346595,-0.4466061,0.40416336,-0.6335023,-0.4979066,-0.057964064,-0.7262191,-0.08666332,23 San Pedro de Macorís,2019,train
1.4620146,0.06332572,0.18529738,-0.122504346,-0.5697128,-0.38498017,0.62978435,0.6957404,-0.39313573,1.257106,23 San Pedro de Macorís,2020,val
0.07854488,-0.3244042,-0.34484065,-0.171175,-0.70146984,-1.1331656,-0.13702105,-0.32272473,-1.1120553,0.8573055,23 San Pedro de Macorís,2021,val
0.6777122,-0.36870095,0.32975793,0.22307341,-0.6541935,-0.07312846,-0.33300826,-0.4727253,-0.9473366,0.8079422,23 San Pedro de Macorís,2022,test
0.85651267,-0.18444352,0.37508804,-0.02140542,-0.024362661,-0.8473078,-0.0017666444,0.64848423,-1.1158621,0.76898617,23 San Pedro de Macorís,2023,test
-0.022352006,0.24747102,0.13875496,0.8947867,1.4854993,0.96838915,-0.1492469,0.49764925,0.5531028,-1.0722526,24 Sánchez Ramírez,2015,train
1.3626738,0.39511147,-0.58123475,0.4467179,0.104013555,1.1578764,0.7078707,-0.061494235,0.9904212,-0.5280242,24 Sánchez Ramírez,2016,train
1.4014926,-0.69725394,-1.3193786,0.3266977,-0.2446471,0.26036003,0.09014718,0.31415653,-0.53075814,-0.9050344,24 Sánchez Ramírez,2017,train
0.15938202,-0.602143,-1.8338451,0.72156113,0.77797323,0.42168626,-0.26170734,0.977451,-0.01967441,0.084421165,24 Sánchez Ramírez,2018,train
0.100043945,-0.023097416,-0.42663768,-0.0169237,0.8154169,-0.0005613111,-0.11963711,0.44734892,-0.04922077,-1.2211314,24 Sánchez Ramírez,2019,train
1.732078,-0.32531083,-0.88857067,0.112351365,-0.38283774,0.15907276,0.29580858,0.34057215,-0.26465383,-0.87898284,24 Sánchez Ramírez,2020,val
0.8037011,-1.4801718,-1.3893013,1.6941365,0.2960559,0.9595509,-1.2678571,0.73703593,-0.7737474,-0.503798,24 Sánchez Ramírez,2021,val
0.90426475,-0.6398909,-0.6059075,0.8998092,-0.023224855,0.4507737,0.19495855,-0.008279669,-0.32396808,-1.2643187,24 Sánchez Ramírez,2022,test
0.8275065,-0.5251881,-0.37867177,0.59133565,0.24915661,-0.618471,-0.27581677,0.5047509,-0.8441021,-1.0568465,24 Sánchez Ramírez,2023,test
-0.47099742,0.08822192,0.890289,1.8559366,0.8948044,0.5232068,-0.42368776,-0.837699,0.1618469,-1.1983007,25 Santiago,2015,train
1.0906793,0.5570624,0.31558484,1.1422575,-0.8271919,1.157247,0.5624794,-1.6202966,1.1453469,-0.8261438,25 Santiago,2016,train
0.81125206,-1.1496178,0.29533565,1.7893851,-0.051496286,0.96793884,-0.33293387,-0.4993231,-0.88156337,-1.7867913,25 Santiago,2017,train
-0.7149813,-0.86384207,-1.1069305,1.0588902,0.30432588,-0.12638825,-0.3849398,-0.40577713,-0.62674,-0.7834412,25 Santiago,2018,train
-0.65118116,0.035464037,-0.37178603,0.17574583,0.21248892,-0.6789089,-0.92922556,-0.4614739,0.12913205,-1.3785294,25 Santiago,2019,train
0.8743317,-0.044882722,0.008183625,1.094814,-0.23271307,0.63443077,0.003847689,-1.087233,0.17389964,-1.304157,25 Santiago,2020,val
0.10963337,-0.6955876,-0.7317004,1.2977417,0.085802354,0.507056,-0.34928164,-0.76600534,-0.32002378,-1.0083296,25 Santiago,2021,val
0.3319514,-0.65393186,-0.28482366,1.1317608,-0.29901147,0.46183404,-0.12020368,-0.82814485,-0.20183027,-1.4634786,25 Santiago,2022,test
0.43669426,-0.6543509,0.007176033,0.9767687,-0.10780911,-0.36556762,-0.59744096,-0.3506262,-0.75208056,-1.6142298,25 Santiago,2023,test
-0.71089816,0.13717973,1.8302565,1.7444749,0.5187678,-0.37509027,-0.38784763,0.2747121,0.47528133,-0.43579432,26 Santiago Rodríguez,2015,train
1.049041,0.6747376,1.4254217,0.6113168,-1.2699449,0.22420883,0.37517008,-0.37520075,1.4779,-0.4921818,26 Santiago Rodríguez,2016,train
1.1134406,-1.2104257,0.4850739,1.3200268,-1.0477985,-1.5384613,0.26762128,1.3752913,-1.1913342,-0.30605933,26 Santiago Rodríguez,2017,train
-0.9489277,-1.6869262,-0.2878784,2.1765702,-0.48750445,-1.5650812,-1.0111605,1.1558249,-0.99342877,0.8684909,26 Santiago Rodríguez,2018,train
-0.31173924,-0.05513202,0.48176634,0.37952575,-0.04029832,-2.1849272,-0.33556426,1.1311088,-0.18221335,-0.47207433,26 Santiago Rodríguez,2019,train
1.0228637,-0.495929,0.17690222,2.3724422,-0.410087,-0.46031746,0.09322648,0.85121584,0.14481755,0.8843717,26 Santiago Rodríguez,2020,val
0.47972694,-1.354698,-0.66585755,1.84509,-1.1380068,-1.6077003,0.083600506,1.3578525,-0.65693665,1.0007668,26 Santiago Rodríguez,2021,val
0.31633207,-0.7158153,0.7394645,1.270781,-0.9716056,-1.16918,-0.26354688,0.1226237,-0.3562821,-0.55502045,26 Santiago Rodríguez,2022,test
0.49439594,-0.53866893,0.68652785,0.7282441,-0.3399438,-1.6583678,-0.1450158,1.2917392,-0.606496,-0.5104812,26 Santiago Rodríguez,2023,test
-0.6885687,0.19609289,2.1726549,1.8154595,0.5316007,0.15967023,-0.14732495,-0.047145363,0.4592556,-0.48809934,27 Valverde,2015,train
1.1707315,0.6492698,1.0465341,0.7243593,-1.2529199,0.58689326,0.78092057,-0.43777493,1.4981002,0.09084092,27 Valverde,2016,train
0.63050276,-0.8708997,1.2509092,1.7674419,-0.46286112,-0.3814119,-0.20842974,-0.10796019,-0.9313465,-0.91482985,27 Valverde,2017,train
-1.1648904,-0.7861409,-0.54137933,0.4212536,-1.0113683,-2.2920055,0.27762958,0.5062366,-0.7399596,0.5217651,27 Valverde,2018,train
-0.7232362,0.10517218,0.47847813,0.4285292,0.004941582,-1.5752175,-0.18059559,0.1948773,0.029038256,-0.30827704,27 Valverde,2019,train
0.9910967,-0.49958408,-0.012700049,1.9302114,-0.65670294,-0.5989676,0.40946677,0.7917974,0.0314647,1.0755287,27 Valverde,2020,val
0.23302601,-0.942616,-0.25763628,2.0835006,-0.29777485,-0.5459028,-0.04764615,0.89258915,-0.19326454,0.9512464,27 Valverde,2021,val
0.11991373,-0.5063759,0.5340928,0.9734094,-0.7585881,-0.9594948,0.13480036,-0.12532759,-0.3042506,-0.4645263,27 Valverde,2022,test
0.5854173,-0.649429,0.52959347,0.89448947,-0.28170255,-1.4660771,0.17858258,1.6049076,-0.54988104,-0.08165897,27 Valverde,2023,test
-0.48717585,0.16678071,0.21929741,0.7183869,1.3019805,1.1361346,0.82860947,0.47649115,0.52522767,-1.1170887,28 Monseñor Nouel,2015,train
0.8498372,0.31706193,-0.6695223,0.22400226,-0.04907602,1.3121762,1.4125633,-0.0015075068,1.1463289,-0.45869833,28 Monseñor Nouel,2016,train
0.6145517,-0.62675077,-0.90528995,0.62353307,0.055872574,1.0946774,1.2959503,0.20858642,-0.15943713,-1.1422434,28 Monseñor Nouel,2017,train
-0.4919771,-1.2340528,-2.2114367,-0.2802181,0.042042334,0.20759006,1.024679,1.7896956,-0.4130669,-0.15871137,28 Monseñor Nouel,2018,train
-0.5512609,-0.04641044,-0.44610718,-0.37540504,0.6147383,0.3652601,0.7305142,0.4527061,0.1402006,-1.2861114,28 Monseñor Nouel,2019,train
1.0658324,-0.25554052,-0.7212946,0.2123694,0.06608049,1.0073957,1.3541642,0.48088703,0.13949704,-0.97114354,28 Monseñor Nouel,2020,val
0.20840596,-0.69729054,-1.3954678,0.69582045,0.3631098,0.867422,0.94887793,0.9609852,0.12277223,-0.38541123,28 Monseñor Nouel,2021,val
0.19614112,-0.69129103,-0.86722225,0.5517965,-0.2559162,0.85278183,1.280383,0.05664574,0.0072187637,-1.1085068,28 Monseñor Nouel,2022,test
0.35612893,-0.70368546,-0.35675678,0.37451994,0.054946616,-0.10582621,0.74484867,0.70248127,-0.6241531,-1.3677056,28 Monseñor Nouel,2023,test
0.1823592,0.5504129,-0.10801255,0.340022,1.2821755,0.097699076,-0.4437102,0.5207144,0.53497964,0.052737284,29 Monte Plata,2015,train
1.1879568,0.50280344,-0.6103033,-0.7932855,-0.31669742,0.24442433,-0.048016768,-0.1679873,0.589468,-0.22002347,29 Monte Plata,2016,train
1.6808299,-0.6405889,-1.0508891,0.5928621,-0.79708326,-0.35252246,0.01399579,0.36576536,-0.42113584,-0.14413498,29 Monte Plata,2017,train
0.5020022,-1.5362083,-2.1488912,0.60351384,-0.38810357,-0.30914402,-1.4352918,1.3605024,-0.67783356,0.46180308,29 Monte Plata,2018,train
0.5051906,0.013381852,0.37552673,-0.022373302,0.635603,-0.35897213,-0.76640356,0.5277417,-0.2899704,-1.1856675,29 Monte Plata,2019,train
1.6958694,0.053269412,-0.28392777,0.7565008,-0.120978385,0.08797104,0.042761438,0.20043758,0.14695784,-0.28047368,29 Monte Plata,2020,val
0.7336563,-0.52229756,-0.9475454,0.8973058,-0.0031060635,-0.42229164,-0.6413257,0.05017303,-0.38080934,-0.27231175,29 Monte Plata,2021,val
0.9312278,-0.4820343,-0.48670688,0.64797646,-0.16357371,-0.15495835,-0.36236313,0.023227904,-0.286296,-0.83900434,29 Monte Plata,2022,test
0.91101104,-0.393791,-0.2575985,0.41725045,0.058491703,-0.8957411,-0.71736246,0.44728133,-0.6757598,-0.7430064,29 Monte Plata,2023,test
0.0011292874,0.5737499,0.4390987,0.08962046,1.1707461,0.21050602,-0.22223715,0.10757797,0.102304615,0.2608577,30 Hato Mayor,2015,train
1.314019,0.83851147,-0.30711645,-0.44915062,0.13727279,0.8580535,0.53146726,0.20087932,0.96556956,1.0072166,30 Hato Mayor,2016,train
1.5617204,-0.63643664,-0.41973343,0.48672488,-0.6460023,-0.65917695,0.23096685,0.8065584,-0.7831101,0.4023217,30 Hato Mayor,2017,train
-0.04196013,-0.9396306,-1.2193756,0.35138074,-0.14019573,-0.96418273,-0.9574101,0.7347653,-0.95501816,0.8415704,30 Hato Mayor,2018,train
0.585523,0.02068081,0.53446025,-0.21076612,0.7768899,-0.6260003,-0.38670745,1.3589857,-0.44367725,-0.33615676,30 Hato Mayor,2019,train
1.8212479,-0.2788392,-0.13492262,0.38372654,-0.47020417,-0.37054712,0.45541403,1.1400006,-0.24153534,0.6274738,30 Hato Mayor,2020,val
-0.11909641,-1.1288108,-0.3932357,0.85426295,-0.69704926,-0.49282628,-1.317006,-0.60193723,-1.1095734,0.13152948,30 Hato Mayor,2021,val
0.84784096,-0.3166483,0.024600295,0.5094932,-0.44617295,-0.56025344,-0.05839656,-0.11652374,-0.52432406,-0.23296724,30 Hato Mayor,2022,test
0.91832525,-0.3555474,0.26185635,0.44935623,-0.039987087,-1.0527736,-0.46525735,0.5378644,-0.95334524,-0.111481845,30 Hato Mayor,2023,test
-1.3372748,0.43383816,-0.08816766,0.27035034,1.0087144,0.75019056,1.1609273,-0.026122637,0.83570176,-0.1774854,31 San José de Ocoa,2015,train
0.7172218,0.06950371,-0.8309535,-0.49519333,-1.089613,0.7411539,2.1536899,0.2054258,0.8939022,0.112111144,31 San José de Ocoa,2016,train
0.031401798,-1.1280595,-0.059005238,1.2209572,-0.8096353,0.7957256,2.060499,0.10669268,-0.21900244,-0.73890245,31 San José de Ocoa,2017,train
-1.607666,-0.85577714,-0.90580654,0.65497786,-0.25289297,0.26763552,1.588576,0.058099154,0.11083127,0.05007409,31 San José de Ocoa,2018,train
-0.96953917,-0.483607,0.6888928,0.04683768,0.35439917,0.4515677,1.8603699,1.1577556,-0.19068554,-1.5552374,31 San José de Ocoa,2019,train
0.13047263,-0.43085337,-0.21198691,0.4554802,-0.31460232,0.8664275,2.2055078,0.37908003,0.35301074,-0.6464181,31 San José de Ocoa,2020,val
-0.68506104,-1.1467111,-0.99584085,0.19003707,-0.816414,0.11120904,1.7247779,0.4808196,-0.25692093,-0.7022974,31 San José de Ocoa,2021,val
-0.63492906,-0.8833178,-0.31765825,0.5218196,-0.69305694,0.6042252,2.0125928,0.12975143,0.08250345,-0.8750144,31 San José de Ocoa,2022,test
-0.23791462,-0.877551,-0.012499779,0.26965538,-0.40542057,0.3122432,1.6800063,0.73613834,-0.38022968,-1.159099,31 San José de Ocoa,2023,test
-1.0702884,0.61879563,0.18581901,0.13627125,0.90197635,1.2214057,-0.88026756,-1.901455,0.45523652,-0.640565,32 Santo Domingo,2015,train
0.3361248,0.86754084,-0.19839573,-0.65177375,-0.2932648,1.4139742,-0.27480727,-2.2976644,0.6774843,-0.60700256,32 Santo Domingo,2016,train
0.668285,-0.19437467,-0.39417282,0.42223573,-0.44692698,1.2603936,-0.40038934,-2.193999,-0.60239387,-0.7475665,32 Santo Domingo,2017,train
-0.60629725,-0.16900079,-1.086245,0.2872366,0.38427883,1.3449138,-0.85502744,-1.8616493,-0.3160028,0.018720968,32 Santo Domingo,2018,train
-0.50316143,0.07071196,0.622563,-0.39566764,0.49169675,1.1758108,-0.9855191,-1.6214875,-0.55529976,-1.6020004,32 Santo Domingo,2019,train
0.7635892,0.16334341,-0.04082125,0.25789464,-0.41477975,1.5195926,-0.27862942,-2.384438,-0.2756379,-0.8241218,32 Santo Domingo,2020,val
-0.08254652,-0.27299,-0.5209381,0.4673428,0.06758087,1.5059483,-0.8093979,-2.1741173,-0.5133951,-0.70147085,32 Santo Domingo,2021,val
0.19894084,-0.2753195,-0.44917917,0.14457597,-0.33454466,1.4372936,-0.5739329,-2.2466547,-0.49691638,-1.1321545,32 Santo Domingo,2022,test
0.1047789,-0.25591198,0.13072667,-0.086818375,-0.0036233868,0.9421262,-1.0920829,-1.7540041,-0.91856027,-1.4040161,32 Santo Domingo,2023,test
