province,year,month,week,total_cases
01 Distrito Nacional,2015,1,1,5
01 Distrito Nacional,2015,1,2,11
01 Distrito Nacional,2015,1,3,2
01 Distrito Nacional,2015,1,4,5
01 Distrito Nacional,2015,2,5,6
01 Distrito Nacional,2015,2,6,6
01 Distrito Nacional,2015,2,7,7
01 Distrito Nacional,2015,2,8,5
01 Distrito Nacional,2015,3,9,13
01 Distrito Nacional,2015,3,10,4
01 Distrito Nacional,2015,3,11,4
01 Distrito Nacional,2015,3,12,4
01 Distrito Nacional,2015,4,13,6
01 Distrito Nacional,2015,4,14,8
01 Distrito Nacional,2015,4,15,10
01 Distrito Nacional,2015,4,16,19
01 Distrito Nacional,2015,5,17,10
01 Distrito Nacional,2015,5,18,17
01 Distrito Nacional,2015,5,19,16
01 Distrito Nacional,2015,5,20,18
01 Distrito Nacional,2015,5,21,24
01 Distrito Nacional,2015,6,22,20
01 Distrito Nacional,2015,6,23,23
01 Distrito Nacional,2015,6,24,31
01 Distrito Nacional,2015,6,25,14
01 Distrito Nacional,2015,7,26,25
01 Distrito Nacional,2015,7,27,28
01 Distrito Nacional,2015,7,28,25
01 Distrito Nacional,2015,7,29,32
01 Distrito Nacional,2015,8,30,34
01 Distrito Nacional,2015,8,31,40
01 Distrito Nacional,2015,8,32,35
01 Distrito Nacional,2015,8,33,35
01 Distrito Nacional,2015,8,34,41
01 Distrito Nacional,2015,9,35,69
01 Distrito Nacional,2015,9,36,80
01 Distrito Nacional,2015,9,37,66
01 Distrito Nacional,2015,9,38,93
01 Distrito Nacional,2015,10,39,102
01 Distrito Nacional,2015,10,40,117
01 Distrito Nacional,2015,10,41,97
01 Distrito Nacional,2015,10,42,139
01 Distrito Nacional,2015,10,43,105
01 Distrito Nacional,2015,11,44,95
01 Distrito Nacional,2015,11,45,101
01 Distrito Nacional,2015,11,46,97
01 Distrito Nacional,2015,11,47,66
01 Distrito Nacional,2015,12,48,70
01 Distrito Nacional,2015,12,49,65
01 Distrito Nacional,2015,12,50,74
01 Distrito Nacional,2015,12,51,44
01 Distrito Nacional,2015,12,52,62
01 Distrito Nacional,2016,1,1,38
01 Distrito Nacional,2016,1,2,48
01 Distrito Nacional,2016,1,3,35
01 Distrito Nacional,2016,1,4,46
01 Distrito Nacional,2016,2,5,39
01 Distrito Nacional,2016,2,6,25
01 Distrito Nacional,2016,2,7,30
01 Distrito Nacional,2016,2,8,31
01 Distrito Nacional,2016,3,9,21
01 Distrito Nacional,2016,3,10,13
01 Distrito Nacional,2016,3,11,8
01 Distrito Nacional,2016,3,12,20
01 Distrito Nacional,2016,4,13,8
01 Distrito Nacional,2016,4,14,14
01 Distrito Nacional,2016,4,15,8
01 Distrito Nacional,2016,4,16,6
01 Distrito Nacional,2016,4,17,4
01 Distrito Nacional,2016,5,18,12
01 Distrito Nacional,2016,5,19,8
01 Distrito Nacional,2016,5,20,13
01 Distrito Nacional,2016,5,21,6
01 Distrito Nacional,2016,6,22,14
01 Distrito Nacional,2016,6,23,16
01 Distrito Nacional,2016,6,24,22
01 Distrito Nacional,2016,6,25,24
01 Distrito Nacional,2016,7,26,19
01 Distrito Nacional,2016,7,27,14
01 Distrito Nacional,2016,7,28,10
01 Distrito Nacional,2016,7,29,4
01 Distrito Nacional,2016,7,30,8
01 Distrito Nacional,2016,8,31,8
01 Distrito Nacional,2016,8,32,3
01 Distrito Nacional,2016,8,33,3
01 Distrito Nacional,2016,8,34,3
01 Distrito Nacional,2016,9,35,5
01 Distrito Nacional,2016,9,36,4
01 Distrito Nacional,2016,9,37,3
01 Distrito Nacional,2016,9,38,3
01 Distrito Nacional,2016,9,39,4
01 Distrito Nacional,2016,9,40,0
01 Distrito Nacional,2016,10,41,3
01 Distrito Nacional,2016,10,42,5
01 Distrito Nacional,2016,10,43,2
01 Distrito Nacional,2016,11,44,3
01 Distrito Nacional,2016,11,45,8
01 Distrito Nacional,2016,11,46,4
01 Distrito Nacional,2016,11,47,1
01 Distrito Nacional,2016,12,48,6
01 Distrito Nacional,2016,12,49,0
01 Distrito Nacional,2016,12,50,2
01 Distrito Nacional,2016,12,51,2
01 Distrito Nacional,2016,12,52,3
01 Distrito Nacional,2017,12,1,0
01 Distrito Nacional,2017,1,2,2
01 Distrito Nacional,2017,1,3,0
01 Distrito Nacional,2017,1,4,0
01 Distrito Nacional,2017,2,5,1
01 Distrito Nacional,2017,2,6,1
01 Distrito Nacional,2017,2,7,0
01 Distrito Nacional,2017,2,8,1
01 Distrito Nacional,2017,3,9,4
01 Distrito Nacional,2017,3,10,3
01 Distrito Nacional,2017,3,11,0
01 Distrito Nacional,2017,3,12,0
01 Distrito Nacional,2017,4,13,2
01 Distrito Nacional,2017,4,14,2
01 Distrito Nacional,2017,4,15,1
01 Distrito Nacional,2017,4,16,2
01 Distrito Nacional,2017,4,17,0
01 Distrito Nacional,2017,5,18,3
01 Distrito Nacional,2017,5,19,4
01 Distrito Nacional,2017,5,20,6
01 Distrito Nacional,2017,5,21,3
01 Distrito Nacional,2017,6,22,4
01 Distrito Nacional,2017,6,23,3
01 Distrito Nacional,2017,6,24,0
01 Distrito Nacional,2017,6,25,3
01 Distrito Nacional,2017,6,26,2
01 Distrito Nacional,2017,7,27,1
01 Distrito Nacional,2017,7,28,4
01 Distrito Nacional,2017,7,29,3
01 Distrito Nacional,2017,7,30,2
01 Distrito Nacional,2017,8,31,1
01 Distrito Nacional,2017,8,32,1
01 Distrito Nacional,2017,8,33,2
01 Distrito Nacional,2017,8,34,3
01 Distrito Nacional,2017,9,35,3
01 Distrito Nacional,2017,9,36,0
01 Distrito Nacional,2017,9,37,0
01 Distrito Nacional,2017,9,38,7
01 Distrito Nacional,2017,9,39,4
01 Distrito Nacional,2017,10,40,5
01 Distrito Nacional,2017,10,41,5
01 Distrito Nacional,2017,10,42,4
01 Distrito Nacional,2017,10,43,5
01 Distrito Nacional,2017,11,44,3
01 Distrito Nacional,2017,11,45,3
01 Distrito Nacional,2017,11,46,3
01 Distrito Nacional,2017,11,47,5
01 Distrito Nacional,2017,12,48,7
01 Distrito Nacional,2017,12,49,2
01 Distrito Nacional,2017,12,50,0
01 Distrito Nacional,2017,12,51,1
01 Distrito Nacional,2017,12,52,0
01 Distrito Nacional,2018,1,1,1
01 Distrito Nacional,2018,1,2,1
01 Distrito Nacional,2018,1,3,1
01 Distrito Nacional,2018,1,4,2
01 Distrito Nacional,2018,2,5,2
01 Distrito Nacional,2018,2,6,0
01 Distrito Nacional,2018,2,7,0
01 Distrito Nacional,2018,2,8,1
01 Distrito Nacional,2018,2,9,0
01 Distrito Nacional,2018,3,10,1
01 Distrito Nacional,2018,3,11,2
01 Distrito Nacional,2018,3,12,3
01 Distrito Nacional,2018,3,13,2
01 Distrito Nacional,2018,4,14,7
01 Distrito Nacional,2018,4,15,0
01 Distrito Nacional,2018,4,16,2
01 Distrito Nacional,2018,4,17,1
01 Distrito Nacional,2018,5,18,1
01 Distrito Nacional,2018,5,19,2
01 Distrito Nacional,2018,5,20,3
01 Distrito Nacional,2018,5,21,2
01 Distrito Nacional,2018,5,22,0
01 Distrito Nacional,2018,6,23,1
01 Distrito Nacional,2018,6,24,3
01 Distrito Nacional,2018,6,25,4
01 Distrito Nacional,2018,6,26,0
01 Distrito Nacional,2018,7,27,1
01 Distrito Nacional,2018,7,28,2
01 Distrito Nacional,2018,7,29,0
01 Distrito Nacional,2018,7,30,3
01 Distrito Nacional,2018,8,31,2
01 Distrito Nacional,2018,8,32,2
01 Distrito Nacional,2018,8,33,1
01 Distrito Nacional,2018,8,34,1
01 Distrito Nacional,2018,8,35,0
01 Distrito Nacional,2018,9,36,3
01 Distrito Nacional,2018,9,37,9
01 Distrito Nacional,2018,9,38,5
01 Distrito Nacional,2018,9,39,2
01 Distrito Nacional,2018,10,40,2
01 Distrito Nacional,2018,10,41,7
01 Distrito Nacional,2018,10,42,4
01 Distrito Nacional,2018,10,43,4
01 Distrito Nacional,2018,11,44,3
01 Distrito Nacional,2018,11,45,4
01 Distrito Nacional,2018,11,46,6
01 Distrito Nacional,2018,11,47,7
01 Distrito Nacional,2018,12,48,7
01 Distrito Nacional,2018,12,49,5
01 Distrito Nacional,2018,12,50,8
01 Distrito Nacional,2018,12,51,6
01 Distrito Nacional,2018,12,52,9
01 Distrito Nacional,2019,1,1,5
01 Distrito Nacional,2019,1,2,7
01 Distrito Nacional,2019,1,3,12
01 Distrito Nacional,2019,1,4,10
01 Distrito Nacional,2019,2,5,13
01 Distrito Nacional,2019,2,6,11
01 Distrito Nacional,2019,2,7,5
01 Distrito Nacional,2019,2,8,9
01 Distrito Nacional,2019,3,9,12
01 Distrito Nacional,2019,3,10,12
01 Distrito Nacional,2019,3,11,19
01 Distrito Nacional,2019,3,12,14
01 Distrito Nacional,2019,3,13,11
01 Distrito Nacional,2019,4,14,20
01 Distrito Nacional,2019,4,15,12
01 Distrito Nacional,2019,4,16,21
01 Distrito Nacional,2019,4,17,13
01 Distrito Nacional,2019,5,18,11
01 Distrito Nacional,2019,5,19,18
01 Distrito Nacional,2019,5,20,25
01 Distrito Nacional,2019,5,21,15
01 Distrito Nacional,2019,6,22,23
01 Distrito Nacional,2019,6,23,23
01 Distrito Nacional,2019,6,24,31
01 Distrito Nacional,2019,6,25,32
01 Distrito Nacional,2019,6,26,43
01 Distrito Nacional,2019,7,27,52
01 Distrito Nacional,2019,7,28,66
01 Distrito Nacional,2019,7,29,77
01 Distrito Nacional,2019,7,30,66
01 Distrito Nacional,2019,8,31,53
01 Distrito Nacional,2019,8,32,57
01 Distrito Nacional,2019,8,33,70
01 Distrito Nacional,2019,8,34,80
01 Distrito Nacional,2019,8,35,79
01 Distrito Nacional,2019,9,36,83
01 Distrito Nacional,2019,9,37,67
01 Distrito Nacional,2019,9,38,76
01 Distrito Nacional,2019,9,39,45
01 Distrito Nacional,2019,10,40,69
01 Distrito Nacional,2019,10,41,49
01 Distrito Nacional,2019,10,42,38
01 Distrito Nacional,2019,10,43,53
01 Distrito Nacional,2019,11,44,32
01 Distrito Nacional,2019,11,45,31
01 Distrito Nacional,2019,11,46,27
01 Distrito Nacional,2019,11,47,34
01 Distrito Nacional,2019,11,48,17
01 Distrito Nacional,2019,12,49,22
01 Distrito Nacional,2019,12,50,19
01 Distrito Nacional,2019,12,51,22
01 Distrito Nacional,2019,12,52,15
01 Distrito Nacional,2020,12,1,19
01 Distrito Nacional,2020,1,2,28
01 Distrito Nacional,2020,1,3,19
01 Distrito Nacional,2020,1,4,17
01 Distrito Nacional,2020,2,5,20
01 Distrito Nacional,2020,2,6,19
01 Distrito Nacional,2020,2,7,14
