province,year,week,diurnal_temp_range,consecutive_dry_weeks,consecutive_wet_weeks,extreme_rainfall_binary,cooling_degree_days,rainy_season_phase,school_calendar_active
08 El Seibo,2017,28,10.699999999999996,0,0,0,8.559999999999999,0,0
08 El Seibo,2017,29,8.699999999999996,0,0,0,9.16,0,0
08 El Seibo,2017,30,9.800000000000004,0,0,0,9.27,0,0
08 El Seibo,2017,31,10.0,0,0,0,9.5,0,0
08 El Seibo,2017,32,10.400000000000002,0,0,0,8.940000000000001,0,0
08 El Seibo,2017,33,8.699999999999996,0,0,0,8.77,0,0
08 El Seibo,2017,34,7.699999999999999,0,0,0,8.77,0,0
08 El Seibo,2017,35,9.3,0,0,0,9.010000000000002,0,1
08 El Seibo,2017,36,9.200000000000003,0,0,1,8.469999999999999,0,1
08 El Seibo,2017,37,9.299999999999997,0,0,0,8.399999999999999,0,1
08 El Seibo,2017,38,10.399999999999999,0,1,1,7.809999999999999,0,1
08 El Seibo,2017,39,8.7,0,0,0,8.09,1,1
08 El Seibo,2017,40,8.2,0,0,0,7.460000000000001,1,1
08 El Seibo,2017,41,9.100000000000001,0,0,1,7.359999999999999,1,1
08 El Seibo,2017,42,7.600000000000001,0,0,0,7.969999999999999,1,1
08 El Seibo,2017,43,8.2,0,0,0,7.399999999999999,1,1
08 El Seibo,2017,44,8.5,1,0,0,7.469999999999999,1,1
08 El Seibo,2017,45,7.300000000000001,0,0,0,6.27,1,1
08 El Seibo,2017,46,7.100000000000001,0,1,1,6.16,1,1
08 El Seibo,2017,47,11.100000000000001,0,0,0,6.640000000000001,1,1
08 El Seibo,2017,48,9.399999999999999,1,0,0,6.66,1,1
08 El Seibo,2017,49,8.0,2,0,0,6.57,0,1
08 El Seibo,2017,50,10.5,3,0,0,6.09,0,1
08 El Seibo,2017,51,6.5,4,0,0,6.239999999999998,0,1
08 El Seibo,2017,52,7.799999999999997,5,0,0,5.93,0,0
08 El Seibo,2018,1,8.0,0,0,0,5.93,0,0
08 El Seibo,2018,2,6.899999999999999,0,0,0,6.109999999999999,0,0
08 El Seibo,2018,3,7.100000000000001,1,0,0,5.91,0,0
08 El Seibo,2018,4,7.400000000000002,0,0,0,5.600000000000001,0,0
08 El Seibo,2018,5,8.100000000000001,1,0,0,5.170000000000002,0,1
08 El Seibo,2018,6,7.5,2,0,0,5.640000000000001,0,1
08 El Seibo,2018,7,7.100000000000001,0,0,0,5.09,0,1
08 El Seibo,2018,8,9.5,1,0,0,5.109999999999999,0,1
08 El Seibo,2018,9,12.899999999999999,0,0,0,4.399999999999999,0,1
08 El Seibo,2018,10,12.3,1,0,0,5.91,0,1
08 El Seibo,2018,11,11.299999999999997,2,0,0,6.899999999999999,0,1
08 El Seibo,2018,12,11.099999999999998,0,0,0,6.43,0,1
08 El Seibo,2018,13,8.5,1,0,0,5.170000000000002,0,1
08 El Seibo,2018,14,10.899999999999999,0,0,0,6.469999999999999,0,1
08 El Seibo,2018,15,9.299999999999997,1,0,0,7.129999999999999,0,1
08 El Seibo,2018,16,9.400000000000002,0,0,0,6.93,0,1
08 El Seibo,2018,17,10.7,0,0,0,7.73,0,1
08 El Seibo,2018,18,10.5,0,0,0,7.34,0,1
08 El Seibo,2018,19,9.700000000000003,1,0,0,7.390000000000001,0,1
08 El Seibo,2018,20,8.600000000000001,0,0,0,6.940000000000001,0,1
08 El Seibo,2018,21,11.799999999999997,1,0,0,7.899999999999999,0,1
08 El Seibo,2018,22,9.899999999999999,0,0,0,7.960000000000001,0,1
08 El Seibo,2018,23,11.7,1,0,0,9.04,0,1
08 El Seibo,2018,24,10.199999999999996,0,0,0,8.8,0,1
08 El Seibo,2018,25,11.099999999999998,0,0,0,7.899999999999999,1,1
08 El Seibo,2018,26,9.900000000000002,1,0,0,8.8,1,1
08 El Seibo,2018,27,10.699999999999996,2,0,0,9.23,1,0
08 El Seibo,2018,28,10.700000000000003,0,0,0,8.66,1,0
08 El Seibo,2018,29,9.5,0,0,0,8.899999999999999,1,0
08 El Seibo,2018,30,10.899999999999999,0,0,0,9.04,1,0
08 El Seibo,2018,31,9.7,0,0,0,8.89,1,0
08 El Seibo,2018,32,11.900000000000002,0,0,0,8.739999999999998,1,0
08 El Seibo,2018,33,9.099999999999998,0,0,0,8.530000000000001,1,0
08 El Seibo,2018,34,9.600000000000001,0,0,0,8.77,1,0
08 El Seibo,2018,35,8.599999999999998,0,0,0,7.969999999999999,1,1
08 El Seibo,2018,36,8.8,0,0,0,8.14,1,1
08 El Seibo,2018,37,8.899999999999999,0,0,0,8.23,1,1
08 El Seibo,2018,38,9.800000000000004,0,0,0,8.239999999999998,1,1
08 El Seibo,2018,39,7.699999999999999,0,0,0,7.960000000000001,1,1
08 El Seibo,2018,40,11.100000000000001,0,0,0,6.899999999999999,1,1
08 El Seibo,2018,41,8.2,0,0,0,6.710000000000001,1,1
08 El Seibo,2018,42,7.100000000000001,0,0,0,7.510000000000002,1,1
08 El Seibo,2018,43,8.600000000000001,0,0,0,7.600000000000001,1,1
08 El Seibo,2018,44,11.0,0,0,0,7.100000000000001,1,1
08 El Seibo,2018,45,8.2,0,0,0,6.870000000000001,1,1
08 El Seibo,2018,46,7.700000000000003,0,0,0,7.27,1,1
08 El Seibo,2018,47,9.100000000000001,1,0,0,6.859999999999999,1,1
08 El Seibo,2018,48,10.3,2,0,0,6.640000000000001,1,1
08 El Seibo,2018,49,8.0,0,0,0,6.66,1,1
08 El Seibo,2018,50,9.5,1,0,0,6.239999999999998,1,1
08 El Seibo,2018,51,11.2,2,0,0,6.039999999999999,1,1
08 El Seibo,2018,52,7.700000000000003,3,0,0,6.170000000000002,1,0
08 El Seibo,2019,1,8.899999999999999,4,0,0,6.07,1,0
08 El Seibo,2019,2,10.599999999999998,0,0,0,5.16,1,0
08 El Seibo,2019,3,10.600000000000001,1,0,0,5.059999999999999,1,0
08 El Seibo,2019,4,10.399999999999999,2,0,0,5.640000000000001,1,0
08 El Seibo,2019,5,11.0,3,0,0,5.670000000000002,1,1
08 El Seibo,2019,6,10.599999999999998,4,0,0,5.530000000000001,1,1
08 El Seibo,2019,7,9.7,0,0,0,6.260000000000002,1,1
08 El Seibo,2019,8,9.100000000000001,1,0,0,6.27,1,1
08 El Seibo,2019,9,10.700000000000003,2,0,0,6.539999999999999,1,1
08 El Seibo,2019,10,11.2,0,0,0,6.34,1,1
08 El Seibo,2019,11,11.7,0,0,0,5.699999999999999,1,1
08 El Seibo,2019,12,13.100000000000001,1,0,0,6.239999999999998,1,1
08 El Seibo,2019,13,9.5,0,0,0,6.0,0,1
08 El Seibo,2019,14,10.5,0,0,0,6.609999999999999,0,1
08 El Seibo,2019,15,9.8,1,0,0,6.940000000000001,0,1
08 El Seibo,2019,16,10.099999999999998,2,0,0,7.289999999999999,0,1
08 El Seibo,2019,17,12.8,0,0,0,6.77,0,1
08 El Seibo,2019,18,10.3,0,0,0,7.210000000000001,1,1
08 El Seibo,2019,19,9.399999999999999,0,0,0,7.440000000000001,1,1
08 El Seibo,2019,20,10.2,0,0,0,8.530000000000001,1,1
08 El Seibo,2019,21,9.200000000000003,0,0,0,7.16,1,1
08 El Seibo,2019,22,8.799999999999997,0,0,1,6.93,1,1
08 El Seibo,2019,23,8.600000000000001,0,0,0,7.800000000000001,1,1
08 El Seibo,2019,24,8.8,0,0,0,8.309999999999999,1,1
08 El Seibo,2019,25,10.500000000000004,0,0,0,9.61,1,1
08 El Seibo,2019,26,9.700000000000003,0,0,0,8.870000000000001,1,1
08 El Seibo,2019,27,10.799999999999997,1,0,0,8.91,1,0
08 El Seibo,2019,28,9.8,0,0,0,8.899999999999999,1,0
08 El Seibo,2019,29,9.3,1,0,0,9.11,1,0
08 El Seibo,2019,30,9.899999999999999,2,0,0,9.61,1,0
08 El Seibo,2019,31,9.399999999999999,0,0,0,8.39,1,0
08 El Seibo,2019,32,9.2,0,0,0,8.96,1,0
08 El Seibo,2019,33,9.599999999999998,0,0,0,9.36,1,0
08 El Seibo,2019,34,9.399999999999999,0,0,0,9.21,1,0
08 El Seibo,2019,35,10.800000000000004,0,0,0,9.260000000000002,1,1
08 El Seibo,2019,36,10.599999999999998,0,0,0,9.09,1,1
08 El Seibo,2019,37,10.0,0,0,0,9.34,1,1
08 El Seibo,2019,38,9.899999999999999,0,1,1,8.059999999999999,1,1
08 El Seibo,2019,39,10.899999999999999,0,0,1,8.399999999999999,1,1
08 El Seibo,2019,40,8.600000000000001,0,0,0,7.890000000000001,1,1
08 El Seibo,2019,41,10.399999999999999,0,0,0,8.39,1,1
08 El Seibo,2019,42,10.0,0,0,0,8.16,1,1
08 El Seibo,2019,43,8.2,0,0,0,7.59,1,1
08 El Seibo,2019,44,8.7,1,0,0,7.800000000000001,1,1
08 El Seibo,2019,45,10.0,0,0,0,8.010000000000002,1,1
08 El Seibo,2019,46,9.600000000000001,0,0,0,7.239999999999998,1,1
08 El Seibo,2019,47,10.899999999999999,0,0,0,6.91,1,1
08 El Seibo,2019,48,10.899999999999999,1,0,0,6.989999999999998,1,1
08 El Seibo,2019,49,8.599999999999998,0,0,0,7.09,0,1
08 El Seibo,2019,50,7.0,0,0,0,6.690000000000001,0,1
08 El Seibo,2019,51,8.3,0,0,0,6.809999999999999,0,1
08 El Seibo,2019,52,9.0,0,0,0,6.77,0,0
08 El Seibo,2020,1,8.0,1,0,0,6.66,0,0
08 El Seibo,2020,2,8.0,0,0,0,6.23,0,0
08 El Seibo,2020,3,7.599999999999998,0,0,0,5.43,0,0
08 El Seibo,2020,4,9.3,0,0,0,5.510000000000002,0,0
08 El Seibo,2020,5,10.8,1,0,0,6.210000000000001,0,1
08 El Seibo,2020,6,9.2,2,0,0,6.41,0,1
08 El Seibo,2020,7,7.699999999999999,0,0,0,6.23,0,1
08 El Seibo,2020,8,9.899999999999999,0,0,0,6.190000000000001,0,1
08 El Seibo,2020,9,10.399999999999999,0,0,0,5.890000000000001,0,1
08 El Seibo,2020,10,10.100000000000001,0,0,0,5.989999999999998,0,1
08 El Seibo,2020,11,9.0,0,0,0,4.789999999999999,0,1
08 El Seibo,2020,12,8.899999999999999,1,0,0,5.370000000000001,0,1
08 El Seibo,2020,13,9.200000000000003,0,0,0,5.93,0,1
08 El Seibo,2020,14,13.399999999999999,1,0,0,6.559999999999999,0,1
08 El Seibo,2020,15,12.100000000000001,0,0,0,7.489999999999998,0,1
08 El Seibo,2020,16,10.599999999999998,1,0,0,7.789999999999999,0,1
08 El Seibo,2020,17,11.600000000000001,2,0,0,8.39,0,1
08 El Seibo,2020,18,11.200000000000003,0,0,0,8.010000000000002,0,1
08 El Seibo,2020,19,10.600000000000001,0,0,0,8.39,0,1
08 El Seibo,2020,20,9.399999999999999,0,0,0,8.260000000000002,0,1
08 El Seibo,2020,21,10.300000000000004,0,0,0,8.600000000000001,0,1
08 El Seibo,2020,22,10.600000000000001,0,0,0,8.3,0,1
08 El Seibo,2020,23,10.399999999999999,1,0,0,9.010000000000002,0,1
08 El Seibo,2020,24,11.200000000000003,0,0,0,8.489999999999998,0,1
08 El Seibo,2020,25,10.5,1,0,0,9.57,0,1
08 El Seibo,2020,26,10.200000000000003,2,0,0,9.96,1,1
08 El Seibo,2020,27,12.000000000000004,0,0,0,9.3,1,0
08 El Seibo,2020,28,10.000000000000004,0,0,0,9.39,1,0
08 El Seibo,2020,29,9.699999999999996,0,0,0,9.34,1,0
08 El Seibo,2020,30,9.800000000000004,0,0,0,9.260000000000002,1,0
08 El Seibo,2020,31,8.700000000000003,0,1,1,8.940000000000001,1,0
08 El Seibo,2020,32,9.700000000000003,1,0,0,9.79,1,0
08 El Seibo,2020,33,10.899999999999999,2,0,0,9.7,1,0
08 El Seibo,2020,34,10.499999999999996,0,0,1,9.600000000000001,1,0
08 El Seibo,2020,35,9.799999999999997,1,0,0,9.59,1,1
08 El Seibo,2020,36,8.999999999999996,0,0,0,9.09,1,1
08 El Seibo,2020,37,9.5,0,0,0,8.36,1,1
08 El Seibo,2020,38,10.899999999999999,0,0,0,8.91,1,1
08 El Seibo,2020,39,9.899999999999999,0,0,0,8.899999999999999,1,1
08 El Seibo,2020,40,8.899999999999999,0,0,0,7.91,1,1
08 El Seibo,2020,41,9.3,0,0,0,8.14,1,1
08 El Seibo,2020,42,8.600000000000001,0,0,0,7.940000000000001,1,1
08 El Seibo,2020,43,10.5,0,0,0,8.309999999999999,1,1
08 El Seibo,2020,44,8.200000000000003,0,0,0,8.239999999999998,1,1
08 El Seibo,2020,45,7.100000000000001,0,1,1,6.789999999999999,1,1
08 El Seibo,2020,46,6.900000000000002,0,0,0,6.390000000000001,1,1
08 El Seibo,2020,47,8.299999999999997,0,0,0,6.609999999999999,1,1
08 El Seibo,2020,48,9.600000000000001,0,0,0,6.059999999999999,1,1
08 El Seibo,2020,49,9.600000000000001,1,0,0,6.030000000000001,1,1
08 El Seibo,2020,50,8.5,0,0,0,6.100000000000001,1,1
08 El Seibo,2020,51,9.2,1,0,0,6.16,1,1
08 El Seibo,2020,52,8.200000000000003,0,0,0,6.100000000000001,1,0
08 El Seibo,2021,1,9.899999999999999,1,0,0,5.59,1,0
08 El Seibo,2021,2,8.700000000000003,2,0,0,6.300000000000001,1,0
08 El Seibo,2021,3,9.400000000000002,3,0,0,6.109999999999999,1,0
08 El Seibo,2021,4,9.099999999999998,4,0,0,5.390000000000001,1,0
08 El Seibo,2021,5,9.600000000000001,5,0,0,6.239999999999998,1,1
08 El Seibo,2021,6,8.8,6,0,0,6.07,1,1
08 El Seibo,2021,7,9.5,7,0,0,6.199999999999999,1,1
08 El Seibo,2021,8,8.7,8,0,0,5.91,1,1
08 El Seibo,2021,9,12.0,9,0,0,5.93,1,1
08 El Seibo,2021,10,10.8,0,0,0,5.489999999999998,1,1
08 El Seibo,2021,11,11.0,1,0,0,5.43,0,1
08 El Seibo,2021,12,10.7,0,0,0,6.170000000000002,0,1
08 El Seibo,2021,13,9.799999999999997,0,0,0,6.440000000000001,0,1
08 El Seibo,2021,14,10.0,0,0,0,5.5,0,1
08 El Seibo,2021,15,13.7,1,0,0,6.57,0,1
08 El Seibo,2021,16,10.0,2,0,0,7.609999999999999,0,1
08 El Seibo,2021,17,9.5,0,0,0,6.359999999999999,0,1
08 El Seibo,2021,18,9.7,1,0,0,7.440000000000001,0,1
08 El Seibo,2021,19,10.100000000000001,0,0,0,7.829999999999998,0,1
08 El Seibo,2021,20,10.600000000000001,0,0,0,7.710000000000001,0,1
08 El Seibo,2021,21,9.299999999999997,0,0,0,7.77,0,1
08 El Seibo,2021,22,8.2,0,0,0,7.699999999999999,0,1
08 El Seibo,2021,23,9.0,0,0,0,7.190000000000001,0,1
08 El Seibo,2021,24,8.899999999999999,0,0,0,8.84,0,1
08 El Seibo,2021,25,8.5,0,0,0,8.010000000000002,0,1
08 El Seibo,2021,26,9.700000000000003,0,0,0,8.739999999999998,0,1
08 El Seibo,2021,27,9.600000000000001,0,0,0,8.739999999999998,0,0
08 El Seibo,2021,28,9.7,0,0,0,8.41,0,0
08 El Seibo,2021,29,9.600000000000001,0,0,0,8.89,0,0
08 El Seibo,2021,30,9.799999999999997,0,0,0,8.8,1,0
08 El Seibo,2021,31,8.8,0,0,0,8.399999999999999,1,0
08 El Seibo,2021,32,10.0,0,0,1,8.059999999999999,1,0
08 El Seibo,2021,33,9.600000000000001,0,0,0,8.46,1,0
08 El Seibo,2021,34,9.3,1,0,0,9.5,1,0
08 El Seibo,2021,35,12.0,0,0,0,9.21,1,1
08 El Seibo,2021,36,9.399999999999999,0,0,0,8.93,1,1
08 El Seibo,2021,37,9.0,0,0,0,8.059999999999999,1,1
08 El Seibo,2021,38,10.5,0,0,0,8.84,1,1
08 El Seibo,2021,39,11.099999999999998,0,0,0,7.829999999999998,1,1
08 El Seibo,2021,40,8.899999999999999,0,0,0,8.690000000000001,1,1
08 El Seibo,2021,41,9.999999999999996,0,0,0,7.699999999999999,1,1
08 El Seibo,2021,42,9.5,0,0,0,7.77,1,1
08 El Seibo,2021,43,9.099999999999998,1,0,0,7.890000000000001,1,1
08 El Seibo,2021,44,9.0,0,0,0,7.739999999999998,1,1
08 El Seibo,2021,45,10.799999999999997,1,0,0,7.670000000000002,1,1
08 El Seibo,2021,46,9.0,2,0,0,7.93,1,1
08 El Seibo,2021,47,9.399999999999999,3,0,0,6.739999999999998,1,1
08 El Seibo,2021,48,10.2,4,0,0,7.43,1,1
08 El Seibo,2021,49,8.2,5,0,0,7.039999999999999,1,1
08 El Seibo,2021,50,7.899999999999999,0,0,0,6.34,1,1
08 El Seibo,2021,51,10.2,0,0,0,5.969999999999999,1,1
08 El Seibo,2021,52,8.7,1,0,0,5.739999999999998,1,0
08 El Seibo,2022,1,9.299999999999997,0,0,0,5.489999999999998,0,0
08 El Seibo,2022,2,9.5,0,0,0,5.16,0,0
08 El Seibo,2022,3,10.0,1,0,0,5.989999999999998,0,0
08 El Seibo,2022,4,12.299999999999997,2,0,0,5.510000000000002,0,0
08 El Seibo,2022,5,10.7,0,0,0,4.59,0,1
08 El Seibo,2022,6,10.2,1,0,0,5.890000000000001,0,1
08 El Seibo,2022,7,9.399999999999999,2,0,0,5.899999999999999,0,1
08 El Seibo,2022,8,11.599999999999998,3,0,0,5.57,0,1
08 El Seibo,2022,9,11.5,0,0,0,5.800000000000001,0,1
08 El Seibo,2022,10,9.899999999999999,0,0,0,6.199999999999999,0,1
08 El Seibo,2022,11,10.2,1,0,0,6.59,0,1
08 El Seibo,2022,12,11.2,2,0,0,6.640000000000001,0,1
08 El Seibo,2022,13,10.0,0,0,0,6.16,0,1
08 El Seibo,2022,14,11.399999999999999,0,0,0,7.129999999999999,0,1
08 El Seibo,2022,15,10.400000000000002,0,0,0,6.57,0,1
08 El Seibo,2022,16,8.799999999999997,0,1,1,5.41,0,1
08 El Seibo,2022,17,12.0,0,0,1,5.300000000000001,0,1
08 El Seibo,2022,18,9.8,0,0,0,7.07,0,1
08 El Seibo,2022,19,9.8,0,0,0,7.41,0,1
08 El Seibo,2022,20,10.200000000000003,1,0,0,8.559999999999999,0,1
08 El Seibo,2022,21,11.100000000000001,0,0,0,7.140000000000001,0,1
08 El Seibo,2022,22,9.0,0,0,0,8.36,1,1
08 El Seibo,2022,23,9.999999999999996,1,0,0,9.04,1,1
08 El Seibo,2022,24,11.300000000000004,0,0,0,8.2,1,1
08 El Seibo,2022,25,10.700000000000003,0,0,0,8.260000000000002,1,1
08 El Seibo,2022,26,10.600000000000001,0,0,0,8.43,1,1
08 El Seibo,2022,27,10.099999999999998,0,0,0,8.309999999999999,1,0
08 El Seibo,2022,28,9.599999999999998,0,0,0,8.91,1,0
08 El Seibo,2022,29,9.099999999999998,0,0,0,8.559999999999999,1,0
08 El Seibo,2022,30,9.700000000000003,0,0,0,8.54,1,0
08 El Seibo,2022,31,9.7,0,0,0,8.8,1,0
08 El Seibo,2022,32,11.300000000000004,0,0,0,9.07,1,0
08 El Seibo,2022,33,11.0,0,0,0,8.629999999999999,1,0
08 El Seibo,2022,34,10.7,0,0,0,7.870000000000001,1,0
08 El Seibo,2022,35,10.399999999999999,0,0,0,8.34,1,1
08 El Seibo,2022,36,10.599999999999998,0,0,0,8.7,1,1
08 El Seibo,2022,37,11.399999999999999,0,0,0,8.7,1,1
08 El Seibo,2022,38,9.099999999999998,0,1,1,7.739999999999998,1,1
08 El Seibo,2022,39,10.5,0,0,0,7.309999999999999,1,1
08 El Seibo,2022,40,9.0,0,0,0,8.14,1,1
08 El Seibo,2022,41,9.2,0,0,0,7.670000000000002,1,1
08 El Seibo,2022,42,9.8,0,0,0,7.870000000000001,1,1
08 El Seibo,2022,43,10.0,0,0,0,6.530000000000001,1,1
08 El Seibo,2022,44,11.0,0,0,0,6.66,1,1
08 El Seibo,2022,45,8.100000000000001,0,0,0,6.960000000000001,1,1
08 El Seibo,2022,46,7.900000000000002,1,0,0,7.199999999999999,1,1
08 El Seibo,2022,47,8.2,2,0,0,7.27,1,1
08 El Seibo,2022,48,9.899999999999999,3,0,0,6.16,0,1
08 El Seibo,2022,49,8.899999999999999,4,0,0,4.859999999999999,0,1
08 El Seibo,2022,50,11.600000000000001,5,0,0,5.300000000000001,0,1
08 El Seibo,2022,51,9.0,6,0,0,6.129999999999999,0,1
08 El Seibo,2022,52,9.0,7,0,0,6.170000000000002,0,0
08 El Seibo,2023,1,8.600000000000001,0,0,0,5.109999999999999,0,0
08 El Seibo,2023,2,9.599999999999998,0,0,0,4.800000000000001,0,0
08 El Seibo,2023,3,11.599999999999998,1,0,0,4.510000000000002,0,0
08 El Seibo,2023,4,10.399999999999999,2,0,0,5.190000000000001,0,0
08 El Seibo,2023,5,9.2,3,0,0,5.559999999999999,0,1
08 El Seibo,2023,6,9.5,4,0,0,5.77,0,1
08 El Seibo,2023,7,12.0,5,0,0,5.460000000000001,0,1
08 El Seibo,2023,8,10.0,6,0,0,5.390000000000001,0,1
08 El Seibo,2023,9,12.8,7,0,0,5.690000000000001,0,1
08 El Seibo,2023,10,12.2,8,0,0,5.59,0,1
08 El Seibo,2023,11,11.5,0,0,0,5.73,0,1
08 El Seibo,2023,12,11.8,1,0,0,6.510000000000002,0,1
08 El Seibo,2023,13,11.8,2,0,0,6.84,0,1
08 El Seibo,2023,14,12.599999999999998,0,0,0,5.489999999999998,0,1
08 El Seibo,2023,15,10.3,0,0,0,6.960000000000001,0,1
08 El Seibo,2023,16,11.7,0,0,0,6.41,0,1
08 El Seibo,2023,17,13.799999999999997,0,0,0,7.57,0,1
08 El Seibo,2023,18,10.900000000000002,1,0,0,8.690000000000001,0,1
08 El Seibo,2023,19,11.699999999999996,0,0,0,8.690000000000001,0,1
08 El Seibo,2023,20,11.299999999999997,0,0,1,7.629999999999999,0,1
08 El Seibo,2023,21,9.100000000000001,0,0,0,8.059999999999999,0,1
08 El Seibo,2023,22,9.2,0,0,0,8.93,0,1
08 El Seibo,2023,23,8.699999999999996,1,0,0,9.93,0,1
08 El Seibo,2023,24,10.0,0,0,0,10.11,0,1
08 El Seibo,2023,25,11.100000000000001,1,0,0,10.16,0,1
08 El Seibo,2023,26,12.600000000000001,0,0,0,9.510000000000002,0,1
08 El Seibo,2023,27,9.0,0,0,0,9.530000000000001,1,0
08 El Seibo,2023,28,10.100000000000001,1,0,0,10.09,1,0
08 El Seibo,2023,29,10.7,0,0,0,10.059999999999999,1,0
08 El Seibo,2023,30,10.600000000000001,0,0,0,9.690000000000001,1,0
08 El Seibo,2023,31,10.699999999999996,0,0,0,9.829999999999998,1,0
08 El Seibo,2023,32,10.2,0,0,0,9.260000000000002,1,0
08 El Seibo,2023,33,9.700000000000003,0,0,0,10.100000000000001,1,0
08 El Seibo,2023,34,8.899999999999999,0,1,1,7.940000000000001,1,0
08 El Seibo,2023,35,9.399999999999999,0,0,0,9.7,1,1
08 El Seibo,2023,36,10.699999999999996,0,0,0,9.43,1,1
08 El Seibo,2023,37,10.600000000000001,0,0,0,9.059999999999999,1,1
08 El Seibo,2023,38,10.200000000000003,0,0,0,9.23,1,1
08 El Seibo,2023,39,10.200000000000003,0,0,0,10.100000000000001,1,1
08 El Seibo,2023,40,10.999999999999996,0,0,0,9.489999999999998,1,1
08 El Seibo,2023,41,10.299999999999997,1,0,0,9.809999999999999,1,1
08 El Seibo,2023,42,10.700000000000003,0,0,0,9.329999999999998,1,1
08 El Seibo,2023,43,10.699999999999996,0,0,0,8.260000000000002,1,1
08 El Seibo,2023,44,9.600000000000001,0,0,0,8.309999999999999,1,1
08 El Seibo,2023,45,9.700000000000003,0,0,0,7.609999999999999,1,1
08 El Seibo,2023,46,8.899999999999999,0,0,0,7.789999999999999,1,1
08 El Seibo,2023,47,8.8,0,0,0,7.460000000000001,1,1
08 El Seibo,2023,48,9.0,1,0,0,7.440000000000001,1,1
08 El Seibo,2023,49,10.600000000000001,0,0,0,7.140000000000001,1,1
08 El Seibo,2023,50,8.5,0,0,0,6.760000000000002,1,1
08 El Seibo,2023,51,8.600000000000001,0,0,0,5.93,1,1
08 El Seibo,2023,52,12.0,1,0,0,5.809999999999999,1,0
09 Espaillat,2015,1,5.699999999999999,0,0,0,6.280000000000001,0,0
09 Espaillat,2015,2,6.899999999999999,0,0,0,5.859999999999999,0,0
09 Espaillat,2015,3,6.899999999999999,0,0,0,6.370000000000001,0,0
09 Espaillat,2015,4,8.399999999999999,1,0,0,6.16,0,0
09 Espaillat,2015,5,8.5,0,1,1,5.07,0,1
09 Espaillat,2015,6,8.400000000000002,0,0,0,6.059999999999999,0,1
09 Espaillat,2015,7,7.600000000000001,0,0,0,5.969999999999999,0,1
09 Espaillat,2015,8,9.100000000000001,0,1,1,5.66,0,1
09 Espaillat,2015,9,7.900000000000002,0,0,0,6.460000000000001,0,1
09 Espaillat,2015,10,7.0,0,0,0,5.77,0,1
09 Espaillat,2015,11,7.0,0,0,0,5.800000000000001,0,1
09 Espaillat,2015,12,8.5,0,0,0,6.199999999999999,0,1
09 Espaillat,2015,13,8.600000000000001,1,0,0,7.609999999999999,0,1
09 Espaillat,2015,14,6.600000000000001,0,0,0,5.93,0,1
09 Espaillat,2015,15,7.0,0,0,0,6.559999999999999,0,1
09 Espaillat,2015,16,9.900000000000002,0,0,0,7.359999999999999,0,1
09 Espaillat,2015,17,11.0,1,0,0,8.91,0,1
09 Espaillat,2015,18,11.700000000000003,2,0,0,9.84,1,1
09 Espaillat,2015,19,9.2,3,0,0,9.030000000000001,1,1
09 Espaillat,2015,20,8.299999999999997,0,0,0,8.059999999999999,1,1
09 Espaillat,2015,21,7.5,0,0,0,7.969999999999999,1,1
09 Espaillat,2015,22,8.100000000000001,0,0,0,7.399999999999999,1,1
09 Espaillat,2015,23,9.0,0,0,0,9.07,1,1
09 Espaillat,2015,24,8.699999999999996,0,0,0,9.11,1,1
09 Espaillat,2015,25,7.5,0,0,0,8.93,1,1
09 Espaillat,2015,26,8.5,0,0,0,8.96,1,1
09 Espaillat,2015,27,7.400000000000002,0,0,0,9.07,1,0
09 Espaillat,2015,28,7.0,0,0,0,8.61,1,0
09 Espaillat,2015,29,7.800000000000001,0,0,0,9.100000000000001,1,0
09 Espaillat,2015,30,9.799999999999997,1,0,0,10.2,1,0
09 Espaillat,2015,31,8.200000000000003,0,0,0,9.66,1,0
09 Espaillat,2015,32,8.900000000000002,0,0,0,9.61,1,0
09 Espaillat,2015,33,7.9999999999999964,0,0,0,9.760000000000002,1,0
09 Espaillat,2015,34,9.200000000000003,0,0,0,9.989999999999998,1,0
09 Espaillat,2015,35,9.300000000000004,0,0,0,9.440000000000001,1,1
09 Espaillat,2015,36,8.600000000000001,0,0,0,10.11,1,1
09 Espaillat,2015,37,8.099999999999998,0,0,0,9.61,1,1
09 Espaillat,2015,38,7.899999999999999,0,0,0,9.46,1,1
09 Espaillat,2015,39,8.600000000000001,0,0,0,9.71,1,1
09 Espaillat,2015,40,9.599999999999998,0,0,0,10.2,1,1
09 Espaillat,2015,41,9.200000000000003,1,0,0,10.469999999999999,1,1
09 Espaillat,2015,42,8.200000000000003,0,0,0,9.91,1,1
09 Espaillat,2015,43,9.900000000000002,0,0,0,8.21,1,1
09 Espaillat,2015,44,8.8,0,0,0,8.29,1,1
09 Espaillat,2015,45,7.100000000000001,0,0,0,7.829999999999998,1,1
09 Espaillat,2015,46,6.600000000000001,0,0,0,8.329999999999998,1,1
09 Espaillat,2015,47,7.5,0,0,0,7.010000000000002,1,1
09 Espaillat,2015,48,9.0,0,0,0,6.629999999999999,0,1
09 Espaillat,2015,49,8.100000000000001,0,0,0,7.870000000000001,0,1
09 Espaillat,2015,50,7.600000000000001,0,0,0,7.609999999999999,0,1
09 Espaillat,2015,51,6.699999999999999,0,0,0,7.109999999999999,0,1
