province,year,week,diurnal_temp_range,consecutive_dry_weeks,consecutive_wet_weeks,extreme_rainfall_binary,cooling_degree_days,rainy_season_phase,school_calendar_active
01 Distrito Nacional,2015,1,8.400000000000002,1,0,0,6.420000000000002,0,0
01 Distrito Nacional,2015,2,9.100000000000001,2,0,0,5.84,0,0
01 Distrito Nacional,2015,3,8.5,0,0,0,6.109999999999999,0,0
01 Distrito Nacional,2015,4,9.100000000000001,1,0,0,6.140000000000001,0,0
01 Distrito Nacional,2015,5,8.8,0,0,0,5.210000000000001,0,1
01 Distrito Nacional,2015,6,8.2,1,0,0,5.829999999999998,0,1
01 Distrito Nacional,2015,7,9.5,2,0,0,6.260000000000002,0,1
01 Distrito Nacional,2015,8,11.200000000000003,0,0,0,5.739999999999998,0,1
01 Distrito Nacional,2015,9,9.7,0,0,0,6.109999999999999,0,1
01 Distrito Nacional,2015,10,8.5,0,0,0,5.800000000000001,0,1
01 Distrito Nacional,2015,11,10.099999999999998,0,0,0,6.309999999999999,0,1
01 Distrito Nacional,2015,12,9.599999999999998,1,0,0,6.359999999999999,0,1
01 Distrito Nacional,2015,13,9.0,2,0,0,6.899999999999999,0,1
01 Distrito Nacional,2015,14,9.200000000000003,0,0,0,6.359999999999999,0,1
01 Distrito Nacional,2015,15,8.2,0,0,0,6.739999999999998,0,1
01 Distrito Nacional,2015,16,9.3,1,0,0,7.27,0,1
01 Distrito Nacional,2015,17,9.3,2,0,0,7.739999999999998,1,1
01 Distrito Nacional,2015,18,8.399999999999999,3,0,0,8.489999999999998,1,1
01 Distrito Nacional,2015,19,9.900000000000002,4,0,0,7.91,1,1
01 Distrito Nacional,2015,20,9.5,5,0,0,8.14,1,1
01 Distrito Nacional,2015,21,8.8,0,0,0,8.370000000000001,1,1
01 Distrito Nacional,2015,22,8.8,0,0,0,7.77,1,1
01 Distrito Nacional,2015,23,8.2,1,0,0,8.46,1,1
01 Distrito Nacional,2015,24,8.5,0,0,0,8.690000000000001,1,1
01 Distrito Nacional,2015,25,9.399999999999999,0,0,0,8.91,1,1
01 Distrito Nacional,2015,26,8.7,0,0,0,8.27,1,1
01 Distrito Nacional,2015,27,9.300000000000004,0,0,0,9.16,1,0
01 Distrito Nacional,2015,28,9.899999999999999,0,0,0,8.8,1,0
01 Distrito Nacional,2015,29,9.099999999999998,0,0,0,8.59,1,0
01 Distrito Nacional,2015,30,9.800000000000004,1,0,0,9.030000000000001,1,0
01 Distrito Nacional,2015,31,9.999999999999996,2,0,0,9.71,1,0
01 Distrito Nacional,2015,32,9.2,0,0,0,9.29,1,0
01 Distrito Nacional,2015,33,9.8,0,0,0,9.23,1,0
01 Distrito Nacional,2015,34,9.399999999999999,1,0,0,9.34,1,0
01 Distrito Nacional,2015,35,9.899999999999999,0,1,1,8.93,1,1
01 Distrito Nacional,2015,36,8.600000000000001,1,0,0,8.899999999999999,1,1
01 Distrito Nacional,2015,37,9.100000000000001,0,0,0,8.7,1,1
01 Distrito Nacional,2015,38,8.3,0,0,0,8.399999999999999,1,1
01 Distrito Nacional,2015,39,7.399999999999999,0,0,0,8.670000000000002,1,1
01 Distrito Nacional,2015,40,7.699999999999999,1,0,0,9.36,1,1
01 Distrito Nacional,2015,41,9.700000000000003,0,0,0,9.2,1,1
01 Distrito Nacional,2015,42,8.0,0,0,0,8.86,1,1
01 Distrito Nacional,2015,43,8.600000000000001,0,0,0,8.29,1,1
01 Distrito Nacional,2015,44,9.0,0,0,0,7.5,1,1
01 Distrito Nacional,2015,45,7.699999999999999,0,0,0,7.100000000000001,1,1
01 Distrito Nacional,2015,46,7.200000000000003,0,0,0,7.370000000000001,1,1
01 Distrito Nacional,2015,47,9.299999999999997,0,0,0,6.390000000000001,1,1
01 Distrito Nacional,2015,48,9.5,0,0,0,6.260000000000002,0,1
01 Distrito Nacional,2015,49,7.600000000000001,0,0,0,6.73,0,1
01 Distrito Nacional,2015,50,7.599999999999998,0,0,0,6.469999999999999,0,1
01 Distrito Nacional,2015,51,8.2,0,0,0,5.859999999999999,0,1
01 Distrito Nacional,2015,52,8.099999999999998,0,0,0,6.510000000000002,0,0
01 Distrito Nacional,2016,1,9.8,1,0,0,5.84,0,0
01 Distrito Nacional,2016,2,9.399999999999999,2,0,0,6.010000000000002,0,0
01 Distrito Nacional,2016,3,10.899999999999999,3,0,0,6.199999999999999,0,0
01 Distrito Nacional,2016,4,9.600000000000001,0,0,0,5.899999999999999,0,0
01 Distrito Nacional,2016,5,9.899999999999999,1,0,0,5.670000000000002,0,1
01 Distrito Nacional,2016,6,9.599999999999998,2,0,0,6.329999999999998,0,1
01 Distrito Nacional,2016,7,9.400000000000002,0,0,0,5.84,0,1
01 Distrito Nacional,2016,8,9.599999999999998,1,0,0,6.260000000000002,0,1
01 Distrito Nacional,2016,9,8.5,2,0,0,6.969999999999999,0,1
01 Distrito Nacional,2016,10,9.5,0,0,0,5.859999999999999,0,1
01 Distrito Nacional,2016,11,10.299999999999997,0,0,0,6.670000000000002,0,1
01 Distrito Nacional,2016,12,8.3,0,0,0,7.390000000000001,0,1
01 Distrito Nacional,2016,13,9.2,0,0,0,6.84,0,1
01 Distrito Nacional,2016,14,8.2,0,0,0,7.199999999999999,0,1
01 Distrito Nacional,2016,15,9.8,1,0,0,7.640000000000001,0,1
01 Distrito Nacional,2016,16,8.8,0,0,0,7.559999999999999,0,1
01 Distrito Nacional,2016,17,9.599999999999998,0,1,1,6.390000000000001,0,1
01 Distrito Nacional,2016,18,7.600000000000001,0,0,0,6.899999999999999,1,1
01 Distrito Nacional,2016,19,6.199999999999999,0,0,0,7.260000000000002,1,1
01 Distrito Nacional,2016,20,7.300000000000001,0,0,0,7.989999999999998,1,1
01 Distrito Nacional,2016,21,7.699999999999999,0,0,0,7.73,1,1
01 Distrito Nacional,2016,22,7.900000000000002,0,1,1,7.129999999999999,1,1
01 Distrito Nacional,2016,23,7.0,0,0,0,8.260000000000002,1,1
01 Distrito Nacional,2016,24,8.3,0,0,0,8.41,1,1
01 Distrito Nacional,2016,25,7.5,0,0,0,7.469999999999999,1,1
01 Distrito Nacional,2016,26,8.2,0,0,0,7.899999999999999,1,1
01 Distrito Nacional,2016,27,7.599999999999998,0,0,0,8.629999999999999,1,0
01 Distrito Nacional,2016,28,8.3,0,0,0,8.399999999999999,1,0
01 Distrito Nacional,2016,29,8.0,0,0,0,8.54,1,0
01 Distrito Nacional,2016,30,8.2,0,0,0,8.29,1,0
01 Distrito Nacional,2016,31,8.3,0,1,1,7.870000000000001,1,0
01 Distrito Nacional,2016,32,7.800000000000001,0,0,0,8.57,1,0
01 Distrito Nacional,2016,33,8.900000000000002,1,0,0,9.030000000000001,1,0
01 Distrito Nacional,2016,34,8.0,0,0,0,7.93,1,0
01 Distrito Nacional,2016,35,9.7,0,0,0,8.86,1,1
01 Distrito Nacional,2016,36,9.500000000000004,0,0,0,8.23,1,1
01 Distrito Nacional,2016,37,8.700000000000003,1,0,0,8.21,1,1
01 Distrito Nacional,2016,38,8.3,0,0,0,8.5,1,1
01 Distrito Nacional,2016,39,8.899999999999999,0,0,0,8.600000000000001,1,1
01 Distrito Nacional,2016,40,7.899999999999999,0,1,1,7.969999999999999,1,1
01 Distrito Nacional,2016,41,7.600000000000001,0,0,0,8.36,1,1
01 Distrito Nacional,2016,42,6.0,0,0,0,7.739999999999998,1,1
01 Distrito Nacional,2016,43,6.900000000000002,0,0,0,7.670000000000002,1,1
01 Distrito Nacional,2016,44,6.800000000000001,0,0,0,6.859999999999999,1,1
01 Distrito Nacional,2016,45,7.400000000000002,0,0,0,6.890000000000001,1,1
01 Distrito Nacional,2016,46,6.899999999999999,0,0,0,6.609999999999999,1,1
01 Distrito Nacional,2016,47,7.400000000000002,0,0,0,5.829999999999998,1,1
01 Distrito Nacional,2016,48,8.200000000000003,0,0,0,6.329999999999998,0,1
01 Distrito Nacional,2016,49,8.0,1,0,0,6.43,0,1
01 Distrito Nacional,2016,50,7.800000000000001,0,0,0,6.489999999999998,0,1
01 Distrito Nacional,2016,51,7.5,0,0,0,5.59,0,1
01 Distrito Nacional,2016,52,7.699999999999999,0,0,0,5.73,0,0
01 Distrito Nacional,2017,1,9.099999999999998,1,0,0,5.829999999999998,0,0
01 Distrito Nacional,2017,2,7.699999999999999,2,0,0,5.010000000000002,0,0
01 Distrito Nacional,2017,3,11.400000000000002,3,0,0,4.530000000000001,0,0
01 Distrito Nacional,2017,4,11.299999999999997,4,0,0,5.699999999999999,0,0
01 Distrito Nacional,2017,5,10.3,0,0,0,6.34,0,1
01 Distrito Nacional,2017,6,9.5,0,0,0,6.27,0,1
01 Distrito Nacional,2017,7,8.7,0,0,0,5.739999999999998,0,1
01 Distrito Nacional,2017,8,10.099999999999998,0,0,0,6.399999999999999,0,1
01 Distrito Nacional,2017,9,11.600000000000001,1,0,0,6.899999999999999,0,1
01 Distrito Nacional,2017,10,9.899999999999999,0,0,0,6.059999999999999,0,1
01 Distrito Nacional,2017,11,10.0,1,0,0,6.59,0,1
01 Distrito Nacional,2017,12,11.799999999999997,0,0,0,6.489999999999998,0,1
01 Distrito Nacional,2017,13,11.3,1,0,0,7.530000000000001,0,1
01 Distrito Nacional,2017,14,9.0,0,0,0,7.760000000000002,0,1
01 Distrito Nacional,2017,15,12.0,0,0,0,7.670000000000002,0,1
01 Distrito Nacional,2017,16,8.299999999999997,0,1,1,6.510000000000002,0,1
01 Distrito Nacional,2017,17,6.900000000000002,0,0,1,6.57,0,1
01 Distrito Nacional,2017,18,8.100000000000001,0,0,0,6.789999999999999,1,1
01 Distrito Nacional,2017,19,9.3,0,0,0,7.190000000000001,1,1
01 Distrito Nacional,2017,20,7.5,0,0,0,7.989999999999998,1,1
01 Distrito Nacional,2017,21,7.600000000000001,1,0,0,8.39,1,1
01 Distrito Nacional,2017,22,8.0,0,0,0,7.940000000000001,1,1
01 Distrito Nacional,2017,23,7.599999999999998,0,0,0,8.739999999999998,1,1
01 Distrito Nacional,2017,24,8.8,0,0,0,8.36,1,1
01 Distrito Nacional,2017,25,9.2,0,0,0,8.34,1,1
01 Distrito Nacional,2017,26,7.900000000000002,0,0,0,8.61,1,1
01 Distrito Nacional,2017,27,8.8,0,0,0,8.61,1,0
01 Distrito Nacional,2017,28,7.5,0,0,0,8.43,1,0
01 Distrito Nacional,2017,29,9.600000000000001,0,0,0,9.2,1,0
01 Distrito Nacional,2017,30,8.2,0,0,0,8.989999999999998,1,0
01 Distrito Nacional,2017,31,10.500000000000004,0,0,0,9.370000000000001,1,0
01 Distrito Nacional,2017,32,9.0,0,0,0,8.670000000000002,1,0
01 Distrito Nacional,2017,33,9.7,0,0,0,8.71,1,0
01 Distrito Nacional,2017,34,8.099999999999998,0,0,0,8.84,1,0
01 Distrito Nacional,2017,35,8.200000000000003,0,0,0,8.93,1,1
01 Distrito Nacional,2017,36,8.800000000000004,0,0,0,8.93,1,1
01 Distrito Nacional,2017,37,8.0,0,0,0,8.899999999999999,1,1
01 Distrito Nacional,2017,38,8.8,0,0,0,8.829999999999998,1,1
01 Distrito Nacional,2017,39,7.699999999999999,0,0,0,8.07,1,1
01 Distrito Nacional,2017,40,7.299999999999997,0,0,0,7.890000000000001,1,1
01 Distrito Nacional,2017,41,9.200000000000003,0,0,0,7.93,1,1
01 Distrito Nacional,2017,42,7.599999999999998,0,0,0,7.93,1,1
01 Distrito Nacional,2017,43,8.200000000000003,0,0,0,7.59,1,1
01 Distrito Nacional,2017,44,8.099999999999998,0,0,0,7.739999999999998,1,1
01 Distrito Nacional,2017,45,5.899999999999999,0,1,1,6.289999999999999,1,1
01 Distrito Nacional,2017,46,6.200000000000003,0,2,1,6.829999999999998,1,1
01 Distrito Nacional,2017,47,8.400000000000002,0,0,0,6.73,1,1
01 Distrito Nacional,2017,48,7.899999999999999,1,0,0,6.899999999999999,0,1
01 Distrito Nacional,2017,49,8.7,0,0,0,6.59,0,1
01 Distrito Nacional,2017,50,10.0,1,0,0,6.510000000000002,0,1
01 Distrito Nacional,2017,51,8.5,2,0,0,6.629999999999999,0,1
01 Distrito Nacional,2017,52,8.3,0,0,0,6.039999999999999,0,0
01 Distrito Nacional,2018,1,6.800000000000001,0,0,0,6.190000000000001,0,0
01 Distrito Nacional,2018,2,7.800000000000001,0,0,0,5.859999999999999,0,0
01 Distrito Nacional,2018,3,7.199999999999999,0,0,0,5.809999999999999,0,0
01 Distrito Nacional,2018,4,7.699999999999999,0,0,0,5.890000000000001,0,0
01 Distrito Nacional,2018,5,9.099999999999998,1,0,0,5.489999999999998,0,1
01 Distrito Nacional,2018,6,8.100000000000001,0,0,0,5.489999999999998,0,1
01 Distrito Nacional,2018,7,8.8,0,0,0,5.039999999999999,0,1
01 Distrito Nacional,2018,8,10.099999999999998,0,0,0,5.329999999999998,0,1
01 Distrito Nacional,2018,9,12.5,0,0,0,4.93,0,1
01 Distrito Nacional,2018,10,9.900000000000002,0,0,0,6.0,0,1
01 Distrito Nacional,2018,11,7.400000000000002,0,0,0,6.760000000000002,0,1
01 Distrito Nacional,2018,12,9.7,0,0,0,6.739999999999998,0,1
01 Distrito Nacional,2018,13,10.8,1,0,0,5.989999999999998,0,1
01 Distrito Nacional,2018,14,9.7,0,0,0,6.91,0,1
01 Distrito Nacional,2018,15,9.5,0,0,0,7.16,0,1
01 Distrito Nacional,2018,16,9.0,0,0,0,7.010000000000002,0,1
01 Distrito Nacional,2018,17,8.5,0,0,0,7.600000000000001,0,1
01 Distrito Nacional,2018,18,7.5,0,0,0,6.989999999999998,1,1
01 Distrito Nacional,2018,19,7.300000000000001,0,0,0,6.969999999999999,1,1
01 Distrito Nacional,2018,20,8.0,0,0,0,6.789999999999999,1,1
01 Distrito Nacional,2018,21,8.100000000000001,0,0,0,7.489999999999998,1,1
01 Distrito Nacional,2018,22,7.300000000000001,0,0,0,7.829999999999998,1,1
01 Distrito Nacional,2018,23,7.899999999999999,0,0,0,8.46,1,1
01 Distrito Nacional,2018,24,7.699999999999999,0,0,0,8.510000000000002,1,1
01 Distrito Nacional,2018,25,8.2,0,0,0,8.07,1,1
01 Distrito Nacional,2018,26,9.7,1,0,0,8.760000000000002,1,1
01 Distrito Nacional,2018,27,11.5,0,0,0,9.370000000000001,1,0
01 Distrito Nacional,2018,28,8.8,0,0,0,8.5,1,0
01 Distrito Nacional,2018,29,7.800000000000001,0,0,0,8.5,1,0
01 Distrito Nacional,2018,30,8.099999999999998,0,0,0,8.41,1,0
01 Distrito Nacional,2018,31,9.200000000000003,0,0,0,8.66,1,0
01 Distrito Nacional,2018,32,8.3,0,0,0,8.260000000000002,1,0
01 Distrito Nacional,2018,33,7.900000000000002,0,0,0,8.100000000000001,1,0
01 Distrito Nacional,2018,34,7.600000000000001,0,0,0,8.21,1,0
01 Distrito Nacional,2018,35,8.3,0,0,1,7.559999999999999,1,1
01 Distrito Nacional,2018,36,8.599999999999998,0,0,0,8.14,1,1
01 Distrito Nacional,2018,37,8.8,0,0,0,8.309999999999999,1,1
01 Distrito Nacional,2018,38,7.5,0,0,0,8.3,1,1
01 Distrito Nacional,2018,39,8.7,0,0,0,7.699999999999999,1,1
01 Distrito Nacional,2018,40,7.800000000000001,0,0,0,7.300000000000001,1,1
01 Distrito Nacional,2018,41,7.300000000000001,0,1,1,6.969999999999999,1,1
01 Distrito Nacional,2018,42,8.0,0,0,0,7.59,1,1
01 Distrito Nacional,2018,43,8.3,1,0,0,7.629999999999999,1,1
01 Distrito Nacional,2018,44,8.400000000000002,0,0,0,7.289999999999999,1,1
01 Distrito Nacional,2018,45,8.400000000000002,0,0,0,7.07,1,1
01 Distrito Nacional,2018,46,7.100000000000001,0,0,0,7.09,1,1
01 Distrito Nacional,2018,47,9.3,1,0,0,6.739999999999998,1,1
01 Distrito Nacional,2018,48,8.600000000000001,2,0,0,6.640000000000001,0,1
01 Distrito Nacional,2018,49,8.599999999999998,3,0,0,6.690000000000001,0,1
01 Distrito Nacional,2018,50,8.899999999999999,4,0,0,6.140000000000001,0,1
01 Distrito Nacional,2018,51,9.400000000000002,5,0,0,5.800000000000001,0,1
01 Distrito Nacional,2018,52,9.3,6,0,0,6.629999999999999,0,0
01 Distrito Nacional,2019,1,10.0,7,0,0,6.289999999999999,0,0
01 Distrito Nacional,2019,2,10.5,0,0,0,5.399999999999999,0,0
01 Distrito Nacional,2019,3,10.5,1,0,0,5.260000000000002,0,0
01 Distrito Nacional,2019,4,9.8,2,0,0,5.559999999999999,0,0
01 Distrito Nacional,2019,5,10.399999999999999,0,0,0,5.629999999999999,0,1
01 Distrito Nacional,2019,6,10.0,0,0,0,6.039999999999999,0,1
01 Distrito Nacional,2019,7,9.400000000000002,0,0,0,6.43,0,1
01 Distrito Nacional,2019,8,10.5,1,0,0,6.77,0,1
01 Distrito Nacional,2019,9,11.700000000000003,2,0,0,6.710000000000001,0,1
01 Distrito Nacional,2019,10,11.3,0,0,0,6.59,0,1
01 Distrito Nacional,2019,11,10.2,0,0,0,6.129999999999999,0,1
01 Distrito Nacional,2019,12,11.0,0,0,0,6.370000000000001,0,1
01 Distrito Nacional,2019,13,8.5,0,0,0,6.489999999999998,0,1
01 Distrito Nacional,2019,14,9.600000000000001,0,0,0,7.010000000000002,0,1
01 Distrito Nacional,2019,15,8.8,0,0,0,6.899999999999999,0,1
01 Distrito Nacional,2019,16,8.900000000000002,0,0,0,7.109999999999999,0,1
01 Distrito Nacional,2019,17,9.3,0,0,0,7.300000000000001,0,1
01 Distrito Nacional,2019,18,9.0,0,0,0,7.629999999999999,1,1
01 Distrito Nacional,2019,19,9.399999999999999,0,0,0,7.789999999999999,1,1
01 Distrito Nacional,2019,20,7.300000000000001,1,0,0,8.59,1,1
01 Distrito Nacional,2019,21,8.899999999999999,0,0,0,7.829999999999998,1,1
01 Distrito Nacional,2019,22,7.199999999999999,0,0,0,7.129999999999999,1,1
01 Distrito Nacional,2019,23,7.100000000000001,0,0,0,8.260000000000002,1,1
01 Distrito Nacional,2019,24,8.2,0,0,0,8.54,1,1
01 Distrito Nacional,2019,25,7.599999999999998,0,0,0,9.21,1,1
01 Distrito Nacional,2019,26,9.0,0,0,0,8.870000000000001,1,1
01 Distrito Nacional,2019,27,10.499999999999996,0,0,0,9.100000000000001,1,0
01 Distrito Nacional,2019,28,8.5,0,0,0,8.739999999999998,1,0
01 Distrito Nacional,2019,29,9.2,0,0,0,9.100000000000001,1,0
01 Distrito Nacional,2019,30,9.600000000000001,0,0,0,9.309999999999999,1,0
01 Distrito Nacional,2019,31,9.899999999999999,0,0,1,8.64,1,0
01 Distrito Nacional,2019,32,7.900000000000002,0,0,0,9.16,1,0
01 Distrito Nacional,2019,33,9.2,0,0,0,9.239999999999998,1,0
01 Distrito Nacional,2019,34,7.800000000000001,0,0,0,8.91,1,0
01 Distrito Nacional,2019,35,8.400000000000002,1,0,0,9.5,1,1
01 Distrito Nacional,2019,36,9.999999999999996,0,0,0,9.260000000000002,1,1
01 Distrito Nacional,2019,37,9.500000000000004,0,0,0,9.73,1,1
01 Distrito Nacional,2019,38,8.799999999999997,0,1,1,8.5,1,1
01 Distrito Nacional,2019,39,7.199999999999999,0,0,0,9.010000000000002,1,1
01 Distrito Nacional,2019,40,6.900000000000002,0,0,0,8.57,1,1
01 Distrito Nacional,2019,41,8.700000000000003,0,0,0,8.66,1,1
01 Distrito Nacional,2019,42,8.8,0,0,0,8.66,1,1
01 Distrito Nacional,2019,43,9.100000000000001,0,0,0,7.739999999999998,1,1
01 Distrito Nacional,2019,44,9.5,0,0,0,8.14,1,1
01 Distrito Nacional,2019,45,8.8,0,0,0,7.940000000000001,1,1
01 Distrito Nacional,2019,46,7.899999999999999,0,0,0,7.57,1,1
01 Distrito Nacional,2019,47,9.599999999999998,1,0,0,7.390000000000001,1,1
01 Distrito Nacional,2019,48,12.300000000000004,2,0,0,7.640000000000001,1,1
01 Distrito Nacional,2019,49,8.2,0,0,0,7.539999999999999,0,1
01 Distrito Nacional,2019,50,9.0,0,0,0,6.559999999999999,0,1
01 Distrito Nacional,2019,51,8.400000000000002,0,0,0,6.690000000000001,0,1
01 Distrito Nacional,2019,52,9.2,0,0,0,7.100000000000001,0,0
01 Distrito Nacional,2020,1,8.900000000000002,1,0,0,7.140000000000001,0,0
01 Distrito Nacional,2020,2,9.5,0,0,0,6.84,0,0
01 Distrito Nacional,2020,3,9.099999999999998,0,0,0,6.16,0,0
01 Distrito Nacional,2020,4,7.599999999999998,0,0,0,6.170000000000002,0,0
01 Distrito Nacional,2020,5,9.100000000000001,1,0,0,6.5,0,1
01 Distrito Nacional,2020,6,10.0,0,0,0,6.960000000000001,0,1
01 Distrito Nacional,2020,7,10.0,0,0,0,6.77,0,1
01 Distrito Nacional,2020,8,9.7,0,0,0,6.460000000000001,0,1
01 Distrito Nacional,2020,9,9.600000000000001,0,0,0,6.460000000000001,0,1
01 Distrito Nacional,2020,10,8.5,0,0,0,6.309999999999999,0,1
01 Distrito Nacional,2020,11,8.8,0,0,0,5.41,0,1
01 Distrito Nacional,2020,12,9.5,1,0,0,5.760000000000002,0,1
01 Distrito Nacional,2020,13,9.3,0,0,0,6.039999999999999,0,1
01 Distrito Nacional,2020,14,10.2,1,0,0,6.670000000000002,0,1
01 Distrito Nacional,2020,15,8.3,0,0,0,7.609999999999999,0,1
01 Distrito Nacional,2020,16,9.599999999999998,0,0,0,7.609999999999999,0,1
01 Distrito Nacional,2020,17,8.900000000000002,1,0,0,7.899999999999999,0,1
01 Distrito Nacional,2020,18,8.2,2,0,0,7.699999999999999,1,1
01 Distrito Nacional,2020,19,7.400000000000002,0,0,0,8.629999999999999,1,1
01 Distrito Nacional,2020,20,7.400000000000002,0,0,0,8.39,1,1
01 Distrito Nacional,2020,21,7.300000000000001,0,0,0,9.010000000000002,1,1
01 Distrito Nacional,2020,22,7.899999999999999,0,0,0,8.690000000000001,1,1
01 Distrito Nacional,2020,23,8.399999999999999,0,0,0,8.829999999999998,1,1
01 Distrito Nacional,2020,24,7.5,0,0,0,9.04,1,1
01 Distrito Nacional,2020,25,7.5,0,0,0,9.23,1,1
01 Distrito Nacional,2020,26,11.100000000000001,0,0,0,9.899999999999999,1,1
01 Distrito Nacional,2020,27,8.100000000000001,0,0,0,8.969999999999999,1,0
01 Distrito Nacional,2020,28,9.999999999999996,0,0,0,9.23,1,0
01 Distrito Nacional,2020,29,8.400000000000002,0,0,0,9.21,1,0
01 Distrito Nacional,2020,30,9.2,0,0,0,8.760000000000002,1,0
01 Distrito Nacional,2020,31,9.2,0,0,0,9.2,1,0
01 Distrito Nacional,2020,32,9.399999999999999,0,0,0,9.36,1,0
01 Distrito Nacional,2020,33,9.099999999999998,0,0,0,9.489999999999998,1,0
01 Distrito Nacional,2020,34,7.699999999999999,0,1,1,9.170000000000002,1,0
01 Distrito Nacional,2020,35,9.0,0,0,0,9.399999999999999,1,1
01 Distrito Nacional,2020,36,8.899999999999999,0,0,0,8.309999999999999,1,1
01 Distrito Nacional,2020,37,7.300000000000001,0,0,0,8.5,1,1
01 Distrito Nacional,2020,38,9.200000000000003,0,0,0,9.0,1,1
01 Distrito Nacional,2020,39,8.399999999999999,0,0,0,9.09,1,1
01 Distrito Nacional,2020,40,8.099999999999998,0,0,0,7.800000000000001,1,1
01 Distrito Nacional,2020,41,9.7,0,0,0,8.190000000000001,1,1
01 Distrito Nacional,2020,42,6.900000000000002,0,0,0,8.0,1,1
01 Distrito Nacional,2020,43,7.800000000000001,0,0,0,8.21,1,1
01 Distrito Nacional,2020,44,7.800000000000001,0,0,0,7.859999999999999,1,1
01 Distrito Nacional,2020,45,6.199999999999999,0,1,1,7.0,1,1
01 Distrito Nacional,2020,46,7.0,0,2,1,6.739999999999998,1,1
01 Distrito Nacional,2020,47,7.399999999999999,0,0,0,6.670000000000002,1,1
01 Distrito Nacional,2020,48,9.0,0,0,0,6.710000000000001,1,1
01 Distrito Nacional,2020,49,9.2,1,0,0,6.289999999999999,1,1
01 Distrito Nacional,2020,50,7.5,0,0,0,6.210000000000001,0,1
01 Distrito Nacional,2020,51,9.0,0,0,0,6.109999999999999,0,1
01 Distrito Nacional,2020,52,8.5,0,0,0,6.140000000000001,0,0
01 Distrito Nacional,2021,1,10.5,1,0,0,5.629999999999999,0,0
01 Distrito Nacional,2021,2,8.799999999999997,2,0,0,5.93,0,0
01 Distrito Nacional,2021,3,8.899999999999999,0,0,0,6.109999999999999,0,0
01 Distrito Nacional,2021,4,9.899999999999999,1,0,0,5.66,0,0
01 Distrito Nacional,2021,5,8.0,0,0,0,6.140000000000001,0,1
01 Distrito Nacional,2021,6,9.2,1,0,0,6.23,0,1
01 Distrito Nacional,2021,7,9.5,0,0,0,6.09,0,1
01 Distrito Nacional,2021,8,10.3,1,0,0,5.91,0,1
01 Distrito Nacional,2021,9,10.0,2,0,0,6.039999999999999,0,1
01 Distrito Nacional,2021,10,9.900000000000002,0,0,0,5.600000000000001,0,1
01 Distrito Nacional,2021,11,11.0,1,0,0,5.510000000000002,0,1
01 Distrito Nacional,2021,12,8.600000000000001,0,0,0,6.140000000000001,0,1
01 Distrito Nacional,2021,13,9.0,0,0,0,6.440000000000001,0,1
01 Distrito Nacional,2021,14,7.800000000000001,0,0,0,5.739999999999998,0,1
01 Distrito Nacional,2021,15,11.7,1,0,0,6.5,0,1
01 Distrito Nacional,2021,16,7.699999999999999,0,0,0,6.899999999999999,0,1
01 Distrito Nacional,2021,17,8.3,0,0,0,6.370000000000001,0,1
01 Distrito Nacional,2021,18,7.899999999999999,0,0,0,6.989999999999998,1,1
01 Distrito Nacional,2021,19,7.700000000000003,0,0,0,7.510000000000002,1,1
01 Distrito Nacional,2021,20,8.5,0,0,0,7.370000000000001,1,1
01 Distrito Nacional,2021,21,8.3,0,0,0,7.629999999999999,1,1
01 Distrito Nacional,2021,22,7.599999999999998,0,0,0,7.260000000000002,1,1
01 Distrito Nacional,2021,23,7.599999999999998,0,0,0,7.170000000000002,1,1
01 Distrito Nacional,2021,24,8.3,0,0,0,8.469999999999999,1,1
01 Distrito Nacional,2021,25,7.199999999999999,0,0,0,7.66,1,1
01 Distrito Nacional,2021,26,7.699999999999999,0,1,1,8.34,1,1
01 Distrito Nacional,2021,27,9.0,0,0,0,8.36,1,0
01 Distrito Nacional,2021,28,9.0,0,0,0,8.100000000000001,1,0
01 Distrito Nacional,2021,29,7.5,0,0,0,8.61,1,0
01 Distrito Nacional,2021,30,9.100000000000001,0,0,0,8.5,1,0
01 Distrito Nacional,2021,31,8.2,0,0,0,8.530000000000001,1,0
01 Distrito Nacional,2021,32,9.000000000000004,0,1,1,8.14,1,0
01 Distrito Nacional,2021,33,8.7,0,2,1,8.239999999999998,1,0
01 Distrito Nacional,2021,34,9.2,1,0,0,9.129999999999999,1,0
01 Distrito Nacional,2021,35,8.2,2,0,0,8.829999999999998,1,1
01 Distrito Nacional,2021,36,8.800000000000004,0,0,0,8.989999999999998,1,1
01 Distrito Nacional,2021,37,8.099999999999998,0,0,0,8.329999999999998,1,1
01 Distrito Nacional,2021,38,8.3,0,0,0,8.940000000000001,1,1
01 Distrito Nacional,2021,39,8.400000000000002,0,0,0,8.059999999999999,1,1
01 Distrito Nacional,2021,40,8.799999999999997,0,0,0,8.370000000000001,1,1
01 Distrito Nacional,2021,41,7.900000000000002,0,0,0,8.16,1,1
01 Distrito Nacional,2021,42,8.400000000000002,0,0,0,7.690000000000001,1,1
01 Distrito Nacional,2021,43,8.7,1,0,0,7.91,1,1
01 Distrito Nacional,2021,44,7.800000000000001,0,0,0,7.460000000000001,1,1
01 Distrito Nacional,2021,45,9.100000000000001,0,0,0,7.600000000000001,1,1
01 Distrito Nacional,2021,46,10.2,1,0,0,7.789999999999999,1,1
