province,year,week,avg_temp,max_temp,min_temp
26 Santiago Rodríguez,2015,15,25.86,33.5,18.9
26 Santiago Rodríguez,2015,16,26.59,34.1,19.9
26 Santiago Rodríguez,2015,17,27.7,35.2,20.8
26 Santiago Rodríguez,2015,18,28.69,38.4,20.9
26 Santiago Rodríguez,2015,19,28.36,36.3,20.2
26 Santiago Rodríguez,2015,20,27.46,35.5,20.4
26 Santiago Rodríguez,2015,21,27.6,35.0,21.8
26 Santiago Rodríguez,2015,22,26.34,33.8,20.4
26 Santiago Rodríguez,2015,23,27.67,34.9,21.7
26 Santiago Rodríguez,2015,24,28.01,36.0,21.5
26 Santiago Rodríguez,2015,25,28.6,36.5,21.5
26 Santiago Rodríguez,2015,26,29.24,37.6,21.0
26 Santiago Rodríguez,2015,27,29.47,38.4,23.2
26 Santiago Rodríguez,2015,28,28.46,36.4,22.3
26 Santiago Rodríguez,2015,29,28.99,36.4,21.3
26 Santiago Rodríguez,2015,30,30.17,38.6,22.2
26 Santiago Rodríguez,2015,31,29.8,38.7,22.1
26 Santiago Rodríguez,2015,32,29.41,37.6,22.7
26 Santiago Rodríguez,2015,33,29.64,36.5,22.7
26 Santiago Rodríguez,2015,34,29.86,37.5,23.7
26 Santiago Rodríguez,2015,35,29.06,38.3,23.0
26 Santiago Rodríguez,2015,36,28.49,36.1,21.7
26 Santiago Rodríguez,2015,37,29.47,37.2,22.2
26 Santiago Rodríguez,2015,38,28.53,36.1,23.0
26 Santiago Rodríguez,2015,39,28.24,35.5,22.1
26 Santiago Rodríguez,2015,40,28.44,37.5,22.3
26 Santiago Rodríguez,2015,41,29.0,36.8,22.0
26 Santiago Rodríguez,2015,42,29.37,37.1,22.1
26 Santiago Rodríguez,2015,43,25.63,32.7,18.8
26 Santiago Rodríguez,2015,44,25.8,32.3,19.2
26 Santiago Rodríguez,2015,45,26.83,33.5,21.0
26 Santiago Rodríguez,2015,46,27.27,34.7,20.4
26 Santiago Rodríguez,2015,47,25.9,33.2,17.4
26 Santiago Rodríguez,2015,48,24.06,32.6,18.6
26 Santiago Rodríguez,2015,49,25.56,32.8,19.4
26 Santiago Rodríguez,2015,50,25.56,32.7,18.7
26 Santiago Rodríguez,2015,51,25.57,32.5,18.9
26 Santiago Rodríguez,2015,52,25.33,32.2,20.3
26 Santiago Rodríguez,2016,1,24.57,32.3,17.7
26 Santiago Rodríguez,2016,2,24.53,33.9,16.5
26 Santiago Rodríguez,2016,3,24.34,33.7,17.9
26 Santiago Rodríguez,2016,4,23.96,30.9,17.9
26 Santiago Rodríguez,2016,5,23.67,32.4,15.0
26 Santiago Rodríguez,2016,6,24.03,31.0,18.3
26 Santiago Rodríguez,2016,7,23.89,31.6,18.3
26 Santiago Rodríguez,2016,8,24.4,32.4,16.9
26 Santiago Rodríguez,2016,9,24.97,31.8,18.8
26 Santiago Rodríguez,2016,10,23.31,32.6,18.6
26 Santiago Rodríguez,2016,11,25.99,35.0,18.9
26 Santiago Rodríguez,2016,12,27.4,36.0,19.9
26 Santiago Rodríguez,2016,13,27.63,35.0,20.4
26 Santiago Rodríguez,2016,14,26.71,35.1,20.6
26 Santiago Rodríguez,2016,15,26.0,33.3,19.4
26 Santiago Rodríguez,2016,16,24.99,32.9,21.0
26 Santiago Rodríguez,2016,17,24.69,30.6,19.6
26 Santiago Rodríguez,2016,18,25.17,32.8,19.7
26 Santiago Rodríguez,2016,19,25.56,31.9,20.3
26 Santiago Rodríguez,2016,20,27.61,34.4,21.7
26 Santiago Rodríguez,2016,21,25.9,33.6,20.7
26 Santiago Rodríguez,2016,22,26.19,32.8,21.2
26 Santiago Rodríguez,2016,23,27.31,33.9,21.4
26 Santiago Rodríguez,2016,24,27.34,34.6,20.8
26 Santiago Rodríguez,2016,25,27.23,33.6,21.3
26 Santiago Rodríguez,2016,26,28.06,35.0,21.0
26 Santiago Rodríguez,2016,27,28.89,36.9,22.4
26 Santiago Rodríguez,2016,28,28.6,37.0,22.2
26 Santiago Rodríguez,2016,29,28.93,38.1,22.3
26 Santiago Rodríguez,2016,30,28.57,36.9,22.4
26 Santiago Rodríguez,2016,31,28.83,37.0,22.7
26 Santiago Rodríguez,2016,32,29.14,37.3,22.7
26 Santiago Rodríguez,2016,33,29.59,38.9,21.4
26 Santiago Rodríguez,2016,34,27.09,35.3,22.6
26 Santiago Rodríguez,2016,35,27.3,34.5,21.0
26 Santiago Rodríguez,2016,36,27.64,35.2,21.5
26 Santiago Rodríguez,2016,37,28.04,35.7,20.4
26 Santiago Rodríguez,2016,38,27.69,35.1,21.7
26 Santiago Rodríguez,2016,39,28.2,36.1,22.1
26 Santiago Rodríguez,2016,40,26.93,34.1,21.7
26 Santiago Rodríguez,2016,41,26.61,32.8,21.5
26 Santiago Rodríguez,2016,42,24.81,29.5,20.7
26 Santiago Rodríguez,2016,43,24.66,30.2,21.3
26 Santiago Rodríguez,2016,44,24.01,29.4,19.0
26 Santiago Rodríguez,2016,45,24.03,28.4,21.0
26 Santiago Rodríguez,2016,46,23.59,28.4,21.1
26 Santiago Rodríguez,2016,47,22.9,27.9,18.6
26 Santiago Rodríguez,2016,48,23.5,29.5,17.6
26 Santiago Rodríguez,2016,49,23.46,29.6,16.3
26 Santiago Rodríguez,2016,50,23.79,29.4,16.9
26 Santiago Rodríguez,2016,51,23.21,28.8,17.7
26 Santiago Rodríguez,2016,52,23.37,29.1,17.3
26 Santiago Rodríguez,2017,1,24.83,31.7,19.1
26 Santiago Rodríguez,2017,2,21.6,27.2,17.8
26 Santiago Rodríguez,2017,3,22.21,29.0,15.1
26 Santiago Rodríguez,2017,4,23.53,31.8,16.5
26 Santiago Rodríguez,2017,5,25.23,32.0,19.4
26 Santiago Rodríguez,2017,6,25.03,33.5,19.8
26 Santiago Rodríguez,2017,7,24.5,30.8,18.1
26 Santiago Rodríguez,2017,8,24.93,34.2,18.5
26 Santiago Rodríguez,2017,9,25.69,34.0,19.9
26 Santiago Rodríguez,2017,10,23.94,32.6,19.2
26 Santiago Rodríguez,2017,11,26.01,33.7,20.0
26 Santiago Rodríguez,2017,12,22.83,30.5,19.6
26 Santiago Rodríguez,2017,13,23.94,30.6,18.6
26 Santiago Rodríguez,2017,14,25.91,33.2,20.8
26 Santiago Rodríguez,2017,15,23.73,29.9,18.5
26 Santiago Rodríguez,2017,16,24.69,30.5,20.2
26 Santiago Rodríguez,2017,17,24.79,30.9,20.9
26 Santiago Rodríguez,2017,18,24.73,31.4,19.8
26 Santiago Rodríguez,2017,19,24.7,32.0,18.8
26 Santiago Rodríguez,2017,20,25.96,31.7,21.9
26 Santiago Rodríguez,2017,21,27.69,35.5,21.0
26 Santiago Rodríguez,2017,22,27.67,35.5,22.4
26 Santiago Rodríguez,2017,23,29.06,36.6,23.2
26 Santiago Rodríguez,2017,24,28.04,36.4,21.8
26 Santiago Rodríguez,2017,25,28.21,34.9,22.4
26 Santiago Rodríguez,2017,26,28.73,36.7,23.2
26 Santiago Rodríguez,2017,27,28.87,36.3,23.4
26 Santiago Rodríguez,2017,28,27.31,35.2,22.7
26 Santiago Rodríguez,2017,29,28.76,36.7,23.4
26 Santiago Rodríguez,2017,30,29.11,36.6,23.6
26 Santiago Rodríguez,2017,31,29.66,37.4,23.8
26 Santiago Rodríguez,2017,32,28.4,36.0,23.2
26 Santiago Rodríguez,2017,33,28.7,36.7,23.3
26 Santiago Rodríguez,2017,34,29.09,37.2,23.8
26 Santiago Rodríguez,2017,35,29.49,38.0,23.6
26 Santiago Rodríguez,2017,36,27.54,35.9,21.9
26 Santiago Rodríguez,2017,37,26.63,32.2,22.9
26 Santiago Rodríguez,2017,38,26.39,32.4,21.7
26 Santiago Rodríguez,2017,39,26.43,31.8,21.6
26 Santiago Rodríguez,2017,40,26.39,32.7,22.4
26 Santiago Rodríguez,2017,41,25.87,32.8,20.0
26 Santiago Rodríguez,2017,42,26.69,32.9,22.1
26 Santiago Rodríguez,2017,43,27.06,34.8,21.1
26 Santiago Rodríguez,2017,44,26.37,33.1,21.1
26 Santiago Rodríguez,2017,45,25.03,33.0,21.3
26 Santiago Rodríguez,2017,46,24.31,29.8,20.2
26 Santiago Rodríguez,2017,47,24.71,30.2,18.9
26 Santiago Rodríguez,2017,48,24.31,30.2,18.1
26 Santiago Rodríguez,2017,49,24.94,32.0,19.4
26 Santiago Rodríguez,2017,50,25.14,31.9,17.3
26 Santiago Rodríguez,2017,51,25.09,31.0,20.6
26 Santiago Rodríguez,2017,52,25.24,32.6,18.0
26 Santiago Rodríguez,2018,1,24.13,32.6,20.0
26 Santiago Rodríguez,2018,2,24.2,29.9,19.8
26 Santiago Rodríguez,2018,3,24.21,29.6,19.4
26 Santiago Rodríguez,2018,4,24.11,30.5,20.0
26 Santiago Rodríguez,2018,5,24.37,31.7,18.9
26 Santiago Rodríguez,2018,6,24.73,31.6,17.9
26 Santiago Rodríguez,2018,7,24.14,30.3,19.2
26 Santiago Rodríguez,2018,8,24.06,30.0,18.9
26 Santiago Rodríguez,2018,9,23.76,32.8,17.5
26 Santiago Rodríguez,2018,10,24.66,35.2,18.1
26 Santiago Rodríguez,2018,11,25.8,36.0,19.5
26 Santiago Rodríguez,2018,12,25.19,35.2,20.6
26 Santiago Rodríguez,2018,13,23.89,32.2,18.9
26 Santiago Rodríguez,2018,14,24.93,33.4,19.9
26 Santiago Rodríguez,2018,15,25.91,32.7,20.0
26 Santiago Rodríguez,2018,16,26.84,35.1,21.4
26 Santiago Rodríguez,2018,17,26.8,34.6,21.4
26 Santiago Rodríguez,2018,18,25.96,35.0,21.7
26 Santiago Rodríguez,2018,19,26.51,33.8,21.6
26 Santiago Rodríguez,2018,20,26.9,32.8,21.8
26 Santiago Rodríguez,2018,21,27.97,36.1,22.0
26 Santiago Rodríguez,2018,22,28.67,37.2,22.9
26 Santiago Rodríguez,2018,23,29.81,37.8,23.5
26 Santiago Rodríguez,2018,24,28.86,37.2,22.5
26 Santiago Rodríguez,2018,25,27.89,36.0,22.2
26 Santiago Rodríguez,2018,26,29.16,38.0,22.6
26 Santiago Rodríguez,2018,27,29.6,37.5,23.0
26 Santiago Rodríguez,2018,28,29.61,38.7,22.8
26 Santiago Rodríguez,2018,29,29.74,37.5,24.0
26 Santiago Rodríguez,2018,30,29.6,38.0,23.7
26 Santiago Rodríguez,2018,31,29.21,37.2,22.9
26 Santiago Rodríguez,2018,32,29.31,39.0,23.1
26 Santiago Rodríguez,2018,33,28.96,37.0,23.0
26 Santiago Rodríguez,2018,34,29.39,37.2,23.0
26 Santiago Rodríguez,2018,35,28.01,36.5,22.6
26 Santiago Rodríguez,2018,36,28.37,36.1,22.1
26 Santiago Rodríguez,2018,37,28.57,36.3,23.0
26 Santiago Rodríguez,2018,38,28.2,36.3,22.5
26 Santiago Rodríguez,2018,39,28.11,35.8,21.8
26 Santiago Rodríguez,2018,40,25.6,36.0,21.7
26 Santiago Rodríguez,2018,41,25.63,32.5,21.2
26 Santiago Rodríguez,2018,42,26.37,32.4,20.8
26 Santiago Rodríguez,2018,43,27.67,35.3,20.5
26 Santiago Rodríguez,2018,44,26.43,35.2,21.5
26 Santiago Rodríguez,2018,45,26.64,34.8,18.8
26 Santiago Rodríguez,2018,46,26.94,34.2,21.7
26 Santiago Rodríguez,2018,47,27.03,34.9,20.5
26 Santiago Rodríguez,2018,48,26.04,33.0,19.5
26 Santiago Rodríguez,2018,49,26.24,34.3,19.2
26 Santiago Rodríguez,2018,50,25.99,34.0,19.8
26 Santiago Rodríguez,2018,51,25.7,34.7,17.0
26 Santiago Rodríguez,2018,52,25.37,32.0,19.8
26 Santiago Rodríguez,2019,1,25.74,33.4,20.0
26 Santiago Rodríguez,2019,2,24.41,31.6,18.0
26 Santiago Rodríguez,2019,3,24.74,32.5,17.5
26 Santiago Rodríguez,2019,4,25.51,33.4,19.4
26 Santiago Rodríguez,2019,5,26.04,33.6,19.8
26 Santiago Rodríguez,2019,6,24.64,33.0,19.2
26 Santiago Rodríguez,2019,7,25.44,33.2,18.9
26 Santiago Rodríguez,2019,8,26.29,33.5,20.3
26 Santiago Rodríguez,2019,9,26.44,35.3,20.0
26 Santiago Rodríguez,2019,10,26.7,35.0,20.4
26 Santiago Rodríguez,2019,11,25.81,34.8,20.0
26 Santiago Rodríguez,2019,12,26.34,35.0,20.0
26 Santiago Rodríguez,2019,13,24.34,33.0,20.5
26 Santiago Rodríguez,2019,14,25.91,32.9,20.1
26 Santiago Rodríguez,2019,15,27.33,34.5,20.9
26 Santiago Rodríguez,2019,16,27.94,36.3,21.2
26 Santiago Rodríguez,2019,17,26.74,35.8,19.3
26 Santiago Rodríguez,2019,18,27.34,36.0,20.5
26 Santiago Rodríguez,2019,19,28.56,37.0,22.6
26 Santiago Rodríguez,2019,20,27.87,37.0,23.1
26 Santiago Rodríguez,2019,21,25.8,33.0,21.5
26 Santiago Rodríguez,2019,22,25.46,33.0,20.0
26 Santiago Rodríguez,2019,23,26.29,32.8,21.0
26 Santiago Rodríguez,2019,24,27.33,34.0,22.2
26 Santiago Rodríguez,2019,25,30.1,40.1,23.0
26 Santiago Rodríguez,2019,26,29.57,38.2,22.8
26 Santiago Rodríguez,2019,27,29.03,39.4,22.2
26 Santiago Rodríguez,2019,28,29.43,37.0,23.3
26 Santiago Rodríguez,2019,29,29.66,37.5,22.5
26 Santiago Rodríguez,2019,30,30.03,38.8,24.0
26 Santiago Rodríguez,2019,31,28.56,37.0,23.4
26 Santiago Rodríguez,2019,32,29.54,37.7,24.0
26 Santiago Rodríguez,2019,33,30.04,38.2,23.2
26 Santiago Rodríguez,2019,34,29.26,37.9,23.1
26 Santiago Rodríguez,2019,35,29.49,38.3,22.9
26 Santiago Rodríguez,2019,36,29.46,38.7,22.9
26 Santiago Rodríguez,2019,37,28.17,37.3,22.5
26 Santiago Rodríguez,2019,38,27.13,37.3,23.1
26 Santiago Rodríguez,2019,39,26.04,31.5,23.0
26 Santiago Rodríguez,2019,40,25.71,31.5,19.8
26 Santiago Rodríguez,2019,41,26.79,32.8,21.1
26 Santiago Rodríguez,2019,42,26.93,34.5,20.1
26 Santiago Rodríguez,2019,43,26.83,34.5,21.0
26 Santiago Rodríguez,2019,44,27.21,34.4,21.1
26 Santiago Rodríguez,2019,45,27.29,34.5,21.7
26 Santiago Rodríguez,2019,46,26.03,33.2,20.7
26 Santiago Rodríguez,2019,47,24.49,32.2,17.5
26 Santiago Rodríguez,2019,48,24.76,32.8,17.4
26 Santiago Rodríguez,2019,49,24.73,31.7,18.5
26 Santiago Rodríguez,2019,50,25.13,31.5,20.2
26 Santiago Rodríguez,2019,51,25.7,32.8,19.5
26 Santiago Rodríguez,2019,52,25.54,34.3,19.1
26 Santiago Rodríguez,2020,1,25.81,33.3,20.5
26 Santiago Rodríguez,2020,2,25.09,33.0,18.9
26 Santiago Rodríguez,2020,3,23.87,30.2,18.9
26 Santiago Rodríguez,2020,4,23.86,31.9,18.5
26 Santiago Rodríguez,2020,5,25.17,32.6,18.5
26 Santiago Rodríguez,2020,6,24.94,33.0,18.4
26 Santiago Rodríguez,2020,7,25.37,32.2,19.0
26 Santiago Rodríguez,2020,8,25.5,33.1,20.4
26 Santiago Rodríguez,2020,9,24.64,34.1,19.3
26 Santiago Rodríguez,2020,10,24.1,30.7,19.5
26 Santiago Rodríguez,2020,11,22.7,28.6,16.5
26 Santiago Rodríguez,2020,12,23.79,30.6,18.3
26 Santiago Rodríguez,2020,13,25.43,33.7,18.8
26 Santiago Rodríguez,2020,14,26.03,35.0,19.5
26 Santiago Rodríguez,2020,15,27.73,38.1,21.6
26 Santiago Rodríguez,2020,16,28.63,36.6,22.5
26 Santiago Rodríguez,2020,17,29.31,38.2,21.8
26 Santiago Rodríguez,2020,18,28.99,37.9,23.2
26 Santiago Rodríguez,2020,19,27.71,36.5,22.0
26 Santiago Rodríguez,2020,20,27.94,36.8,22.6
26 Santiago Rodríguez,2020,21,28.63,36.5,23.4
26 Santiago Rodríguez,2020,22,27.93,38.4,22.0
26 Santiago Rodríguez,2020,23,28.63,36.7,20.5
26 Santiago Rodríguez,2020,24,28.73,37.2,23.2
26 Santiago Rodríguez,2020,25,28.84,38.2,22.4
26 Santiago Rodríguez,2020,26,30.34,39.2,23.4
26 Santiago Rodríguez,2020,27,29.04,37.7,23.1
26 Santiago Rodríguez,2020,28,29.94,37.2,23.9
26 Santiago Rodríguez,2020,29,30.01,39.0,23.6
26 Santiago Rodríguez,2020,30,29.51,37.0,23.4
26 Santiago Rodríguez,2020,31,28.79,37.4,23.9
26 Santiago Rodríguez,2020,32,29.87,38.9,22.8
26 Santiago Rodríguez,2020,33,30.0,38.3,24.2
26 Santiago Rodríguez,2020,34,29.36,39.4,24.2
26 Santiago Rodríguez,2020,35,27.69,34.5,22.8
26 Santiago Rodríguez,2020,36,28.33,35.3,22.8
26 Santiago Rodríguez,2020,37,28.47,37.7,22.3
26 Santiago Rodríguez,2020,38,27.9,35.7,21.8
26 Santiago Rodríguez,2020,39,27.77,36.0,21.5
26 Santiago Rodríguez,2020,40,28.07,36.0,21.9
26 Santiago Rodríguez,2020,41,28.59,37.9,21.5
26 Santiago Rodríguez,2020,42,28.24,37.2,23.0
26 Santiago Rodríguez,2020,43,27.71,36.0,21.9
26 Santiago Rodríguez,2020,44,28.0,36.0,23.4
26 Santiago Rodríguez,2020,45,25.9,35.2,22.0
26 Santiago Rodríguez,2020,46,25.61,32.0,20.3
26 Santiago Rodríguez,2020,47,25.09,31.4,20.2
26 Santiago Rodríguez,2020,48,24.36,30.5,18.7
26 Santiago Rodríguez,2020,49,24.8,32.5,17.7
26 Santiago Rodríguez,2020,50,23.99,32.7,18.2
26 Santiago Rodríguez,2020,51,24.0,30.1,18.4
26 Santiago Rodríguez,2020,52,24.69,30.8,19.1
26 Santiago Rodríguez,2021,1,24.0,31.5,17.2
26 Santiago Rodríguez,2021,2,25.47,33.3,19.0
26 Santiago Rodríguez,2021,3,25.5,32.7,19.5
26 Santiago Rodríguez,2021,4,23.96,32.3,18.5
26 Santiago Rodríguez,2021,5,23.53,31.1,18.5
26 Santiago Rodríguez,2021,6,24.86,31.6,19.8
26 Santiago Rodríguez,2021,7,25.34,32.8,18.2
26 Santiago Rodríguez,2021,8,24.91,31.3,19.1
26 Santiago Rodríguez,2021,9,25.49,32.8,20.0
26 Santiago Rodríguez,2021,10,22.86,29.2,17.7
26 Santiago Rodríguez,2021,11,24.21,32.0,17.6
26 Santiago Rodríguez,2021,12,25.04,31.9,18.9
26 Santiago Rodríguez,2021,13,25.19,32.3,20.1
26 Santiago Rodríguez,2021,14,23.69,30.1,19.4
26 Santiago Rodríguez,2021,15,25.99,36.2,17.8
26 Santiago Rodríguez,2021,16,27.94,37.2,20.5
26 Santiago Rodríguez,2021,17,26.56,34.9,19.9
26 Santiago Rodríguez,2021,18,27.56,36.0,20.9
26 Santiago Rodríguez,2021,19,28.64,36.8,22.0
26 Santiago Rodríguez,2021,20,26.77,35.7,21.3
26 Santiago Rodríguez,2021,21,27.04,36.2,21.2
26 Santiago Rodríguez,2021,22,27.09,34.0,21.9
26 Santiago Rodríguez,2021,23,26.74,34.5,21.2
26 Santiago Rodríguez,2021,24,28.99,37.1,22.5
26 Santiago Rodríguez,2021,25,28.09,35.5,22.4
26 Santiago Rodríguez,2021,26,28.57,37.4,22.0
26 Santiago Rodríguez,2021,27,29.06,37.1,23.1
26 Santiago Rodríguez,2021,28,28.37,37.2,22.5
26 Santiago Rodríguez,2021,29,29.19,37.7,24.0
26 Santiago Rodríguez,2021,30,28.7,37.3,22.5
26 Santiago Rodríguez,2021,31,29.43,37.8,23.9
26 Santiago Rodríguez,2021,32,27.83,35.5,22.4
26 Santiago Rodríguez,2021,33,28.01,35.7,22.4
26 Santiago Rodríguez,2021,34,29.81,38.5,23.5
26 Santiago Rodríguez,2021,35,29.81,39.0,23.0
26 Santiago Rodríguez,2021,36,29.77,39.1,23.1
26 Santiago Rodríguez,2021,37,27.87,35.7,21.9
26 Santiago Rodríguez,2021,38,27.94,36.2,22.0
26 Santiago Rodríguez,2021,39,26.3,35.8,21.5
26 Santiago Rodríguez,2021,40,27.43,35.8,21.8
26 Santiago Rodríguez,2021,41,25.84,35.5,21.5
26 Santiago Rodríguez,2021,42,25.8,32.0,21.1
26 Santiago Rodríguez,2021,43,26.53,33.0,20.4
26 Santiago Rodríguez,2021,44,26.37,33.9,19.9
26 Santiago Rodríguez,2021,45,26.5,34.8,18.2
26 Santiago Rodríguez,2021,46,27.09,34.2,20.1
26 Santiago Rodríguez,2021,47,24.6,34.0,18.3
26 Santiago Rodríguez,2021,48,25.1,32.7,19.2
26 Santiago Rodríguez,2021,49,25.49,32.0,18.5
26 Santiago Rodríguez,2021,50,25.21,30.7,20.8
26 Santiago Rodríguez,2021,51,24.86,33.3,18.7
26 Santiago Rodríguez,2021,52,24.9,31.5,19.0
26 Santiago Rodríguez,2022,1,24.96,32.2,18.0
26 Santiago Rodríguez,2022,2,24.11,32.5,18.0
26 Santiago Rodríguez,2022,3,24.74,32.8,18.9
26 Santiago Rodríguez,2022,4,24.69,32.8,18.0
26 Santiago Rodríguez,2022,5,22.2,28.2,16.9
26 Santiago Rodríguez,2022,6,24.33,31.5,18.0
26 Santiago Rodríguez,2022,7,25.37,33.8,19.8
26 Santiago Rodríguez,2022,8,24.31,31.8,18.3
26 Santiago Rodríguez,2022,9,24.51,32.8,19.2
26 Santiago Rodríguez,2022,10,25.36,33.3,18.5
26 Santiago Rodríguez,2022,11,26.27,33.7,19.4
26 Santiago Rodríguez,2022,12,26.24,34.3,20.1
26 Santiago Rodríguez,2022,13,24.74,34.2,19.5
26 Santiago Rodríguez,2022,14,27.03,35.2,19.5
26 Santiago Rodríguez,2022,15,25.93,34.1,19.7
26 Santiago Rodríguez,2022,16,24.26,32.5,19.4
26 Santiago Rodríguez,2022,17,25.0,32.2,19.3
26 Santiago Rodríguez,2022,18,25.89,33.7,19.5
26 Santiago Rodríguez,2022,19,26.33,35.1,20.7
26 Santiago Rodríguez,2022,20,28.37,36.8,22.6
26 Santiago Rodríguez,2022,21,26.23,34.8,20.7
26 Santiago Rodríguez,2022,22,28.4,37.4,22.6
26 Santiago Rodríguez,2022,23,28.61,37.0,21.4
26 Santiago Rodríguez,2022,24,27.53,37.0,20.6
26 Santiago Rodríguez,2022,25,27.6,36.5,21.0
26 Santiago Rodríguez,2022,26,28.0,35.2,22.4
26 Santiago Rodríguez,2022,27,27.54,35.6,21.3
26 Santiago Rodríguez,2022,28,28.26,36.2,22.0
26 Santiago Rodríguez,2022,29,28.8,36.9,23.2
26 Santiago Rodríguez,2022,30,27.94,35.8,21.9
26 Santiago Rodríguez,2022,31,28.46,37.0,22.2
26 Santiago Rodríguez,2022,32,28.43,36.1,23.1
26 Santiago Rodríguez,2022,33,27.57,36.3,22.6
26 Santiago Rodríguez,2022,34,27.29,35.5,21.2
26 Santiago Rodríguez,2022,35,26.79,35.7,21.0
26 Santiago Rodríguez,2022,36,27.33,35.2,21.4
26 Santiago Rodríguez,2022,37,27.5,34.8,20.9
26 Santiago Rodríguez,2022,38,26.06,33.2,22.0
26 Santiago Rodríguez,2022,39,25.44,31.9,20.5
26 Santiago Rodríguez,2022,40,26.09,31.9,21.1
26 Santiago Rodríguez,2022,41,26.56,32.9,21.0
26 Santiago Rodríguez,2022,42,26.77,34.4,20.7
26 Santiago Rodríguez,2022,43,24.41,31.6,19.0
26 Santiago Rodríguez,2022,44,24.54,32.1,19.1
26 Santiago Rodríguez,2022,45,24.73,32.5,19.4
26 Santiago Rodríguez,2022,46,25.8,31.7,20.5
26 Santiago Rodríguez,2022,47,26.14,32.9,20.2
26 Santiago Rodríguez,2022,48,24.47,32.5,19.0
26 Santiago Rodríguez,2022,49,22.96,28.6,17.8
26 Santiago Rodríguez,2022,50,23.59,31.0,16.5
26 Santiago Rodríguez,2022,51,24.71,31.6,17.9
26 Santiago Rodríguez,2022,52,24.91,32.0,18.2
26 Santiago Rodríguez,2023,1,23.8,30.8,18.9
26 Santiago Rodríguez,2023,2,22.76,29.9,18.4
26 Santiago Rodríguez,2023,3,22.13,30.1,14.8
26 Santiago Rodríguez,2023,4,23.73,31.2,17.6
26 Santiago Rodríguez,2023,5,24.39,31.5,19.0
26 Santiago Rodríguez,2023,6,24.84,31.6,18.8
26 Santiago Rodríguez,2023,7,24.59,33.0,17.3
26 Santiago Rodríguez,2023,8,24.57,31.5,18.7
26 Santiago Rodríguez,2023,9,24.99,33.7,16.8
26 Santiago Rodríguez,2023,10,24.69,33.2,17.4
26 Santiago Rodríguez,2023,11,24.3,33.7,18.0
26 Santiago Rodríguez,2023,12,25.61,33.5,17.9
26 Santiago Rodríguez,2023,13,26.59,35.0,19.0
26 Santiago Rodríguez,2023,14,24.83,34.8,17.8
26 Santiago Rodríguez,2023,15,25.43,33.3,20.9
26 Santiago Rodríguez,2023,16,24.73,34.2,18.4
26 Santiago Rodríguez,2023,17,25.93,34.3,17.2
26 Santiago Rodríguez,2023,18,27.2,35.5,21.8
26 Santiago Rodríguez,2023,19,26.91,35.2,20.0
26 Santiago Rodríguez,2023,20,25.6,34.0,21.1
26 Santiago Rodríguez,2023,21,25.69,32.8,20.5
26 Santiago Rodríguez,2023,22,26.47,32.2,22.0
26 Santiago Rodríguez,2023,23,27.26,34.0,20.8
26 Santiago Rodríguez,2023,24,28.01,34.3,21.8
26 Santiago Rodríguez,2023,25,28.9,36.3,22.1
26 Santiago Rodríguez,2023,26,28.23,35.8,22.8
26 Santiago Rodríguez,2023,27,29.04,36.7,23.5
26 Santiago Rodríguez,2023,28,30.04,38.0,24.0
26 Santiago Rodríguez,2023,29,30.11,39.5,23.8
26 Santiago Rodríguez,2023,30,29.51,37.7,23.6
26 Santiago Rodríguez,2023,31,29.07,38.0,23.2
26 Santiago Rodríguez,2023,32,29.2,37.2,23.2
26 Santiago Rodríguez,2023,33,29.6,37.4,23.0
26 Santiago Rodríguez,2023,34,26.77,35.2,21.6
26 Santiago Rodríguez,2023,35,28.11,35.8,22.0
26 Santiago Rodríguez,2023,36,27.81,35.8,22.5
26 Santiago Rodríguez,2023,37,27.69,35.0,22.2
26 Santiago Rodríguez,2023,38,27.63,36.2,22.1
26 Santiago Rodríguez,2023,39,28.77,37.3,22.8
26 Santiago Rodríguez,2023,40,27.54,35.2,22.4
26 Santiago Rodríguez,2023,41,28.81,36.5,23.7
26 Santiago Rodríguez,2023,42,27.01,34.8,22.1
26 Santiago Rodríguez,2023,43,25.24,32.0,20.8
26 Santiago Rodríguez,2023,44,26.39,32.2,21.0
26 Santiago Rodríguez,2023,45,26.54,32.6,20.2
26 Santiago Rodríguez,2023,46,26.71,33.8,20.7
26 Santiago Rodríguez,2023,47,26.1,33.8,19.7
26 Santiago Rodríguez,2023,48,26.67,33.8,20.0
26 Santiago Rodríguez,2023,49,25.94,33.6,19.5
26 Santiago Rodríguez,2023,50,25.6,32.5,20.5
26 Santiago Rodríguez,2023,51,22.97,32.7,18.4
26 Santiago Rodríguez,2023,52,23.56,30.2,17.5
27 Valverde,2015,1,23.88,29.6,19.1
27 Valverde,2015,2,23.46,29.6,18.5
27 Valverde,2015,3,23.86,30.8,18.1
27 Valverde,2015,4,23.59,31.1,17.5
27 Valverde,2015,5,22.01,31.0,18.8
27 Valverde,2015,6,22.9,30.0,18.4
27 Valverde,2015,7,22.41,28.8,17.8
27 Valverde,2015,8,22.46,30.3,17.4
27 Valverde,2015,9,23.27,29.4,16.8
27 Valverde,2015,10,23.0,29.2,18.7
27 Valverde,2015,11,23.53,29.8,18.8
27 Valverde,2015,12,24.07,30.6,18.1
27 Valverde,2015,13,25.31,32.4,19.3
27 Valverde,2015,14,23.81,30.0,19.3
