province,year,week,avg_temp,max_temp,min_temp
01 Distrito Nacional,2015,1,24.42,29.3,20.9
01 Distrito Nacional,2015,2,23.84,29.3,20.2
01 Distrito Nacional,2015,3,24.11,28.6,20.1
01 Distrito Nacional,2015,4,24.14,29.1,20.0
01 Distrito Nacional,2015,5,23.21,28.2,19.4
01 Distrito Nacional,2015,6,23.83,28.4,20.2
01 Distrito Nacional,2015,7,24.26,29.8,20.3
01 Distrito Nacional,2015,8,23.74,30.1,18.9
01 Distrito Nacional,2015,9,24.11,29.5,19.8
01 Distrito Nacional,2015,10,23.8,28.9,20.4
01 Distrito Nacional,2015,11,24.31,30.2,20.1
01 Distrito Nacional,2015,12,24.36,29.7,20.1
01 Distrito Nacional,2015,13,24.9,29.5,20.5
01 Distrito Nacional,2015,14,24.36,29.6,20.4
01 Distrito Nacional,2015,15,24.74,29.2,21.0
01 Distrito Nacional,2015,16,25.27,30.5,21.2
01 Distrito Nacional,2015,17,25.74,30.8,21.5
01 Distrito Nacional,2015,18,26.49,30.7,22.3
01 Distrito Nacional,2015,19,25.91,30.8,20.9
01 Distrito Nacional,2015,20,26.14,31.9,22.4
01 Distrito Nacional,2015,21,26.37,31.3,22.5
01 Distrito Nacional,2015,22,25.77,30.5,21.7
01 Distrito Nacional,2015,23,26.46,30.8,22.6
01 Distrito Nacional,2015,24,26.69,31.3,22.8
01 Distrito Nacional,2015,25,26.91,32.3,22.9
01 Distrito Nacional,2015,26,26.27,31.3,22.6
01 Distrito Nacional,2015,27,27.16,32.7,23.4
01 Distrito Nacional,2015,28,26.8,32.8,22.9
01 Distrito Nacional,2015,29,26.59,31.9,22.8
01 Distrito Nacional,2015,30,27.03,32.2,22.4
01 Distrito Nacional,2015,31,27.71,32.8,22.8
01 Distrito Nacional,2015,32,27.29,32.5,23.3
01 Distrito Nacional,2015,33,27.23,32.5,22.7
01 Distrito Nacional,2015,34,27.34,32.9,23.5
01 Distrito Nacional,2015,35,26.93,32.9,23.0
01 Distrito Nacional,2015,36,26.9,31.5,22.9
01 Distrito Nacional,2015,37,26.7,32.1,23.0
01 Distrito Nacional,2015,38,26.4,31.3,23.0
01 Distrito Nacional,2015,39,26.67,30.7,23.3
01 Distrito Nacional,2015,40,27.36,31.9,24.2
01 Distrito Nacional,2015,41,27.2,32.6,22.9
01 Distrito Nacional,2015,42,26.86,31.5,23.5
01 Distrito Nacional,2015,43,26.29,31.1,22.5
01 Distrito Nacional,2015,44,25.5,30.6,21.6
01 Distrito Nacional,2015,45,25.1,29.9,22.2
01 Distrito Nacional,2015,46,25.37,29.6,22.4
01 Distrito Nacional,2015,47,24.39,28.9,19.6
01 Distrito Nacional,2015,48,24.26,29.5,20.0
01 Distrito Nacional,2015,49,24.73,29.0,21.4
01 Distrito Nacional,2015,50,24.47,28.2,20.6
01 Distrito Nacional,2015,51,23.86,28.4,20.2
01 Distrito Nacional,2015,52,24.51,29.2,21.1
01 Distrito Nacional,2016,1,23.84,29.1,19.3
01 Distrito Nacional,2016,2,24.01,29.2,19.8
01 Distrito Nacional,2016,3,24.2,30.2,19.3
01 Distrito Nacional,2016,4,23.9,28.8,19.2
01 Distrito Nacional,2016,5,23.67,28.9,19.0
01 Distrito Nacional,2016,6,24.33,29.7,20.1
01 Distrito Nacional,2016,7,23.84,28.8,19.4
01 Distrito Nacional,2016,8,24.26,29.4,19.8
01 Distrito Nacional,2016,9,24.97,29.4,20.9
01 Distrito Nacional,2016,10,23.86,29.3,19.8
01 Distrito Nacional,2016,11,24.67,30.4,20.1
01 Distrito Nacional,2016,12,25.39,30.1,21.8
01 Distrito Nacional,2016,13,24.84,29.8,20.6
01 Distrito Nacional,2016,14,25.2,29.4,21.2
01 Distrito Nacional,2016,15,25.64,30.8,21.0
01 Distrito Nacional,2016,16,25.56,30.6,21.8
01 Distrito Nacional,2016,17,24.39,30.7,21.1
01 Distrito Nacional,2016,18,24.9,28.6,21.0
01 Distrito Nacional,2016,19,25.26,28.8,22.6
01 Distrito Nacional,2016,20,25.99,29.5,22.2
01 Distrito Nacional,2016,21,25.73,29.8,22.1
01 Distrito Nacional,2016,22,25.13,29.8,21.9
01 Distrito Nacional,2016,23,26.26,29.7,22.7
01 Distrito Nacional,2016,24,26.41,30.8,22.5
01 Distrito Nacional,2016,25,25.47,30.1,22.6
01 Distrito Nacional,2016,26,25.9,30.2,22.0
01 Distrito Nacional,2016,27,26.63,30.9,23.3
01 Distrito Nacional,2016,28,26.4,31.5,23.2
01 Distrito Nacional,2016,29,26.54,31.1,23.1
01 Distrito Nacional,2016,30,26.29,31.5,23.3
01 Distrito Nacional,2016,31,25.87,31.1,22.8
01 Distrito Nacional,2016,32,26.57,31.1,23.3
01 Distrito Nacional,2016,33,27.03,32.1,23.2
01 Distrito Nacional,2016,34,25.93,31.0,23.0
01 Distrito Nacional,2016,35,26.86,31.9,22.2
01 Distrito Nacional,2016,36,26.23,32.2,22.7
01 Distrito Nacional,2016,37,26.21,31.1,22.4
01 Distrito Nacional,2016,38,26.5,30.8,22.5
01 Distrito Nacional,2016,39,26.6,31.7,22.8
01 Distrito Nacional,2016,40,25.97,30.5,22.6
01 Distrito Nacional,2016,41,26.36,30.5,22.9
01 Distrito Nacional,2016,42,25.74,29.5,23.5
01 Distrito Nacional,2016,43,25.67,29.6,22.7
01 Distrito Nacional,2016,44,24.86,29.0,22.2
01 Distrito Nacional,2016,45,24.89,29.6,22.2
01 Distrito Nacional,2016,46,24.61,29.0,22.1
01 Distrito Nacional,2016,47,23.83,28.3,20.9
01 Distrito Nacional,2016,48,24.33,28.6,20.4
01 Distrito Nacional,2016,49,24.43,28.7,20.7
01 Distrito Nacional,2016,50,24.49,29.0,21.2
01 Distrito Nacional,2016,51,23.59,28.0,20.5
01 Distrito Nacional,2016,52,23.73,27.7,20.0
01 Distrito Nacional,2017,1,23.83,28.7,19.6
01 Distrito Nacional,2017,2,23.01,27.9,20.2
01 Distrito Nacional,2017,3,22.53,28.3,16.9
01 Distrito Nacional,2017,4,23.7,29.4,18.1
01 Distrito Nacional,2017,5,24.34,29.6,19.3
01 Distrito Nacional,2017,6,24.27,29.3,19.8
01 Distrito Nacional,2017,7,23.74,28.7,20.0
01 Distrito Nacional,2017,8,24.4,29.4,19.3
01 Distrito Nacional,2017,9,24.9,32.0,20.4
01 Distrito Nacional,2017,10,24.06,29.4,19.5
01 Distrito Nacional,2017,11,24.59,30.6,20.6
01 Distrito Nacional,2017,12,24.49,31.9,20.1
01 Distrito Nacional,2017,13,25.53,32.0,20.7
01 Distrito Nacional,2017,14,25.76,30.7,21.7
01 Distrito Nacional,2017,15,25.67,33.1,21.1
01 Distrito Nacional,2017,16,24.51,29.4,21.1
01 Distrito Nacional,2017,17,24.57,28.1,21.2
01 Distrito Nacional,2017,18,24.79,28.6,20.5
01 Distrito Nacional,2017,19,25.19,30.7,21.4
01 Distrito Nacional,2017,20,25.99,30.5,23.0
01 Distrito Nacional,2017,21,26.39,30.3,22.7
01 Distrito Nacional,2017,22,25.94,30.2,22.2
01 Distrito Nacional,2017,23,26.74,30.7,23.1
01 Distrito Nacional,2017,24,26.36,31.6,22.8
01 Distrito Nacional,2017,25,26.34,31.9,22.7
01 Distrito Nacional,2017,26,26.61,31.3,23.4
01 Distrito Nacional,2017,27,26.61,31.7,22.9
01 Distrito Nacional,2017,28,26.43,30.7,23.2
01 Distrito Nacional,2017,29,27.2,33.2,23.6
01 Distrito Nacional,2017,30,26.99,31.5,23.3
01 Distrito Nacional,2017,31,27.37,33.7,23.2
01 Distrito Nacional,2017,32,26.67,32.0,23.0
01 Distrito Nacional,2017,33,26.71,32.9,23.2
01 Distrito Nacional,2017,34,26.84,31.7,23.6
01 Distrito Nacional,2017,35,26.93,32.2,24.0
01 Distrito Nacional,2017,36,26.93,32.2,23.4
01 Distrito Nacional,2017,37,26.9,31.1,23.1
01 Distrito Nacional,2017,38,26.83,32.0,23.2
01 Distrito Nacional,2017,39,26.07,30.7,23.0
01 Distrito Nacional,2017,40,25.89,30.4,23.1
01 Distrito Nacional,2017,41,25.93,31.1,21.9
01 Distrito Nacional,2017,42,25.93,30.2,22.6
01 Distrito Nacional,2017,43,25.59,30.1,21.9
01 Distrito Nacional,2017,44,25.74,30.2,22.1
01 Distrito Nacional,2017,45,24.29,28.2,22.3
01 Distrito Nacional,2017,46,24.83,28.6,22.4
01 Distrito Nacional,2017,47,24.73,29.1,20.7
01 Distrito Nacional,2017,48,24.9,29.5,21.6
01 Distrito Nacional,2017,49,24.59,29.7,21.0
01 Distrito Nacional,2017,50,24.51,29.5,19.5
01 Distrito Nacional,2017,51,24.63,29.7,21.2
01 Distrito Nacional,2017,52,24.04,28.7,20.4
01 Distrito Nacional,2018,1,24.19,28.2,21.4
01 Distrito Nacional,2018,2,23.86,28.3,20.5
01 Distrito Nacional,2018,3,23.81,28.2,21.0
01 Distrito Nacional,2018,4,23.89,28.7,21.0
01 Distrito Nacional,2018,5,23.49,28.4,19.3
01 Distrito Nacional,2018,6,23.49,28.5,20.4
01 Distrito Nacional,2018,7,23.04,28.3,19.5
01 Distrito Nacional,2018,8,23.33,29.9,19.8
01 Distrito Nacional,2018,9,22.93,29.2,16.7
01 Distrito Nacional,2018,10,24.0,29.1,19.2
01 Distrito Nacional,2018,11,24.76,28.3,20.9
01 Distrito Nacional,2018,12,24.74,30.9,21.2
01 Distrito Nacional,2018,13,23.99,30.2,19.4
01 Distrito Nacional,2018,14,24.91,30.4,20.7
01 Distrito Nacional,2018,15,25.16,31.1,21.6
01 Distrito Nacional,2018,16,25.01,29.8,20.8
01 Distrito Nacional,2018,17,25.6,29.6,21.1
01 Distrito Nacional,2018,18,24.99,29.4,21.9
01 Distrito Nacional,2018,19,24.97,28.5,21.2
01 Distrito Nacional,2018,20,24.79,29.8,21.8
01 Distrito Nacional,2018,21,25.49,29.5,21.4
01 Distrito Nacional,2018,22,25.83,29.6,22.3
01 Distrito Nacional,2018,23,26.46,30.5,22.6
01 Distrito Nacional,2018,24,26.51,30.2,22.5
01 Distrito Nacional,2018,25,26.07,30.0,21.8
01 Distrito Nacional,2018,26,26.76,32.4,22.7
01 Distrito Nacional,2018,27,27.37,34.0,22.5
01 Distrito Nacional,2018,28,26.5,31.5,22.7
01 Distrito Nacional,2018,29,26.5,31.2,23.4
01 Distrito Nacional,2018,30,26.41,30.9,22.8
01 Distrito Nacional,2018,31,26.66,32.1,22.9
01 Distrito Nacional,2018,32,26.26,31.2,22.9
01 Distrito Nacional,2018,33,26.1,30.8,22.9
01 Distrito Nacional,2018,34,26.21,30.6,23.0
01 Distrito Nacional,2018,35,25.56,30.6,22.3
01 Distrito Nacional,2018,36,26.14,31.2,22.6
01 Distrito Nacional,2018,37,26.31,31.7,22.9
01 Distrito Nacional,2018,38,26.3,31.0,23.5
01 Distrito Nacional,2018,39,25.7,30.9,22.2
01 Distrito Nacional,2018,40,25.3,30.3,22.5
01 Distrito Nacional,2018,41,24.97,29.5,22.2
01 Distrito Nacional,2018,42,25.59,30.4,22.4
01 Distrito Nacional,2018,43,25.63,30.6,22.3
01 Distrito Nacional,2018,44,25.29,30.1,21.7
01 Distrito Nacional,2018,45,25.07,29.8,21.4
01 Distrito Nacional,2018,46,25.09,29.3,22.2
01 Distrito Nacional,2018,47,24.74,30.1,20.8
01 Distrito Nacional,2018,48,24.64,29.3,20.7
01 Distrito Nacional,2018,49,24.69,30.2,21.6
01 Distrito Nacional,2018,50,24.14,29.0,20.1
01 Distrito Nacional,2018,51,23.8,28.8,19.4
01 Distrito Nacional,2018,52,24.63,30.0,20.7
01 Distrito Nacional,2019,1,24.29,29.6,19.6
01 Distrito Nacional,2019,2,23.4,29.4,18.9
01 Distrito Nacional,2019,3,23.26,29.1,18.6
01 Distrito Nacional,2019,4,23.56,28.8,19.0
01 Distrito Nacional,2019,5,23.63,29.5,19.1
01 Distrito Nacional,2019,6,24.04,29.3,19.3
01 Distrito Nacional,2019,7,24.43,29.6,20.2
01 Distrito Nacional,2019,8,24.77,30.7,20.2
01 Distrito Nacional,2019,9,24.71,31.6,19.9
01 Distrito Nacional,2019,10,24.59,30.8,19.5
01 Distrito Nacional,2019,11,24.13,30.0,19.8
01 Distrito Nacional,2019,12,24.37,29.0,18.0
01 Distrito Nacional,2019,13,24.49,29.5,21.0
01 Distrito Nacional,2019,14,25.01,30.3,20.7
01 Distrito Nacional,2019,15,24.9,29.1,20.3
01 Distrito Nacional,2019,16,25.11,29.6,20.7
01 Distrito Nacional,2019,17,25.3,30.3,21.0
01 Distrito Nacional,2019,18,25.63,30.3,21.3
01 Distrito Nacional,2019,19,25.79,30.9,21.5
01 Distrito Nacional,2019,20,26.59,30.0,22.7
01 Distrito Nacional,2019,21,25.83,30.9,22.0
01 Distrito Nacional,2019,22,25.13,29.3,22.1
01 Distrito Nacional,2019,23,26.26,29.6,22.5
01 Distrito Nacional,2019,24,26.54,31.2,23.0
01 Distrito Nacional,2019,25,27.21,31.4,23.8
01 Distrito Nacional,2019,26,26.87,32.1,23.1
01 Distrito Nacional,2019,27,27.1,33.3,22.8
01 Distrito Nacional,2019,28,26.74,31.8,23.3
01 Distrito Nacional,2019,29,27.1,32.4,23.2
01 Distrito Nacional,2019,30,27.31,33.2,23.6
01 Distrito Nacional,2019,31,26.64,33.3,23.4
01 Distrito Nacional,2019,32,27.16,31.8,23.9
01 Distrito Nacional,2019,33,27.24,32.4,23.2
01 Distrito Nacional,2019,34,26.91,31.0,23.2
01 Distrito Nacional,2019,35,27.5,31.8,23.4
01 Distrito Nacional,2019,36,27.26,33.3,23.3
01 Distrito Nacional,2019,37,27.73,32.7,23.2
01 Distrito Nacional,2019,38,26.5,32.3,23.5
01 Distrito Nacional,2019,39,27.01,30.7,23.5
01 Distrito Nacional,2019,40,26.57,30.1,23.2
01 Distrito Nacional,2019,41,26.66,31.6,22.9
01 Distrito Nacional,2019,42,26.66,31.3,22.5
01 Distrito Nacional,2019,43,25.74,31.5,22.4
01 Distrito Nacional,2019,44,26.14,31.9,22.4
01 Distrito Nacional,2019,45,25.94,31.0,22.2
01 Distrito Nacional,2019,46,25.57,30.0,22.1
01 Distrito Nacional,2019,47,25.39,30.7,21.1
01 Distrito Nacional,2019,48,25.64,32.7,20.4
01 Distrito Nacional,2019,49,25.54,30.4,22.2
01 Distrito Nacional,2019,50,24.56,30.3,21.3
01 Distrito Nacional,2019,51,24.69,29.8,21.4
01 Distrito Nacional,2019,52,25.1,30.5,21.3
01 Distrito Nacional,2020,1,25.14,29.8,20.9
01 Distrito Nacional,2020,2,24.84,30.3,20.8
01 Distrito Nacional,2020,3,24.16,29.9,20.8
01 Distrito Nacional,2020,4,24.17,28.4,20.8
01 Distrito Nacional,2020,5,24.5,29.0,19.9
01 Distrito Nacional,2020,6,24.96,31.1,21.1
01 Distrito Nacional,2020,7,24.77,30.9,20.9
01 Distrito Nacional,2020,8,24.46,29.7,20.0
01 Distrito Nacional,2020,9,24.46,29.8,20.2
01 Distrito Nacional,2020,10,24.31,29.1,20.6
01 Distrito Nacional,2020,11,23.41,28.6,19.8
01 Distrito Nacional,2020,12,23.76,29.2,19.7
01 Distrito Nacional,2020,13,24.04,29.3,20.0
01 Distrito Nacional,2020,14,24.67,29.7,19.5
01 Distrito Nacional,2020,15,25.61,30.5,22.2
01 Distrito Nacional,2020,16,25.61,31.2,21.6
01 Distrito Nacional,2020,17,25.9,30.8,21.9
01 Distrito Nacional,2020,18,25.7,29.5,21.3
01 Distrito Nacional,2020,19,26.63,30.3,22.9
01 Distrito Nacional,2020,20,26.39,29.8,22.4
01 Distrito Nacional,2020,21,27.01,31.1,23.8
01 Distrito Nacional,2020,22,26.69,30.7,22.8
01 Distrito Nacional,2020,23,26.83,31.5,23.1
01 Distrito Nacional,2020,24,27.04,30.8,23.3
01 Distrito Nacional,2020,25,27.23,31.1,23.6
01 Distrito Nacional,2020,26,27.9,33.7,22.6
01 Distrito Nacional,2020,27,26.97,31.6,23.5
01 Distrito Nacional,2020,28,27.23,33.3,23.3
01 Distrito Nacional,2020,29,27.21,32.1,23.7
01 Distrito Nacional,2020,30,26.76,32.4,23.2
01 Distrito Nacional,2020,31,27.2,33.4,24.2
01 Distrito Nacional,2020,32,27.36,32.8,23.4
01 Distrito Nacional,2020,33,27.49,32.9,23.8
01 Distrito Nacional,2020,34,27.17,31.8,24.1
01 Distrito Nacional,2020,35,27.4,32.5,23.5
01 Distrito Nacional,2020,36,26.31,32.4,23.5
01 Distrito Nacional,2020,37,26.5,30.3,23.0
01 Distrito Nacional,2020,38,27.0,32.2,23.0
01 Distrito Nacional,2020,39,27.09,31.7,23.3
01 Distrito Nacional,2020,40,25.8,31.2,23.1
01 Distrito Nacional,2020,41,26.19,31.8,22.1
01 Distrito Nacional,2020,42,26.0,30.1,23.2
01 Distrito Nacional,2020,43,26.21,30.5,22.7
01 Distrito Nacional,2020,44,25.86,30.8,23.0
01 Distrito Nacional,2020,45,25.0,28.8,22.6
01 Distrito Nacional,2020,46,24.74,29.2,22.2
01 Distrito Nacional,2020,47,24.67,29.0,21.6
01 Distrito Nacional,2020,48,24.71,29.3,20.3
01 Distrito Nacional,2020,49,24.29,28.9,19.7
01 Distrito Nacional,2020,50,24.21,28.1,20.6
01 Distrito Nacional,2020,51,24.11,29.2,20.2
01 Distrito Nacional,2020,52,24.14,29.4,20.9
01 Distrito Nacional,2021,1,23.63,29.2,18.7
01 Distrito Nacional,2021,2,23.93,28.9,20.1
01 Distrito Nacional,2021,3,24.11,29.4,20.5
01 Distrito Nacional,2021,4,23.66,29.7,19.8
01 Distrito Nacional,2021,5,24.14,28.5,20.5
01 Distrito Nacional,2021,6,24.23,29.8,20.6
01 Distrito Nacional,2021,7,24.09,29.3,19.8
01 Distrito Nacional,2021,8,23.91,30.0,19.7
01 Distrito Nacional,2021,9,24.04,29.6,19.6
01 Distrito Nacional,2021,10,23.6,29.8,19.9
01 Distrito Nacional,2021,11,23.51,29.4,18.4
01 Distrito Nacional,2021,12,24.14,28.8,20.2
01 Distrito Nacional,2021,13,24.44,29.4,20.4
01 Distrito Nacional,2021,14,23.74,28.2,20.4
01 Distrito Nacional,2021,15,24.5,30.7,19.0
01 Distrito Nacional,2021,16,24.9,28.8,21.1
01 Distrito Nacional,2021,17,24.37,29.2,20.9
01 Distrito Nacional,2021,18,24.99,29.0,21.1
01 Distrito Nacional,2021,19,25.51,29.6,21.9
01 Distrito Nacional,2021,20,25.37,30.3,21.8
01 Distrito Nacional,2021,21,25.63,30.5,22.2
01 Distrito Nacional,2021,22,25.26,29.9,22.3
01 Distrito Nacional,2021,23,25.17,29.7,22.1
01 Distrito Nacional,2021,24,26.47,31.0,22.7
01 Distrito Nacional,2021,25,25.66,29.8,22.6
01 Distrito Nacional,2021,26,26.34,30.8,23.1
01 Distrito Nacional,2021,27,26.36,32.0,23.0
01 Distrito Nacional,2021,28,26.1,31.3,22.3
01 Distrito Nacional,2021,29,26.61,30.7,23.2
01 Distrito Nacional,2021,30,26.5,32.1,23.0
01 Distrito Nacional,2021,31,26.53,31.5,23.3
01 Distrito Nacional,2021,32,26.14,32.2,23.2
01 Distrito Nacional,2021,33,26.24,32.0,23.3
01 Distrito Nacional,2021,34,27.13,32.5,23.3
01 Distrito Nacional,2021,35,26.83,31.5,23.3
01 Distrito Nacional,2021,36,26.99,32.2,23.4
01 Distrito Nacional,2021,37,26.33,31.2,23.1
01 Distrito Nacional,2021,38,26.94,31.7,23.4
01 Distrito Nacional,2021,39,26.06,30.8,22.4
01 Distrito Nacional,2021,40,26.37,31.9,23.1
01 Distrito Nacional,2021,41,26.16,31.1,23.2
01 Distrito Nacional,2021,42,25.69,30.8,22.4
01 Distrito Nacional,2021,43,25.91,30.5,21.8
01 Distrito Nacional,2021,44,25.46,30.1,22.3
01 Distrito Nacional,2021,45,25.6,30.8,21.7
01 Distrito Nacional,2021,46,25.79,31.8,21.6
01 Distrito Nacional,2021,47,24.87,30.4,20.9
01 Distrito Nacional,2021,48,25.16,30.9,21.4
01 Distrito Nacional,2021,49,24.94,30.6,21.3
01 Distrito Nacional,2021,50,24.11,30.0,20.7
01 Distrito Nacional,2021,51,24.13,29.5,20.3
01 Distrito Nacional,2021,52,24.44,30.3,19.6
01 Distrito Nacional,2022,1,24.06,30.7,19.3
01 Distrito Nacional,2022,2,23.74,28.5,18.7
01 Distrito Nacional,2022,3,24.04,29.2,19.6
01 Distrito Nacional,2022,4,23.77,29.5,18.6
01 Distrito Nacional,2022,5,22.91,29.0,19.0
01 Distrito Nacional,2022,6,23.44,28.6,19.5
01 Distrito Nacional,2022,7,24.03,30.2,18.6
01 Distrito Nacional,2022,8,23.79,29.6,19.9
01 Distrito Nacional,2022,9,23.91,29.4,20.1
01 Distrito Nacional,2022,10,23.76,29.8,20.0
01 Distrito Nacional,2022,11,24.4,30.1,20.3
01 Distrito Nacional,2022,12,24.33,29.5,19.4
01 Distrito Nacional,2022,13,23.74,28.8,20.2
01 Distrito Nacional,2022,14,24.59,28.3,20.3
01 Distrito Nacional,2022,15,24.21,29.8,20.6
01 Distrito Nacional,2022,16,23.46,28.6,20.4
01 Distrito Nacional,2022,17,23.74,30.4,19.1
01 Distrito Nacional,2022,18,25.1,29.1,21.2
01 Distrito Nacional,2022,19,25.39,28.9,21.9
01 Distrito Nacional,2022,20,26.07,29.4,21.9
01 Distrito Nacional,2022,21,24.89,29.5,21.1
01 Distrito Nacional,2022,22,26.47,30.2,22.4
01 Distrito Nacional,2022,23,26.4,30.5,22.0
01 Distrito Nacional,2022,24,26.06,31.8,21.1
01 Distrito Nacional,2022,25,26.43,31.0,21.7
01 Distrito Nacional,2022,26,26.11,33.0,22.4
01 Distrito Nacional,2022,27,25.83,30.7,22.1
01 Distrito Nacional,2022,28,26.34,32.2,23.0
01 Distrito Nacional,2022,29,26.0,31.4,22.7
01 Distrito Nacional,2022,30,26.03,32.2,22.3
01 Distrito Nacional,2022,31,26.59,32.3,22.7
01 Distrito Nacional,2022,32,26.61,32.0,22.0
01 Distrito Nacional,2022,33,26.09,30.8,22.4
01 Distrito Nacional,2022,34,26.0,32.0,22.0
01 Distrito Nacional,2022,35,26.19,32.3,21.8
01 Distrito Nacional,2022,36,26.4,32.1,23.0
01 Distrito Nacional,2022,37,26.5,32.6,22.5
01 Distrito Nacional,2022,38,26.07,29.9,22.6
01 Distrito Nacional,2022,39,25.51,30.3,22.1
01 Distrito Nacional,2022,40,26.1,31.0,22.7
01 Distrito Nacional,2022,41,25.79,30.4,22.3
01 Distrito Nacional,2022,42,25.93,30.1,21.9
01 Distrito Nacional,2022,43,24.73,30.1,21.1
01 Distrito Nacional,2022,44,24.63,30.7,20.7
01 Distrito Nacional,2022,45,25.39,29.5,20.6
01 Distrito Nacional,2022,46,25.01,30.0,21.6
01 Distrito Nacional,2022,47,25.04,30.0,22.1
01 Distrito Nacional,2022,48,24.46,30.4,20.6
01 Distrito Nacional,2022,49,23.51,28.5,19.9
01 Distrito Nacional,2022,50,23.26,29.1,17.8
01 Distrito Nacional,2022,51,23.87,29.7,20.0
01 Distrito Nacional,2022,52,24.09,29.8,20.1
01 Distrito Nacional,2023,1,23.14,28.9,19.9
01 Distrito Nacional,2023,2,23.11,28.3,19.5
01 Distrito Nacional,2023,3,22.39,28.1,17.1
01 Distrito Nacional,2023,4,23.27,29.3,19.0
01 Distrito Nacional,2023,5,23.51,28.7,19.7
01 Distrito Nacional,2023,6,23.61,29.3,19.7
01 Distrito Nacional,2023,7,23.76,29.9,18.2
01 Distrito Nacional,2023,8,23.87,29.9,19.5
01 Distrito Nacional,2023,9,23.44,28.8,17.9
01 Distrito Nacional,2023,10,23.94,31.0,17.7
01 Distrito Nacional,2023,11,23.9,29.6,18.6
01 Distrito Nacional,2023,12,24.53,30.9,20.2
01 Distrito Nacional,2023,13,24.67,29.9,20.5
01 Distrito Nacional,2023,14,23.61,29.8,19.3
01 Distrito Nacional,2023,15,24.89,28.7,21.3
01 Distrito Nacional,2023,16,24.79,28.6,20.6
01 Distrito Nacional,2023,17,25.51,30.2,20.0
01 Distrito Nacional,2023,18,26.69,30.0,21.7
01 Distrito Nacional,2023,19,26.57,30.5,22.3
01 Distrito Nacional,2023,20,26.04,30.2,22.1
01 Distrito Nacional,2023,21,26.41,30.2,22.8
01 Distrito Nacional,2023,22,26.9,30.0,23.1
01 Distrito Nacional,2023,23,27.89,30.4,24.4
01 Distrito Nacional,2023,24,27.36,30.6,24.0
01 Distrito Nacional,2023,25,27.54,33.8,23.1
01 Distrito Nacional,2023,26,27.47,32.2,23.6
01 Distrito Nacional,2023,27,27.21,32.7,23.5
01 Distrito Nacional,2023,28,27.8,35.3,22.4
01 Distrito Nacional,2023,29,27.36,32.0,22.7
01 Distrito Nacional,2023,30,27.23,33.4,23.5
01 Distrito Nacional,2023,31,27.51,32.2,24.2
01 Distrito Nacional,2023,32,26.96,32.8,23.3
01 Distrito Nacional,2023,33,27.69,34.4,23.6
01 Distrito Nacional,2023,34,26.16,31.8,22.7
01 Distrito Nacional,2023,35,27.5,31.4,23.6
01 Distrito Nacional,2023,36,27.26,32.8,23.4
01 Distrito Nacional,2023,37,27.3,33.9,23.3
01 Distrito Nacional,2023,38,27.29,32.2,23.2
01 Distrito Nacional,2023,39,27.37,33.4,23.5
01 Distrito Nacional,2023,40,27.16,33.6,23.2
01 Distrito Nacional,2023,41,27.7,31.3,23.9
01 Distrito Nacional,2023,42,27.3,33.2,23.2
01 Distrito Nacional,2023,43,26.53,32.9,22.7
01 Distrito Nacional,2023,44,26.43,31.3,22.8
01 Distrito Nacional,2023,45,25.41,30.4,21.7
01 Distrito Nacional,2023,46,25.5,30.8,21.9
01 Distrito Nacional,2023,47,25.41,30.6,21.5
01 Distrito Nacional,2023,48,25.34,30.9,21.0
01 Distrito Nacional,2023,49,25.01,30.9,19.8
01 Distrito Nacional,2023,50,24.26,31.2,20.7
01 Distrito Nacional,2023,51,23.54,28.5,20.1
01 Distrito Nacional,2023,52,23.8,28.6,20.1
02 Azua,2015,1,25.4,31.3,20.1
02 Azua,2015,2,25.39,30.9,20.2
02 Azua,2015,3,25.31,30.0,20.4
02 Azua,2015,4,24.94,29.4,20.0
02 Azua,2015,5,24.47,29.1,19.7
02 Azua,2015,6,24.59,29.7,19.6
02 Azua,2015,7,24.73,29.6,20.1
02 Azua,2015,8,25.26,30.5,21.1
02 Azua,2015,9,25.21,30.6,20.4
02 Azua,2015,10,25.27,30.3,19.9
02 Azua,2015,11,25.71,31.9,20.1
02 Azua,2015,12,25.0,29.9,21.7
02 Azua,2015,13,25.14,29.5,20.7
02 Azua,2015,14,25.29,29.4,22.3
02 Azua,2015,15,26.19,30.9,22.6
02 Azua,2015,16,26.31,31.1,21.6
02 Azua,2015,17,25.87,30.6,21.9
02 Azua,2015,18,26.21,30.6,20.3
02 Azua,2015,19,26.59,31.6,21.7
02 Azua,2015,20,27.31,32.7,23.5
02 Azua,2015,21,27.2,32.8,23.2
02 Azua,2015,22,26.69,31.8,22.5
02 Azua,2015,23,26.83,30.8,22.3
02 Azua,2015,24,27.46,32.2,22.5
02 Azua,2015,25,27.93,33.5,22.9
02 Azua,2015,26,27.83,32.7,23.3
02 Azua,2015,27,28.63,35.0,24.3
02 Azua,2015,28,28.26,34.2,24.3
02 Azua,2015,29,27.66,32.6,24.1
02 Azua,2015,30,27.93,33.3,24.1
02 Azua,2015,31,28.54,34.2,25.1
02 Azua,2015,32,28.26,34.2,24.4
02 Azua,2015,33,28.21,33.3,25.1
02 Azua,2015,34,27.8,32.8,23.3
02 Azua,2015,35,28.27,34.7,24.8
02 Azua,2015,36,27.24,31.1,23.0
02 Azua,2015,37,27.56,32.1,23.0
02 Azua,2015,38,27.46,32.5,24.4
