province,year,week,avg_humidity,max_humidity,min_humidity
16 Pedernales,2021,44,72.1,95,46
16 Pedernales,2021,45,75.0,94,53
16 Pedernales,2021,46,71.7,90,51
16 Pedernales,2021,47,75.4,92,54
16 Pedernales,2021,48,72.6,94,42
16 Pedernales,2021,49,70.2,91,34
16 Pedernales,2021,50,68.3,92,23
16 Pedernales,2021,51,72.7,91,42
16 Pedernales,2021,52,70.2,92,32
16 Pedernales,2022,1,69.1,91,40
16 Pedernales,2022,2,71.5,93,48
16 Pedernales,2022,3,67.2,92,19
16 Pedernales,2022,4,70.6,93,44
16 Pedernales,2022,5,72.6,92,51
16 Pedernales,2022,6,68.4,93,27
16 Pedernales,2022,7,65.9,92,29
16 Pedernales,2022,8,75.8,94,51
16 Pedernales,2022,9,74.3,92,41
16 Pedernales,2022,10,72.9,93,33
16 Pedernales,2022,11,64.5,97,25
16 Pedernales,2022,12,63.8,90,26
16 Pedernales,2022,13,77.9,99,37
16 Pedernales,2022,14,74.8,96,47
16 Pedernales,2022,15,67.4,92,36
16 Pedernales,2022,16,76.4,96,48
16 Pedernales,2022,17,75.9,98,53
16 Pedernales,2022,18,72.4,96,34
16 Pedernales,2022,19,67.4,90,41
16 Pedernales,2022,20,70.5,92,43
16 Pedernales,2022,21,64.1,92,32
16 Pedernales,2022,22,62.8,88,40
16 Pedernales,2022,23,63.3,90,26
16 Pedernales,2022,24,66.9,98,36
16 Pedernales,2022,25,73.9,96,47
16 Pedernales,2022,26,70.0,94,39
16 Pedernales,2022,27,67.4,93,33
16 Pedernales,2022,28,65.0,89,25
16 Pedernales,2022,29,70.6,96,47
16 Pedernales,2022,30,66.9,93,31
16 Pedernales,2022,31,69.5,93,36
16 Pedernales,2022,32,71.6,94,39
16 Pedernales,2022,33,74.6,94,53
16 Pedernales,2022,34,75.8,94,47
16 Pedernales,2022,35,77.0,92,57
16 Pedernales,2022,36,75.4,94,54
16 Pedernales,2022,37,75.3,93,48
16 Pedernales,2022,38,76.3,97,49
16 Pedernales,2022,39,75.1,93,49
16 Pedernales,2022,40,76.2,95,46
16 Pedernales,2022,41,73.2,94,48
16 Pedernales,2022,42,76.2,92,59
16 Pedernales,2022,43,78.8,98,49
16 Pedernales,2022,44,75.6,92,49
16 Pedernales,2022,45,70.5,91,44
16 Pedernales,2022,46,75.5,93,47
16 Pedernales,2022,47,77.4,93,49
16 Pedernales,2022,48,77.4,96,48
16 Pedernales,2022,49,77.6,94,56
16 Pedernales,2022,50,71.1,92,45
16 Pedernales,2022,51,70.5,91,47
16 Pedernales,2022,52,71.0,90,45
16 Pedernales,2023,1,73.2,90,39
16 Pedernales,2023,2,76.4,92,54
16 Pedernales,2023,3,67.7,90,30
16 Pedernales,2023,4,68.0,90,32
16 Pedernales,2023,5,69.5,89,25
16 Pedernales,2023,6,62.9,94,20
16 Pedernales,2023,7,67.8,91,45
16 Pedernales,2023,8,68.5,92,33
16 Pedernales,2023,9,63.0,88,28
16 Pedernales,2023,10,72.7,95,49
16 Pedernales,2023,11,69.4,92,37
16 Pedernales,2023,12,65.5,91,30
16 Pedernales,2023,13,64.6,88,23
16 Pedernales,2023,14,68.0,92,38
16 Pedernales,2023,15,76.5,93,53
16 Pedernales,2023,16,76.4,95,55
16 Pedernales,2023,17,76.2,94,59
16 Pedernales,2023,18,71.1,94,36
16 Pedernales,2023,19,64.0,90,29
16 Pedernales,2023,20,74.4,94,48
16 Pedernales,2023,21,75.3,92,52
16 Pedernales,2023,22,76.5,98,47
16 Pedernales,2023,23,69.4,92,47
16 Pedernales,2023,24,63.5,86,30
16 Pedernales,2023,25,62.7,92,31
16 Pedernales,2023,26,64.0,93,31
16 Pedernales,2023,27,55.6,77,23
16 Pedernales,2023,28,59.8,88,24
16 Pedernales,2023,29,57.3,82,29
16 Pedernales,2023,30,60.6,85,27
16 Pedernales,2023,31,66.4,92,41
16 Pedernales,2023,32,64.5,83,36
16 Pedernales,2023,33,65.7,84,34
16 Pedernales,2023,34,76.8,99,44
16 Pedernales,2023,35,68.5,90,45
16 Pedernales,2023,36,70.3,91,50
16 Pedernales,2023,37,72.3,96,54
16 Pedernales,2023,38,66.7,87,40
16 Pedernales,2023,39,69.8,90,47
16 Pedernales,2023,40,75.3,95,59
16 Pedernales,2023,41,70.0,92,37
16 Pedernales,2023,42,70.5,91,54
16 Pedernales,2023,43,75.0,97,56
16 Pedernales,2023,44,71.0,97,39
16 Pedernales,2023,45,66.6,86,44
16 Pedernales,2023,46,66.9,98,39
16 Pedernales,2023,47,75.3,94,57
16 Pedernales,2023,48,71.0,90,49
16 Pedernales,2023,49,68.5,88,32
16 Pedernales,2023,50,67.0,90,34
16 Pedernales,2023,51,75.5,97,55
16 Pedernales,2023,52,75.4,98,54
17 Peravia,2015,1,71.0,86,52
17 Peravia,2015,2,71.2,85,47
17 Peravia,2015,3,76.8,99,54
17 Peravia,2015,4,72.3,97,43
17 Peravia,2015,5,76.7,96,47
17 Peravia,2015,6,73.9,97,50
17 Peravia,2015,7,74.6,97,49
17 Peravia,2015,8,71.9,98,46
17 Peravia,2015,9,73.1,90,45
17 Peravia,2015,10,69.5,85,46
17 Peravia,2015,11,69.6,88,39
17 Peravia,2015,12,69.7,90,39
17 Peravia,2015,13,72.2,91,47
17 Peravia,2015,14,69.6,87,46
17 Peravia,2015,15,72.2,87,48
17 Peravia,2015,16,70.5,95,39
17 Peravia,2015,17,74.8,94,51
17 Peravia,2015,18,73.1,97,46
17 Peravia,2015,19,71.7,93,45
17 Peravia,2015,20,69.8,85,41
17 Peravia,2015,21,72.6,91,45
17 Peravia,2015,22,72.1,95,46
17 Peravia,2015,23,74.5,94,53
17 Peravia,2015,24,73.0,95,51
17 Peravia,2015,25,72.9,89,46
17 Peravia,2015,26,73.9,92,50
17 Peravia,2015,27,72.2,89,46
17 Peravia,2015,28,70.5,98,45
17 Peravia,2015,29,72.0,89,44
17 Peravia,2015,30,72.5,94,43
17 Peravia,2015,31,69.5,91,44
17 Peravia,2015,32,71.8,90,43
17 Peravia,2015,33,70.9,87,44
17 Peravia,2015,34,72.8,93,49
17 Peravia,2015,35,76.3,99,47
17 Peravia,2015,36,79.4,95,59
17 Peravia,2015,37,76.2,93,51
17 Peravia,2015,38,79.3,98,53
17 Peravia,2015,39,81.8,96,62
17 Peravia,2015,40,79.9,96,56
17 Peravia,2015,41,74.4,97,50
17 Peravia,2015,42,77.5,95,54
17 Peravia,2015,43,76.5,96,51
17 Peravia,2015,44,77.2,94,56
17 Peravia,2015,45,77.1,90,49
17 Peravia,2015,46,77.5,92,54
17 Peravia,2015,47,72.9,87,45
17 Peravia,2015,48,73.1,92,45
17 Peravia,2015,49,78.7,91,58
17 Peravia,2015,50,78.5,93,55
17 Peravia,2015,51,77.9,92,50
17 Peravia,2015,52,75.9,89,47
17 Peravia,2016,1,75.9,95,36
17 Peravia,2016,2,72.2,98,39
17 Peravia,2016,3,72.3,96,32
17 Peravia,2016,4,74.7,92,50
17 Peravia,2016,5,71.2,92,39
17 Peravia,2016,6,74.3,95,48
17 Peravia,2016,7,73.7,95,40
17 Peravia,2016,8,72.7,90,43
17 Peravia,2016,9,72.8,91,48
17 Peravia,2016,10,65.4,98,39
17 Peravia,2016,11,74.9,93,45
17 Peravia,2016,12,72.7,93,44
17 Peravia,2016,13,74.6,94,40
17 Peravia,2016,14,74.8,99,50
17 Peravia,2016,15,68.5,90,41
17 Peravia,2016,16,70.1,93,49
17 Peravia,2016,17,82.7,98,58
17 Peravia,2016,18,84.2,99,63
17 Peravia,2016,19,78.5,93,58
17 Peravia,2016,20,78.0,94,59
17 Peravia,2016,21,78.6,98,60
17 Peravia,2016,22,84.2,96,69
17 Peravia,2016,23,81.6,99,58
17 Peravia,2016,24,77.3,96,44
17 Peravia,2016,25,78.5,92,57
17 Peravia,2016,26,77.2,91,55
17 Peravia,2016,27,75.1,91,50
17 Peravia,2016,28,72.6,88,45
17 Peravia,2016,29,74.2,91,53
17 Peravia,2016,30,74.2,88,50
17 Peravia,2016,31,80.6,96,50
17 Peravia,2016,32,76.3,94,50
17 Peravia,2016,33,72.1,90,47
17 Peravia,2016,34,82.0,99,54
17 Peravia,2016,35,76.6,91,49
17 Peravia,2016,36,77.6,98,45
17 Peravia,2016,37,72.7,87,50
17 Peravia,2016,38,76.1,94,55
17 Peravia,2016,39,75.6,98,52
17 Peravia,2016,40,87.5,99,63
17 Peravia,2016,41,81.8,98,63
17 Peravia,2016,42,85.1,99,64
17 Peravia,2016,43,77.5,98,57
17 Peravia,2016,44,81.4,99,54
17 Peravia,2016,45,80.5,98,63
17 Peravia,2016,46,82.6,97,64
17 Peravia,2016,47,78.5,92,58
17 Peravia,2016,48,77.3,98,52
17 Peravia,2016,49,76.8,91,47
17 Peravia,2016,50,76.0,88,50
17 Peravia,2016,51,75.0,87,53
17 Peravia,2016,52,74.1,88,57
17 Peravia,2017,1,71.9,87,49
17 Peravia,2017,2,63.5,86,41
17 Peravia,2017,3,62.7,80,32
17 Peravia,2017,4,70.7,98,35
17 Peravia,2017,5,67.1,82,37
17 Peravia,2017,6,69.3,85,49
17 Peravia,2017,7,74.3,94,49
17 Peravia,2017,8,73.0,99,35
17 Peravia,2017,9,64.8,83,31
17 Peravia,2017,10,65.4,86,44
17 Peravia,2017,11,70.3,86,39
17 Peravia,2017,12,71.7,99,45
17 Peravia,2017,13,69.4,92,41
17 Peravia,2017,14,70.7,86,49
17 Peravia,2017,15,60.0,83,26
17 Peravia,2017,16,75.7,99,46
17 Peravia,2017,17,82.3,100,64
17 Peravia,2017,18,79.6,94,50
17 Peravia,2017,19,71.0,90,46
17 Peravia,2017,20,76.0,94,54
17 Peravia,2017,21,71.9,92,51
17 Peravia,2017,22,71.2,89,48
17 Peravia,2017,23,73.3,91,43
17 Peravia,2017,24,70.2,94,39
17 Peravia,2017,25,69.1,90,47
17 Peravia,2017,26,69.3,86,48
17 Peravia,2017,27,68.2,87,46
17 Peravia,2017,28,72.5,88,52
17 Peravia,2017,29,68.6,85,46
17 Peravia,2017,30,70.4,84,48
17 Peravia,2017,31,69.5,89,46
17 Peravia,2017,32,70.3,91,48
17 Peravia,2017,33,70.3,92,43
17 Peravia,2017,34,68.4,88,42
17 Peravia,2017,35,69.8,90,39
17 Peravia,2017,36,76.5,100,41
17 Peravia,2017,37,84.1,99,64
17 Peravia,2017,38,82.9,99,50
17 Peravia,2017,39,80.5,100,56
17 Peravia,2017,40,82.2,99,52
17 Peravia,2017,41,79.7,96,57
17 Peravia,2017,42,81.5,94,56
17 Peravia,2017,43,77.1,94,55
17 Peravia,2017,44,76.3,90,52
17 Peravia,2017,45,85.7,99,63
17 Peravia,2017,46,87.6,99,60
17 Peravia,2017,47,79.0,92,60
17 Peravia,2017,48,78.6,95,57
17 Peravia,2017,49,74.4,86,51
17 Peravia,2017,50,70.7,91,47
17 Peravia,2017,51,68.5,84,45
17 Peravia,2017,52,67.8,79,49
17 Peravia,2018,1,77.3,95,48
17 Peravia,2018,2,78.8,99,54
17 Peravia,2018,3,71.3,84,53
17 Peravia,2018,4,70.6,84,49
17 Peravia,2018,5,66.9,87,36
17 Peravia,2018,6,69.4,84,49
17 Peravia,2018,7,67.7,82,44
17 Peravia,2018,8,66.5,81,39
17 Peravia,2018,9,67.7,90,37
17 Peravia,2018,10,69.8,94,40
17 Peravia,2018,11,74.6,91,50
17 Peravia,2018,12,71.5,91,38
17 Peravia,2018,13,60.9,83,31
17 Peravia,2018,14,72.5,93,42
17 Peravia,2018,15,68.6,85,40
17 Peravia,2018,16,71.7,95,40
17 Peravia,2018,17,74.3,94,40
17 Peravia,2018,18,79.9,99,51
17 Peravia,2018,19,77.8,96,51
17 Peravia,2018,20,76.3,94,50
17 Peravia,2018,21,73.6,94,47
17 Peravia,2018,22,75.6,92,52
17 Peravia,2018,23,74.2,96,49
17 Peravia,2018,24,77.2,99,51
17 Peravia,2018,25,79.0,94,48
17 Peravia,2018,26,70.2,87,40
17 Peravia,2018,27,70.5,93,36
17 Peravia,2018,28,76.0,99,47
17 Peravia,2018,29,74.2,90,50
17 Peravia,2018,30,72.2,89,39
17 Peravia,2018,31,68.9,88,44
17 Peravia,2018,32,71.5,87,50
17 Peravia,2018,33,69.2,88,49
17 Peravia,2018,34,71.8,91,44
17 Peravia,2018,35,73.7,95,45
17 Peravia,2018,36,71.5,87,46
17 Peravia,2018,37,72.8,99,42
17 Peravia,2018,38,74.7,89,50
17 Peravia,2018,39,70.8,89,48
17 Peravia,2018,40,78.4,99,49
17 Peravia,2018,41,85.1,99,55
17 Peravia,2018,42,70.8,87,49
17 Peravia,2018,43,73.4,90,49
17 Peravia,2018,44,70.6,90,47
17 Peravia,2018,45,68.7,83,49
17 Peravia,2018,46,76.9,99,51
17 Peravia,2018,47,73.1,90,44
17 Peravia,2018,48,70.9,89,45
17 Peravia,2018,49,68.6,86,40
17 Peravia,2018,50,70.0,88,39
17 Peravia,2018,51,71.9,90,38
17 Peravia,2018,52,70.0,87,44
17 Peravia,2019,1,71.6,95,41
17 Peravia,2019,2,70.2,92,42
17 Peravia,2019,3,69.2,87,41
17 Peravia,2019,4,71.4,94,45
17 Peravia,2019,5,75.1,99,44
17 Peravia,2019,6,68.6,88,45
17 Peravia,2019,7,75.3,90,44
17 Peravia,2019,8,67.0,86,35
17 Peravia,2019,9,70.2,91,40
17 Peravia,2019,10,70.3,90,39
17 Peravia,2019,11,66.9,85,37
17 Peravia,2019,12,68.9,89,48
17 Peravia,2019,13,76.2,99,52
17 Peravia,2019,14,70.4,98,45
17 Peravia,2019,15,74.3,90,52
17 Peravia,2019,16,70.7,92,40
17 Peravia,2019,17,71.1,89,44
17 Peravia,2019,18,71.8,88,42
17 Peravia,2019,19,73.5,91,41
17 Peravia,2019,20,73.5,91,48
17 Peravia,2019,21,76.7,99,43
17 Peravia,2019,22,79.1,99,45
17 Peravia,2019,23,77.3,94,55
17 Peravia,2019,24,72.8,91,46
17 Peravia,2019,25,73.3,91,53
17 Peravia,2019,26,70.1,89,38
17 Peravia,2019,27,70.4,93,42
17 Peravia,2019,28,71.5,90,45
17 Peravia,2019,29,68.2,89,44
17 Peravia,2019,30,68.3,89,41
17 Peravia,2019,31,73.9,93,40
17 Peravia,2019,32,74.9,92,49
17 Peravia,2019,33,70.4,90,47
17 Peravia,2019,34,74.9,99,44
17 Peravia,2019,35,72.5,96,40
17 Peravia,2019,36,71.5,91,43
17 Peravia,2019,37,72.3,94,47
17 Peravia,2019,38,83.3,99,46
17 Peravia,2019,39,85.7,99,66
17 Peravia,2019,40,85.0,100,58
17 Peravia,2019,41,71.8,91,48
17 Peravia,2019,42,75.6,93,49
17 Peravia,2019,43,73.6,90,50
17 Peravia,2019,44,68.1,81,33
17 Peravia,2019,45,71.4,87,45
17 Peravia,2019,46,76.0,93,51
17 Peravia,2019,47,72.4,98,37
17 Peravia,2019,48,66.2,92,34
17 Peravia,2019,49,76.0,99,47
17 Peravia,2019,50,74.2,99,48
17 Peravia,2019,51,78.0,99,47
17 Peravia,2019,52,75.3,92,46
17 Peravia,2020,1,68.7,87,37
17 Peravia,2020,2,67.1,86,36
17 Peravia,2020,3,70.8,88,42
17 Peravia,2020,4,75.7,95,54
17 Peravia,2020,5,73.1,91,50
17 Peravia,2020,6,73.6,94,42
17 Peravia,2020,7,69.5,87,40
17 Peravia,2020,8,76.1,99,48
17 Peravia,2020,9,71.8,96,43
17 Peravia,2020,10,74.0,89,44
17 Peravia,2020,11,69.1,87,39
17 Peravia,2020,12,62.8,80,36
17 Peravia,2020,13,75.0,99,45
17 Peravia,2020,14,71.6,90,45
17 Peravia,2020,15,78.4,99,50
17 Peravia,2020,16,71.8,88,47
17 Peravia,2020,17,76.2,99,46
17 Peravia,2020,18,73.3,91,47
17 Peravia,2020,19,76.5,97,52
17 Peravia,2020,20,77.0,99,54
17 Peravia,2020,21,76.2,96,49
17 Peravia,2020,22,75.6,99,52
17 Peravia,2020,23,71.9,92,35
17 Peravia,2020,24,73.1,96,45
17 Peravia,2020,25,72.1,92,42
17 Peravia,2020,26,67.9,86,42
17 Peravia,2020,27,70.4,86,46
17 Peravia,2020,28,70.2,93,40
17 Peravia,2020,29,70.9,99,40
17 Peravia,2020,30,68.8,86,46
17 Peravia,2020,31,74.6,99,39
17 Peravia,2020,32,74.7,99,49
17 Peravia,2020,33,68.9,86,48
17 Peravia,2020,34,76.2,99,51
17 Peravia,2020,35,73.9,94,53
17 Peravia,2020,36,76.7,100,57
17 Peravia,2020,37,76.8,91,53
17 Peravia,2020,38,76.3,95,50
17 Peravia,2020,39,73.7,93,41
17 Peravia,2020,40,79.5,94,51
17 Peravia,2020,41,77.0,99,54
17 Peravia,2020,42,77.3,92,53
17 Peravia,2020,43,78.2,100,46
17 Peravia,2020,44,73.6,89,55
17 Peravia,2020,45,84.1,100,59
17 Peravia,2020,46,84.2,100,59
17 Peravia,2020,47,78.4,99,55
17 Peravia,2020,48,73.3,94,40
17 Peravia,2020,49,71.6,86,50
17 Peravia,2020,50,74.7,95,54
17 Peravia,2020,51,71.3,89,53
17 Peravia,2020,52,72.0,90,48
17 Peravia,2021,1,68.4,85,46
17 Peravia,2021,2,71.3,91,49
17 Peravia,2021,3,70.6,86,44
17 Peravia,2021,4,68.7,91,25
17 Peravia,2021,5,74.3,99,45
17 Peravia,2021,6,72.6,93,40
17 Peravia,2021,7,70.9,91,40
17 Peravia,2021,8,68.6,86,37
17 Peravia,2021,9,71.6,94,42
17 Peravia,2021,10,70.0,92,38
17 Peravia,2021,11,65.7,89,38
17 Peravia,2021,12,71.9,93,50
17 Peravia,2021,13,73.3,98,50
17 Peravia,2021,14,71.9,89,47
17 Peravia,2021,15,72.1,90,39
17 Peravia,2021,16,72.4,89,47
17 Peravia,2021,17,70.4,91,45
17 Peravia,2021,18,70.2,87,45
17 Peravia,2021,19,74.9,98,50
17 Peravia,2021,20,72.6,91,50
17 Peravia,2021,21,70.3,89,46
17 Peravia,2021,22,70.8,87,45
17 Peravia,2021,23,72.4,92,47
17 Peravia,2021,24,72.3,99,43
17 Peravia,2021,25,71.5,94,47
17 Peravia,2021,26,76.9,99,43
17 Peravia,2021,27,73.7,90,47
17 Peravia,2021,28,70.9,86,41
17 Peravia,2021,29,72.7,91,45
17 Peravia,2021,30,73.0,88,50
17 Peravia,2021,31,70.4,87,42
17 Peravia,2021,32,73.0,99,47
17 Peravia,2021,33,78.2,99,55
17 Peravia,2021,34,69.8,85,44
17 Peravia,2021,35,75.1,93,46
17 Peravia,2021,36,70.7,87,47
17 Peravia,2021,37,73.1,96,47
17 Peravia,2021,38,73.8,91,44
17 Peravia,2021,39,76.8,97,51
17 Peravia,2021,40,72.5,91,47
17 Peravia,2021,41,81.3,99,60
17 Peravia,2021,42,78.3,94,57
17 Peravia,2021,43,76.1,91,59
17 Peravia,2021,44,74.6,90,54
17 Peravia,2021,45,72.4,87,46
17 Peravia,2021,46,66.6,83,35
17 Peravia,2021,47,73.1,92,47
17 Peravia,2021,48,68.7,84,48
17 Peravia,2021,49,67.5,81,46
17 Peravia,2021,50,66.5,80,42
17 Peravia,2021,51,76.9,99,46
17 Peravia,2021,52,65.3,87,42
17 Peravia,2022,1,66.9,84,37
17 Peravia,2022,2,71.5,93,45
17 Peravia,2022,3,70.5,90,40
17 Peravia,2022,4,71.7,92,40
17 Peravia,2022,5,70.6,93,42
17 Peravia,2022,6,70.5,89,39
17 Peravia,2022,7,64.2,82,40
17 Peravia,2022,8,63.9,79,40
17 Peravia,2022,9,71.6,89,50
17 Peravia,2022,10,71.2,92,45
17 Peravia,2022,11,69.1,86,41
17 Peravia,2022,12,71.2,94,41
17 Peravia,2022,13,75.2,98,47
17 Peravia,2022,14,74.6,94,49
17 Peravia,2022,15,71.2,99,48
17 Peravia,2022,16,80.2,99,54
17 Peravia,2022,17,69.1,99,38
17 Peravia,2022,18,79.2,92,61
17 Peravia,2022,19,81.1,93,64
17 Peravia,2022,20,77.4,94,59
17 Peravia,2022,21,72.5,88,51
17 Peravia,2022,22,76.5,96,47
17 Peravia,2022,23,73.6,96,46
17 Peravia,2022,24,72.3,94,43
17 Peravia,2022,25,72.7,90,47
17 Peravia,2022,26,73.5,99,42
17 Peravia,2022,27,74.9,89,55
17 Peravia,2022,28,72.1,86,53
17 Peravia,2022,29,70.2,93,47
17 Peravia,2022,30,69.8,88,50
17 Peravia,2022,31,67.9,81,46
17 Peravia,2022,32,69.2,87,45
17 Peravia,2022,33,73.4,91,52
17 Peravia,2022,34,74.1,93,47
17 Peravia,2022,35,70.9,95,48
17 Peravia,2022,36,79.2,100,57
17 Peravia,2022,37,72.0,99,45
17 Peravia,2022,38,85.6,100,60
17 Peravia,2022,39,83.2,100,64
17 Peravia,2022,40,75.8,92,52
17 Peravia,2022,41,75.3,90,53
17 Peravia,2022,42,73.9,90,50
17 Peravia,2022,43,77.5,99,48
17 Peravia,2022,44,79.1,98,58
17 Peravia,2022,45,78.2,95,56
17 Peravia,2022,46,72.0,86,50
17 Peravia,2022,47,72.0,86,52
17 Peravia,2022,48,65.5,89,40
17 Peravia,2022,49,63.6,85,34
17 Peravia,2022,50,67.8,83,44
17 Peravia,2022,51,68.4,84,40
17 Peravia,2022,52,70.3,84,50
17 Peravia,2023,1,69.7,86,48
17 Peravia,2023,2,78.2,94,56
17 Peravia,2023,3,61.1,85,41
17 Peravia,2023,4,68.1,88,41
17 Peravia,2023,5,67.0,83,40
17 Peravia,2023,6,67.9,85,40
17 Peravia,2023,7,66.8,84,39
17 Peravia,2023,8,62.3,83,35
17 Peravia,2023,9,67.0,89,33
17 Peravia,2023,10,72.0,98,44
17 Peravia,2023,11,69.9,92,37
17 Peravia,2023,12,65.6,94,30
17 Peravia,2023,13,67.7,86,40
17 Peravia,2023,14,71.4,98,30
17 Peravia,2023,15,75.0,90,51
17 Peravia,2023,16,74.0,92,51
17 Peravia,2023,17,71.6,91,43
17 Peravia,2023,18,74.3,93,46
17 Peravia,2023,19,70.1,86,43
17 Peravia,2023,20,77.1,99,55
17 Peravia,2023,21,81.1,96,57
17 Peravia,2023,22,82.5,100,61
17 Peravia,2023,23,81.3,94,59
17 Peravia,2023,24,74.8,90,56
17 Peravia,2023,25,71.1,91,49
17 Peravia,2023,26,75.4,100,43
17 Peravia,2023,27,73.2,100,40
17 Peravia,2023,28,70.2,94,39
17 Peravia,2023,29,72.8,92,49
17 Peravia,2023,30,70.5,100,42
17 Peravia,2023,31,73.5,95,50
17 Peravia,2023,32,74.3,99,50
17 Peravia,2023,33,68.5,86,44
17 Peravia,2023,34,86.9,100,56
17 Peravia,2023,35,80.5,98,56
17 Peravia,2023,36,80.2,100,55
17 Peravia,2023,37,81.8,100,51
17 Peravia,2023,38,76.2,93,52
17 Peravia,2023,39,75.7,96,51
17 Peravia,2023,40,81.6,100,52
17 Peravia,2023,41,80.7,99,54
17 Peravia,2023,42,81.0,99,51
17 Peravia,2023,43,78.2,100,44
17 Peravia,2023,44,80.8,100,54
17 Peravia,2023,45,77.9,95,58
17 Peravia,2023,46,82.8,100,52
17 Peravia,2023,47,77.8,100,48
17 Peravia,2023,48,74.8,97,52
17 Peravia,2023,49,75.3,100,43
17 Peravia,2023,50,72.4,94,43
17 Peravia,2023,51,78.1,100,47
17 Peravia,2023,52,79.3,99,50
18 Puerto Plata,2015,1,81.6,92,66
18 Puerto Plata,2015,2,79.9,92,62
18 Puerto Plata,2015,3,83.0,99,62
18 Puerto Plata,2015,4,80.4,95,59
18 Puerto Plata,2015,5,85.7,100,50
18 Puerto Plata,2015,6,83.3,100,60
18 Puerto Plata,2015,7,79.6,99,58
18 Puerto Plata,2015,8,82.0,100,57
18 Puerto Plata,2015,9,79.9,92,57
18 Puerto Plata,2015,10,77.4,92,60
18 Puerto Plata,2015,11,79.1,91,61
18 Puerto Plata,2015,12,81.1,94,63
18 Puerto Plata,2015,13,77.2,92,52
18 Puerto Plata,2015,14,81.2,100,67
18 Puerto Plata,2015,15,80.0,91,66
18 Puerto Plata,2015,16,77.9,89,56
18 Puerto Plata,2015,17,77.6,99,50
18 Puerto Plata,2015,18,74.0,97,46
18 Puerto Plata,2015,19,71.3,87,50
18 Puerto Plata,2015,20,78.3,91,61
18 Puerto Plata,2015,21,81.9,93,64
18 Puerto Plata,2015,22,80.1,96,67
18 Puerto Plata,2015,23,77.1,91,52
18 Puerto Plata,2015,24,78.0,91,56
18 Puerto Plata,2015,25,79.9,90,64
18 Puerto Plata,2015,26,76.8,88,56
18 Puerto Plata,2015,27,78.2,89,61
18 Puerto Plata,2015,28,77.9,94,45
18 Puerto Plata,2015,29,76.9,90,59
18 Puerto Plata,2015,30,75.7,90,51
18 Puerto Plata,2015,31,77.5,90,57
18 Puerto Plata,2015,32,77.0,90,55
18 Puerto Plata,2015,33,75.8,88,54
18 Puerto Plata,2015,34,76.1,90,53
18 Puerto Plata,2015,35,79.9,97,60
18 Puerto Plata,2015,36,79.0,91,50
18 Puerto Plata,2015,37,77.0,90,57
18 Puerto Plata,2015,38,77.6,94,58
18 Puerto Plata,2015,39,78.5,97,58
18 Puerto Plata,2015,40,76.0,96,46
18 Puerto Plata,2015,41,76.6,94,54
18 Puerto Plata,2015,42,77.1,89,53
18 Puerto Plata,2015,43,84.5,100,68
18 Puerto Plata,2015,44,82.4,92,62
18 Puerto Plata,2015,45,81.9,99,62
18 Puerto Plata,2015,46,80.3,92,66
18 Puerto Plata,2015,47,76.5,93,53
18 Puerto Plata,2015,48,81.9,100,53
18 Puerto Plata,2015,49,80.1,91,66
18 Puerto Plata,2015,50,76.9,89,53
18 Puerto Plata,2015,51,77.3,93,56
18 Puerto Plata,2015,52,82.3,96,65
18 Puerto Plata,2016,1,77.2,93,46
18 Puerto Plata,2016,2,75.5,95,48
18 Puerto Plata,2016,3,82.1,99,54
18 Puerto Plata,2016,4,79.2,99,51
18 Puerto Plata,2016,5,78.1,91,53
18 Puerto Plata,2016,6,86.0,100,64
18 Puerto Plata,2016,7,78.2,100,58
18 Puerto Plata,2016,8,79.3,93,55
18 Puerto Plata,2016,9,81.2,95,63
18 Puerto Plata,2016,10,70.0,100,51
18 Puerto Plata,2016,11,77.4,89,52
18 Puerto Plata,2016,12,76.9,96,49
18 Puerto Plata,2016,13,75.2,91,51
18 Puerto Plata,2016,14,78.9,93,55
18 Puerto Plata,2016,15,76.4,94,55
18 Puerto Plata,2016,16,76.3,99,58
18 Puerto Plata,2016,17,84.1,100,65
18 Puerto Plata,2016,18,79.8,96,58
18 Puerto Plata,2016,19,81.4,92,67
18 Puerto Plata,2016,20,79.5,91,57
18 Puerto Plata,2016,21,81.2,99,59
18 Puerto Plata,2016,22,82.3,95,61
18 Puerto Plata,2016,23,76.0,91,51
18 Puerto Plata,2016,24,75.4,88,54
18 Puerto Plata,2016,25,78.7,91,61
18 Puerto Plata,2016,26,77.3,90,56
18 Puerto Plata,2016,27,79.0,91,58
18 Puerto Plata,2016,28,79.6,91,63
18 Puerto Plata,2016,29,79.1,91,63
18 Puerto Plata,2016,30,80.7,91,61
18 Puerto Plata,2016,31,80.6,91,60
18 Puerto Plata,2016,32,79.1,92,60
18 Puerto Plata,2016,33,77.3,90,55
18 Puerto Plata,2016,34,83.5,100,63
18 Puerto Plata,2016,35,81.4,91,61
18 Puerto Plata,2016,36,79.7,92,61
18 Puerto Plata,2016,37,78.6,90,62
18 Puerto Plata,2016,38,79.3,91,59
18 Puerto Plata,2016,39,80.1,92,61
18 Puerto Plata,2016,40,79.8,99,53
18 Puerto Plata,2016,41,83.1,95,63
18 Puerto Plata,2016,42,86.6,100,65
18 Puerto Plata,2016,43,88.7,100,68
18 Puerto Plata,2016,44,87.2,100,69
18 Puerto Plata,2016,45,90.7,100,77
