z1,z2,z3,z4,z5,z6,z7,province,year,split
-0.014003281,-0.14792268,1.657481,1.9987833,-0.54263234,1.6963537,-0.071067266,27 Valverde,2016,train
-0.6312635,0.5152869,0.1883197,-0.06390419,-0.32887536,0.43960887,0.6231583,27 Valverde,2017,train
-0.10479406,-0.24223897,-0.12665854,0.5926949,0.11700881,-0.7804435,1.3870344,27 Valverde,2018,train
-0.2320935,0.20932934,-0.25285223,0.79607475,-0.091887645,-0.08776394,0.24302982,27 Valverde,2019,train
-0.18414544,0.88111454,0.643475,0.5706223,-0.40367645,0.57442635,2.4184372,27 Valverde,2020,val
-0.13024826,0.5404093,0.19501726,0.123583555,-0.19085115,-0.30439886,2.29542,27 Valverde,2021,val
-0.15936285,0.29688036,0.11367934,0.37228304,-0.36102292,0.23401947,0.8015084,27 Valverde,2022,test
-0.3436621,0.51235914,-0.054957073,0.48024556,-0.22142641,0.41694278,0.6307139,27 Valverde,2023,test
-0.4483399,-1.809667,-0.3224427,0.008699908,-0.88395953,0.46834752,-0.29105434,28 Monseñor Nouel,2015,train
0.7440308,-0.8942435,1.1618247,-0.007661106,-1.8116866,0.82292086,-0.011672743,28 Monseñor Nouel,2016,train
-0.06476346,-0.15456659,0.70711917,-0.8661542,-2.2660408,0.01983667,0.20970285,28 Monseñor Nouel,2017,train
1.1106493,-1.0760069,0.7747032,-0.9559117,-2.0090501,-1.9346839,2.056756,28 Monseñor Nouel,2018,train
0.287375,-0.66498446,-0.15744199,0.04742178,-1.1819143,-0.00794611,-0.3378408,28 Monseñor Nouel,2019,train
0.74357116,-0.57412714,1.0892152,-0.45631212,-1.8842015,0.28389475,0.2713462,28 Monseñor Nouel,2020,val
0.5490247,-0.48817125,0.695787,-0.85456496,-2.120637,-0.71213806,1.0483552,28 Monseñor Nouel,2021,val
0.1856917,-0.42151335,0.55495954,-0.591299,-2.261858,-0.051267263,0.38370457,28 Monseñor Nouel,2022,test
-0.0068399464,-0.27562436,0.22623782,-0.26104546,-1.5830781,0.30561864,0.23414862,28 Monseñor Nouel,2023,test
-0.21872562,-1.0459915,0.14565209,0.2441024,0.065966025,-0.22405928,-0.25023657,29 Monte Plata,2015,train
1.4383545,-0.14324918,1.5634215,0.10440279,-0.6974729,0.0946464,0.11634301,29 Monte Plata,2016,train
0.46692112,0.7587822,1.3955293,-0.79989743,-1.5440779,-0.22726478,1.0844183,29 Monte Plata,2017,train
1.9503106,0.06500533,1.2749373,-0.96531,-1.068977,-2.205122,2.9435682,29 Monte Plata,2018,train
0.5823038,-0.051882036,0.20031168,0.2849743,-0.56202596,-0.48750737,-0.3668998,29 Monte Plata,2019,train
0.5414897,-0.0029013918,1.1964964,0.15134709,-0.8636683,0.052666564,0.17122747,29 Monte Plata,2020,val
0.55779254,0.033874054,0.64289635,-0.14469881,-0.68759435,-0.66536283,0.53944296,29 Monte Plata,2021,val
0.5565575,0.08005728,0.72711694,-0.17189565,-0.99124146,-0.491031,0.21043827,29 Monte Plata,2022,test
0.22911558,0.123103365,0.41055077,0.07633958,-0.3861026,-0.03513384,0.12521991,29 Monte Plata,2023,test
-0.19089839,-0.68731046,0.15775867,0.06939806,0.44164294,-0.1231004,-0.11913121,30 Hato Mayor,2015,train
0.99871486,-0.016619246,1.5296686,0.059985165,0.015809877,0.36897588,-3.5645e-05,30 Hato Mayor,2016,train
0.36474895,0.92236894,1.1826504,-0.60913056,-0.68219995,-0.052319415,1.3430903,30 Hato Mayor,2017,train
1.037372,0.036972877,0.53871876,-0.3084308,0.18427739,-1.2788501,1.799638,30 Hato Mayor,2018,train
0.4770247,0.10681832,0.090543866,0.19978938,-0.05874946,-0.29333276,-0.07334017,30 Hato Mayor,2019,train
0.83453834,0.6820225,1.4058806,-0.19186047,-0.35751468,0.1268741,1.3363613,30 Hato Mayor,2020,val
0.7571258,0.7314418,0.5477299,-0.20881164,-0.02833919,-0.56992984,1.7642069,30 Hato Mayor,2021,val
0.31946972,0.33135375,0.5455376,-0.05789695,-0.1434696,-0.055471994,0.7249792,30 Hato Mayor,2022,test
0.046997573,0.2329415,0.31332612,0.07724955,-0.018359622,0.07620638,0.29960254,30 Hato Mayor,2023,test
-0.89773804,-1.4475012,-0.84292537,-0.09336797,-0.40396726,-0.17702468,-0.123244494,31 San José de Ocoa,2015,train
1.4750516,-0.528588,1.3638741,0.029623518,-1.711833,1.0014541,1.0576196,31 San José de Ocoa,2016,train
-0.8387917,0.3226835,0.25425336,-0.57505035,-2.4301045,0.43725097,1.0875553,31 San José de Ocoa,2017,train
-0.8922177,-1.3112248,-0.61321723,-0.13863951,-0.97947174,-1.4010131,1.2235509,31 San José de Ocoa,2018,train
-0.41285497,-0.34642717,-0.8205558,0.63453335,-1.5338725,0.363018,-0.20027468,31 San José de Ocoa,2019,train
0.10723407,-0.49577275,0.49582878,-0.2983973,-1.9815283,0.57484674,0.6056573,31 San José de Ocoa,2020,val
-0.1724686,-0.3211178,0.1979139,-0.4088259,-2.0885618,-0.41002905,1.2683696,31 San José de Ocoa,2021,val
-0.40176207,-0.16752668,-0.008168772,-0.19234587,-2.1144788,0.2047941,0.7138403,31 San José de Ocoa,2022,test
-0.45402694,-0.037008107,-0.15140183,-0.07553462,-1.8483359,0.50917816,0.35474464,31 San José de Ocoa,2023,test
-1.0898256,-1.4673936,0.8132002,0.04513034,-0.453437,-2.3461957,-3.171727,32 Santo Domingo,2015,train
1.5387009,0.08247524,3.6400461,-0.32317087,-2.143297,-1.0230162,-3.695352,32 Santo Domingo,2016,train
0.009879713,0.43324605,2.731763,-1.8460511,-2.7865007,-1.1839226,-2.612802,32 Santo Domingo,2017,train
0.32823664,-0.9855135,1.6691338,-1.5182381,-1.2128681,-3.375614,-2.222618,32 Santo Domingo,2018,train
0.6246247,0.19247603,1.1357619,-0.5844416,-1.7942193,-2.1016934,-3.5065846,32 Santo Domingo,2019,train
0.5211168,0.19477583,3.2584412,-1.1302826,-2.5863388,-1.0965902,-3.26775,32 Santo Domingo,2020,val
0.28269362,-0.23573394,2.1631567,-1.6298877,-2.067377,-2.3089669,-2.8292913,32 Santo Domingo,2021,val
0.54836065,0.27678075,2.5364037,-1.6846441,-2.6731148,-1.82431,-3.089966,32 Santo Domingo,2022,test
0.30976784,0.1210689,1.6887833,-0.9597865,-2.0785687,-1.7945892,-3.5468543,32 Santo Domingo,2023,test
