province,year,month,week,total_cases,avg_temp,max_temp,min_temp,avg_rainfall,max_rainfall,min_rainfall,avg_humidity,max_humidity,min_humidity,population
01 Distrito Nacional,2015,1,1,5,24.42,29.3,20.9,0.45,1.2,0.0,75.3,95,50,1007997
01 Distrito Nacional,2015,1,2,11,23.84,29.3,20.2,0.73,1.9,0.0,76.3,93,45,1007997
01 Distrito Nacional,2015,1,3,2,24.11,28.6,20.1,1.16,2.3,0.0,80.0,96,54,1007997
01 Distrito Nacional,2015,1,4,5,24.14,29.1,20.0,0.1,0.4,0.0,75.1,94,49,1007997
01 Distrito Nacional,2015,2,5,6,23.21,28.2,19.4,2.31,4.5,0.1,81.2,97,60,1007997
01 Distrito Nacional,2015,2,6,6,23.83,28.4,20.2,0.86,2.9,0.0,78.3,95,52,1007997
01 Distrito Nacional,2015,2,7,7,24.26,29.8,20.3,0.7,2.2,0.0,75.7,95,51,1007997
01 Distrito Nacional,2015,2,8,5,23.74,30.1,18.9,3.41,13.1,0.0,76.4,97,47,1007997
01 Distrito Nacional,2015,3,9,13,24.11,29.5,19.8,1.8,5.0,0.0,76.0,96,45,1007997
01 Distrito Nacional,2015,3,10,4,23.8,28.9,20.4,1.29,2.4,0.5,72.4,91,44,1007997
01 Distrito Nacional,2015,3,11,4,24.31,30.2,20.1,1.8,4.4,0.0,71.8,91,38,1007997
01 Distrito Nacional,2015,3,12,4,24.36,29.7,20.1,0.4,1.0,0.0,73.1,93,38,1007997
01 Distrito Nacional,2015,4,13,6,24.9,29.5,20.5,0.53,1.3,0.0,74.2,96,50,1007997
01 Distrito Nacional,2015,4,14,8,24.36,29.6,20.4,1.5,4.1,0.0,72.8,92,43,1007997
01 Distrito Nacional,2015,4,15,10,24.74,29.2,21.0,1.7,3.5,0.0,74.4,90,50,1007997
01 Distrito Nacional,2015,4,16,19,25.27,30.5,21.2,0.46,0.7,0.0,72.0,96,42,1007997
01 Distrito Nacional,2015,5,17,10,25.74,30.8,21.5,0.4,1.1,0.0,75.5,97,52,1007997
01 Distrito Nacional,2015,5,18,17,26.49,30.7,22.3,0.03,0.2,0.0,73.8,94,48,1007997
01 Distrito Nacional,2015,5,19,16,25.91,30.8,20.9,0.91,2.4,0.0,73.0,97,46,1007997
01 Distrito Nacional,2015,5,20,18,26.14,31.9,22.4,0.69,1.8,0.0,70.7,89,39,1007997
01 Distrito Nacional,2015,5,21,24,26.37,31.3,22.5,1.24,2.2,0.3,74.5,93,48,1007997
01 Distrito Nacional,2015,6,22,20,25.77,30.5,21.7,1.97,7.8,0.3,75.4,94,50,1007997
01 Distrito Nacional,2015,6,23,23,26.46,30.8,22.6,0.9,1.9,0.0,77.7,96,54,1007997
01 Distrito Nacional,2015,6,24,31,26.69,31.3,22.8,1.27,3.2,0.1,75.9,95,54,1007997
01 Distrito Nacional,2015,6,25,14,26.91,32.3,22.9,1.36,4.3,0.0,75.4,92,47,1007997
01 Distrito Nacional,2015,7,26,25,26.27,31.3,22.6,3.04,6.7,0.0,76.9,96,50,1007997
01 Distrito Nacional,2015,7,27,28,27.16,32.7,23.4,1.51,3.3,0.3,73.5,96,46,1007997
01 Distrito Nacional,2015,7,28,25,26.8,32.8,22.9,1.59,5.5,0.0,73.5,94,43,1007997
01 Distrito Nacional,2015,7,29,32,26.59,31.9,22.8,1.21,2.4,0.2,75.2,93,46,1007997
01 Distrito Nacional,2015,8,30,34,27.03,32.2,22.4,0.56,1.1,0.0,75.9,97,47,1007997
01 Distrito Nacional,2015,8,31,40,27.71,32.8,22.8,0.34,0.7,0.0,70.3,96,46,1007997
01 Distrito Nacional,2015,8,32,35,27.29,32.5,23.3,1.2,2.3,0.2,73.6,95,42,1007997
01 Distrito Nacional,2015,8,33,35,27.23,32.5,22.7,1.0,5.1,0.0,72.7,92,45,1007997
01 Distrito Nacional,2015,8,34,41,27.34,32.9,23.5,0.31,1.0,0.0,74.6,94,48,1007997
01 Distrito Nacional,2015,9,35,69,26.93,32.9,23.0,14.51,79.6,0.0,79.6,97,49,1007997
01 Distrito Nacional,2015,9,36,80,26.9,31.5,22.9,0.99,2.9,0.0,81.7,97,58,1007997
01 Distrito Nacional,2015,9,37,66,26.7,32.1,23.0,4.37,16.7,0.1,79.7,96,52,1007997
01 Distrito Nacional,2015,9,38,93,26.4,31.3,23.0,1.74,8.0,0.0,82.1,97,56,1007997
01 Distrito Nacional,2015,10,39,102,26.67,30.7,23.3,1.64,5.4,0.0,82.7,97,63,1007997
01 Distrito Nacional,2015,10,40,117,27.36,31.9,24.2,0.37,1.6,0.0,76.8,92,58,1007997
01 Distrito Nacional,2015,10,41,97,27.2,32.6,22.9,1.16,6.2,0.0,78.5,96,51,1007997
01 Distrito Nacional,2015,10,42,139,26.86,31.5,23.5,1.56,3.2,0.8,80.0,95,55,1007997
01 Distrito Nacional,2015,10,43,105,26.29,31.1,22.5,1.33,3.5,0.4,78.3,96,52,1007997
01 Distrito Nacional,2015,11,44,95,25.5,30.6,21.6,4.11,17.7,0.0,82.3,96,56,1007997
01 Distrito Nacional,2015,11,45,101,25.1,29.9,22.2,5.84,14.8,0.6,84.4,96,57,1007997
01 Distrito Nacional,2015,11,46,97,25.37,29.6,22.4,1.76,3.3,0.4,82.6,96,55,1007997
01 Distrito Nacional,2015,11,47,66,24.39,28.9,19.6,1.99,4.4,0.0,78.7,95,48,1007997
01 Distrito Nacional,2015,12,48,70,24.26,29.5,20.0,1.77,7.4,0.0,79.5,98,51,1007997
01 Distrito Nacional,2015,12,49,65,24.73,29.0,21.4,1.46,2.9,0.0,84.4,96,61,1007997
01 Distrito Nacional,2015,12,50,74,24.47,28.2,20.6,1.3,2.9,0.0,82.2,96,57,1007997
01 Distrito Nacional,2015,12,51,44,23.86,28.4,20.2,2.4,8.3,0.0,83.1,96,56,1007997
01 Distrito Nacional,2015,12,52,62,24.51,29.2,21.1,1.19,2.5,0.3,79.3,95,51,1007997
01 Distrito Nacional,2016,1,1,38,23.84,29.1,19.3,0.4,0.9,0.0,80.7,96,43,1015150
01 Distrito Nacional,2016,1,2,48,24.01,29.2,19.8,0.27,1.2,0.0,75.2,95,46,1015150
01 Distrito Nacional,2016,1,3,35,24.2,30.2,19.3,0.57,1.4,0.0,75.3,95,40,1015150
01 Distrito Nacional,2016,1,4,46,23.9,28.8,19.2,1.67,3.5,0.0,77.5,96,53,1015150
01 Distrito Nacional,2016,2,5,39,23.67,28.9,19.0,0.83,1.4,0.0,75.1,96,42,1015150
01 Distrito Nacional,2016,2,6,25,24.33,29.7,20.1,0.67,2.5,0.0,77.2,98,50,1015150
01 Distrito Nacional,2016,2,7,30,23.84,28.8,19.4,1.61,4.6,0.0,76.3,98,42,1015150
01 Distrito Nacional,2016,2,8,31,24.26,29.4,19.8,0.53,1.9,0.0,76.3,96,47,1015150
01 Distrito Nacional,2016,3,9,21,24.97,29.4,20.9,0.87,2.4,0.0,74.6,95,51,1015150
01 Distrito Nacional,2016,3,10,13,23.86,29.3,19.8,1.29,8.0,0.0,66.4,95,37,1015150
01 Distrito Nacional,2016,3,11,8,24.67,30.4,20.1,1.71,6.8,0.0,77.6,96,46,1015150
01 Distrito Nacional,2016,3,12,20,25.39,30.1,21.8,1.09,2.5,0.2,74.1,95,46,1015150
01 Distrito Nacional,2016,4,13,8,24.84,29.8,20.6,1.46,5.8,0.0,76.5,98,43,1015150
01 Distrito Nacional,2016,4,14,14,25.2,29.4,21.2,4.06,23.8,0.0,78.1,96,52,1015150
01 Distrito Nacional,2016,4,15,8,25.64,30.8,21.0,0.63,1.8,0.0,70.7,91,42,1015150
01 Distrito Nacional,2016,4,16,6,25.56,30.6,21.8,1.23,3.9,0.0,71.1,96,45,1015150
01 Distrito Nacional,2016,4,17,4,24.39,30.7,21.1,12.09,18.2,6.9,86.1,97,57,1015150
01 Distrito Nacional,2016,5,18,12,24.9,28.6,21.0,6.47,13.1,3.4,84.3,97,63,1015150
01 Distrito Nacional,2016,5,19,8,25.26,28.8,22.6,3.27,8.6,0.0,82.0,97,60,1015150
01 Distrito Nacional,2016,5,20,13,25.99,29.5,22.2,1.17,2.5,0.4,81.4,97,62,1015150
01 Distrito Nacional,2016,5,21,6,25.73,29.8,22.1,5.84,21.8,0.8,82.6,98,61,1015150
01 Distrito Nacional,2016,6,22,14,25.13,29.8,21.9,11.47,23.5,1.3,87.9,99,69,1015150
01 Distrito Nacional,2016,6,23,16,26.26,29.7,22.7,2.94,7.7,0.3,83.0,98,62,1015150
01 Distrito Nacional,2016,6,24,22,26.41,30.8,22.5,2.11,6.0,0.4,81.1,97,53,1015150
01 Distrito Nacional,2016,6,25,24,25.47,30.1,22.6,6.71,26.1,1.1,83.6,96,62,1015150
01 Distrito Nacional,2016,7,26,19,25.9,30.2,22.0,2.97,6.3,1.1,82.3,97,59,1015150
01 Distrito Nacional,2016,7,27,14,26.63,30.9,23.3,2.41,9.0,0.3,79.8,94,58,1015150
01 Distrito Nacional,2016,7,28,10,26.4,31.5,23.2,2.26,4.6,0.0,79.1,95,51,1015150
01 Distrito Nacional,2016,7,29,4,26.54,31.1,23.1,1.41,2.6,0.0,79.2,95,55,1015150
01 Distrito Nacional,2016,7,30,8,26.29,31.5,23.3,3.53,7.2,0.1,80.9,93,56,1015150
01 Distrito Nacional,2016,8,31,8,25.87,31.1,22.8,11.51,26.7,0.0,85.2,98,55,1015150
01 Distrito Nacional,2016,8,32,3,26.57,31.1,23.3,1.74,4.1,0.0,81.0,97,55,1015150
01 Distrito Nacional,2016,8,33,3,27.03,32.1,23.2,0.29,1.2,0.0,77.8,94,51,1015150
01 Distrito Nacional,2016,8,34,3,25.93,31.0,23.0,7.3,11.6,0.3,85.0,98,58,1015150
01 Distrito Nacional,2016,9,35,5,26.86,31.9,22.2,1.21,3.7,0.0,80.9,97,50,1015150
01 Distrito Nacional,2016,9,36,4,26.23,32.2,22.7,5.47,26.4,0.5,82.4,97,47,1015150
01 Distrito Nacional,2016,9,37,3,26.21,31.1,22.4,0.87,1.5,0.0,80.2,96,56,1015150
01 Distrito Nacional,2016,9,38,3,26.5,30.8,22.5,1.63,4.7,0.0,81.6,97,61,1015150
01 Distrito Nacional,2016,9,39,4,26.6,31.7,22.8,3.6,10.2,0.2,81.0,96,55,1015150
01 Distrito Nacional,2016,9,40,0,25.97,30.5,22.6,21.41,94.7,0.5,87.0,98,62,1015150
01 Distrito Nacional,2016,10,41,3,26.36,30.5,22.9,2.3,3.3,1.7,84.3,97,63,1015150
01 Distrito Nacional,2016,10,42,5,25.74,29.5,23.5,2.57,8.8,0.0,85.9,96,64,1015150
01 Distrito Nacional,2016,10,43,2,25.67,29.6,22.7,2.11,10.1,0.0,82.3,97,62,1015150
01 Distrito Nacional,2016,11,44,3,24.86,29.0,22.2,5.3,11.7,0.1,83.8,97,62,1015150
01 Distrito Nacional,2016,11,45,8,24.89,29.6,22.2,2.64,5.1,0.3,85.3,96,66,1015150
01 Distrito Nacional,2016,11,46,4,24.61,29.0,22.1,4.31,8.2,0.5,86.7,97,69,1015150
01 Distrito Nacional,2016,11,47,1,23.83,28.3,20.9,3.01,10.2,0.5,83.4,96,61,1015150
01 Distrito Nacional,2016,12,48,6,24.33,28.6,20.4,1.24,3.9,0.0,82.7,97,56,1015150
01 Distrito Nacional,2016,12,49,0,24.43,28.7,20.7,0.96,4.5,0.0,81.9,94,55,1015150
01 Distrito Nacional,2016,12,50,2,24.49,29.0,21.2,1.37,3.4,0.0,82.0,96,56,1015150
01 Distrito Nacional,2016,12,51,2,23.59,28.0,20.5,2.14,3.6,0.9,82.1,93,61,1015150
01 Distrito Nacional,2016,12,52,3,23.73,27.7,20.0,1.2,2.3,0.0,81.3,97,63,1015150
01 Distrito Nacional,2017,12,1,0,23.83,28.7,19.6,0.94,1.9,0.0,82.3,96,55,1022236
01 Distrito Nacional,2017,1,2,2,23.01,27.9,20.2,0.89,2.1,0.0,72.6,91,42,1022236
01 Distrito Nacional,2017,1,3,0,22.53,28.3,16.9,0.2,0.9,0.0,72.7,94,41,1022236
01 Distrito Nacional,2017,1,4,0,23.7,29.4,18.1,0.61,2.3,0.0,74.9,95,44,1022236
01 Distrito Nacional,2017,2,5,1,24.34,29.6,19.3,1.06,2.7,0.0,77.4,96,46,1022236
01 Distrito Nacional,2017,2,6,1,24.27,29.3,19.8,1.64,4.2,0.0,78.1,96,53,1022236
01 Distrito Nacional,2017,2,7,0,23.74,28.7,20.0,1.16,2.0,0.2,78.5,95,51,1022236
01 Distrito Nacional,2017,2,8,1,24.4,29.4,19.3,1.34,4.7,0.0,73.7,93,38,1022236
01 Distrito Nacional,2017,3,9,4,24.9,32.0,20.4,0.63,1.6,0.2,71.0,93,36,1022236
01 Distrito Nacional,2017,3,10,3,24.06,29.4,19.5,1.2,3.0,0.3,69.6,91,40,1022236
01 Distrito Nacional,2017,3,11,0,24.59,30.6,20.6,0.93,2.2,0.2,76.2,96,39,1022236
01 Distrito Nacional,2017,3,12,0,24.49,31.9,20.1,3.64,7.1,1.2,77.0,96,42,1022236
01 Distrito Nacional,2017,4,13,2,25.53,32.0,20.7,0.44,1.8,0.0,70.2,94,33,1022236
01 Distrito Nacional,2017,4,14,2,25.76,30.7,21.7,1.19,3.1,0.0,72.2,94,45,1022236
01 Distrito Nacional,2017,4,15,1,25.67,33.1,21.1,1.99,4.0,0.4,65.6,88,34,1022236
01 Distrito Nacional,2017,4,16,2,24.51,29.4,21.1,12.24,33.0,1.2,78.0,96,45,1022236
01 Distrito Nacional,2017,4,17,0,24.57,28.1,21.2,9.37,20.7,1.5,88.0,98,70,1022236
01 Distrito Nacional,2017,5,18,3,24.79,28.6,20.5,5.43,18.7,0.5,85.0,96,64,1022236
01 Distrito Nacional,2017,5,19,4,25.19,30.7,21.4,1.43,2.4,0.4,80.6,97,54,1022236
01 Distrito Nacional,2017,5,20,6,25.99,30.5,23.0,3.11,4.7,0.4,82.5,97,59,1022236
01 Distrito Nacional,2017,5,21,3,26.39,30.3,22.7,0.96,1.6,0.2,79.0,95,57,1022236
01 Distrito Nacional,2017,6,22,4,25.94,30.2,22.2,3.67,11.7,0.9,80.5,95,54,1022236
01 Distrito Nacional,2017,6,23,3,26.74,30.7,23.1,2.04,4.7,0.4,80.4,97,57,1022236
01 Distrito Nacional,2017,6,24,0,26.36,31.6,22.8,5.16,19.3,0.0,78.3,97,46,1022236
01 Distrito Nacional,2017,6,25,3,26.34,31.9,22.7,3.8,10.2,0.7,78.1,96,47,1022236
01 Distrito Nacional,2017,6,26,2,26.61,31.3,23.4,3.29,6.7,0.9,80.0,95,53,1022236
01 Distrito Nacional,2017,7,27,1,26.61,31.7,22.9,2.43,7.0,0.4,79.4,95,52,1022236
01 Distrito Nacional,2017,7,28,4,26.43,30.7,23.2,3.73,8.6,0.0,83.0,99,60,1022236
01 Distrito Nacional,2017,7,29,3,27.2,33.2,23.6,2.16,6.4,0.3,78.2,96,46,1022236
01 Distrito Nacional,2017,7,30,2,26.99,31.5,23.3,2.81,7.9,0.5,82.2,96,63,1022236
01 Distrito Nacional,2017,8,31,1,27.37,33.7,23.2,4.3,12.3,0.8,79.6,95,41,1022236
01 Distrito Nacional,2017,8,32,1,26.67,32.0,23.0,3.67,9.6,0.6,82.1,96,49,1022236
01 Distrito Nacional,2017,8,33,2,26.71,32.9,23.2,5.8,18.7,0.3,82.7,97,48,1022236
01 Distrito Nacional,2017,8,34,3,26.84,31.7,23.6,2.2,4.9,0.4,82.2,96,58,1022236
01 Distrito Nacional,2017,9,35,3,26.93,32.2,24.0,1.69,3.0,0.0,81.6,97,49,1022236
01 Distrito Nacional,2017,9,36,0,26.93,32.2,23.4,8.44,20.9,0.2,82.8,94,62,1022236
01 Distrito Nacional,2017,9,37,0,26.9,31.1,23.1,6.79,15.1,0.2,85.7,96,63,1022236
01 Distrito Nacional,2017,9,38,7,26.83,32.0,23.2,8.57,18.1,0.7,82.7,97,56,1022236
01 Distrito Nacional,2017,9,39,4,26.07,30.7,23.0,6.76,14.1,0.4,85.1,98,56,1022236
01 Distrito Nacional,2017,10,40,5,25.89,30.4,23.1,6.39,12.7,1.3,86.8,98,61,1022236
01 Distrito Nacional,2017,10,41,5,25.93,31.1,21.9,6.81,16.9,0.9,85.1,96,61,1022236
01 Distrito Nacional,2017,10,42,4,25.93,30.2,22.6,7.31,19.5,0.3,84.0,97,54,1022236
01 Distrito Nacional,2017,10,43,5,25.59,30.1,21.9,1.94,7.9,0.3,83.8,97,62,1022236
01 Distrito Nacional,2017,11,44,3,25.74,30.2,22.1,1.66,3.7,0.5,82.3,95,57,1022236
01 Distrito Nacional,2017,11,45,3,24.29,28.2,22.3,13.77,24.4,5.9,90.2,97,71,1022236
01 Distrito Nacional,2017,11,46,3,24.83,28.6,22.4,10.99,27.0,3.4,88.4,97,73,1022236
01 Distrito Nacional,2017,11,47,5,24.73,29.1,20.7,2.64,13.7,0.0,86.3,98,66,1022236
01 Distrito Nacional,2017,12,48,7,24.9,29.5,21.6,0.69,1.8,0.0,82.2,97,58,1022236
01 Distrito Nacional,2017,12,49,2,24.59,29.7,21.0,1.24,3.0,0.0,82.7,95,57,1022236
01 Distrito Nacional,2017,12,50,0,24.51,29.5,19.5,0.24,1.0,0.0,79.4,95,54,1022236
01 Distrito Nacional,2017,12,51,1,24.63,29.7,21.2,0.69,1.6,0.0,77.4,92,48,1022236
01 Distrito Nacional,2017,12,52,0,24.04,28.7,20.4,1.29,2.2,0.1,79.7,94,54,1022236
01 Distrito Nacional,2018,1,1,1,24.19,28.2,21.4,5.31,22.9,0.5,83.8,98,59,1029607
01 Distrito Nacional,2018,1,2,1,23.86,28.3,20.5,4.94,18.3,0.6,84.9,96,60,1029607
01 Distrito Nacional,2018,1,3,1,23.81,28.2,21.0,2.64,6.9,0.8,83.9,95,61,1029607
01 Distrito Nacional,2018,1,4,2,23.89,28.7,21.0,1.59,3.5,0.2,80.6,95,54,1029607
01 Distrito Nacional,2018,2,5,2,23.49,28.4,19.3,0.81,2.2,0.0,74.9,95,41,1029607
01 Distrito Nacional,2018,2,6,0,23.49,28.5,20.4,2.47,3.9,1.1,78.5,95,51,1029607
01 Distrito Nacional,2018,2,7,0,23.04,28.3,19.5,2.03,5.9,0.9,76.4,95,43,1029607
01 Distrito Nacional,2018,2,8,1,23.33,29.9,19.8,2.16,6.1,0.3,74.0,92,40,1029607
01 Distrito Nacional,2018,2,9,0,22.93,29.2,16.7,2.59,10.4,0.0,74.4,93,39,1029607
01 Distrito Nacional,2018,3,10,1,24.0,29.1,19.2,1.1,2.8,0.0,72.8,96,36,1029607
01 Distrito Nacional,2018,3,11,2,24.76,28.3,20.9,1.77,3.5,0.0,80.1,97,55,1029607
01 Distrito Nacional,2018,3,12,3,24.74,30.9,21.2,2.36,13.4,0.0,76.8,97,34,1029607
01 Distrito Nacional,2018,3,13,2,23.99,30.2,19.4,0.59,1.9,0.0,66.1,89,32,1029607
01 Distrito Nacional,2018,4,14,7,24.91,30.4,20.7,1.26,3.0,0.2,77.4,96,44,1029607
01 Distrito Nacional,2018,4,15,0,25.16,31.1,21.6,2.51,5.6,0.7,75.3,96,40,1029607
01 Distrito Nacional,2018,4,16,2,25.01,29.8,20.8,2.16,5.3,0.5,78.1,98,49,1029607
01 Distrito Nacional,2018,4,17,1,25.6,29.6,21.1,1.93,4.2,0.7,77.9,93,51,1029607
01 Distrito Nacional,2018,5,18,1,24.99,29.4,21.9,5.71,17.5,0.6,81.5,96,55,1029607
01 Distrito Nacional,2018,5,19,2,24.97,28.5,21.2,2.16,5.4,0.6,80.3,94,59,1029607
01 Distrito Nacional,2018,5,20,3,24.79,29.8,21.8,4.59,17.3,0.8,79.8,95,48,1029607
01 Distrito Nacional,2018,5,21,2,25.49,29.5,21.4,1.74,2.6,0.1,79.7,99,54,1029607
01 Distrito Nacional,2018,5,22,0,25.83,29.6,22.3,2.7,5.2,1.0,81.1,98,59,1029607
01 Distrito Nacional,2018,6,23,1,26.46,30.5,22.6,1.36,4.1,0.4,79.4,98,56,1029607
01 Distrito Nacional,2018,6,24,3,26.51,30.2,22.5,2.01,5.6,0.1,80.0,96,52,1029607
01 Distrito Nacional,2018,6,25,4,26.07,30.0,21.8,4.81,17.0,0.8,81.8,97,50,1029607
01 Distrito Nacional,2018,6,26,0,26.76,32.4,22.7,0.4,1.1,0.0,76.8,94,48,1029607
01 Distrito Nacional,2018,7,27,1,27.37,34.0,22.5,1.13,3.7,0.2,73.9,95,34,1029607
01 Distrito Nacional,2018,7,28,2,26.5,31.5,22.7,6.23,30.4,0.5,81.2,98,54,1029607
01 Distrito Nacional,2018,7,29,0,26.5,31.2,23.4,3.97,10.2,1.5,82.3,95,53,1029607
01 Distrito Nacional,2018,7,30,3,26.41,30.9,22.8,1.21,3.4,0.5,80.0,96,50,1029607
01 Distrito Nacional,2018,8,31,2,26.66,32.1,22.9,2.96,5.5,0.4,77.4,97,52,1029607
01 Distrito Nacional,2018,8,32,2,26.26,31.2,22.9,4.1,7.7,0.8,83.5,96,61,1029607
01 Distrito Nacional,2018,8,33,1,26.1,30.8,22.9,4.57,11.5,0.7,83.7,97,57,1029607
01 Distrito Nacional,2018,8,34,1,26.21,30.6,23.0,3.23,7.2,1.2,82.4,96,52,1029607
01 Distrito Nacional,2018,8,35,0,25.56,30.6,22.3,9.4,20.1,1.6,85.3,97,61,1029607
01 Distrito Nacional,2018,9,36,3,26.14,31.2,22.6,2.09,5.9,0.1,84.2,98,56,1029607
01 Distrito Nacional,2018,9,37,9,26.31,31.7,22.9,6.26,19.0,0.8,83.3,97,51,1029607
01 Distrito Nacional,2018,9,38,5,26.3,31.0,23.5,3.31,7.3,0.2,85.1,98,60,1029607
01 Distrito Nacional,2018,9,39,2,25.7,30.9,22.2,6.99,11.7,1.5,84.6,96,59,1029607
01 Distrito Nacional,2018,10,40,2,25.3,30.3,22.5,4.84,12.0,0.1,86.6,96,59,1029607
01 Distrito Nacional,2018,10,41,7,24.97,29.5,22.2,10.09,28.2,0.8,88.3,97,60,1029607
01 Distrito Nacional,2018,10,42,4,25.59,30.4,22.4,3.59,9.6,0.8,81.8,95,54,1029607
01 Distrito Nacional,2018,10,43,4,25.63,30.6,22.3,0.8,1.3,0.3,83.5,96,55,1029607
01 Distrito Nacional,2018,11,44,3,25.29,30.1,21.7,3.5,16.5,0.0,80.8,95,53,1029607
01 Distrito Nacional,2018,11,45,4,25.07,29.8,21.4,2.21,3.3,1.2,83.7,96,61,1029607
01 Distrito Nacional,2018,11,46,6,25.09,29.3,22.2,6.41,18.7,1.5,87.2,97,62,1029607
01 Distrito Nacional,2018,11,47,7,24.74,30.1,20.8,0.69,2.3,0.0,84.1,98,57,1029607
01 Distrito Nacional,2018,12,48,7,24.64,29.3,20.7,0.51,1.3,0.0,82.9,96,57,1029607
01 Distrito Nacional,2018,12,49,5,24.69,30.2,21.6,0.77,1.5,0.0,80.2,95,50,1029607
01 Distrito Nacional,2018,12,50,8,24.14,29.0,20.1,0.73,1.3,0.3,80.7,97,52,1029607
01 Distrito Nacional,2018,12,51,6,23.8,28.8,19.4,0.8,3.1,0.0,81.3,99,42,1029607
01 Distrito Nacional,2018,12,52,9,24.63,30.0,20.7,0.67,2.2,0.0,73.8,94,42,1029607
01 Distrito Nacional,2019,1,1,5,24.29,29.6,19.6,0.69,1.9,0.0,74.8,95,46,1036494
01 Distrito Nacional,2019,1,2,7,23.4,29.4,18.9,1.09,2.8,0.0,79.5,96,42,1036494
01 Distrito Nacional,2019,1,3,12,23.26,29.1,18.6,0.93,3.3,0.0,79.2,96,42,1036494
01 Distrito Nacional,2019,1,4,10,23.56,28.8,19.0,0.77,1.9,0.0,77.8,96,50,1036494
01 Distrito Nacional,2019,2,5,13,23.63,29.5,19.1,1.74,7.0,0.1,80.2,99,44,1036494
01 Distrito Nacional,2019,2,6,11,24.04,29.3,19.3,1.17,2.3,0.4,75.4,96,46,1036494
01 Distrito Nacional,2019,2,7,5,24.43,29.6,20.2,1.43,1.7,1.0,78.3,96,43,1036494
01 Distrito Nacional,2019,2,8,9,24.77,30.7,20.2,0.61,2.7,0.1,72.2,95,36,1036494
01 Distrito Nacional,2019,3,9,12,24.71,31.6,19.9,0.84,2.9,0.0,71.5,94,32,1036494
01 Distrito Nacional,2019,3,10,12,24.59,30.8,19.5,2.73,11.2,0.9,74.7,96,38,1036494
01 Distrito Nacional,2019,3,11,19,24.13,30.0,19.8,1.34,4.6,0.0,73.0,94,41,1036494
01 Distrito Nacional,2019,3,12,14,24.37,29.0,18.0,1.46,4.5,0.0,76.4,95,49,1036494
01 Distrito Nacional,2019,3,13,11,24.49,29.5,21.0,2.44,4.1,0.5,81.5,97,60,1036494
01 Distrito Nacional,2019,4,14,20,25.01,30.3,20.7,2.04,4.8,0.0,76.1,95,42,1036494
01 Distrito Nacional,2019,4,15,12,24.9,29.1,20.3,2.11,5.2,0.5,76.9,96,57,1036494
01 Distrito Nacional,2019,4,16,21,25.11,29.6,20.7,1.6,3.4,0.8,74.7,93,46,1036494
01 Distrito Nacional,2019,4,17,13,25.3,30.3,21.0,1.36,3.6,0.0,75.3,95,44,1036494
01 Distrito Nacional,2019,5,18,11,25.63,30.3,21.3,2.64,5.3,0.1,76.0,96,51,1036494
01 Distrito Nacional,2019,5,19,18,25.79,30.9,21.5,1.83,4.4,0.1,78.0,96,49,1036494
01 Distrito Nacional,2019,5,20,25,26.59,30.0,22.7,0.86,1.8,0.0,80.3,97,59,1036494
01 Distrito Nacional,2019,5,21,15,25.83,30.9,22.0,4.96,11.2,1.6,82.2,98,52,1036494
01 Distrito Nacional,2019,6,22,23,25.13,29.3,22.1,8.31,25.7,1.4,85.3,98,60,1036494
01 Distrito Nacional,2019,6,23,23,26.26,29.6,22.5,2.31,5.6,0.4,84.3,98,66,1036494
01 Distrito Nacional,2019,6,24,31,26.54,31.2,23.0,2.26,6.4,0.5,79.7,96,50,1036494
01 Distrito Nacional,2019,6,25,32,27.21,31.4,23.8,1.53,5.3,0.0,80.6,96,57,1036494
01 Distrito Nacional,2019,6,26,43,26.87,32.1,23.1,3.59,9.0,0.1,79.8,96,55,1036494
01 Distrito Nacional,2019,7,27,52,27.1,33.3,22.8,3.13,12.3,0.0,77.2,96,45,1036494
01 Distrito Nacional,2019,7,28,66,26.74,31.8,23.3,3.64,9.6,0.6,79.1,96,48,1036494
01 Distrito Nacional,2019,7,29,77,27.1,32.4,23.2,3.04,6.4,0.6,78.4,97,50,1036494
01 Distrito Nacional,2019,7,30,66,27.31,33.2,23.6,3.14,6.7,0.0,79.3,96,51,1036494
01 Distrito Nacional,2019,8,31,53,26.64,33.3,23.4,9.21,19.1,0.9,82.7,98,45,1036494
01 Distrito Nacional,2019,8,32,57,27.16,31.8,23.9,2.61,4.8,1.1,82.6,97,53,1036494
01 Distrito Nacional,2019,8,33,70,27.24,32.4,23.2,2.97,5.5,0.4,80.7,97,51,1036494
01 Distrito Nacional,2019,8,34,80,26.91,31.0,23.2,3.34,5.9,1.5,84.0,98,55,1036494
01 Distrito Nacional,2019,8,35,79,27.5,31.8,23.4,0.89,2.5,0.0,80.6,98,49,1036494
01 Distrito Nacional,2019,9,36,83,27.26,33.3,23.3,3.6,8.2,0.9,80.6,97,49,1036494
01 Distrito Nacional,2019,9,37,67,27.73,32.7,23.2,1.63,3.5,0.7,80.9,97,56,1036494
01 Distrito Nacional,2019,9,38,76,26.5,32.3,23.5,15.67,49.0,0.4,86.6,98,57,1036494
01 Distrito Nacional,2019,9,39,45,27.01,30.7,23.5,1.9,3.2,0.2,84.5,99,62,1036494
01 Distrito Nacional,2019,10,40,69,26.57,30.1,23.2,3.64,9.5,0.0,85.4,98,61,1036494
