province,year,month,week,total_cases,avg_temp,max_temp,min_temp,avg_rainfall,max_rainfall,min_rainfall,avg_humidity,max_humidity,min_humidity,population
30 Hato Mayor,2021,8,37,0,26.26,31.3,23.0,5.1,9.8,0.7,83.4,98,54,85747
30 Hato Mayor,2021,8,38,0,27.2,33.5,23.1,2.34,6.6,0.3,81.5,98,49,85747
30 Hato Mayor,2021,8,39,0,26.17,33.0,22.5,6.59,23.7,1.6,83.6,99,48,85747
30 Hato Mayor,2021,8,40,0,26.93,32.5,23.3,1.2,2.7,0.2,78.0,96,48,85747
30 Hato Mayor,2021,8,41,0,25.9,32.0,22.3,6.09,12.3,0.7,87.0,100,59,85747
30 Hato Mayor,2021,10,42,2,25.96,32.3,22.1,7.41,18.3,0.0,82.8,99,43,85747
30 Hato Mayor,2021,10,43,2,26.07,31.6,21.5,0.27,1.5,0.0,77.5,96,45,85747
30 Hato Mayor,2021,10,44,0,25.81,31.2,22.0,2.13,9.3,0.0,80.1,96,50,85747
30 Hato Mayor,2021,11,45,1,26.06,31.8,21.0,0.49,1.2,0.0,76.1,94,47,85747
30 Hato Mayor,2021,11,46,2,26.44,32.2,22.2,0.01,0.1,0.0,71.5,92,38,85747
30 Hato Mayor,2021,11,47,2,25.21,31.5,21.0,1.11,3.0,0.0,76.3,96,43,85747
30 Hato Mayor,2021,12,48,1,25.87,31.7,21.5,0.6,2.4,0.0,76.6,96,45,85747
30 Hato Mayor,2021,12,49,0,25.44,31.1,21.9,0.27,0.7,0.0,73.5,92,41,85747
30 Hato Mayor,2021,12,50,1,24.67,29.5,20.9,1.71,3.1,0.5,75.6,91,47,85747
30 Hato Mayor,2021,12,51,1,24.43,30.9,20.9,4.04,16.1,0.0,81.3,99,45,85747
30 Hato Mayor,2021,12,52,0,24.29,29.8,19.8,0.06,0.4,0.0,73.3,94,41,85747
30 Hato Mayor,2022,12,1,0,23.91,30.0,19.6,1.1,5.7,0.0,77.3,95,45,85795
30 Hato Mayor,2022,12,2,0,23.53,29.0,18.8,1.21,3.2,0.0,78.1,98,46,85795
30 Hato Mayor,2022,12,3,0,24.44,30.4,19.6,0.17,0.6,0.0,75.2,96,41,85795
30 Hato Mayor,2022,1,4,1,24.14,31.5,18.8,0.29,1.1,0.0,74.5,96,34,85795
30 Hato Mayor,2022,1,5,0,22.87,30.9,19.4,3.36,7.1,0.6,82.1,96,48,85795
30 Hato Mayor,2022,1,6,0,24.14,31.0,20.0,0.94,2.2,0.0,74.4,95,34,85795
30 Hato Mayor,2022,1,7,0,24.19,30.3,20.0,1.06,2.2,0.0,75.4,95,46,85795
30 Hato Mayor,2022,2,8,1,23.96,30.4,19.5,0.26,0.8,0.0,71.1,91,42,85795
30 Hato Mayor,2022,2,9,0,24.07,31.0,19.8,4.1,12.0,0.0,80.2,98,45,85795
30 Hato Mayor,2022,2,10,0,24.41,31.3,20.5,0.97,1.9,0.2,76.1,95,40,85795
30 Hato Mayor,2022,3,11,1,24.94,31.4,20.6,0.43,1.2,0.0,72.0,94,39,85795
30 Hato Mayor,2022,3,12,0,24.97,31.5,20.2,0.83,4.4,0.0,70.8,94,36,85795
30 Hato Mayor,2022,4,13,2,24.46,31.0,20.5,2.77,8.3,0.0,76.9,97,43,85795
30 Hato Mayor,2022,4,14,4,25.46,32.2,20.6,1.09,3.7,0.0,72.3,94,36,85795
30 Hato Mayor,2022,4,15,6,25.01,32.2,21.0,2.44,6.7,0.7,73.5,95,38,85795
30 Hato Mayor,2022,4,16,0,23.69,29.1,20.4,7.71,26.6,0.4,81.1,98,49,85795
30 Hato Mayor,2022,4,17,1,23.7,30.9,18.1,11.0,62.7,0.0,73.1,98,38,85795
30 Hato Mayor,2022,5,18,1,25.39,31.0,21.6,1.54,7.1,0.0,80.6,97,52,85795
30 Hato Mayor,2022,5,19,1,25.69,31.1,21.5,1.7,6.3,0.0,79.8,98,45,85795
30 Hato Mayor,2022,5,20,2,26.77,33.3,22.5,1.23,3.7,0.1,78.2,97,47,85795
30 Hato Mayor,2022,5,21,1,25.24,32.3,21.0,10.16,23.0,0.0,81.0,97,43,85795
30 Hato Mayor,2022,6,22,1,26.73,31.6,22.6,0.93,1.8,0.0,76.9,96,49,85795
30 Hato Mayor,2022,6,23,3,27.43,34.2,23.0,0.76,2.3,0.0,73.1,96,38,85795
30 Hato Mayor,2022,6,24,1,26.59,33.5,21.2,4.1,21.6,0.0,76.6,98,43,85795
30 Hato Mayor,2022,6,25,2,26.7,32.5,21.6,1.76,4.7,0.6,75.8,96,46,85795
30 Hato Mayor,2022,7,26,12,26.91,32.7,22.5,3.23,18.6,0.1,74.8,96,48,85795
30 Hato Mayor,2022,7,27,27,26.53,32.6,21.9,2.59,8.0,0.2,77.7,97,50,85795
30 Hato Mayor,2022,7,28,30,27.23,33.7,23.5,0.76,1.3,0.0,75.5,96,41,85795
30 Hato Mayor,2022,7,29,23,26.84,32.8,23.0,3.36,11.0,0.0,76.2,96,47,85795
30 Hato Mayor,2022,7,30,15,26.8,33.2,22.6,3.53,13.3,0.0,76.1,95,47,85795
30 Hato Mayor,2022,8,31,5,27.23,32.8,21.9,1.96,8.5,0.0,74.6,98,46,85795
30 Hato Mayor,2022,8,32,7,27.3,33.7,22.6,1.79,5.7,0.2,75.2,96,42,85795
30 Hato Mayor,2022,8,33,9,26.84,32.5,22.5,3.4,7.2,1.0,80.2,98,52,85795
30 Hato Mayor,2022,8,34,13,26.1,32.5,22.0,4.74,7.9,1.1,82.5,96,49,85795
30 Hato Mayor,2022,8,35,4,26.6,32.7,22.5,3.81,8.3,0.1,81.1,96,54,85795
30 Hato Mayor,2022,9,36,6,26.94,33.4,23.3,2.9,5.0,0.7,82.1,98,51,85795
30 Hato Mayor,2022,9,37,4,27.03,34.0,21.6,5.03,12.0,0.0,77.7,97,43,85795
30 Hato Mayor,2022,9,38,8,26.0,31.6,23.0,22.0,101.5,0.4,85.9,98,52,85795
30 Hato Mayor,2022,10,39,7,25.5,32.0,21.2,4.36,10.8,0.1,84.8,98,52,85795
30 Hato Mayor,2022,10,40,17,26.39,32.2,23.0,2.71,8.4,0.0,82.3,96,50,85795
30 Hato Mayor,2022,10,41,7,25.9,32.0,22.0,2.09,3.0,0.6,82.8,98,55,85795
30 Hato Mayor,2022,10,42,6,25.97,31.9,22.2,3.06,11.5,0.2,81.3,96,53,85795
30 Hato Mayor,2022,10,43,1,24.8,30.7,21.0,9.5,25.9,1.4,86.6,98,57,85795
30 Hato Mayor,2022,11,44,3,24.99,31.4,20.0,6.26,28.7,0.5,84.9,97,54,85795
30 Hato Mayor,2022,11,45,2,25.26,31.1,22.1,1.6,3.4,0.0,83.7,97,52,85795
30 Hato Mayor,2022,11,46,3,25.5,30.8,22.4,0.8,2.0,0.3,79.4,95,51,85795
30 Hato Mayor,2022,11,47,0,25.64,30.9,21.9,0.44,0.9,0.0,78.3,96,49,85795
30 Hato Mayor,2022,11,48,0,24.63,30.6,20.5,0.34,1.5,0.0,75.4,94,47,85795
30 Hato Mayor,2022,12,49,1,23.27,28.2,19.5,0.31,0.7,0.0,75.3,94,50,85795
30 Hato Mayor,2022,12,50,1,23.71,30.5,18.0,0.09,0.6,0.0,72.9,95,41,85795
30 Hato Mayor,2022,12,51,0,24.54,30.6,20.5,0.17,0.9,0.0,75.6,95,43,85795
30 Hato Mayor,2022,12,52,0,24.67,30.6,20.4,0.59,2.8,0.0,75.0,95,34,85795
30 Hato Mayor,2023,12,1,0,23.53,28.8,20.0,2.67,7.7,0.1,79.8,95,54,85818
30 Hato Mayor,2023,12,2,0,23.07,29.2,19.4,1.93,3.6,0.1,83.8,100,54,85818
30 Hato Mayor,2023,12,3,0,23.01,29.9,17.6,0.1,0.3,0.0,69.2,94,41,85818
30 Hato Mayor,2023,12,4,0,23.66,30.6,19.1,0.33,1.0,0.0,73.4,95,37,85818
30 Hato Mayor,2023,12,5,0,24.01,30.4,19.8,0.24,1.2,0.0,72.3,95,44,85818
30 Hato Mayor,2023,12,6,0,24.33,30.4,20.2,0.59,1.5,0.0,71.5,95,37,85818
30 Hato Mayor,2023,2,7,1,24.1,30.5,18.6,0.2,0.8,0.0,72.1,94,40,85818
30 Hato Mayor,2023,2,8,0,24.01,30.5,19.6,0.06,0.2,0.0,67.4,94,37,85818
30 Hato Mayor,2023,2,9,0,24.16,31.2,17.8,0.0,0.0,0.0,68.0,95,32,85818
30 Hato Mayor,2023,2,10,0,24.13,30.9,18.3,0.34,0.8,0.0,70.2,96,34,85818
30 Hato Mayor,2023,2,11,0,24.16,31.0,19.4,0.91,3.4,0.0,72.7,98,39,85818
30 Hato Mayor,2023,2,12,0,25.01,32.8,20.1,0.06,0.3,0.0,68.5,95,32,85818
30 Hato Mayor,2023,3,13,1,25.34,32.5,20.6,0.4,1.5,0.0,68.9,95,35,85818
30 Hato Mayor,2023,3,14,0,23.94,33.1,19.0,6.81,21.0,0.3,75.8,97,32,85818
30 Hato Mayor,2023,3,15,0,25.29,31.6,21.1,2.06,5.8,0.3,78.3,98,46,85818
30 Hato Mayor,2023,3,16,0,24.7,31.0,19.7,4.24,10.9,0.2,77.8,97,43,85818
30 Hato Mayor,2023,3,17,0,25.91,33.7,19.6,1.74,4.0,0.2,75.7,97,38,85818
30 Hato Mayor,2023,3,18,0,27.2,32.8,22.0,0.49,1.0,0.0,72.8,97,35,85818
30 Hato Mayor,2023,5,19,1,27.09,34.5,22.3,1.9,10.3,0.0,72.1,96,35,85818
30 Hato Mayor,2023,5,20,1,25.83,32.7,22.0,11.84,25.4,0.0,83.2,98,52,85818
30 Hato Mayor,2023,5,21,0,26.23,31.3,22.0,3.36,8.0,0.4,83.2,98,60,85818
30 Hato Mayor,2023,5,22,0,27.04,32.0,22.6,3.0,7.1,0.4,80.3,97,59,85818
30 Hato Mayor,2023,6,23,3,28.04,32.5,24.4,1.49,2.9,0.3,78.3,96,51,85818
30 Hato Mayor,2023,6,24,6,28.36,34.8,24.1,1.4,4.1,0.0,72.0,94,33,85818
30 Hato Mayor,2023,6,25,0,28.56,35.8,24.0,0.51,1.5,0.0,69.6,93,36,85818
30 Hato Mayor,2023,7,26,3,27.81,35.0,22.9,4.87,12.3,0.0,75.5,98,39,85818
30 Hato Mayor,2023,7,27,0,28.06,34.4,23.6,3.07,8.4,0.2,74.5,98,41,85818
30 Hato Mayor,2023,7,28,1,28.57,34.6,23.6,1.06,2.8,0.0,74.0,94,45,85818
30 Hato Mayor,2023,7,29,0,28.59,35.4,24.1,1.71,5.0,0.0,73.9,96,42,85818
30 Hato Mayor,2023,7,30,4,28.2,35.7,23.8,3.3,19.1,0.0,74.1,95,37,85818
30 Hato Mayor,2023,8,31,3,28.26,34.7,23.8,4.83,12.8,0.2,77.6,99,49,85818
30 Hato Mayor,2023,8,32,1,27.6,34.3,23.9,6.73,14.2,0.5,80.5,96,47,85818
30 Hato Mayor,2023,8,33,3,28.43,34.7,24.6,3.09,11.9,0.0,74.6,95,44,85818
30 Hato Mayor,2023,8,34,0,26.27,31.9,23.5,11.09,20.6,3.2,87.1,99,57,85818
30 Hato Mayor,2023,9,35,5,27.9,33.8,24.5,2.03,4.5,0.2,81.5,98,55,85818
30 Hato Mayor,2023,9,36,4,27.7,34.1,23.8,2.81,12.3,0.0,78.3,97,49,85818
30 Hato Mayor,2023,9,37,6,27.36,34.2,23.3,4.09,10.5,0.3,82.1,98,48,85818
30 Hato Mayor,2023,9,38,0,27.5,34.3,23.8,3.34,7.0,0.3,80.0,96,48,85818
30 Hato Mayor,2023,9,39,0,28.23,35.0,24.4,1.4,3.0,0.5,78.5,96,50,85818
30 Hato Mayor,2023,9,40,0,27.71,34.1,23.3,2.71,6.9,0.0,79.5,96,44,85818
30 Hato Mayor,2023,9,41,0,28.1,34.1,24.3,0.71,2.0,0.0,77.2,97,42,85818
30 Hato Mayor,2023,9,42,0,27.5,33.8,23.5,2.76,7.2,0.0,79.4,99,49,85818
30 Hato Mayor,2023,9,43,0,26.53,32.6,22.4,1.09,2.1,0.1,80.1,97,54,85818
30 Hato Mayor,2023,9,44,0,26.59,33.3,23.4,5.14,24.2,0.0,80.1,97,41,85818
30 Hato Mayor,2023,9,45,0,25.97,32.0,22.5,3.4,9.4,0.0,83.9,96,49,85818
30 Hato Mayor,2023,9,46,0,26.07,31.9,22.5,9.91,41.3,0.0,80.9,100,46,85818
30 Hato Mayor,2023,9,47,0,25.7,31.0,21.9,1.04,4.2,0.0,80.3,97,53,85818
30 Hato Mayor,2023,9,48,0,25.77,31.1,21.9,0.1,0.4,0.0,76.6,95,48,85818
30 Hato Mayor,2023,9,49,0,25.49,31.4,20.2,1.34,5.6,0.0,78.5,96,48,85818
30 Hato Mayor,2023,9,50,0,25.2,31.5,22.1,1.5,3.5,0.0,75.3,94,43,85818
30 Hato Mayor,2023,9,51,0,24.09,29.2,20.8,6.36,42.0,0.0,79.5,98,50,85818
30 Hato Mayor,2023,9,52,0,24.26,30.9,19.2,0.3,1.8,0.0,77.2,98,45,85818
31 San José de Ocoa,2015,1,1,2,23.38,28.5,18.6,0.4,1.4,0.0,72.4,96,47,57096
31 San José de Ocoa,2015,1,2,3,22.84,28.3,17.7,0.34,1.0,0.0,73.3,93,43,57096
31 San José de Ocoa,2015,1,3,0,23.19,27.7,19.3,2.3,7.7,0.0,79.7,97,54,57096
31 San José de Ocoa,2015,1,4,0,22.66,28.2,17.6,0.57,2.2,0.0,78.8,100,48,57096
31 San José de Ocoa,2015,1,5,0,22.3,27.4,17.8,4.46,14.9,0.3,81.0,98,53,57096
31 San José de Ocoa,2015,1,6,0,22.56,28.1,17.9,1.34,6.6,0.0,78.5,99,49,57096
31 San José de Ocoa,2015,1,7,0,22.89,28.4,18.9,1.27,2.1,0.4,80.0,100,51,57096
31 San José de Ocoa,2015,2,8,1,22.94,29.0,18.0,4.17,17.2,0.0,76.6,96,44,57096
31 San José de Ocoa,2015,3,9,2,22.83,28.3,17.9,0.86,2.6,0.0,76.2,94,47,57096
31 San José de Ocoa,2015,3,10,0,22.71,28.0,17.8,0.57,1.1,0.0,71.6,92,45,57096
31 San José de Ocoa,2015,3,11,2,23.5,28.8,17.0,0.89,2.4,0.0,69.9,90,39,57096
31 San José de Ocoa,2015,3,12,2,23.29,28.9,18.5,1.11,3.5,0.1,74.4,98,43,57096
31 San José de Ocoa,2015,3,13,1,23.7,29.1,19.3,0.61,1.9,0.0,75.7,98,44,57096
31 San José de Ocoa,2015,3,14,0,23.2,28.4,18.4,3.23,9.1,0.4,74.4,96,44,57096
31 San José de Ocoa,2015,4,15,1,23.83,28.6,18.9,1.0,2.0,0.0,73.3,91,45,57096
31 San José de Ocoa,2015,4,16,1,24.3,29.9,18.8,0.39,1.4,0.0,71.4,97,38,57096
31 San José de Ocoa,2015,5,17,1,24.73,30.1,20.3,0.07,0.2,0.0,76.2,99,44,57096
31 San José de Ocoa,2015,5,18,1,25.26,30.6,19.0,0.0,0.0,0.0,70.0,100,39,57096
31 San José de Ocoa,2015,5,19,1,24.76,30.5,19.9,0.3,1.0,0.0,70.7,98,37,57096
31 San José de Ocoa,2015,5,20,0,25.03,31.7,18.8,0.66,2.0,0.0,69.9,93,36,57096
31 San José de Ocoa,2015,5,21,0,25.29,30.7,20.7,2.27,5.5,0.1,75.2,99,43,57096
31 San José de Ocoa,2015,5,22,0,24.53,29.5,19.7,4.13,10.1,1.2,76.4,96,47,57096
31 San José de Ocoa,2015,5,23,0,25.13,29.6,21.1,1.5,3.7,0.0,78.0,98,54,57096
31 San José de Ocoa,2015,6,24,2,25.54,31.1,20.7,0.9,1.6,0.0,74.2,98,47,57096
31 San José de Ocoa,2015,6,25,1,25.8,31.9,20.3,1.51,5.9,0.0,75.0,98,39,57096
31 San José de Ocoa,2015,7,26,2,25.37,30.8,20.6,1.33,4.3,0.0,73.9,96,45,57096
31 San José de Ocoa,2015,7,27,2,26.3,32.7,21.6,0.61,1.7,0.0,70.8,95,38,57096
31 San José de Ocoa,2015,7,28,1,25.9,32.5,20.9,1.51,5.8,0.0,70.2,93,40,57096
31 San José de Ocoa,2015,7,29,4,25.63,32.0,20.6,0.7,2.8,0.0,72.9,94,39,57096
31 San José de Ocoa,2015,7,30,1,26.3,32.6,21.6,0.5,1.9,0.0,72.5,98,40,57096
31 San José de Ocoa,2015,7,31,0,26.57,33.6,20.9,0.2,0.6,0.0,68.5,96,36,57096
31 San José de Ocoa,2015,8,32,1,26.41,32.5,21.9,0.97,2.4,0.0,71.9,95,41,57096
31 San José de Ocoa,2015,8,33,4,26.2,32.2,21.6,0.97,4.3,0.0,71.4,94,39,57096
31 San José de Ocoa,2015,8,34,8,26.16,32.3,21.4,1.31,5.6,0.0,75.4,96,45,57096
31 San José de Ocoa,2015,9,35,1,26.29,33.0,22.4,17.21,104.1,0.0,77.0,97,43,57096
31 San José de Ocoa,2015,9,36,4,25.76,30.6,21.8,1.47,5.4,0.0,81.7,98,57,57096
31 San José de Ocoa,2015,9,37,3,25.66,31.3,21.4,1.66,8.5,0.0,78.9,98,48,57096
31 San José de Ocoa,2015,9,38,5,25.54,31.3,21.3,2.24,8.3,0.0,81.1,98,49,57096
31 San José de Ocoa,2015,10,39,6,25.47,29.5,22.1,2.66,5.6,0.1,84.1,99,62,57096
31 San José de Ocoa,2015,10,40,7,25.04,29.6,20.7,0.46,2.0,0.0,82.9,100,59,57096
31 San José de Ocoa,2015,10,41,2,26.13,31.5,22.3,0.8,3.3,0.0,76.4,100,46,57096
31 San José de Ocoa,2015,10,42,17,25.69,30.3,21.3,1.39,6.7,0.0,79.6,98,53,57096
31 San José de Ocoa,2015,10,43,7,24.81,29.2,20.9,5.63,12.6,0.2,82.3,100,61,57096
31 San José de Ocoa,2015,11,44,10,24.67,29.5,21.2,2.31,7.1,0.1,81.9,94,60,57096
31 San José de Ocoa,2015,11,45,13,24.3,29.3,20.2,2.07,5.4,0.0,81.0,98,52,57096
31 San José de Ocoa,2015,11,46,12,24.23,28.9,19.3,0.34,0.8,0.0,80.9,99,53,57096
31 San José de Ocoa,2015,11,47,6,23.46,28.7,17.7,0.29,1.1,0.0,77.4,95,47,57096
31 San José de Ocoa,2015,12,48,6,23.54,29.1,19.2,1.46,3.4,0.0,78.9,98,48,57096
31 San José de Ocoa,2015,12,49,3,23.81,29.1,19.7,0.66,2.7,0.0,81.1,96,53,57096
31 San José de Ocoa,2015,12,50,5,23.37,28.0,19.4,0.73,2.4,0.0,81.0,99,48,57096
31 San José de Ocoa,2015,12,51,8,22.94,28.0,18.9,0.89,4.4,0.0,80.3,99,46,57096
31 San José de Ocoa,2015,12,52,6,23.71,28.5,20.1,1.46,3.9,0.0,76.1,92,43,57096
31 San José de Ocoa,2016,1,1,5,22.94,28.8,17.5,0.91,2.7,0.0,78.8,98,37,56565
31 San José de Ocoa,2016,1,2,0,22.51,28.5,16.7,0.11,0.4,0.0,76.5,100,38,56565
31 San José de Ocoa,2016,1,3,2,22.71,29.6,16.8,0.91,3.3,0.0,76.0,100,31,56565
31 San José de Ocoa,2016,1,4,0,22.69,28.6,18.0,1.09,3.4,0.0,77.8,99,44,56565
31 San José de Ocoa,2016,2,5,2,22.53,29.0,16.7,0.21,0.8,0.0,74.7,97,43,56565
31 San José de Ocoa,2016,2,6,3,23.34,29.0,18.7,0.51,1.0,0.1,76.1,98,44,56565
31 San José de Ocoa,2016,2,7,1,23.13,27.9,18.1,1.4,4.1,0.0,75.1,98,39,56565
31 San José de Ocoa,2016,2,8,0,23.4,29.3,18.1,0.76,3.5,0.0,74.6,99,42,56565
31 San José de Ocoa,2016,3,9,2,23.67,29.2,19.5,3.96,19.5,0.2,78.0,99,45,56565
31 San José de Ocoa,2016,3,10,1,22.76,28.9,17.5,2.7,18.5,0.0,69.3,97,41,56565
31 San José de Ocoa,2016,3,11,0,23.63,29.8,18.7,1.14,4.2,0.0,78.3,100,44,56565
31 San José de Ocoa,2016,3,12,2,24.26,30.1,18.9,0.23,0.4,0.0,73.0,97,40,56565
31 San José de Ocoa,2016,4,13,3,23.86,30.0,19.4,0.91,3.3,0.0,75.2,99,39,56565
31 San José de Ocoa,2016,4,14,4,24.4,29.0,20.7,2.09,8.0,0.0,77.6,97,51,56565
31 San José de Ocoa,2016,4,15,6,24.26,29.0,19.7,3.11,7.2,0.0,75.8,95,48,56565
31 San José de Ocoa,2016,4,16,5,24.24,29.5,19.8,5.79,12.8,0.4,76.3,95,54,56565
31 San José de Ocoa,2016,4,17,0,23.74,28.1,20.0,13.61,24.7,6.4,86.2,99,65,56565
31 San José de Ocoa,2016,4,18,0,23.9,27.9,20.7,4.11,10.6,1.7,85.8,100,69,56565
31 San José de Ocoa,2016,4,19,0,24.39,28.8,21.1,3.21,5.8,0.9,82.3,97,61,56565
31 San José de Ocoa,2016,5,20,5,24.99,29.1,20.8,0.33,0.8,0.0,79.7,98,59,56565
31 San José de Ocoa,2016,5,21,2,24.71,29.1,20.8,5.27,10.9,0.7,82.2,96,60,56565
31 San José de Ocoa,2016,6,22,10,24.5,29.2,21.5,4.59,7.1,1.5,85.9,100,67,56565
31 San José de Ocoa,2016,6,23,12,25.27,29.0,20.9,0.71,1.6,0.0,81.7,100,58,56565
31 San José de Ocoa,2016,6,24,5,25.84,31.3,21.7,0.74,1.7,0.0,76.7,100,43,56565
31 San José de Ocoa,2016,6,25,4,24.99,30.2,20.7,1.41,4.5,0.0,78.9,95,53,56565
31 San José de Ocoa,2016,7,26,3,25.23,30.1,21.0,1.11,3.4,0.1,78.3,96,51,56565
31 San José de Ocoa,2016,7,27,3,26.17,31.1,21.4,0.74,2.4,0.0,74.4,94,43,56565
31 San José de Ocoa,2016,7,28,1,26.06,31.9,21.2,0.84,1.9,0.0,73.0,94,43,56565
31 San José de Ocoa,2016,7,29,2,25.89,31.8,21.3,1.33,2.8,0.0,75.7,98,51,56565
31 San José de Ocoa,2016,7,30,0,25.79,31.4,21.2,1.73,4.6,0.0,75.6,95,44,56565
31 San José de Ocoa,2016,8,31,4,25.37,31.2,21.0,3.41,10.8,0.0,80.3,95,46,56565
31 San José de Ocoa,2016,8,32,1,26.16,31.8,21.6,0.84,3.4,0.0,76.0,99,45,56565
31 San José de Ocoa,2016,8,33,1,26.54,32.9,21.4,0.21,1.2,0.0,71.7,95,39,56565
31 San José de Ocoa,2016,8,34,1,24.96,31.1,21.3,9.83,38.6,0.8,84.4,99,55,56565
31 San José de Ocoa,2016,8,35,2,25.81,31.0,21.3,0.76,3.4,0.0,78.2,96,44,56565
31 San José de Ocoa,2016,9,36,2,25.47,31.4,21.6,2.33,8.6,0.0,79.4,96,43,56565
31 San José de Ocoa,2016,9,37,0,25.44,30.3,20.8,0.81,1.6,0.0,77.1,94,47,56565
31 San José de Ocoa,2016,9,38,0,25.7,30.1,21.5,2.51,7.9,0.9,79.8,96,55,56565
31 San José de Ocoa,2016,9,39,0,25.66,31.2,21.9,1.79,5.4,0.0,78.7,95,52,56565
31 San José de Ocoa,2016,10,40,4,24.77,30.0,21.6,28.23,142.1,0.2,88.0,100,61,56565
31 San José de Ocoa,2016,10,41,4,25.31,29.1,21.4,3.29,6.6,0.4,84.2,99,67,56565
31 San José de Ocoa,2016,10,42,1,24.53,28.6,21.3,2.8,9.0,0.0,85.0,99,62,56565
31 San José de Ocoa,2016,10,43,1,24.69,28.8,20.9,3.81,10.3,0.7,84.0,97,63,56565
31 San José de Ocoa,2016,10,44,1,23.83,28.6,20.0,9.3,25.5,0.0,85.1,98,55,56565
31 San José de Ocoa,2016,10,45,0,24.39,28.1,21.0,11.36,29.2,0.8,86.2,97,68,56565
31 San José de Ocoa,2016,10,46,0,23.91,28.4,20.6,9.3,24.6,2.4,87.7,100,66,56565
31 San José de Ocoa,2016,10,47,0,23.17,27.2,19.6,2.69,6.6,0.4,83.2,95,58,56565
31 San José de Ocoa,2016,10,48,0,23.43,28.0,17.8,1.29,3.9,0.1,84.2,99,60,56565
31 San José de Ocoa,2016,10,49,0,23.31,28.0,17.0,0.64,2.2,0.0,81.5,97,49,56565
31 San José de Ocoa,2016,10,50,0,23.43,27.9,18.6,0.93,2.8,0.0,80.7,96,54,56565
31 San José de Ocoa,2016,10,51,0,22.99,27.2,18.4,0.77,1.7,0.0,77.8,93,53,56565
31 San José de Ocoa,2016,12,52,1,22.8,27.0,18.7,0.67,1.2,0.2,78.8,96,58,56565
31 San José de Ocoa,2017,1,1,1,22.17,28.0,16.9,0.24,0.9,0.0,71.8,94,46,56027
31 San José de Ocoa,2017,1,2,1,21.09,26.3,17.8,0.14,0.6,0.0,71.7,91,49,56027
31 San José de Ocoa,2017,1,3,0,20.47,26.2,12.2,0.0,0.0,0.0,70.2,95,28,56027
31 San José de Ocoa,2017,1,4,0,20.86,27.7,13.7,1.17,4.2,0.0,74.3,100,33,56027
31 San José de Ocoa,2017,2,5,1,22.61,28.8,16.9,0.47,1.1,0.0,69.7,92,41,56027
31 San José de Ocoa,2017,2,6,0,22.56,28.6,15.8,0.7,1.8,0.0,72.3,94,43,56027
31 San José de Ocoa,2017,2,7,0,21.59,27.3,16.2,1.44,2.5,0.0,77.8,97,47,56027
31 San José de Ocoa,2017,2,8,0,21.71,28.9,15.9,2.33,9.6,0.2,79.4,100,39,56027
31 San José de Ocoa,2017,2,9,0,22.8,29.6,19.0,0.07,0.3,0.0,67.5,88,30,56027
31 San José de Ocoa,2017,2,10,0,21.81,29.1,17.8,0.27,0.9,0.0,70.7,91,38,56027
31 San José de Ocoa,2017,2,11,0,22.96,29.1,18.0,1.81,4.5,0.0,71.5,94,37,56027
31 San José de Ocoa,2017,3,12,1,22.37,27.9,17.7,4.41,15.0,0.9,76.4,95,46,56027
31 San José de Ocoa,2017,3,13,1,23.01,29.2,17.2,0.84,2.7,0.0,72.5,96,45,56027
31 San José de Ocoa,2017,4,14,1,23.64,31.8,18.1,1.29,3.3,0.0,73.5,96,31,56027
31 San José de Ocoa,2017,4,15,0,22.94,30.0,18.5,1.21,3.4,0.0,70.0,91,36,56027
31 San José de Ocoa,2017,4,16,1,22.51,28.0,19.0,10.14,38.2,0.1,78.5,97,48,56027
31 San José de Ocoa,2017,4,17,1,22.86,27.8,18.3,6.53,18.0,0.7,82.9,98,64,56027
31 San José de Ocoa,2017,4,18,0,23.14,28.6,19.1,4.16,6.7,0.3,79.6,93,51,56027
31 San José de Ocoa,2017,4,19,0,23.24,28.5,19.1,2.64,6.0,0.3,77.4,97,48,56027
31 San José de Ocoa,2017,5,20,5,24.47,29.7,20.4,0.94,1.9,0.0,73.3,95,49,56027
31 San José de Ocoa,2017,5,21,2,25.3,31.9,19.5,0.33,1.2,0.0,65.2,93,35,56027
31 San José de Ocoa,2017,5,22,4,25.17,31.3,20.6,3.29,12.5,0.1,70.0,87,39,56027
31 San José de Ocoa,2017,6,23,2,25.4,32.2,19.1,0.8,1.8,0.0,66.7,94,36,56027
31 San José de Ocoa,2017,6,24,0,25.51,31.6,20.8,0.67,1.4,0.0,66.6,87,36,56027
31 San José de Ocoa,2017,6,25,0,25.43,30.8,20.5,0.84,2.5,0.0,67.4,86,44,56027
31 San José de Ocoa,2017,6,26,2,26.0,32.0,21.6,2.37,5.6,0.1,65.8,88,41,56027
31 San José de Ocoa,2017,7,27,1,26.09,32.7,21.8,1.26,2.8,0.0,67.9,90,36,56027
31 San José de Ocoa,2017,7,28,0,25.19,31.7,20.8,3.61,7.0,0.6,73.7,96,46,56027
31 San José de Ocoa,2017,7,29,0,26.11,32.0,21.7,0.94,4.3,0.0,68.9,89,42,56027
31 San José de Ocoa,2017,7,30,0,26.21,33.3,21.4,0.99,2.3,0.0,68.9,87,42,56027
31 San José de Ocoa,2017,8,31,3,26.29,33.1,22.4,1.4,2.2,0.1,68.5,89,42,56027
