year,week,nino34_anom,oni_index,soi_index
2022,23,-0.7,0.0,2.8
2022,23,-0.7,0.0,1.7
2022,24,-0.7,0.0,2.8
2022,24,-0.7,0.0,1.7
2022,25,-0.7,0.0,2.8
2022,25,-0.7,0.0,1.7
2022,26,-0.7,0.0,2.8
2022,26,-0.7,0.0,1.7
2022,27,-0.98,0.0,1.3
2022,27,-0.98,0.0,0.8
2022,28,-0.98,0.0,1.3
2022,28,-0.98,0.0,0.8
2022,29,-0.98,0.0,1.3
2022,29,-0.98,0.0,0.8
2022,30,-0.98,0.0,1.3
2022,30,-0.98,0.0,0.8
2022,31,-0.98,0.0,1.3
2022,31,-0.98,0.0,0.8
2022,32,-1.09,0.0,1.7
2022,32,-1.09,0.0,1.0
2022,33,-1.09,0.0,1.7
2022,33,-1.09,0.0,1.0
2022,34,-1.09,0.0,1.7
2022,34,-1.09,0.0,1.0
2022,35,-1.09,0.0,1.7
2022,35,-1.09,0.0,1.0
2022,36,-1.17,0.0,2.7
2022,36,-1.17,0.0,1.6
2022,37,-1.17,0.0,2.7
2022,37,-1.17,0.0,1.6
2022,38,-1.17,0.0,2.7
2022,38,-1.17,0.0,1.6
2022,39,-1.17,0.0,2.7
2022,39,-1.17,0.0,1.6
2022,40,-1.12,0.0,2.8
2022,40,-1.12,0.0,1.7
2022,41,-1.12,0.0,2.8
2022,41,-1.12,0.0,1.7
2022,42,-1.12,0.0,2.8
2022,42,-1.12,0.0,1.7
2022,43,-1.12,0.0,2.8
2022,43,-1.12,0.0,1.7
2022,44,-1.12,0.0,2.8
2022,44,-1.12,0.0,1.7
2022,45,-0.99,0.0,0.5
2022,45,-0.99,0.0,0.3
2022,46,-0.99,0.0,0.5
2022,46,-0.99,0.0,0.3
2022,47,-0.99,0.0,0.5
2022,47,-0.99,0.0,0.3
2022,48,-0.99,0.0,0.5
2022,48,-0.99,0.0,0.3
2022,49,-0.84,0.0,3.5
2022,49,-0.84,0.0,2.1
2022,50,-0.84,0.0,3.5
2022,50,-0.84,0.0,2.1
2022,51,-0.84,0.0,3.5
2022,51,-0.84,0.0,2.1
2022,52,-0.84,0.0,3.5
2022,52,-0.84,0.0,2.1
2023,1,-0.66,0.0,2.3
2023,1,-0.66,0.0,1.4
2023,2,-0.66,0.0,2.3
2023,2,-0.66,0.0,1.4
2023,3,-0.66,0.0,2.3
2023,3,-0.66,0.0,1.4
2023,4,-0.66,0.0,2.3
2023,4,-0.66,0.0,1.4
2023,5,-0.66,0.0,2.3
2023,5,-0.66,0.0,1.4
2023,6,-0.55,0.0,2.3
2023,6,-0.55,0.0,1.4
2023,7,-0.55,0.0,2.3
2023,7,-0.55,0.0,1.4
2023,8,-0.55,0.0,2.3
2023,8,-0.55,0.0,1.4
2023,9,-0.55,0.0,2.3
2023,9,-0.55,0.0,1.4
2023,10,-0.25,0.0,0.3
2023,10,-0.25,0.0,0.2
2023,11,-0.25,0.0,0.3
2023,11,-0.25,0.0,0.2
2023,12,-0.25,0.0,0.3
2023,12,-0.25,0.0,0.2
2023,13,-0.25,0.0,0.3
2023,13,-0.25,0.0,0.2
2023,14,0.13,0.0,0.4
2023,14,0.13,0.0,0.2
2023,15,0.13,0.0,0.4
2023,15,0.13,0.0,0.2
2023,16,0.13,0.0,0.4
2023,16,0.13,0.0,0.2
2023,17,0.13,0.0,0.4
2023,17,0.13,0.0,0.2
2023,18,0.13,0.0,0.4
2023,18,0.13,0.0,0.2
2023,19,0.3,0.0,-1.7
2023,19,0.3,0.0,-1.0
2023,20,0.3,0.0,-1.7
2023,20,0.3,0.0,-1.0
2023,21,0.3,0.0,-1.7
2023,21,0.3,0.0,-1.0
2023,22,0.3,0.0,-1.7
2023,22,0.3,0.0,-1.0
2023,23,0.58,0.0,0.4
2023,23,0.58,0.0,0.3
2023,24,0.58,0.0,0.4
2023,24,0.58,0.0,0.3
2023,25,0.58,0.0,0.4
2023,25,0.58,0.0,0.3
2023,26,0.58,0.0,0.4
2023,26,0.58,0.0,0.3
2023,27,0.7,0.0,-0.4
2023,27,0.7,0.0,-0.3
2023,28,0.7,0.0,-0.4
2023,28,0.7,0.0,-0.3
2023,29,0.7,0.0,-0.4
2023,29,0.7,0.0,-0.3
2023,30,0.7,0.0,-0.4
2023,30,0.7,0.0,-0.3
2023,31,0.7,0.0,-0.4
2023,31,0.7,0.0,-0.3
2023,32,0.93,0.0,-1.4
2023,32,0.93,0.0,-0.8
2023,33,0.93,0.0,-1.4
2023,33,0.93,0.0,-0.8
2023,34,0.93,0.0,-1.4
2023,34,0.93,0.0,-0.8
2023,35,0.93,0.0,-1.4
2023,35,0.93,0.0,-0.8
2023,36,1.12,0.0,-2.1
2023,36,1.12,0.0,-1.3
2023,37,1.12,0.0,-2.1
2023,37,1.12,0.0,-1.3
2023,38,1.12,0.0,-2.1
2023,38,1.12,0.0,-1.3
2023,39,1.12,0.0,-2.1
2023,39,1.12,0.0,-1.3
2023,40,1.23,0.0,-0.8
2023,40,1.23,0.0,-0.5
2023,41,1.23,0.0,-0.8
2023,41,1.23,0.0,-0.5
2023,42,1.23,0.0,-0.8
2023,42,1.23,0.0,-0.5
2023,43,1.23,0.0,-0.8
2023,43,1.23,0.0,-0.5
2023,44,1.23,0.0,-0.8
2023,44,1.23,0.0,-0.5
2023,45,1.51,0.0,-1.3
2023,45,1.51,0.0,-0.8
2023,46,1.51,0.0,-1.3
2023,46,1.51,0.0,-0.8
2023,47,1.51,0.0,-1.3
2023,47,1.51,0.0,-0.8
2023,48,1.51,0.0,-1.3
2023,48,1.51,0.0,-0.8
2023,49,1.5,0.0,-0.4
2023,49,1.5,0.0,-0.2
2023,50,1.5,0.0,-0.4
2023,50,1.5,0.0,-0.2
2023,51,1.5,0.0,-0.4
2023,51,1.5,0.0,-0.2
2023,52,1.5,0.0,-0.4
2023,52,1.5,0.0,-0.2
