province,year,week,avg_rainfall,max_rainfall,min_rainfall
01 Distrito Nacional,2015,1,0.45,1.2,0.0
01 Distrito Nacional,2015,2,0.73,1.9,0.0
01 Distrito Nacional,2015,3,1.16,2.3,0.0
01 Distrito Nacional,2015,4,0.1,0.4,0.0
01 Distrito Nacional,2015,5,2.31,4.5,0.1
01 Distrito Nacional,2015,6,0.86,2.9,0.0
01 Distrito Nacional,2015,7,0.7,2.2,0.0
01 Distrito Nacional,2015,8,3.41,13.1,0.0
01 Distrito Nacional,2015,9,1.8,5.0,0.0
01 Distrito Nacional,2015,10,1.29,2.4,0.5
01 Distrito Nacional,2015,11,1.8,4.4,0.0
01 Distrito Nacional,2015,12,0.4,1.0,0.0
01 Distrito Nacional,2015,13,0.53,1.3,0.0
01 Distrito Nacional,2015,14,1.5,4.1,0.0
01 Distrito Nacional,2015,15,1.7,3.5,0.0
01 Distrito Nacional,2015,16,0.46,0.7,0.0
01 Distrito Nacional,2015,17,0.4,1.1,0.0
01 Distrito Nacional,2015,18,0.03,0.2,0.0
01 Distrito Nacional,2015,19,0.91,2.4,0.0
01 Distrito Nacional,2015,20,0.69,1.8,0.0
01 Distrito Nacional,2015,21,1.24,2.2,0.3
01 Distrito Nacional,2015,22,1.97,7.8,0.3
01 Distrito Nacional,2015,23,0.9,1.9,0.0
01 Distrito Nacional,2015,24,1.27,3.2,0.1
01 Distrito Nacional,2015,25,1.36,4.3,0.0
01 Distrito Nacional,2015,26,3.04,6.7,0.0
01 Distrito Nacional,2015,27,1.51,3.3,0.3
01 Distrito Nacional,2015,28,1.59,5.5,0.0
01 Distrito Nacional,2015,29,1.21,2.4,0.2
01 Distrito Nacional,2015,30,0.56,1.1,0.0
01 Distrito Nacional,2015,31,0.34,0.7,0.0
01 Distrito Nacional,2015,32,1.2,2.3,0.2
01 Distrito Nacional,2015,33,1.0,5.1,0.0
01 Distrito Nacional,2015,34,0.31,1.0,0.0
01 Distrito Nacional,2015,35,14.51,79.6,0.0
01 Distrito Nacional,2015,36,0.99,2.9,0.0
01 Distrito Nacional,2015,37,4.37,16.7,0.1
01 Distrito Nacional,2015,38,1.74,8.0,0.0
01 Distrito Nacional,2015,39,1.64,5.4,0.0
01 Distrito Nacional,2015,40,0.37,1.6,0.0
01 Distrito Nacional,2015,41,1.16,6.2,0.0
01 Distrito Nacional,2015,42,1.56,3.2,0.8
01 Distrito Nacional,2015,43,1.33,3.5,0.4
01 Distrito Nacional,2015,44,4.11,17.7,0.0
01 Distrito Nacional,2015,45,5.84,14.8,0.6
01 Distrito Nacional,2015,46,1.76,3.3,0.4
01 Distrito Nacional,2015,47,1.99,4.4,0.0
01 Distrito Nacional,2015,48,1.77,7.4,0.0
01 Distrito Nacional,2015,49,1.46,2.9,0.0
01 Distrito Nacional,2015,50,1.3,2.9,0.0
01 Distrito Nacional,2015,51,2.4,8.3,0.0
01 Distrito Nacional,2015,52,1.19,2.5,0.3
01 Distrito Nacional,2016,1,0.4,0.9,0.0
01 Distrito Nacional,2016,2,0.27,1.2,0.0
01 Distrito Nacional,2016,3,0.57,1.4,0.0
01 Distrito Nacional,2016,4,1.67,3.5,0.0
01 Distrito Nacional,2016,5,0.83,1.4,0.0
01 Distrito Nacional,2016,6,0.67,2.5,0.0
01 Distrito Nacional,2016,7,1.61,4.6,0.0
01 Distrito Nacional,2016,8,0.53,1.9,0.0
01 Distrito Nacional,2016,9,0.87,2.4,0.0
01 Distrito Nacional,2016,10,1.29,8.0,0.0
01 Distrito Nacional,2016,11,1.71,6.8,0.0
01 Distrito Nacional,2016,12,1.09,2.5,0.2
01 Distrito Nacional,2016,13,1.46,5.8,0.0
01 Distrito Nacional,2016,14,4.06,23.8,0.0
01 Distrito Nacional,2016,15,0.63,1.8,0.0
01 Distrito Nacional,2016,16,1.23,3.9,0.0
01 Distrito Nacional,2016,17,12.09,18.2,6.9
01 Distrito Nacional,2016,18,6.47,13.1,3.4
01 Distrito Nacional,2016,19,3.27,8.6,0.0
01 Distrito Nacional,2016,20,1.17,2.5,0.4
01 Distrito Nacional,2016,21,5.84,21.8,0.8
01 Distrito Nacional,2016,22,11.47,23.5,1.3
01 Distrito Nacional,2016,23,2.94,7.7,0.3
01 Distrito Nacional,2016,24,2.11,6.0,0.4
01 Distrito Nacional,2016,25,6.71,26.1,1.1
01 Distrito Nacional,2016,26,2.97,6.3,1.1
01 Distrito Nacional,2016,27,2.41,9.0,0.3
01 Distrito Nacional,2016,28,2.26,4.6,0.0
01 Distrito Nacional,2016,29,1.41,2.6,0.0
01 Distrito Nacional,2016,30,3.53,7.2,0.1
01 Distrito Nacional,2016,31,11.51,26.7,0.0
01 Distrito Nacional,2016,32,1.74,4.1,0.0
01 Distrito Nacional,2016,33,0.29,1.2,0.0
01 Distrito Nacional,2016,34,7.3,11.6,0.3
01 Distrito Nacional,2016,35,1.21,3.7,0.0
01 Distrito Nacional,2016,36,5.47,26.4,0.5
01 Distrito Nacional,2016,37,0.87,1.5,0.0
01 Distrito Nacional,2016,38,1.63,4.7,0.0
01 Distrito Nacional,2016,39,3.6,10.2,0.2
01 Distrito Nacional,2016,40,21.41,94.7,0.5
01 Distrito Nacional,2016,41,2.3,3.3,1.7
01 Distrito Nacional,2016,42,2.57,8.8,0.0
01 Distrito Nacional,2016,43,2.11,10.1,0.0
01 Distrito Nacional,2016,44,5.3,11.7,0.1
01 Distrito Nacional,2016,45,2.64,5.1,0.3
01 Distrito Nacional,2016,46,4.31,8.2,0.5
01 Distrito Nacional,2016,47,3.01,10.2,0.5
01 Distrito Nacional,2016,48,1.24,3.9,0.0
01 Distrito Nacional,2016,49,0.96,4.5,0.0
01 Distrito Nacional,2016,50,1.37,3.4,0.0
01 Distrito Nacional,2016,51,2.14,3.6,0.9
01 Distrito Nacional,2016,52,1.2,2.3,0.0
01 Distrito Nacional,2017,1,0.94,1.9,0.0
01 Distrito Nacional,2017,2,0.89,2.1,0.0
01 Distrito Nacional,2017,3,0.2,0.9,0.0
01 Distrito Nacional,2017,4,0.61,2.3,0.0
01 Distrito Nacional,2017,5,1.06,2.7,0.0
01 Distrito Nacional,2017,6,1.64,4.2,0.0
01 Distrito Nacional,2017,7,1.16,2.0,0.2
01 Distrito Nacional,2017,8,1.34,4.7,0.0
01 Distrito Nacional,2017,9,0.63,1.6,0.2
01 Distrito Nacional,2017,10,1.2,3.0,0.3
01 Distrito Nacional,2017,11,0.93,2.2,0.2
01 Distrito Nacional,2017,12,3.64,7.1,1.2
01 Distrito Nacional,2017,13,0.44,1.8,0.0
01 Distrito Nacional,2017,14,1.19,3.1,0.0
01 Distrito Nacional,2017,15,1.99,4.0,0.4
01 Distrito Nacional,2017,16,12.24,33.0,1.2
01 Distrito Nacional,2017,17,9.37,20.7,1.5
01 Distrito Nacional,2017,18,5.43,18.7,0.5
01 Distrito Nacional,2017,19,1.43,2.4,0.4
01 Distrito Nacional,2017,20,3.11,4.7,0.4
01 Distrito Nacional,2017,21,0.96,1.6,0.2
01 Distrito Nacional,2017,22,3.67,11.7,0.9
01 Distrito Nacional,2017,23,2.04,4.7,0.4
01 Distrito Nacional,2017,24,5.16,19.3,0.0
01 Distrito Nacional,2017,25,3.8,10.2,0.7
01 Distrito Nacional,2017,26,3.29,6.7,0.9
01 Distrito Nacional,2017,27,2.43,7.0,0.4
01 Distrito Nacional,2017,28,3.73,8.6,0.0
01 Distrito Nacional,2017,29,2.16,6.4,0.3
01 Distrito Nacional,2017,30,2.81,7.9,0.5
01 Distrito Nacional,2017,31,4.3,12.3,0.8
01 Distrito Nacional,2017,32,3.67,9.6,0.6
01 Distrito Nacional,2017,33,5.8,18.7,0.3
01 Distrito Nacional,2017,34,2.2,4.9,0.4
01 Distrito Nacional,2017,35,1.69,3.0,0.0
01 Distrito Nacional,2017,36,8.44,20.9,0.2
01 Distrito Nacional,2017,37,6.79,15.1,0.2
01 Distrito Nacional,2017,38,8.57,18.1,0.7
01 Distrito Nacional,2017,39,6.76,14.1,0.4
01 Distrito Nacional,2017,40,6.39,12.7,1.3
01 Distrito Nacional,2017,41,6.81,16.9,0.9
01 Distrito Nacional,2017,42,7.31,19.5,0.3
01 Distrito Nacional,2017,43,1.94,7.9,0.3
01 Distrito Nacional,2017,44,1.66,3.7,0.5
01 Distrito Nacional,2017,45,13.77,24.4,5.9
01 Distrito Nacional,2017,46,10.99,27.0,3.4
01 Distrito Nacional,2017,47,2.64,13.7,0.0
01 Distrito Nacional,2017,48,0.69,1.8,0.0
01 Distrito Nacional,2017,49,1.24,3.0,0.0
01 Distrito Nacional,2017,50,0.24,1.0,0.0
01 Distrito Nacional,2017,51,0.69,1.6,0.0
01 Distrito Nacional,2017,52,1.29,2.2,0.1
01 Distrito Nacional,2018,1,5.31,22.9,0.5
01 Distrito Nacional,2018,2,4.94,18.3,0.6
01 Distrito Nacional,2018,3,2.64,6.9,0.8
01 Distrito Nacional,2018,4,1.59,3.5,0.2
01 Distrito Nacional,2018,5,0.81,2.2,0.0
01 Distrito Nacional,2018,6,2.47,3.9,1.1
01 Distrito Nacional,2018,7,2.03,5.9,0.9
01 Distrito Nacional,2018,8,2.16,6.1,0.3
01 Distrito Nacional,2018,9,2.59,10.4,0.0
01 Distrito Nacional,2018,10,1.1,2.8,0.0
01 Distrito Nacional,2018,11,1.77,3.5,0.0
01 Distrito Nacional,2018,12,2.36,13.4,0.0
01 Distrito Nacional,2018,13,0.59,1.9,0.0
01 Distrito Nacional,2018,14,1.26,3.0,0.2
01 Distrito Nacional,2018,15,2.51,5.6,0.7
01 Distrito Nacional,2018,16,2.16,5.3,0.5
01 Distrito Nacional,2018,17,1.93,4.2,0.7
01 Distrito Nacional,2018,18,5.71,17.5,0.6
01 Distrito Nacional,2018,19,2.16,5.4,0.6
01 Distrito Nacional,2018,20,4.59,17.3,0.8
01 Distrito Nacional,2018,21,1.74,2.6,0.1
01 Distrito Nacional,2018,22,2.7,5.2,1.0
01 Distrito Nacional,2018,23,1.36,4.1,0.4
01 Distrito Nacional,2018,24,2.01,5.6,0.1
01 Distrito Nacional,2018,25,4.81,17.0,0.8
01 Distrito Nacional,2018,26,0.4,1.1,0.0
01 Distrito Nacional,2018,27,1.13,3.7,0.2
01 Distrito Nacional,2018,28,6.23,30.4,0.5
01 Distrito Nacional,2018,29,3.97,10.2,1.5
01 Distrito Nacional,2018,30,1.21,3.4,0.5
01 Distrito Nacional,2018,31,2.96,5.5,0.4
01 Distrito Nacional,2018,32,4.1,7.7,0.8
01 Distrito Nacional,2018,33,4.57,11.5,0.7
01 Distrito Nacional,2018,34,3.23,7.2,1.2
01 Distrito Nacional,2018,35,9.4,20.1,1.6
01 Distrito Nacional,2018,36,2.09,5.9,0.1
01 Distrito Nacional,2018,37,6.26,19.0,0.8
01 Distrito Nacional,2018,38,3.31,7.3,0.2
01 Distrito Nacional,2018,39,6.99,11.7,1.5
01 Distrito Nacional,2018,40,4.84,12.0,0.1
01 Distrito Nacional,2018,41,10.09,28.2,0.8
01 Distrito Nacional,2018,42,3.59,9.6,0.8
01 Distrito Nacional,2018,43,0.8,1.3,0.3
01 Distrito Nacional,2018,44,3.5,16.5,0.0
01 Distrito Nacional,2018,45,2.21,3.3,1.2
01 Distrito Nacional,2018,46,6.41,18.7,1.5
01 Distrito Nacional,2018,47,0.69,2.3,0.0
01 Distrito Nacional,2018,48,0.51,1.3,0.0
01 Distrito Nacional,2018,49,0.77,1.5,0.0
01 Distrito Nacional,2018,50,0.73,1.3,0.3
01 Distrito Nacional,2018,51,0.8,3.1,0.0
01 Distrito Nacional,2018,52,0.67,2.2,0.0
01 Distrito Nacional,2019,1,0.69,1.9,0.0
01 Distrito Nacional,2019,2,1.09,2.8,0.0
01 Distrito Nacional,2019,3,0.93,3.3,0.0
01 Distrito Nacional,2019,4,0.77,1.9,0.0
01 Distrito Nacional,2019,5,1.74,7.0,0.1
01 Distrito Nacional,2019,6,1.17,2.3,0.4
01 Distrito Nacional,2019,7,1.43,1.7,1.0
01 Distrito Nacional,2019,8,0.61,2.7,0.1
01 Distrito Nacional,2019,9,0.84,2.9,0.0
01 Distrito Nacional,2019,10,2.73,11.2,0.9
01 Distrito Nacional,2019,11,1.34,4.6,0.0
01 Distrito Nacional,2019,12,1.46,4.5,0.0
01 Distrito Nacional,2019,13,2.44,4.1,0.5
01 Distrito Nacional,2019,14,2.04,4.8,0.0
01 Distrito Nacional,2019,15,2.11,5.2,0.5
01 Distrito Nacional,2019,16,1.6,3.4,0.8
01 Distrito Nacional,2019,17,1.36,3.6,0.0
01 Distrito Nacional,2019,18,2.64,5.3,0.1
01 Distrito Nacional,2019,19,1.83,4.4,0.1
01 Distrito Nacional,2019,20,0.86,1.8,0.0
01 Distrito Nacional,2019,21,4.96,11.2,1.6
01 Distrito Nacional,2019,22,8.31,25.7,1.4
01 Distrito Nacional,2019,23,2.31,5.6,0.4
01 Distrito Nacional,2019,24,2.26,6.4,0.5
01 Distrito Nacional,2019,25,1.53,5.3,0.0
01 Distrito Nacional,2019,26,3.59,9.0,0.1
01 Distrito Nacional,2019,27,3.13,12.3,0.0
01 Distrito Nacional,2019,28,3.64,9.6,0.6
01 Distrito Nacional,2019,29,3.04,6.4,0.6
01 Distrito Nacional,2019,30,3.14,6.7,0.0
01 Distrito Nacional,2019,31,9.21,19.1,0.9
01 Distrito Nacional,2019,32,2.61,4.8,1.1
01 Distrito Nacional,2019,33,2.97,5.5,0.4
01 Distrito Nacional,2019,34,3.34,5.9,1.5
01 Distrito Nacional,2019,35,0.89,2.5,0.0
01 Distrito Nacional,2019,36,3.6,8.2,0.9
01 Distrito Nacional,2019,37,1.63,3.5,0.7
01 Distrito Nacional,2019,38,15.67,49.0,0.4
01 Distrito Nacional,2019,39,1.9,3.2,0.2
01 Distrito Nacional,2019,40,3.64,9.5,0.0
01 Distrito Nacional,2019,41,1.7,7.3,0.0
01 Distrito Nacional,2019,42,2.33,7.5,0.3
01 Distrito Nacional,2019,43,3.87,8.2,1.5
01 Distrito Nacional,2019,44,1.44,4.3,0.0
01 Distrito Nacional,2019,45,1.6,3.5,0.4
01 Distrito Nacional,2019,46,1.43,5.8,0.1
01 Distrito Nacional,2019,47,0.59,1.9,0.0
01 Distrito Nacional,2019,48,0.11,0.3,0.0
01 Distrito Nacional,2019,49,4.3,7.1,0.5
01 Distrito Nacional,2019,50,6.81,18.5,2.3
01 Distrito Nacional,2019,51,3.47,9.9,0.5
01 Distrito Nacional,2019,52,1.17,3.1,0.0
01 Distrito Nacional,2020,1,0.9,2.8,0.0
01 Distrito Nacional,2020,2,1.07,2.3,0.0
01 Distrito Nacional,2020,3,2.64,10.0,0.0
01 Distrito Nacional,2020,4,2.11,5.2,0.2
01 Distrito Nacional,2020,5,0.4,0.8,0.1
01 Distrito Nacional,2020,6,1.81,5.6,0.0
01 Distrito Nacional,2020,7,1.96,5.3,0.4
01 Distrito Nacional,2020,8,3.24,14.5,0.0
01 Distrito Nacional,2020,9,1.6,6.0,0.0
01 Distrito Nacional,2020,10,1.53,3.2,0.1
01 Distrito Nacional,2020,11,2.89,6.9,0.0
01 Distrito Nacional,2020,12,0.94,2.8,0.0
01 Distrito Nacional,2020,13,3.6,13.1,0.2
01 Distrito Nacional,2020,14,0.4,2.3,0.0
01 Distrito Nacional,2020,15,3.0,11.8,0.0
01 Distrito Nacional,2020,16,1.57,4.2,0.3
01 Distrito Nacional,2020,17,0.91,1.7,0.0
01 Distrito Nacional,2020,18,0.97,1.9,0.2
01 Distrito Nacional,2020,19,1.5,3.7,0.3
01 Distrito Nacional,2020,20,2.03,4.1,0.4
01 Distrito Nacional,2020,21,1.57,3.8,0.0
01 Distrito Nacional,2020,22,2.41,7.8,0.4
01 Distrito Nacional,2020,23,1.67,2.7,0.0
01 Distrito Nacional,2020,24,1.46,5.5,0.0
01 Distrito Nacional,2020,25,2.36,5.3,0.5
01 Distrito Nacional,2020,26,2.86,9.6,0.0
01 Distrito Nacional,2020,27,2.67,8.0,0.5
01 Distrito Nacional,2020,28,5.01,17.5,0.6
01 Distrito Nacional,2020,29,3.66,7.5,1.7
01 Distrito Nacional,2020,30,4.56,10.1,0.9
01 Distrito Nacional,2020,31,9.03,28.3,0.6
01 Distrito Nacional,2020,32,2.0,6.6,0.1
01 Distrito Nacional,2020,33,2.01,6.1,0.1
01 Distrito Nacional,2020,34,23.13,137.8,0.4
01 Distrito Nacional,2020,35,2.23,8.4,0.1
01 Distrito Nacional,2020,36,8.41,14.2,3.1
01 Distrito Nacional,2020,37,1.87,4.2,0.5
01 Distrito Nacional,2020,38,2.24,6.3,0.4
01 Distrito Nacional,2020,39,1.69,4.7,0.0
01 Distrito Nacional,2020,40,7.97,12.4,3.1
01 Distrito Nacional,2020,41,3.06,5.6,0.2
01 Distrito Nacional,2020,42,6.13,14.5,1.3
01 Distrito Nacional,2020,43,1.8,5.4,0.1
01 Distrito Nacional,2020,44,5.14,14.0,0.3
01 Distrito Nacional,2020,45,11.3,36.1,1.4
01 Distrito Nacional,2020,46,12.77,27.9,1.6
01 Distrito Nacional,2020,47,6.59,15.1,0.2
01 Distrito Nacional,2020,48,2.54,12.9,0.0
01 Distrito Nacional,2020,49,0.41,1.3,0.0
01 Distrito Nacional,2020,50,1.44,3.0,0.0
01 Distrito Nacional,2020,51,1.3,1.9,0.2
01 Distrito Nacional,2020,52,2.24,9.4,0.1
01 Distrito Nacional,2021,1,0.34,1.0,0.0
01 Distrito Nacional,2021,2,0.76,2.4,0.0
01 Distrito Nacional,2021,3,1.09,4.4,0.0
01 Distrito Nacional,2021,4,0.67,2.2,0.0
01 Distrito Nacional,2021,5,1.71,5.7,0.1
01 Distrito Nacional,2021,6,0.93,1.8,0.2
01 Distrito Nacional,2021,7,4.19,23.0,0.0
01 Distrito Nacional,2021,8,0.86,3.6,0.1
01 Distrito Nacional,2021,9,0.86,2.6,0.0
01 Distrito Nacional,2021,10,8.36,25.2,0.0
01 Distrito Nacional,2021,11,0.47,1.6,0.0
01 Distrito Nacional,2021,12,1.44,2.6,0.8
01 Distrito Nacional,2021,13,3.16,12.2,0.1
01 Distrito Nacional,2021,14,5.91,14.0,0.0
01 Distrito Nacional,2021,15,0.56,1.6,0.0
01 Distrito Nacional,2021,16,1.31,3.0,0.1
01 Distrito Nacional,2021,17,4.06,7.2,1.3
01 Distrito Nacional,2021,18,2.26,8.2,0.6
01 Distrito Nacional,2021,19,2.79,13.9,0.1
01 Distrito Nacional,2021,20,3.63,8.7,0.8
01 Distrito Nacional,2021,21,3.11,4.8,1.5
01 Distrito Nacional,2021,22,5.91,13.6,1.4
01 Distrito Nacional,2021,23,7.26,16.9,0.7
01 Distrito Nacional,2021,24,2.46,8.8,0.1
01 Distrito Nacional,2021,25,4.5,10.0,1.3
01 Distrito Nacional,2021,26,11.96,48.4,0.4
01 Distrito Nacional,2021,27,3.76,13.5,0.9
01 Distrito Nacional,2021,28,5.73,19.7,0.9
01 Distrito Nacional,2021,29,1.87,4.0,0.2
01 Distrito Nacional,2021,30,4.47,8.4,0.4
01 Distrito Nacional,2021,31,2.36,4.5,0.7
01 Distrito Nacional,2021,32,15.41,43.6,0.8
01 Distrito Nacional,2021,33,10.69,54.2,1.0
01 Distrito Nacional,2021,34,0.67,2.2,0.0
01 Distrito Nacional,2021,35,0.97,2.1,0.4
01 Distrito Nacional,2021,36,4.91,26.3,0.2
01 Distrito Nacional,2021,37,4.31,10.5,1.0
01 Distrito Nacional,2021,38,1.7,5.4,0.1
01 Distrito Nacional,2021,39,5.4,16.2,0.2
01 Distrito Nacional,2021,40,2.8,7.6,0.0
01 Distrito Nacional,2021,41,8.44,19.1,0.7
01 Distrito Nacional,2021,42,8.31,18.5,0.8
01 Distrito Nacional,2021,43,0.79,4.5,0.0
01 Distrito Nacional,2021,44,4.27,14.0,0.3
01 Distrito Nacional,2021,45,1.1,2.7,0.0
01 Distrito Nacional,2021,46,0.31,1.3,0.0
01 Distrito Nacional,2021,47,1.66,3.0,0.0
01 Distrito Nacional,2021,48,1.24,4.5,0.0
01 Distrito Nacional,2021,49,0.71,2.3,0.1
01 Distrito Nacional,2021,50,1.93,5.2,0.0
01 Distrito Nacional,2021,51,3.49,11.4,0.4
01 Distrito Nacional,2021,52,0.01,0.1,0.0
01 Distrito Nacional,2022,1,0.8,3.6,0.0
01 Distrito Nacional,2022,2,0.79,1.5,0.0
01 Distrito Nacional,2022,3,0.49,0.7,0.0
01 Distrito Nacional,2022,4,0.3,1.5,0.0
01 Distrito Nacional,2022,5,5.44,26.4,0.6
01 Distrito Nacional,2022,6,3.29,14.9,0.8
01 Distrito Nacional,2022,7,1.43,2.8,0.5
01 Distrito Nacional,2022,8,0.87,2.2,0.2
01 Distrito Nacional,2022,9,3.14,10.4,0.1
01 Distrito Nacional,2022,10,2.74,4.4,0.5
01 Distrito Nacional,2022,11,1.09,2.0,0.1
01 Distrito Nacional,2022,12,1.61,8.0,0.0
01 Distrito Nacional,2022,13,8.07,25.1,0.4
01 Distrito Nacional,2022,14,0.87,2.4,0.1
01 Distrito Nacional,2022,15,3.94,13.7,1.2
01 Distrito Nacional,2022,16,13.47,37.0,1.5
01 Distrito Nacional,2022,17,15.67,93.8,0.0
01 Distrito Nacional,2022,18,1.29,3.2,0.0
01 Distrito Nacional,2022,19,2.6,6.0,0.8
01 Distrito Nacional,2022,20,1.77,5.8,0.0
01 Distrito Nacional,2022,21,6.03,14.8,0.2
01 Distrito Nacional,2022,22,1.46,3.5,0.2
01 Distrito Nacional,2022,23,2.76,9.6,0.4
01 Distrito Nacional,2022,24,4.91,11.2,0.0
01 Distrito Nacional,2022,25,1.4,2.4,0.3
01 Distrito Nacional,2022,26,11.23,53.3,0.3
01 Distrito Nacional,2022,27,3.46,11.9,0.7
01 Distrito Nacional,2022,28,2.43,3.9,0.4
01 Distrito Nacional,2022,29,5.14,12.5,0.6
01 Distrito Nacional,2022,30,4.23,7.4,1.9
01 Distrito Nacional,2022,31,3.3,12.8,1.2
01 Distrito Nacional,2022,32,4.07,12.8,0.1
01 Distrito Nacional,2022,33,4.06,10.2,0.8
01 Distrito Nacional,2022,34,2.8,4.8,0.6
01 Distrito Nacional,2022,35,6.43,16.3,0.4
01 Distrito Nacional,2022,36,6.54,21.4,1.0
01 Distrito Nacional,2022,37,4.64,13.2,0.1
01 Distrito Nacional,2022,38,20.56,65.1,0.1
01 Distrito Nacional,2022,39,5.43,11.4,1.3
01 Distrito Nacional,2022,40,4.87,12.7,0.2
01 Distrito Nacional,2022,41,1.49,5.0,0.0
01 Distrito Nacional,2022,42,2.04,10.4,0.0
01 Distrito Nacional,2022,43,8.91,19.5,0.7
01 Distrito Nacional,2022,44,8.67,23.8,0.1
01 Distrito Nacional,2022,45,1.64,3.0,0.0
01 Distrito Nacional,2022,46,1.51,3.3,0.5
01 Distrito Nacional,2022,47,1.5,3.8,0.4
01 Distrito Nacional,2022,48,0.74,3.3,0.0
01 Distrito Nacional,2022,49,0.26,0.9,0.0
01 Distrito Nacional,2022,50,0.14,0.4,0.0
01 Distrito Nacional,2022,51,0.2,0.8,0.0
01 Distrito Nacional,2022,52,0.94,1.6,0.3
01 Distrito Nacional,2023,1,4.83,12.2,0.5
01 Distrito Nacional,2023,2,1.2,2.4,0.6
01 Distrito Nacional,2023,3,0.19,0.9,0.0
01 Distrito Nacional,2023,4,0.49,1.5,0.0
01 Distrito Nacional,2023,5,1.2,5.3,0.0
01 Distrito Nacional,2023,6,1.11,3.1,0.0
01 Distrito Nacional,2023,7,0.4,1.4,0.0
01 Distrito Nacional,2023,8,0.06,0.4,0.0
01 Distrito Nacional,2023,9,0.34,1.7,0.0
01 Distrito Nacional,2023,10,1.13,6.7,0.0
01 Distrito Nacional,2023,11,3.86,25.1,0.0
01 Distrito Nacional,2023,12,0.63,2.5,0.0
01 Distrito Nacional,2023,13,0.47,1.2,0.0
01 Distrito Nacional,2023,14,9.14,25.9,0.3
01 Distrito Nacional,2023,15,2.17,6.1,0.2
01 Distrito Nacional,2023,16,3.26,9.3,0.4
01 Distrito Nacional,2023,17,0.93,2.0,0.0
01 Distrito Nacional,2023,18,0.51,2.0,0.0
01 Distrito Nacional,2023,19,1.41,3.5,0.0
01 Distrito Nacional,2023,20,7.04,21.4,0.1
01 Distrito Nacional,2023,21,3.86,15.2,0.6
01 Distrito Nacional,2023,22,4.33,9.7,1.1
01 Distrito Nacional,2023,23,2.21,4.6,0.7
01 Distrito Nacional,2023,24,1.54,3.5,0.4
01 Distrito Nacional,2023,25,1.96,3.3,0.6
01 Distrito Nacional,2023,26,4.46,14.0,0.1
01 Distrito Nacional,2023,27,5.41,26.4,0.1
01 Distrito Nacional,2023,28,5.61,17.1,0.2
01 Distrito Nacional,2023,29,4.01,12.2,0.0
01 Distrito Nacional,2023,30,5.87,27.7,0.0
01 Distrito Nacional,2023,31,3.24,7.7,0.6
01 Distrito Nacional,2023,32,7.5,15.0,2.8
01 Distrito Nacional,2023,33,4.7,14.9,0.1
01 Distrito Nacional,2023,34,29.24,95.5,0.8
01 Distrito Nacional,2023,35,2.34,9.3,0.2
01 Distrito Nacional,2023,36,2.07,5.8,0.2
01 Distrito Nacional,2023,37,2.63,7.3,0.7
01 Distrito Nacional,2023,38,2.16,4.2,0.4
01 Distrito Nacional,2023,39,5.9,11.8,1.0
01 Distrito Nacional,2023,40,5.17,11.8,0.5
01 Distrito Nacional,2023,41,0.36,0.7,0.1
01 Distrito Nacional,2023,42,4.1,10.8,0.1
01 Distrito Nacional,2023,43,2.41,5.2,0.1
01 Distrito Nacional,2023,44,5.53,21.7,0.2
01 Distrito Nacional,2023,45,6.91,15.7,0.0
01 Distrito Nacional,2023,46,9.06,35.9,0.9
01 Distrito Nacional,2023,47,0.7,2.7,0.0
01 Distrito Nacional,2023,48,0.27,0.7,0.0
01 Distrito Nacional,2023,49,2.53,5.0,0.3
01 Distrito Nacional,2023,50,2.19,5.3,0.0
01 Distrito Nacional,2023,51,8.71,47.0,0.0
01 Distrito Nacional,2023,52,0.3,1.1,0.0
02 Azua,2015,1,0.0,0.0,0.0
02 Azua,2015,2,0.01,0.1,0.0
02 Azua,2015,3,1.44,6.8,0.0
02 Azua,2015,4,0.43,1.5,0.0
02 Azua,2015,5,2.41,7.6,0.0
02 Azua,2015,6,0.76,3.5,0.0
02 Azua,2015,7,0.23,0.9,0.0
02 Azua,2015,8,2.87,17.1,0.0
02 Azua,2015,9,0.23,0.8,0.0
02 Azua,2015,10,0.0,0.0,0.0
02 Azua,2015,11,0.0,0.0,0.0
02 Azua,2015,12,1.29,2.6,0.1
02 Azua,2015,13,0.83,2.2,0.1
02 Azua,2015,14,1.83,5.3,0.3
02 Azua,2015,15,0.34,0.6,0.0
02 Azua,2015,16,0.19,0.5,0.0
02 Azua,2015,17,0.49,1.5,0.0
02 Azua,2015,18,0.0,0.0,0.0
02 Azua,2015,19,0.04,0.2,0.0
02 Azua,2015,20,0.6,2.6,0.0
02 Azua,2015,21,2.14,5.5,0.4
02 Azua,2015,22,2.17,4.1,0.4
02 Azua,2015,23,1.49,5.0,0.1
02 Azua,2015,24,1.13,2.6,0.0
02 Azua,2015,25,3.44,6.5,0.0
02 Azua,2015,26,0.4,1.3,0.0
02 Azua,2015,27,0.16,0.8,0.0
02 Azua,2015,28,0.8,1.9,0.1
02 Azua,2015,29,0.96,2.6,0.0
02 Azua,2015,30,0.77,2.0,0.0
02 Azua,2015,31,0.2,0.6,0.0
02 Azua,2015,32,0.87,2.1,0.0
02 Azua,2015,33,0.94,2.7,0.0
02 Azua,2015,34,2.53,10.5,0.0
02 Azua,2015,35,15.61,88.5,0.0
02 Azua,2015,36,2.09,5.6,0.0
02 Azua,2015,37,1.8,6.8,0.0
