province,year,week,avg_rainfall,max_rainfall,min_rainfall
27 Valverde,2019,21,4.41,15.1,0.2
27 Valverde,2019,22,2.54,9.6,0.1
27 Valverde,2019,23,3.24,7.8,0.0
27 Valverde,2019,24,0.61,2.4,0.0
27 Valverde,2019,25,0.0,0.0,0.0
27 Valverde,2019,26,0.2,0.6,0.0
27 Valverde,2019,27,1.06,4.6,0.0
27 Valverde,2019,28,0.31,1.8,0.0
27 Valverde,2019,29,0.3,1.1,0.0
27 Valverde,2019,30,0.49,1.7,0.0
27 Valverde,2019,31,0.71,2.3,0.0
27 Valverde,2019,32,0.19,0.4,0.0
27 Valverde,2019,33,0.24,0.9,0.0
27 Valverde,2019,34,0.29,0.7,0.0
27 Valverde,2019,35,0.67,2.8,0.0
27 Valverde,2019,36,1.84,6.0,0.0
27 Valverde,2019,37,3.51,18.2,0.0
27 Valverde,2019,38,6.04,15.8,1.4
27 Valverde,2019,39,11.01,18.5,0.9
27 Valverde,2019,40,6.14,16.7,0.0
27 Valverde,2019,41,0.54,2.6,0.0
27 Valverde,2019,42,0.81,1.6,0.0
27 Valverde,2019,43,0.83,2.1,0.1
27 Valverde,2019,44,0.59,2.5,0.0
27 Valverde,2019,45,0.61,2.8,0.0
27 Valverde,2019,46,1.01,4.6,0.0
27 Valverde,2019,47,4.23,11.9,0.0
27 Valverde,2019,48,0.44,2.2,0.0
27 Valverde,2019,49,3.89,11.1,0.0
27 Valverde,2019,50,0.81,2.0,0.0
27 Valverde,2019,51,0.39,0.9,0.0
27 Valverde,2019,52,0.83,4.5,0.0
27 Valverde,2020,1,0.23,1.1,0.0
27 Valverde,2020,2,1.17,3.4,0.0
27 Valverde,2020,3,1.41,3.2,0.0
27 Valverde,2020,4,3.31,9.4,0.0
27 Valverde,2020,5,0.16,0.7,0.0
27 Valverde,2020,6,0.76,4.8,0.0
27 Valverde,2020,7,0.13,0.7,0.0
27 Valverde,2020,8,1.07,4.7,0.0
27 Valverde,2020,9,3.31,20.3,0.0
27 Valverde,2020,10,3.74,11.2,0.0
27 Valverde,2020,11,1.19,1.6,0.2
27 Valverde,2020,12,0.5,1.6,0.0
27 Valverde,2020,13,0.39,1.7,0.0
27 Valverde,2020,14,1.93,5.2,0.0
27 Valverde,2020,15,0.34,1.1,0.0
27 Valverde,2020,16,0.01,0.1,0.0
27 Valverde,2020,17,0.0,0.0,0.0
27 Valverde,2020,18,0.49,1.8,0.0
27 Valverde,2020,19,2.73,12.6,0.0
27 Valverde,2020,20,0.99,5.0,0.0
27 Valverde,2020,21,1.39,5.2,0.0
27 Valverde,2020,22,1.59,6.5,0.0
27 Valverde,2020,23,0.11,0.4,0.0
27 Valverde,2020,24,2.17,11.3,0.2
27 Valverde,2020,25,0.31,0.9,0.0
27 Valverde,2020,26,0.17,0.6,0.0
27 Valverde,2020,27,0.99,1.6,0.3
27 Valverde,2020,28,0.07,0.3,0.0
27 Valverde,2020,29,0.41,1.0,0.0
27 Valverde,2020,30,0.29,0.9,0.0
27 Valverde,2020,31,5.27,30.3,0.2
27 Valverde,2020,32,0.11,0.4,0.0
27 Valverde,2020,33,0.56,1.6,0.0
27 Valverde,2020,34,9.06,50.7,0.0
27 Valverde,2020,35,0.83,1.8,0.0
27 Valverde,2020,36,1.13,5.5,0.0
27 Valverde,2020,37,0.77,1.6,0.0
27 Valverde,2020,38,1.29,4.0,0.3
27 Valverde,2020,39,2.86,8.8,0.3
27 Valverde,2020,40,0.4,1.6,0.0
27 Valverde,2020,41,0.47,1.2,0.0
27 Valverde,2020,42,0.87,1.8,0.4
27 Valverde,2020,43,1.29,5.9,0.0
27 Valverde,2020,44,0.37,1.5,0.0
27 Valverde,2020,45,2.61,7.6,0.0
27 Valverde,2020,46,1.87,9.4,0.0
27 Valverde,2020,47,3.13,11.7,0.1
27 Valverde,2020,48,1.17,2.5,0.0
27 Valverde,2020,49,0.07,0.4,0.0
27 Valverde,2020,50,6.61,28.5,0.0
27 Valverde,2020,51,0.23,1.1,0.0
27 Valverde,2020,52,0.6,1.9,0.0
27 Valverde,2021,1,0.24,0.6,0.0
27 Valverde,2021,2,0.03,0.2,0.0
27 Valverde,2021,3,0.11,0.5,0.0
27 Valverde,2021,4,0.79,3.2,0.0
27 Valverde,2021,5,4.21,22.8,0.0
27 Valverde,2021,6,0.09,0.6,0.0
27 Valverde,2021,7,0.17,1.0,0.0
27 Valverde,2021,8,0.73,2.0,0.0
27 Valverde,2021,9,0.93,2.8,0.0
27 Valverde,2021,10,3.94,10.2,0.0
27 Valverde,2021,11,0.06,0.4,0.0
27 Valverde,2021,12,1.2,5.0,0.0
27 Valverde,2021,13,4.5,17.5,0.0
27 Valverde,2021,14,1.49,4.4,0.0
27 Valverde,2021,15,0.67,3.1,0.0
27 Valverde,2021,16,0.13,0.4,0.0
27 Valverde,2021,17,1.06,2.1,0.0
27 Valverde,2021,18,0.69,2.1,0.0
27 Valverde,2021,19,0.33,1.4,0.0
27 Valverde,2021,20,3.33,7.6,0.5
27 Valverde,2021,21,2.29,6.3,0.2
27 Valverde,2021,22,0.94,1.8,0.1
27 Valverde,2021,23,2.91,7.0,0.0
27 Valverde,2021,24,0.06,0.2,0.0
27 Valverde,2021,25,0.57,1.5,0.1
27 Valverde,2021,26,1.17,5.9,0.0
27 Valverde,2021,27,0.21,1.1,0.0
27 Valverde,2021,28,0.33,1.2,0.0
27 Valverde,2021,29,0.63,3.3,0.0
27 Valverde,2021,30,0.74,2.2,0.0
27 Valverde,2021,31,0.29,0.9,0.0
27 Valverde,2021,32,7.96,44.7,0.0
27 Valverde,2021,33,3.03,17.1,0.0
27 Valverde,2021,34,0.16,1.0,0.0
27 Valverde,2021,35,0.59,1.8,0.0
27 Valverde,2021,36,0.3,1.0,0.0
27 Valverde,2021,37,2.33,4.5,0.7
27 Valverde,2021,38,2.53,6.2,0.4
27 Valverde,2021,39,3.29,8.9,0.0
27 Valverde,2021,40,0.53,2.4,0.0
27 Valverde,2021,41,7.64,22.9,1.3
27 Valverde,2021,42,2.81,6.7,0.0
27 Valverde,2021,43,0.14,0.4,0.0
27 Valverde,2021,44,1.36,3.8,0.1
27 Valverde,2021,45,0.77,4.6,0.0
27 Valverde,2021,46,0.06,0.2,0.0
27 Valverde,2021,47,3.46,16.4,0.0
27 Valverde,2021,48,2.4,7.0,0.5
27 Valverde,2021,49,0.26,0.9,0.0
27 Valverde,2021,50,0.5,1.6,0.0
27 Valverde,2021,51,1.01,4.1,0.0
27 Valverde,2021,52,0.01,0.1,0.0
27 Valverde,2022,1,0.03,0.2,0.0
27 Valverde,2022,2,1.06,2.7,0.0
27 Valverde,2022,3,1.17,6.8,0.0
27 Valverde,2022,4,1.3,4.6,0.0
27 Valverde,2022,5,5.43,11.7,1.4
27 Valverde,2022,6,0.1,0.4,0.0
27 Valverde,2022,7,0.16,0.6,0.0
27 Valverde,2022,8,1.21,3.4,0.0
27 Valverde,2022,9,2.49,5.3,0.3
27 Valverde,2022,10,1.13,5.1,0.1
27 Valverde,2022,11,0.1,0.5,0.0
27 Valverde,2022,12,1.04,5.2,0.0
27 Valverde,2022,13,1.89,4.8,0.0
27 Valverde,2022,14,0.7,2.6,0.0
27 Valverde,2022,15,1.36,3.6,0.0
27 Valverde,2022,16,6.49,24.8,0.0
27 Valverde,2022,17,1.39,7.1,0.0
27 Valverde,2022,18,2.0,7.0,0.7
27 Valverde,2022,19,2.94,18.5,0.0
27 Valverde,2022,20,0.59,1.7,0.0
27 Valverde,2022,21,3.36,6.1,0.1
27 Valverde,2022,22,1.27,2.8,0.0
27 Valverde,2022,23,0.77,3.0,0.0
27 Valverde,2022,24,4.59,12.3,0.0
27 Valverde,2022,25,2.64,7.0,0.0
27 Valverde,2022,26,0.6,1.3,0.0
27 Valverde,2022,27,2.29,8.9,0.0
27 Valverde,2022,28,0.61,2.3,0.0
27 Valverde,2022,29,1.31,3.3,0.0
27 Valverde,2022,30,1.83,5.9,0.0
27 Valverde,2022,31,0.44,0.9,0.0
27 Valverde,2022,32,0.57,1.6,0.0
27 Valverde,2022,33,4.59,16.0,0.5
27 Valverde,2022,34,2.3,7.9,0.0
27 Valverde,2022,35,2.93,8.0,0.1
27 Valverde,2022,36,3.46,10.5,0.3
27 Valverde,2022,37,1.54,4.5,0.0
27 Valverde,2022,38,18.83,73.3,0.0
27 Valverde,2022,39,1.41,3.8,0.0
27 Valverde,2022,40,3.4,10.6,0.4
27 Valverde,2022,41,0.34,1.0,0.0
27 Valverde,2022,42,2.2,8.5,0.0
27 Valverde,2022,43,5.06,16.5,0.2
27 Valverde,2022,44,3.51,6.6,0.4
27 Valverde,2022,45,1.41,3.8,0.0
27 Valverde,2022,46,0.23,1.2,0.0
27 Valverde,2022,47,0.43,1.3,0.0
27 Valverde,2022,48,1.01,2.3,0.0
27 Valverde,2022,49,0.71,1.8,0.1
27 Valverde,2022,50,0.0,0.0,0.0
27 Valverde,2022,51,0.0,0.0,0.0
27 Valverde,2022,52,0.09,0.5,0.0
27 Valverde,2023,1,0.97,3.0,0.0
27 Valverde,2023,2,4.09,18.2,0.1
27 Valverde,2023,3,0.0,0.0,0.0
27 Valverde,2023,4,0.17,0.8,0.0
27 Valverde,2023,5,0.4,0.9,0.0
27 Valverde,2023,6,0.44,1.3,0.0
27 Valverde,2023,7,0.14,0.9,0.0
27 Valverde,2023,8,0.0,0.0,0.0
27 Valverde,2023,9,0.01,0.1,0.0
27 Valverde,2023,10,0.24,1.6,0.0
27 Valverde,2023,11,4.16,18.5,0.0
27 Valverde,2023,12,0.29,1.8,0.0
27 Valverde,2023,13,0.01,0.1,0.0
27 Valverde,2023,14,3.1,10.9,0.0
27 Valverde,2023,15,2.93,5.8,0.0
27 Valverde,2023,16,4.13,20.7,0.4
27 Valverde,2023,17,1.36,2.4,0.0
27 Valverde,2023,18,2.97,7.8,0.0
27 Valverde,2023,19,2.76,7.1,1.0
27 Valverde,2023,20,10.21,24.4,1.2
27 Valverde,2023,21,4.94,14.1,0.4
27 Valverde,2023,22,2.14,9.4,0.2
27 Valverde,2023,23,1.13,3.4,0.0
27 Valverde,2023,24,0.53,1.7,0.0
27 Valverde,2023,25,0.64,1.5,0.0
27 Valverde,2023,26,2.77,6.8,0.0
27 Valverde,2023,27,0.96,3.2,0.0
27 Valverde,2023,28,0.21,1.3,0.0
27 Valverde,2023,29,0.43,1.8,0.0
27 Valverde,2023,30,0.77,2.0,0.0
27 Valverde,2023,31,2.53,8.8,0.2
27 Valverde,2023,32,1.31,6.0,0.0
27 Valverde,2023,33,0.74,3.5,0.0
27 Valverde,2023,34,9.31,39.5,0.7
27 Valverde,2023,35,0.87,2.2,0.0
27 Valverde,2023,36,3.87,13.8,0.4
27 Valverde,2023,37,4.01,7.3,0.2
27 Valverde,2023,38,2.99,8.7,0.4
27 Valverde,2023,39,1.69,4.0,0.0
27 Valverde,2023,40,4.97,8.6,0.0
27 Valverde,2023,41,0.86,2.9,0.0
27 Valverde,2023,42,5.2,12.8,0.3
27 Valverde,2023,43,1.59,4.6,0.1
27 Valverde,2023,44,2.37,12.4,0.0
27 Valverde,2023,45,0.53,1.2,0.0
27 Valverde,2023,46,2.97,12.4,0.0
27 Valverde,2023,47,0.26,1.0,0.0
27 Valverde,2023,48,0.01,0.1,0.0
27 Valverde,2023,49,0.21,0.7,0.0
27 Valverde,2023,50,0.46,1.4,0.0
27 Valverde,2023,51,7.67,29.5,0.1
27 Valverde,2023,52,0.27,1.6,0.0
28 Monseñor Nouel,2015,1,2.6,4.8,0.2
28 Monseñor Nouel,2015,2,1.33,3.8,0.0
28 Monseñor Nouel,2015,3,0.36,1.6,0.0
28 Monseñor Nouel,2015,4,0.04,0.3,0.0
28 Monseñor Nouel,2015,5,6.87,21.6,0.0
28 Monseñor Nouel,2015,6,0.97,4.1,0.0
28 Monseñor Nouel,2015,7,1.33,5.3,0.0
28 Monseñor Nouel,2015,8,12.87,57.0,0.0
28 Monseñor Nouel,2015,9,1.87,6.7,0.0
28 Monseñor Nouel,2015,10,0.99,1.9,0.0
28 Monseñor Nouel,2015,11,3.01,6.0,0.2
28 Monseñor Nouel,2015,12,0.16,0.7,0.0
28 Monseñor Nouel,2015,13,0.1,0.5,0.0
28 Monseñor Nouel,2015,14,3.77,10.5,0.0
28 Monseñor Nouel,2015,15,1.96,5.2,0.2
28 Monseñor Nouel,2015,16,0.49,1.2,0.0
28 Monseñor Nouel,2015,17,0.0,0.0,0.0
28 Monseñor Nouel,2015,18,0.0,0.0,0.0
28 Monseñor Nouel,2015,19,0.14,1.0,0.0
28 Monseñor Nouel,2015,20,0.56,2.1,0.0
28 Monseñor Nouel,2015,21,2.37,6.2,0.1
28 Monseñor Nouel,2015,22,5.1,12.5,0.9
28 Monseñor Nouel,2015,23,0.71,3.5,0.0
28 Monseñor Nouel,2015,24,0.6,1.4,0.0
28 Monseñor Nouel,2015,25,1.53,4.0,0.1
28 Monseñor Nouel,2015,26,1.34,5.6,0.0
28 Monseñor Nouel,2015,27,1.37,4.1,0.0
28 Monseñor Nouel,2015,28,1.64,4.0,0.2
28 Monseñor Nouel,2015,29,0.6,2.1,0.0
28 Monseñor Nouel,2015,30,0.11,0.6,0.0
28 Monseñor Nouel,2015,31,0.56,2.3,0.0
28 Monseñor Nouel,2015,32,1.09,3.1,0.0
28 Monseñor Nouel,2015,33,0.63,3.9,0.0
28 Monseñor Nouel,2015,34,0.14,0.5,0.0
28 Monseñor Nouel,2015,35,11.54,55.6,0.0
28 Monseñor Nouel,2015,36,0.43,1.1,0.0
28 Monseñor Nouel,2015,37,1.71,5.5,0.0
28 Monseñor Nouel,2015,38,1.53,7.8,0.0
28 Monseñor Nouel,2015,39,0.59,2.4,0.0
28 Monseñor Nouel,2015,40,0.74,5.2,0.0
28 Monseñor Nouel,2015,41,0.76,3.9,0.0
28 Monseñor Nouel,2015,42,0.17,0.7,0.0
28 Monseñor Nouel,2015,43,2.51,8.7,0.1
28 Monseñor Nouel,2015,44,2.61,9.3,0.0
28 Monseñor Nouel,2015,45,3.43,7.2,0.6
28 Monseñor Nouel,2015,46,1.0,2.0,0.0
28 Monseñor Nouel,2015,47,1.41,3.3,0.0
28 Monseñor Nouel,2015,48,2.93,14.5,0.0
28 Monseñor Nouel,2015,49,0.6,1.4,0.0
28 Monseñor Nouel,2015,50,0.21,1.3,0.0
28 Monseñor Nouel,2015,51,0.77,5.1,0.0
28 Monseñor Nouel,2015,52,4.49,10.3,1.2
28 Monseñor Nouel,2016,1,0.03,0.2,0.0
28 Monseñor Nouel,2016,2,0.03,0.2,0.0
28 Monseñor Nouel,2016,3,0.84,3.7,0.0
28 Monseñor Nouel,2016,4,1.73,7.6,0.0
28 Monseñor Nouel,2016,5,0.47,2.4,0.0
28 Monseñor Nouel,2016,6,0.69,2.4,0.0
28 Monseñor Nouel,2016,7,2.1,8.2,0.0
28 Monseñor Nouel,2016,8,0.24,1.5,0.0
28 Monseñor Nouel,2016,9,6.79,46.6,0.0
28 Monseñor Nouel,2016,10,1.61,6.6,0.0
28 Monseñor Nouel,2016,11,0.53,1.9,0.0
28 Monseñor Nouel,2016,12,0.41,2.3,0.0
28 Monseñor Nouel,2016,13,0.04,0.2,0.0
28 Monseñor Nouel,2016,14,1.63,10.0,0.0
28 Monseñor Nouel,2016,15,3.53,23.8,0.0
28 Monseñor Nouel,2016,16,5.87,12.4,2.0
28 Monseñor Nouel,2016,17,16.04,28.1,4.5
28 Monseñor Nouel,2016,18,2.06,7.2,0.0
28 Monseñor Nouel,2016,19,3.17,8.9,0.0
28 Monseñor Nouel,2016,20,0.37,1.1,0.0
28 Monseñor Nouel,2016,21,2.07,4.6,0.0
28 Monseñor Nouel,2016,22,3.29,8.7,0.3
28 Monseñor Nouel,2016,23,0.37,1.9,0.0
28 Monseñor Nouel,2016,24,0.61,3.1,0.0
28 Monseñor Nouel,2016,25,4.16,16.2,0.5
28 Monseñor Nouel,2016,26,1.33,4.3,0.0
28 Monseñor Nouel,2016,27,1.44,5.7,0.0
28 Monseñor Nouel,2016,28,3.39,11.9,0.4
28 Monseñor Nouel,2016,29,0.86,2.4,0.1
28 Monseñor Nouel,2016,30,4.1,15.8,0.3
28 Monseñor Nouel,2016,31,6.71,22.0,0.1
28 Monseñor Nouel,2016,32,1.73,4.0,0.0
28 Monseñor Nouel,2016,33,0.5,2.5,0.0
28 Monseñor Nouel,2016,34,5.26,12.0,1.1
28 Monseñor Nouel,2016,35,0.94,3.3,0.0
28 Monseñor Nouel,2016,36,3.64,21.9,0.0
28 Monseñor Nouel,2016,37,0.86,3.2,0.0
28 Monseñor Nouel,2016,38,0.87,2.1,0.0
28 Monseñor Nouel,2016,39,3.26,8.6,0.5
28 Monseñor Nouel,2016,40,7.4,31.9,0.0
28 Monseñor Nouel,2016,41,5.29,13.1,1.3
28 Monseñor Nouel,2016,42,8.0,23.1,0.3
28 Monseñor Nouel,2016,43,2.09,8.6,0.0
28 Monseñor Nouel,2016,44,5.54,12.0,0.4
28 Monseñor Nouel,2016,45,12.91,46.3,0.6
28 Monseñor Nouel,2016,46,10.29,51.0,0.9
28 Monseñor Nouel,2016,47,9.09,32.1,0.1
28 Monseñor Nouel,2016,48,2.0,3.7,0.9
28 Monseñor Nouel,2016,49,1.59,6.4,0.0
28 Monseñor Nouel,2016,50,1.9,6.5,0.0
28 Monseñor Nouel,2016,51,4.37,10.6,0.6
28 Monseñor Nouel,2016,52,3.29,12.0,0.0
28 Monseñor Nouel,2017,1,1.26,5.7,0.0
28 Monseñor Nouel,2017,2,10.56,17.5,5.8
28 Monseñor Nouel,2017,3,4.76,14.9,0.0
28 Monseñor Nouel,2017,4,0.37,1.0,0.0
28 Monseñor Nouel,2017,5,2.21,3.9,0.0
28 Monseñor Nouel,2017,6,5.79,20.5,0.0
28 Monseñor Nouel,2017,7,2.67,6.9,0.0
28 Monseñor Nouel,2017,8,0.61,2.6,0.0
28 Monseñor Nouel,2017,9,7.83,19.1,2.9
28 Monseñor Nouel,2017,10,14.71,56.6,0.6
28 Monseñor Nouel,2017,11,1.6,3.4,0.1
28 Monseñor Nouel,2017,12,11.69,52.5,0.7
28 Monseñor Nouel,2017,13,2.57,5.1,0.0
28 Monseñor Nouel,2017,14,5.0,16.8,0.1
28 Monseñor Nouel,2017,15,2.87,7.5,0.4
28 Monseñor Nouel,2017,16,16.61,29.4,1.9
28 Monseñor Nouel,2017,17,18.41,41.7,6.8
28 Monseñor Nouel,2017,18,5.3,18.3,0.0
28 Monseñor Nouel,2017,19,4.19,10.7,1.0
28 Monseñor Nouel,2017,20,3.84,7.2,0.4
28 Monseñor Nouel,2017,21,0.57,1.5,0.0
28 Monseñor Nouel,2017,22,7.91,25.4,0.0
28 Monseñor Nouel,2017,23,1.1,5.6,0.0
28 Monseñor Nouel,2017,24,2.53,7.7,0.9
28 Monseñor Nouel,2017,25,5.99,10.0,3.5
28 Monseñor Nouel,2017,26,8.47,21.9,2.3
28 Monseñor Nouel,2017,27,7.21,15.2,2.5
28 Monseñor Nouel,2017,28,6.99,17.6,2.1
28 Monseñor Nouel,2017,29,5.66,10.8,1.3
28 Monseñor Nouel,2017,30,4.51,12.7,0.4
28 Monseñor Nouel,2017,31,7.21,19.0,1.1
28 Monseñor Nouel,2017,32,5.47,13.5,0.0
28 Monseñor Nouel,2017,33,9.87,26.5,3.3
28 Monseñor Nouel,2017,34,2.87,11.9,0.0
28 Monseñor Nouel,2017,35,2.36,4.1,0.8
28 Monseñor Nouel,2017,36,5.73,19.2,0.0
28 Monseñor Nouel,2017,37,5.99,13.5,0.0
28 Monseñor Nouel,2017,38,4.09,13.6,0.0
28 Monseñor Nouel,2017,39,1.79,5.6,0.2
28 Monseñor Nouel,2017,40,4.93,13.7,0.0
28 Monseñor Nouel,2017,41,7.44,22.5,0.6
28 Monseñor Nouel,2017,42,4.31,8.8,1.7
28 Monseñor Nouel,2017,43,1.46,3.7,0.1
28 Monseñor Nouel,2017,44,2.66,6.8,0.0
28 Monseñor Nouel,2017,45,9.53,21.5,1.1
28 Monseñor Nouel,2017,46,5.57,12.3,0.1
28 Monseñor Nouel,2017,47,1.47,6.6,0.0
28 Monseñor Nouel,2017,48,0.93,2.8,0.0
28 Monseñor Nouel,2017,49,3.83,8.8,0.1
28 Monseñor Nouel,2017,50,2.21,9.1,0.0
28 Monseñor Nouel,2017,51,11.39,22.1,3.7
28 Monseñor Nouel,2017,52,3.64,7.4,0.0
28 Monseñor Nouel,2018,1,3.11,17.4,0.0
28 Monseñor Nouel,2018,2,6.43,30.7,0.2
28 Monseñor Nouel,2018,3,6.86,19.4,1.5
28 Monseñor Nouel,2018,4,21.33,56.6,1.9
28 Monseñor Nouel,2018,5,4.2,10.0,0.2
28 Monseñor Nouel,2018,6,10.1,19.1,2.8
28 Monseñor Nouel,2018,7,9.53,16.6,4.0
28 Monseñor Nouel,2018,8,12.01,16.9,7.7
28 Monseñor Nouel,2018,9,3.79,8.4,0.0
28 Monseñor Nouel,2018,10,1.03,2.4,0.0
28 Monseñor Nouel,2018,11,0.13,0.9,0.0
28 Monseñor Nouel,2018,12,4.91,23.0,0.1
28 Monseñor Nouel,2018,13,7.29,22.2,2.0
28 Monseñor Nouel,2018,14,1.4,2.9,0.0
28 Monseñor Nouel,2018,15,2.46,5.1,0.1
28 Monseñor Nouel,2018,16,2.34,10.3,0.1
28 Monseñor Nouel,2018,17,1.41,5.7,0.2
28 Monseñor Nouel,2018,18,4.19,11.2,0.0
28 Monseñor Nouel,2018,19,1.1,2.5,0.0
28 Monseñor Nouel,2018,20,4.81,8.2,1.5
28 Monseñor Nouel,2018,21,1.86,7.4,0.0
28 Monseñor Nouel,2018,22,0.97,2.6,0.0
28 Monseñor Nouel,2018,23,2.0,4.6,0.0
28 Monseñor Nouel,2018,24,0.97,2.4,0.1
28 Monseñor Nouel,2018,25,3.0,11.9,0.0
28 Monseñor Nouel,2018,26,1.44,4.0,0.1
28 Monseñor Nouel,2018,27,4.04,13.3,0.0
28 Monseñor Nouel,2018,28,5.2,22.2,0.1
28 Monseñor Nouel,2018,29,8.07,24.8,0.5
28 Monseñor Nouel,2018,30,1.06,5.0,0.2
28 Monseñor Nouel,2018,31,6.93,12.6,1.4
28 Monseñor Nouel,2018,32,3.74,13.9,0.1
28 Monseñor Nouel,2018,33,8.64,12.2,1.5
28 Monseñor Nouel,2018,34,3.03,5.4,1.3
28 Monseñor Nouel,2018,35,11.99,25.2,4.5
28 Monseñor Nouel,2018,36,4.37,13.2,0.4
28 Monseñor Nouel,2018,37,5.54,19.1,1.2
28 Monseñor Nouel,2018,38,3.33,6.2,0.2
28 Monseñor Nouel,2018,39,8.24,12.9,2.8
28 Monseñor Nouel,2018,40,3.6,8.2,0.8
28 Monseñor Nouel,2018,41,3.21,7.8,0.1
28 Monseñor Nouel,2018,42,10.61,21.0,3.9
28 Monseñor Nouel,2018,43,2.64,6.8,0.8
28 Monseñor Nouel,2018,44,8.17,31.9,0.0
28 Monseñor Nouel,2018,45,5.94,13.1,3.1
28 Monseñor Nouel,2018,46,6.71,15.7,0.2
28 Monseñor Nouel,2018,47,0.87,2.5,0.0
28 Monseñor Nouel,2018,48,1.54,5.2,0.2
28 Monseñor Nouel,2018,49,5.16,16.4,0.1
28 Monseñor Nouel,2018,50,1.17,3.9,0.0
28 Monseñor Nouel,2018,51,1.59,10.9,0.0
28 Monseñor Nouel,2018,52,10.66,19.0,1.9
28 Monseñor Nouel,2019,1,3.64,10.1,0.0
28 Monseñor Nouel,2019,2,4.16,11.7,0.1
28 Monseñor Nouel,2019,3,1.16,3.2,0.0
28 Monseñor Nouel,2019,4,4.26,19.0,0.0
28 Monseñor Nouel,2019,5,0.83,2.6,0.0
28 Monseñor Nouel,2019,6,4.09,8.0,0.0
28 Monseñor Nouel,2019,7,4.51,12.8,0.2
28 Monseñor Nouel,2019,8,4.51,11.0,0.9
28 Monseñor Nouel,2019,9,2.43,5.9,0.0
28 Monseñor Nouel,2019,10,3.24,8.8,0.0
28 Monseñor Nouel,2019,11,4.69,12.4,0.0
28 Monseñor Nouel,2019,12,1.5,6.4,0.0
28 Monseñor Nouel,2019,13,15.26,27.6,3.0
28 Monseñor Nouel,2019,14,6.21,8.9,2.6
28 Monseñor Nouel,2019,15,1.8,4.1,0.0
28 Monseñor Nouel,2019,16,2.77,5.9,0.0
28 Monseñor Nouel,2019,17,4.29,15.4,0.0
28 Monseñor Nouel,2019,18,4.51,10.9,0.3
28 Monseñor Nouel,2019,19,1.26,3.4,0.0
28 Monseñor Nouel,2019,20,0.94,4.2,0.0
28 Monseñor Nouel,2019,21,7.34,23.8,1.0
28 Monseñor Nouel,2019,22,8.19,27.4,1.7
28 Monseñor Nouel,2019,23,2.81,6.0,0.0
28 Monseñor Nouel,2019,24,2.63,5.2,0.0
28 Monseñor Nouel,2019,25,1.69,4.5,0.0
28 Monseñor Nouel,2019,26,5.73,15.7,0.2
28 Monseñor Nouel,2019,27,3.46,11.9,0.0
28 Monseñor Nouel,2019,28,4.06,9.8,0.9
28 Monseñor Nouel,2019,29,4.37,6.9,2.5
28 Monseñor Nouel,2019,30,5.13,16.6,0.2
28 Monseñor Nouel,2019,31,7.23,23.4,1.0
28 Monseñor Nouel,2019,32,2.01,4.2,0.0
28 Monseñor Nouel,2019,33,4.36,13.9,0.0
28 Monseñor Nouel,2019,34,4.0,7.7,0.1
28 Monseñor Nouel,2019,35,1.19,3.9,0.0
28 Monseñor Nouel,2019,36,5.59,14.3,0.1
28 Monseñor Nouel,2019,37,3.73,10.7,0.1
28 Monseñor Nouel,2019,38,6.93,18.6,0.2
28 Monseñor Nouel,2019,39,5.09,10.2,0.5
28 Monseñor Nouel,2019,40,3.21,16.3,0.0
28 Monseñor Nouel,2019,41,1.27,2.4,0.0
28 Monseñor Nouel,2019,42,1.07,3.1,0.1
28 Monseñor Nouel,2019,43,5.39,8.5,2.4
28 Monseñor Nouel,2019,44,4.63,9.1,2.9
28 Monseñor Nouel,2019,45,2.0,4.8,0.2
28 Monseñor Nouel,2019,46,2.74,10.5,0.3
28 Monseñor Nouel,2019,47,3.96,17.9,0.0
28 Monseñor Nouel,2019,48,2.1,8.1,0.0
28 Monseñor Nouel,2019,49,4.61,12.2,0.2
28 Monseñor Nouel,2019,50,10.36,18.0,2.0
28 Monseñor Nouel,2019,51,6.47,18.1,0.1
28 Monseñor Nouel,2019,52,4.83,12.5,0.0
28 Monseñor Nouel,2020,1,6.24,21.0,0.4
28 Monseñor Nouel,2020,2,11.07,32.6,0.1
28 Monseñor Nouel,2020,3,17.33,31.0,2.0
28 Monseñor Nouel,2020,4,7.36,19.2,0.1
28 Monseñor Nouel,2020,5,0.37,0.9,0.0
28 Monseñor Nouel,2020,6,8.24,17.8,1.1
28 Monseñor Nouel,2020,7,7.4,15.9,0.2
28 Monseñor Nouel,2020,8,9.77,21.3,0.1
28 Monseñor Nouel,2020,9,7.83,37.7,0.3
28 Monseñor Nouel,2020,10,19.64,65.6,0.4
28 Monseñor Nouel,2020,11,13.79,33.8,4.9
28 Monseñor Nouel,2020,12,10.77,22.7,1.6
28 Monseñor Nouel,2020,13,10.34,25.8,0.6
28 Monseñor Nouel,2020,14,5.77,21.2,0.0
28 Monseñor Nouel,2020,15,14.54,51.0,0.2
28 Monseñor Nouel,2020,16,3.69,6.8,0.2
28 Monseñor Nouel,2020,17,0.44,1.6,0.0
28 Monseñor Nouel,2020,18,0.93,2.2,0.0
28 Monseñor Nouel,2020,19,0.93,4.1,0.0
28 Monseñor Nouel,2020,20,0.76,3.0,0.0
28 Monseñor Nouel,2020,21,0.96,4.9,0.0
28 Monseñor Nouel,2020,22,5.37,30.4,0.0
28 Monseñor Nouel,2020,23,2.9,8.0,0.8
