z1,z2,z3,province,year,split
0.45751125,-1.0824628,0.638229,19 Hermanas Mirabal,2019,train
-2.3158693,-0.27087128,-2.6568701,19 Hermanas Mirabal,2020,val
-0.78283834,-0.6348995,-0.6522804,19 Hermanas Mirabal,2021,val
-0.7195045,-0.903405,-0.35064444,19 Hermanas Mirabal,2022,test
-0.353427,-0.4917174,0.4192002,19 Hermanas Mirabal,2023,test
2.9375193,-1.5856447,-0.21021017,20 Samaná,2015,train
-1.6696895,0.49816892,-6.0370297,20 Samaná,2016,train
-0.30699533,-0.33868372,-2.929005,20 Samaná,2017,train
1.0294777,-0.9608524,-1.4824324,20 Samaná,2018,train
1.8512444,-1.2324688,-0.5220435,20 Samaná,2019,train
-1.2078327,0.56607205,-4.2224326,20 Samaná,2020,val
0.15171003,-0.23542626,-1.3823879,20 Samaná,2021,val
0.27785042,-0.54739165,-1.611598,20 Samaná,2022,test
0.6834978,-0.2840927,-0.43272543,20 Samaná,2023,test
1.7413068,-2.5322006,0.3628877,21 San Cristóbal,2015,train
-3.7494082,-1.7764835,-5.9436917,21 San Cristóbal,2016,train
-1.6000612,-1.557132,-2.7898057,21 San Cristóbal,2017,train
0.27758807,-2.5704486,-1.7328842,21 San Cristóbal,2018,train
1.1490111,-2.5999045,-0.53470063,21 San Cristóbal,2019,train
-2.7087193,-1.2644823,-4.7521152,21 San Cristóbal,2020,val
-0.5125583,-2.0313733,-1.7420379,21 San Cristóbal,2021,val
-1.0397807,-2.2012942,-2.1080933,21 San Cristóbal,2022,test
-0.065608755,-1.5300071,-0.51952386,21 San Cristóbal,2023,test
0.5678812,-1.2858179,1.3819609,22 San Juan,2015,train
-3.819846,-0.43844995,-3.0814354,22 San Juan,2016,train
-2.3513453,0.047821682,-0.17614114,22 San Juan,2017,train
-0.9974858,-0.12044296,1.0058314,22 San Juan,2018,train
-0.20429768,-0.76945525,1.4488056,22 San Juan,2019,train
-2.9126816,0.016028281,-0.9815436,22 San Juan,2020,val
-1.3252273,-0.26378167,0.25030124,22 San Juan,2021,val
-1.4877367,-0.51508594,0.24359623,22 San Juan,2022,test
-0.7761289,-0.47269338,0.9337938,22 San Juan,2023,test
2.6769445,-0.2738677,0.57353896,23 San Pedro de Macorís,2015,train
-1.925625,2.3546903,-5.468558,23 San Pedro de Macorís,2016,train
-0.68747336,1.3804218,-1.3172058,23 San Pedro de Macorís,2017,train
0.52621967,0.6774053,-0.013340801,23 San Pedro de Macorís,2018,train
1.313385,0.22541155,0.79922134,23 San Pedro de Macorís,2019,train
-1.7277126,2.4457092,-2.8811457,23 San Pedro de Macorís,2020,val
-0.029626846,1.0294428,-0.4119057,23 San Pedro de Macorís,2021,val
-0.42711872,1.1472429,-0.9243632,23 San Pedro de Macorís,2022,test
0.41229248,0.9525477,0.20271124,23 San Pedro de Macorís,2023,test
1.3382928,-2.3520958,0.6498606,24 Sánchez Ramírez,2015,train
-3.7931027,-1.4151372,-4.6207757,24 Sánchez Ramírez,2016,train
-1.4592577,-1.391517,-2.157485,24 Sánchez Ramírez,2017,train
-0.13227434,-1.6186744,-0.7406183,24 Sánchez Ramírez,2018,train
0.46873975,-1.6447912,0.35434008,24 Sánchez Ramírez,2019,train
-2.6193397,-0.80615157,-3.281507,24 Sánchez Ramírez,2020,val
-0.9908778,-0.9931119,-0.75374234,24 Sánchez Ramírez,2021,val
-0.9592374,-1.2910916,-0.63935304,24 Sánchez Ramírez,2022,test
-0.34815592,-0.8036609,0.2500655,24 Sánchez Ramírez,2023,test
0.8355726,-2.4451725,1.6709291,25 Santiago,2015,train
-5.712027,-1.5548447,-4.0509186,25 Santiago,2016,train
-2.5803795,-1.9642081,-1.5991769,25 Santiago,2017,train
-1.1972916,-1.8405257,-0.07460051,25 Santiago,2018,train
-0.40529102,-1.7847044,1.3044089,25 Santiago,2019,train
-4.0686135,-1.8595902,-2.638912,25 Santiago,2020,val
-2.0348454,-2.2532284,-0.99074966,25 Santiago,2021,val
-2.0201912,-2.2551994,-0.5485547,25 Santiago,2022,test
-1.2510961,-1.6887522,0.48781997,25 Santiago,2023,test
1.0641719,0.17380099,2.4511383,26 Santiago Rodríguez,2015,train
-3.7903655,1.9013866,-2.40927,26 Santiago Rodríguez,2016,train
-1.4287754,1.1289177,0.031900205,26 Santiago Rodríguez,2017,train
-0.61039156,1.4241009,1.709371,26 Santiago Rodríguez,2018,train
0.41593462,0.5421741,2.1759286,26 Santiago Rodríguez,2019,train
-2.0848985,1.6917645,0.08941612,26 Santiago Rodríguez,2020,val
-0.90526026,1.2121452,1.083597,26 Santiago Rodríguez,2021,val
