province,year,week,neighbor_incidence_lag0,neighbor_incidence_lag1,neighbor_incidence_lag2,n_neighbors
08 El Seibo,2020,4,3.2571639705615523,2.3219242811497702,5.042318561034335,14
08 El Seibo,2020,5,2.490080155966125,3.2571639705615523,2.3219242811497702,14
08 El Seibo,2020,6,2.2142829940701327,2.490080155966125,3.2571639705615523,14
08 El Seibo,2020,7,3.9568860571538296,2.2142829940701327,2.490080155966125,14
08 El Seibo,2020,8,2.3048739010944974,3.9568860571538296,2.2142829940701327,14
08 El Seibo,2020,9,1.6064634722662359,2.3048739010944974,3.9568860571538296,14
08 El Seibo,2020,10,1.6179643361464546,1.6064634722662359,2.3048739010944974,14
08 El Seibo,2020,11,1.305110546207569,1.6179643361464546,1.6064634722662359,14
08 El Seibo,2020,12,0.5350255203112971,1.305110546207569,1.6179643361464546,14
08 El Seibo,2020,13,0.22602574508455744,0.5350255203112971,1.305110546207569,14
08 El Seibo,2020,14,0.3092419824061089,0.22602574508455744,0.5350255203112971,14
08 El Seibo,2020,15,0.26392078374324823,0.3092419824061089,0.22602574508455744,14
08 El Seibo,2020,16,0.32062054591791816,0.26392078374324823,0.3092419824061089,14
08 El Seibo,2020,17,0.4834440441636663,0.32062054591791816,0.26392078374324823,14
08 El Seibo,2020,18,0.14978950757603324,0.4834440441636663,0.32062054591791816,14
08 El Seibo,2020,19,0.19074797099574745,0.14978950757603324,0.4834440441636663,14
08 El Seibo,2020,20,0.18913105202792446,0.19074797099574745,0.14978950757603324,14
08 El Seibo,2020,21,0.15139729635227286,0.18913105202792446,0.19074797099574745,14
08 El Seibo,2020,22,0.08678322853617032,0.15139729635227286,0.18913105202792446,14
08 El Seibo,2020,23,0.1557445148832041,0.08678322853617032,0.15139729635227286,14
08 El Seibo,2020,24,0.30872708665350584,0.1557445148832041,0.08678322853617032,14
08 El Seibo,2020,25,0.3010141086381479,0.30872708665350584,0.1557445148832041,14
08 El Seibo,2020,26,0.03971750317409611,0.3010141086381479,0.30872708665350584,14
08 El Seibo,2020,27,0.18661145347705507,0.03971750317409611,0.3010141086381479,14
08 El Seibo,2020,28,0.07264165872069238,0.18661145347705507,0.03971750317409611,14
08 El Seibo,2020,29,0.09914111714518395,0.07264165872069238,0.18661145347705507,14
08 El Seibo,2020,30,0.05731634604915108,0.09914111714518395,0.07264165872069238,14
08 El Seibo,2020,31,0.06501610077473875,0.05731634604915108,0.09914111714518395,14
08 El Seibo,2020,32,0.052693869023453334,0.06501610077473875,0.05731634604915108,14
08 El Seibo,2020,33,0.12378429354858865,0.052693869023453334,0.06501610077473875,14
08 El Seibo,2020,34,0.07443746416902661,0.12378429354858865,0.052693869023453334,14
08 El Seibo,2020,35,0.07070968879842465,0.07443746416902661,0.12378429354858865,14
08 El Seibo,2020,36,0.05480521108883073,0.07070968879842465,0.07443746416902661,14
08 El Seibo,2020,37,0.0813215444617093,0.05480521108883073,0.07070968879842465,14
08 El Seibo,2020,38,0.21917697701381617,0.0813215444617093,0.05480521108883073,14
08 El Seibo,2020,39,0.0605213641274707,0.21917697701381617,0.0813215444617093,14
08 El Seibo,2020,40,0.1744866022721025,0.0605213641274707,0.21917697701381617,14
08 El Seibo,2020,41,0.2368795009629313,0.1744866022721025,0.0605213641274707,14
08 El Seibo,2020,42,0.08027836887793328,0.2368795009629313,0.1744866022721025,14
08 El Seibo,2020,43,0.17136589992721224,0.08027836887793328,0.2368795009629313,14
08 El Seibo,2020,44,0.03372690750900048,0.17136589992721224,0.08027836887793328,14
08 El Seibo,2020,45,0.17075929423156777,0.03372690750900048,0.17136589992721224,14
08 El Seibo,2020,46,0.2607509847420978,0.17075929423156777,0.03372690750900048,14
08 El Seibo,2020,47,0.3068516720572323,0.2607509847420978,0.17075929423156777,14
08 El Seibo,2020,48,0.024057903877897215,0.3068516720572323,0.2607509847420978,14
08 El Seibo,2020,49,0.11951019752840136,0.024057903877897215,0.3068516720572323,14
08 El Seibo,2020,50,0.23816386336008474,0.11951019752840136,0.024057903877897215,14
08 El Seibo,2020,51,0.10131401419162883,0.23816386336008474,0.11951019752840136,14
08 El Seibo,2020,52,0.13652941788052964,0.10131401419162883,0.23816386336008474,14
08 El Seibo,2021,1,0.09700831575505928,0.13652941788052964,0.10131401419162883,14
08 El Seibo,2021,2,0.13514319477882175,0.09700831575505928,0.13652941788052964,14
08 El Seibo,2021,3,0.09899908969512447,0.13514319477882175,0.09700831575505928,14
08 El Seibo,2021,4,0.0487764063541162,0.09899908969512447,0.13514319477882175,14
08 El Seibo,2021,5,0.23734004442068224,0.0487764063541162,0.09899908969512447,14
08 El Seibo,2021,6,0.1794808910489597,0.23734004442068224,0.0487764063541162,14
08 El Seibo,2021,7,0.05439604945589986,0.1794808910489597,0.23734004442068224,14
08 El Seibo,2021,8,0.0965001955730749,0.05439604945589986,0.1794808910489597,14
08 El Seibo,2021,9,0.22096470369437604,0.0965001955730749,0.05439604945589986,14
08 El Seibo,2021,10,0.10304713813375886,0.22096470369437604,0.0965001955730749,14
08 El Seibo,2021,11,0.07366923186832894,0.10304713813375886,0.22096470369437604,14
08 El Seibo,2021,12,0.11419655779244367,0.07366923186832894,0.10304713813375886,14
08 El Seibo,2021,13,0.06594149085825386,0.11419655779244367,0.07366923186832894,14
08 El Seibo,2021,14,0.08571003067888348,0.06594149085825386,0.11419655779244367,14
08 El Seibo,2021,15,0.12294977814706481,0.08571003067888348,0.06594149085825386,14
08 El Seibo,2021,16,0.14039367014387666,0.12294977814706481,0.08571003067888348,14
08 El Seibo,2021,17,0.1845371259388426,0.14039367014387666,0.12294977814706481,14
08 El Seibo,2021,18,0.16260535222097153,0.1845371259388426,0.14039367014387666,14
08 El Seibo,2021,19,0.2046657092085979,0.16260535222097153,0.1845371259388426,14
08 El Seibo,2021,20,0.36853113085546185,0.2046657092085979,0.16260535222097153,14
08 El Seibo,2021,21,0.08410368870918847,0.36853113085546185,0.2046657092085979,14
08 El Seibo,2021,22,0.1656735785871947,0.08410368870918847,0.36853113085546185,14
08 El Seibo,2021,23,0.2044938871077706,0.1656735785871947,0.08410368870918847,14
08 El Seibo,2021,24,0.23620504345517873,0.2044938871077706,0.1656735785871947,14
08 El Seibo,2021,25,0.1466673964708718,0.23620504345517873,0.2044938871077706,14
08 El Seibo,2021,26,0.18126229347551415,0.1466673964708718,0.23620504345517873,14
08 El Seibo,2021,27,0.541225211747491,0.18126229347551415,0.1466673964708718,14
08 El Seibo,2021,28,0.11531150923657635,0.541225211747491,0.18126229347551415,14
08 El Seibo,2021,29,0.3526212404189357,0.11531150923657635,0.541225211747491,14
08 El Seibo,2021,30,0.7095824990719879,0.3526212404189357,0.11531150923657635,14
08 El Seibo,2021,31,0.46901902896557846,0.7095824990719879,0.3526212404189357,14
08 El Seibo,2021,32,0.2973364259749681,0.46901902896557846,0.7095824990719879,14
08 El Seibo,2021,33,0.5716639747879633,0.2973364259749681,0.46901902896557846,14
08 El Seibo,2021,34,1.0136402013174117,0.5716639747879633,0.2973364259749681,14
08 El Seibo,2021,35,0.8685672070421204,1.0136402013174117,0.5716639747879633,14
08 El Seibo,2021,36,1.0677450572762384,0.8685672070421204,1.0136402013174117,14
08 El Seibo,2021,37,0.7549864515795366,1.0677450572762384,0.8685672070421204,14
08 El Seibo,2021,38,0.965589563829051,0.7549864515795366,1.0677450572762384,14
08 El Seibo,2021,39,0.6566267327770579,0.965589563829051,0.7549864515795366,14
08 El Seibo,2021,40,0.678807404362179,0.6566267327770579,0.965589563829051,14
08 El Seibo,2021,41,0.7611217358716644,0.678807404362179,0.6566267327770579,14
08 El Seibo,2021,42,1.2199392588032705,0.7611217358716644,0.678807404362179,14
08 El Seibo,2021,43,1.4669101826355295,1.2199392588032705,0.7611217358716644,14
08 El Seibo,2021,44,1.0710671863443755,1.4669101826355295,1.2199392588032705,14
08 El Seibo,2021,45,1.0556211406148828,1.0710671863443755,1.4669101826355295,14
08 El Seibo,2021,46,1.6805322734869517,1.0556211406148828,1.0710671863443755,14
08 El Seibo,2021,47,1.5751851492671527,1.6805322734869517,1.0556211406148828,14
08 El Seibo,2021,48,1.1696380873996561,1.5751851492671527,1.6805322734869517,14
08 El Seibo,2021,49,1.298807593910742,1.1696380873996561,1.5751851492671527,14
08 El Seibo,2021,50,0.6563173871809107,1.298807593910742,1.1696380873996561,14
08 El Seibo,2021,51,0.8304236947014388,0.6563173871809107,1.298807593910742,14
08 El Seibo,2021,52,0.5085112071249955,0.8304236947014388,0.6563173871809107,14
08 El Seibo,2022,1,0.37913843007893405,0.5085112071249955,0.8304236947014388,14
08 El Seibo,2022,2,0.3595283277779938,0.37913843007893405,0.5085112071249955,14
08 El Seibo,2022,3,0.483913904434985,0.3595283277779938,0.37913843007893405,14
08 El Seibo,2022,4,0.716645380838664,0.483913904434985,0.3595283277779938,14
08 El Seibo,2022,5,0.7171250325523537,0.716645380838664,0.483913904434985,14
08 El Seibo,2022,6,0.5101869342567188,0.7171250325523537,0.716645380838664,14
08 El Seibo,2022,7,0.5221509393393815,0.5101869342567188,0.7171250325523537,14
08 El Seibo,2022,8,0.7448482007744837,0.5221509393393815,0.5101869342567188,14
08 El Seibo,2022,9,0.5401366450904729,0.7448482007744837,0.5221509393393815,14
08 El Seibo,2022,10,0.830431328110347,0.5401366450904729,0.7448482007744837,14
08 El Seibo,2022,11,0.7473686641623152,0.830431328110347,0.5401366450904729,14
08 El Seibo,2022,12,0.5861933957331453,0.7473686641623152,0.830431328110347,14
08 El Seibo,2022,13,1.4060633824613982,0.5861933957331453,0.7473686641623152,14
08 El Seibo,2022,14,1.9183696007789606,1.4060633824613982,0.5861933957331453,14
08 El Seibo,2022,15,1.9948430718771144,1.9183696007789606,1.4060633824613982,14
08 El Seibo,2022,16,0.71153876949574,1.9948430718771144,1.9183696007789606,14
08 El Seibo,2022,17,0.8489015119665477,0.71153876949574,1.9948430718771144,14
08 El Seibo,2022,18,0.885308923580422,0.8489015119665477,0.71153876949574,14
08 El Seibo,2022,19,1.1322605423407008,0.885308923580422,0.8489015119665477,14
08 El Seibo,2022,20,1.5950569966692523,1.1322605423407008,0.885308923580422,14
08 El Seibo,2022,21,1.1542055261181638,1.5950569966692523,1.1322605423407008,14
08 El Seibo,2022,22,1.483217131573734,1.1542055261181638,1.5950569966692523,14
08 El Seibo,2022,23,1.7577191124078042,1.483217131573734,1.1542055261181638,14
08 El Seibo,2022,24,1.5102429309446115,1.7577191124078042,1.483217131573734,14
08 El Seibo,2022,25,1.7196218599547461,1.5102429309446115,1.7577191124078042,14
08 El Seibo,2022,26,3.789000826338354,1.7196218599547461,1.5102429309446115,14
08 El Seibo,2022,27,7.379731008106186,3.789000826338354,1.7196218599547461,14
08 El Seibo,2022,28,8.545765873853163,7.379731008106186,3.789000826338354,14
08 El Seibo,2022,29,6.986614226678792,8.545765873853163,7.379731008106186,14
08 El Seibo,2022,30,4.777407335375672,6.986614226678792,8.545765873853163,14
08 El Seibo,2022,31,3.1096802964449157,4.777407335375672,6.986614226678792,14
08 El Seibo,2022,32,3.22571142760738,3.1096802964449157,4.777407335375672,14
08 El Seibo,2022,33,3.81621516298434,3.22571142760738,3.1096802964449157,14
08 El Seibo,2022,34,5.151761625068834,3.81621516298434,3.22571142760738,14
08 El Seibo,2022,35,3.9426584320301994,5.151761625068834,3.81621516298434,14
08 El Seibo,2022,36,4.184802023431741,3.9426584320301994,5.151761625068834,14
08 El Seibo,2022,37,3.642292224982232,4.184802023431741,3.9426584320301994,14
08 El Seibo,2022,38,5.669950054614669,3.642292224982232,4.184802023431741,14
08 El Seibo,2022,39,6.184978201891021,5.669950054614669,3.642292224982232,14
08 El Seibo,2022,40,7.500712273278697,6.184978201891021,5.669950054614669,14
08 El Seibo,2022,41,5.023798320254817,7.500712273278697,6.184978201891021,14
08 El Seibo,2022,42,5.0827319474157076,5.023798320254817,7.500712273278697,14
08 El Seibo,2022,43,2.7515946168140517,5.0827319474157076,5.023798320254817,14
08 El Seibo,2022,44,3.799948849825231,2.7515946168140517,5.0827319474157076,14
08 El Seibo,2022,45,3.302966231602567,3.799948849825231,2.7515946168140517,14
08 El Seibo,2022,46,3.8048266313839054,3.302966231602567,3.799948849825231,14
08 El Seibo,2022,47,2.5413373831987034,3.8048266313839054,3.302966231602567,14
08 El Seibo,2022,48,1.9784861570974468,2.5413373831987034,3.8048266313839054,14
08 El Seibo,2022,49,2.1102439690215586,1.9784861570974468,2.5413373831987034,14
08 El Seibo,2022,50,1.6569079596382903,2.1102439690215586,1.9784861570974468,14
08 El Seibo,2022,51,1.106888452917187,1.6569079596382903,2.1102439690215586,14
08 El Seibo,2022,52,0.6503063782425772,1.106888452917187,1.6569079596382903,14
08 El Seibo,2023,1,1.509351099733828,0.6503063782425772,1.106888452917187,14
08 El Seibo,2023,2,1.2808972109993633,1.509351099733828,0.6503063782425772,14
08 El Seibo,2023,3,1.176130276159526,1.2808972109993633,1.509351099733828,14
08 El Seibo,2023,4,0.7091629917644432,1.176130276159526,1.2808972109993633,14
08 El Seibo,2023,5,0.6506077762097449,0.7091629917644432,1.176130276159526,14
08 El Seibo,2023,6,0.34193472806217834,0.6506077762097449,0.7091629917644432,14
08 El Seibo,2023,7,0.8286375596389994,0.34193472806217834,0.6506077762097449,14
08 El Seibo,2023,8,0.5430415401294524,0.8286375596389994,0.34193472806217834,14
08 El Seibo,2023,9,0.6991213228586253,0.5430415401294524,0.8286375596389994,14
08 El Seibo,2023,10,0.7821599024878516,0.6991213228586253,0.5430415401294524,14
08 El Seibo,2023,11,0.6065023827411695,0.7821599024878516,0.6991213228586253,14
08 El Seibo,2023,12,0.41284832328776433,0.6065023827411695,0.7821599024878516,14
08 El Seibo,2023,13,0.6188557332001905,0.41284832328776433,0.6065023827411695,14
08 El Seibo,2023,14,0.4085568573707141,0.6188557332001905,0.41284832328776433,14
08 El Seibo,2023,15,0.3722311175959323,0.4085568573707141,0.6188557332001905,14
08 El Seibo,2023,16,0.57552493466385,0.3722311175959323,0.4085568573707141,14
08 El Seibo,2023,17,0.45656354864206017,0.57552493466385,0.3722311175959323,14
08 El Seibo,2023,18,0.4352685012733407,0.45656354864206017,0.57552493466385,14
08 El Seibo,2023,19,0.8628169118380352,0.4352685012733407,0.45656354864206017,14
08 El Seibo,2023,20,0.7858156090995382,0.8628169118380352,0.4352685012733407,14
08 El Seibo,2023,21,0.5473315461048444,0.7858156090995382,0.8628169118380352,14
08 El Seibo,2023,22,0.7417004354375398,0.5473315461048444,0.7858156090995382,14
08 El Seibo,2023,23,1.1838486997995505,0.7417004354375398,0.5473315461048444,14
08 El Seibo,2023,24,2.459459211463126,1.1838486997995505,0.7417004354375398,14
08 El Seibo,2023,25,1.0702476185436676,2.459459211463126,1.1838486997995505,14
08 El Seibo,2023,26,1.8623120255459167,1.0702476185436676,2.459459211463126,14
08 El Seibo,2023,27,1.4542045137243362,1.8623120255459167,1.0702476185436676,14
08 El Seibo,2023,28,1.7388009815319345,1.4542045137243362,1.8623120255459167,14
08 El Seibo,2023,29,1.8577344333556833,1.7388009815319345,1.4542045137243362,14
