province,year,week,neighbor_incidence_lag0,neighbor_incidence_lag1,neighbor_incidence_lag2,n_neighbors
01 Distrito Nacional,2015,36,6.174063496684177,4.35824066944088,4.313470778987405,22
01 Distrito Nacional,2015,37,6.144789763678153,6.174063496684177,4.35824066944088,22
01 Distrito Nacional,2015,38,7.257387293227778,6.144789763678153,6.174063496684177,22
01 Distrito Nacional,2015,39,8.129823796674954,7.257387293227778,6.144789763678153,22
01 Distrito Nacional,2015,40,9.321038933462834,8.129823796674954,7.257387293227778,22
01 Distrito Nacional,2015,41,9.703782421835282,9.321038933462834,8.129823796674954,22
01 Distrito Nacional,2015,42,10.449815823788333,9.703782421835282,9.321038933462834,22
01 Distrito Nacional,2015,43,10.358511622664128,10.449815823788333,9.703782421835282,22
01 Distrito Nacional,2015,44,8.196641757503818,10.358511622664128,10.449815823788333,22
01 Distrito Nacional,2015,45,8.52382689245495,8.196641757503818,10.358511622664128,22
01 Distrito Nacional,2015,46,7.820827568247369,8.52382689245495,8.196641757503818,22
01 Distrito Nacional,2015,47,5.88963316106303,7.820827568247369,8.52382689245495,22
01 Distrito Nacional,2015,48,4.770876705104792,5.88963316106303,7.820827568247369,22
01 Distrito Nacional,2015,49,4.497490332701022,4.770876705104792,5.88963316106303,22
01 Distrito Nacional,2015,50,3.978825998650791,4.497490332701022,4.770876705104792,22
01 Distrito Nacional,2015,51,3.4727304029504644,3.978825998650791,4.497490332701022,22
01 Distrito Nacional,2015,52,4.377393290840329,3.4727304029504644,3.978825998650791,22
01 Distrito Nacional,2016,1,4.480352023533053,4.377393290840329,3.4727304029504644,22
01 Distrito Nacional,2016,2,3.550407732942136,4.480352023533053,4.377393290840329,22
01 Distrito Nacional,2016,3,3.6844195347335953,3.550407732942136,4.480352023533053,22
01 Distrito Nacional,2016,4,3.325093277286617,3.6844195347335953,3.550407732942136,22
01 Distrito Nacional,2016,5,3.5618178633260076,3.325093277286617,3.6844195347335953,22
01 Distrito Nacional,2016,6,2.218380938695402,3.5618178633260076,3.325093277286617,22
01 Distrito Nacional,2016,7,2.789273793975126,2.218380938695402,3.5618178633260076,22
01 Distrito Nacional,2016,8,1.4115998304872317,2.789273793975126,2.218380938695402,22
01 Distrito Nacional,2016,9,1.748503895385514,1.4115998304872317,2.789273793975126,22
01 Distrito Nacional,2016,10,1.3377427576796674,1.748503895385514,1.4115998304872317,22
01 Distrito Nacional,2016,11,1.1294466011213475,1.3377427576796674,1.748503895385514,22
