equation_dIdt,threshold,n_nonzero,n_total,sparsity,r2_train_pooled,r2_val_pooled,r2_test_pooled,train_provinces,val_provinces,test_provinces
-1.1822 cases_lag1 + -0.8166 cases_lag2 +  1.9987 rolling_cases_4wk,0.2619,3,66,0.9545,0.5833,0.5989,0.4856,"04 Barahona, 06 Duarte, 24 Sánchez Ramírez, 18 Puerto Plata, 02 Azua, 11 La Altagracia, 22 San Juan, 09 Espaillat, 15 Monte Cristi, 28 Monseñor Nouel, 27 Valverde, 23 San Pedro de Macorís, 17 Peravia, 12 La Romana, 19 Hermanas Mirabal, 31 San José de Ocoa, 29 Monte Plata","14 María Trinidad Sánchez, 30 Hato Mayor, 20 Samaná, 10 Independencia, 03 Baoruco, 26 Santiago Rodríguez, 05 Dajabón, 08 El Seibo, 07 Elías Piña, 16 Pedernales","32 Santo Domingo, 25 Santiago, 01 Distrito Nacional, 21 San Cristóbal, 13 La Vega"
