province,year,month,week,total_cases,population,cumulative_cases,S_proxy,dI_dt,cases_lag1,cases_lag2,cases_lag4,rolling_cases_4wk,rolling_cases_8wk,incidence,dI_dt_norm,incidence_lag1,incidence_lag2,incidence_lag4,rolling_incidence_4wk,avg_temp,max_temp,min_temp,EIP,temp_lag4,avg_rainfall,max_rainfall,min_rainfall,rainfall_lag3,avg_humidity,max_humidity,min_humidity,week_sin,week_cos
11 La Altagracia,2021,2,9,0,360874,1310,0.9963699241286432,0.0,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2771050283478444,0.0692762570869611,23.94,29.8,20.2,0.4219704462421768,24.19,0.83,3.0,0.0,2.43,76.2,98,43,0.8854560256532098,0.4647231720437686
11 La Altagracia,2021,2,10,0,360874,1310,0.9963699241286432,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2771050283478444,0.0,23.56,29.3,19.9,0.36984177497817255,23.59,1.93,6.4,0.3,2.17,81.5,100,46,0.9350162426854148,0.35460488704253557
11 La Altagracia,2021,2,11,0,360874,1310,0.9963699241286432,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,23.46,28.6,19.4,0.35722837351562114,23.71,1.07,5.4,0.0,1.73,74.6,99,43,0.970941817426052,0.23931566428755804
11 La Altagracia,2021,2,12,0,360874,1310,0.9963699241286432,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,24.11,29.3,20.3,0.44761132556214017,23.61,1.86,3.0,0.2,0.83,78.6,97,49,0.992708874098054,0.120536680255323
11 La Altagracia,2021,2,13,0,360874,1310,0.9963699241286432,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,24.2,29.6,20.6,0.461810797962351,23.94,5.91,28.7,0.0,1.93,80.5,100,40,1.0,-1.6081226496766366e-16
11 La Altagracia,2021,2,14,0,360874,1310,0.9963699241286432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.19,28.2,20.0,0.3252796516585177,23.56,5.26,19.6,0.0,1.07,80.1,100,44,0.992708874098054,-0.12053668025532288
11 La Altagracia,2021,2,15,0,360874,1310,0.9963699241286432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.63,32.3,19.5,0.5361238935169292,23.46,0.79,3.0,0.0,1.86,78.9,100,39,0.9709418174260521,-0.2393156642875575
11 La Altagracia,2021,4,16,1,360874,1311,0.9963671530783598,1.0,0.0,0.0,0.0,0.25,0.125,0.2771050283478444,0.2771050283478444,0.0,0.0,0.0,0.0692762570869611,25.21,30.7,21.8,0.6556487995090324,24.11,0.57,1.5,0.0,5.91,78.0,99,44,0.9350162426854148,-0.35460488704253545
11 La Altagracia,2021,5,17,2,360874,1313,0.9963616109777929,1.0,1.0,0.0,0.0,0.75,0.375,0.5542100566956888,0.2771050283478444,0.2771050283478444,0.0,0.0,0.20782877126088328,24.36,31.0,20.1,0.4881756496908528,24.2,2.01,5.5,0.4,5.26,81.0,99,44,0.8854560256532099,-0.4647231720437685
11 La Altagracia,2021,5,18,0,360874,1313,0.9963616109777929,-2.0,2.0,1.0,0.0,0.75,0.375,0.0,-0.5542100566956888,0.5542100566956888,0.2771050283478444,0.0,0.20782877126088328,25.26,30.9,21.8,0.6671235618988854,23.19,1.79,5.9,0.0,0.79,76.6,97,43,0.8229838658936565,-0.5680647467311557
11 La Altagracia,2021,5,19,1,360874,1314,0.9963588399275093,1.0,0.0,2.0,0.0,1.0,0.5,0.2771050283478444,0.2771050283478444,0.0,0.5542100566956888,0.0,0.2771050283478444,25.73,31.0,22.2,0.7852995826927179,24.63,4.16,20.5,0.2,0.57,80.1,100,45,0.7485107481711013,-0.6631226582407951
11 La Altagracia,2021,5,20,0,360874,1314,0.9963588399275093,-1.0,1.0,0.0,1.0,0.75,0.5,0.0,-0.2771050283478444,0.2771050283478444,0.0,0.2771050283478444,0.20782877126088328,25.71,31.0,21.5,0.7798684713436836,25.21,2.66,7.9,0.0,2.01,80.3,100,47,0.6631226582407952,-0.7485107481711012
11 La Altagracia,2021,5,21,0,360874,1314,0.9963588399275093,0.0,0.0,1.0,2.0,0.25,0.5,0.0,0.0,0.0,0.2771050283478444,0.5542100566956888,0.0692762570869611,25.7,31.0,22.5,0.7771670174812331,24.36,1.53,2.8,0.7,1.79,80.9,98,46,0.5680647467311558,-0.8229838658936564
11 La Altagracia,2021,5,22,0,360874,1314,0.9963588399275093,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0692762570869611,25.39,30.4,21.9,0.6979065972512899,25.26,4.77,18.8,1.1,4.16,81.9,98,55,0.46472317204376906,-0.8854560256532096
11 La Altagracia,2021,6,23,1,360874,1315,0.9963560688772258,1.0,0.0,0.0,1.0,0.25,0.625,0.2771050283478444,0.2771050283478444,0.0,0.0,0.2771050283478444,0.0692762570869611,24.93,31.2,21.5,0.5949428074436279,25.73,8.91,18.1,0.3,2.66,87.5,100,54,0.35460488704253584,-0.9350162426854147
11 La Altagracia,2021,6,24,4,360874,1319,0.9963449846760919,3.0,1.0,0.0,0.0,1.25,1.0,1.1084201133913776,0.8313150850435331,0.2771050283478444,0.0,0.0,0.3463812854348055,26.39,31.1,23.1,0.987409926537488,25.71,2.94,9.7,0.4,1.53,82.9,100,53,0.23931566428755768,-0.970941817426052
11 La Altagracia,2021,6,25,0,360874,1319,0.9963449846760919,-4.0,4.0,1.0,0.0,1.25,0.75,0.0,-1.1084201133913776,1.1084201133913776,0.2771050283478444,0.0,0.3463812854348055,25.77,30.6,22.7,0.7962755378157756,25.7,2.43,5.2,0.6,4.77,82.2,98,47,0.12053668025532308,-0.992708874098054
11 La Altagracia,2021,6,26,0,360874,1319,0.9963449846760919,0.0,0.0,4.0,0.0,1.25,0.75,0.0,0.0,0.0,1.1084201133913776,0.0,0.3463812854348055,26.33,31.2,23.1,0.9670645818288677,25.39,4.66,16.0,0.3,8.91,82.0,100,53,-3.216245299353273e-16,-1.0
11 La Altagracia,2021,7,27,1,360874,1320,0.9963422136258084,1.0,0.0,0.0,1.0,1.25,0.75,0.2771050283478444,0.2771050283478444,0.0,0.0,0.2771050283478444,0.3463812854348055,26.1,30.9,22.2,0.892882755105741,24.93,4.46,19.3,0.7,2.94,81.5,100,53,-0.12053668025532283,-0.992708874098054
11 La Altagracia,2021,7,28,0,360874,1320,0.9963422136258084,-1.0,1.0,0.0,4.0,0.25,0.75,0.0,-0.2771050283478444,0.2771050283478444,0.0,1.1084201133913776,0.0692762570869611,26.09,31.1,22.1,0.8897898212891707,26.39,2.71,7.1,0.8,2.43,82.3,99,56,-0.23931566428755743,-0.9709418174260521
11 La Altagracia,2021,7,29,1,360874,1321,0.996339442575525,1.0,0.0,1.0,0.0,0.5,0.875,0.2771050283478444,0.2771050283478444,0.0,0.2771050283478444,0.0,0.1385525141739222,26.44,31.4,22.6,1.0046909683038794,25.77,2.79,6.2,0.0,4.66,82.5,100,52,-0.3546048870425356,-0.9350162426854148
11 La Altagracia,2021,7,30,0,360874,1321,0.996339442575525,-1.0,1.0,0.0,0.0,0.5,0.875,0.0,-0.2771050283478444,0.2771050283478444,0.0,0.0,0.1385525141739222,26.56,31.6,22.6,1.0474095283843718,26.33,3.11,7.0,0.4,4.46,82.9,99,55,-0.46472317204376806,-0.8854560256532101
11 La Altagracia,2021,8,31,2,360874,1323,0.9963339004749581,2.0,0.0,1.0,1.0,0.75,1.0,0.5542100566956888,0.5542100566956888,0.0,0.2771050283478444,0.2771050283478444,0.20782877126088328,26.43,31.4,22.6,1.001210732345348,26.1,2.94,8.9,0.7,2.71,82.7,99,58,-0.5680647467311556,-0.8229838658936565
11 La Altagracia,2021,8,32,0,360874,1323,0.9963339004749581,-2.0,2.0,0.0,0.0,0.75,0.5,0.0,-0.5542100566956888,0.5542100566956888,0.0,0.0,0.20782877126088328,25.91,32.3,19.1,0.8359136171534794,26.09,10.9,49.9,0.2,2.79,86.2,100,55,-0.663122658240795,-0.7485107481711013
11 La Altagracia,2021,8,33,0,360874,1323,0.9963339004749581,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5542100566956888,0.2771050283478444,0.1385525141739222,26.27,31.5,23.0,0.9471384480681907,26.44,6.86,30.1,0.5,3.11,85.7,100,54,-0.7485107481711011,-0.6631226582407952
11 La Altagracia,2021,8,34,0,360874,1323,0.9963339004749581,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1385525141739222,27.3,31.5,24.0,1.354049862658529,26.56,0.36,1.4,0.0,2.94,78.8,98,50,-0.8229838658936564,-0.5680647467311559
11 La Altagracia,2021,9,35,1,360874,1324,0.9963311294246745,1.0,0.0,0.0,2.0,0.25,0.5,0.2771050283478444,0.2771050283478444,0.0,0.0,0.5542100566956888,0.0692762570869611,27.11,33.5,22.0,1.267656601080866,26.43,0.61,1.6,0.0,10.9,78.8,100,44,-0.8854560256532096,-0.4647231720437691
11 La Altagracia,2021,9,36,0,360874,1324,0.9963311294246745,-1.0,1.0,0.0,0.0,0.25,0.5,0.0,-0.2771050283478444,0.2771050283478444,0.0,0.0,0.0692762570869611,27.06,32.7,22.6,1.2458524569611051,25.91,3.17,10.0,0.0,6.86,80.8,99,50,-0.9350162426854147,-0.3546048870425359
11 La Altagracia,2021,9,37,2,360874,1326,0.9963255873241076,2.0,0.0,1.0,0.0,0.75,0.625,0.5542100566956888,0.5542100566956888,0.0,0.2771050283478444,0.0,0.20782877126088328,25.83,30.4,22.4,0.8130277802247211,26.27,5.33,9.4,0.6,0.36,87.3,100,60,-0.970941817426052,-0.23931566428755774
11 La Altagracia,2021,9,38,0,360874,1326,0.9963255873241076,-2.0,2.0,0.0,0.0,0.75,0.625,0.0,-0.5542100566956888,0.5542100566956888,0.0,0.0,0.20782877126088328,26.71,32.0,23.5,1.1033709568461119,27.3,2.29,5.4,0.0,0.61,84.0,100,53,-0.992708874098054,-0.12053668025532357
11 La Altagracia,2021,9,39,0,360874,1326,0.9963255873241076,0.0,0.0,2.0,1.0,0.5,0.375,0.0,0.0,0.0,0.5542100566956888,0.2771050283478444,0.1385525141739222,26.11,31.6,22.4,0.895986440045065,27.11,3.76,6.0,1.4,3.17,85.6,100,54,-1.0,-1.8369701987210297e-16
11 La Altagracia,2021,10,40,2,360874,1328,0.9963200452235407,2.0,0.0,0.0,0.0,1.0,0.625,0.5542100566956888,0.5542100566956888,0.0,0.0,0.0,0.2771050283478444,26.7,32.5,23.5,1.0995488947387004,27.06,1.91,4.0,0.0,5.33,79.7,97,43,-0.992708874098054,0.1205366802553232
11 La Altagracia,2021,10,41,0,360874,1328,0.9963200452235407,-2.0,2.0,0.0,2.0,0.5,0.625,0.0,-0.5542100566956888,0.5542100566956888,0.0,0.5542100566956888,0.1385525141739222,25.71,33.1,21.9,0.7798684713436836,25.83,7.16,17.3,0.7,2.29,88.9,100,54,-0.9709418174260521,0.23931566428755738
11 La Altagracia,2021,10,42,2,360874,1330,0.9963145031229736,2.0,0.0,2.0,0.0,1.0,0.875,0.5542100566956888,0.5542100566956888,0.0,0.5542100566956888,0.0,0.2771050283478444,26.11,31.5,22.4,0.895986440045065,26.71,2.83,6.0,0.0,3.76,82.1,99,49,-0.9350162426854148,0.35460488704253557
11 La Altagracia,2021,10,43,0,360874,1330,0.9963145031229736,-2.0,2.0,0.0,0.0,1.0,0.75,0.0,-0.5542100566956888,0.5542100566956888,0.0,0.0,0.2771050283478444,26.06,31.4,22.2,0.8805751548031181,26.11,0.53,2.5,0.0,1.91,77.6,96,46,-0.8854560256532101,0.464723172043768
11 La Altagracia,2021,10,44,0,360874,1330,0.9963145031229736,0.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,0.0,0.5542100566956888,0.5542100566956888,0.1385525141739222,25.81,31.0,22.1,0.8074049013876817,26.7,1.93,6.0,0.0,7.16,80.0,99,48,-0.822983865893657,0.5680647467311548
11 La Altagracia,2021,10,45,0,360874,1330,0.9963145031229736,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1385525141739222,25.74,32.7,21.0,0.7880293055748347,25.71,0.5,1.1,0.0,2.83,78.8,95,41,-0.7485107481711011,0.6631226582407953
11 La Altagracia,2021,10,46,0,360874,1330,0.9963145031229736,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5542100566956888,0.0,25.76,30.7,21.9,0.7935172500964361,26.11,0.69,1.8,0.0,0.53,76.4,98,46,-0.6631226582407956,0.7485107481711007
11 La Altagracia,2021,11,47,3,360874,1333,0.9963061899721233,3.0,0.0,0.0,0.0,0.75,0.875,0.8313150850435331,0.8313150850435331,0.0,0.0,0.0,0.20782877126088328,24.84,30.5,21.5,0.576649874469184,26.06,1.23,2.5,0.0,1.93,79.2,100,51,-0.5680647467311559,0.8229838658936564
11 La Altagracia,2021,11,48,0,360874,1333,0.9963061899721233,-3.0,3.0,0.0,0.0,0.75,0.625,0.0,-0.8313150850435331,0.8313150850435331,0.0,0.0,0.20782877126088328,25.44,30.1,22.0,0.7101209296496187,25.81,0.67,1.4,0.1,0.5,80.2,98,55,-0.4647231720437684,0.88545602565321
11 La Altagracia,2021,12,49,2,360874,1335,0.9963006478715563,2.0,0.0,3.0,0.0,1.25,0.875,0.5542100566956888,0.5542100566956888,0.0,0.8313150850435331,0.0,0.3463812854348055,24.97,29.5,21.8,0.6032581888588266,25.74,0.84,1.7,0.0,0.69,77.4,95,52,-0.35460488704253595,0.9350162426854147
11 La Altagracia,2021,12,50,0,360874,1335,0.9963006478715563,-2.0,2.0,0.0,0.0,1.25,0.625,0.0,-0.5542100566956888,0.5542100566956888,0.0,0.0,0.3463812854348055,24.19,28.5,20.0,0.46021109158913753,25.76,5.24,21.3,0.3,1.23,79.9,100,54,-0.2393156642875578,0.970941817426052
11 La Altagracia,2021,12,51,1,360874,1336,0.9962978768212728,1.0,0.0,2.0,3.0,0.75,0.75,0.2771050283478444,0.2771050283478444,0.0,0.5542100566956888,0.8313150850435331,0.20782877126088328,23.99,28.9,20.2,0.42935551368955793,24.84,3.93,17.1,0.1,0.67,83.9,100,58,-0.12053668025532363,0.992708874098054
11 La Altagracia,2021,12,52,0,360874,1336,0.9962978768212728,-1.0,1.0,0.0,0.0,0.75,0.75,0.0,-0.2771050283478444,0.2771050283478444,0.0,0.0,0.20782877126088328,24.07,28.4,20.8,0.4414413987106658,25.44,0.1,0.5,0.0,0.84,75.6,98,47,6.432490598706546e-16,1.0
11 La Altagracia,2022,12,1,0,368603,1336,0.9963755042688204,0.0,0.0,1.0,2.0,0.25,0.75,0.0,0.0,0.0,0.2712945906571569,0.5425891813143138,0.06782364766428922,23.79,28.8,21.0,0.40056869663672257,24.97,0.86,1.5,0.0,5.24,79.1,97,51,0.12053668025532305,0.992708874098054
11 La Altagracia,2022,12,2,0,368603,1336,0.9963755042688204,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.06782364766428922,23.47,29.0,19.1,0.3584701091370553,24.19,0.87,1.8,0.0,3.93,78.9,100,52,0.23931566428755774,0.970941817426052
11 La Altagracia,2022,12,3,0,368603,1336,0.9963755042688204,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.2712945906571569,0.0,23.97,29.0,19.6,0.4263861022005386,23.99,0.66,1.2,0.0,0.1,78.6,97,49,0.3546048870425356,0.9350162426854148
11 La Altagracia,2022,12,4,0,368603,1336,0.9963755042688204,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,23.64,30.1,18.0,0.380252413774861,24.07,0.51,1.8,0.0,0.86,78.7,98,42,0.4647231720437685,0.8854560256532099
11 La Altagracia,2022,2,5,1,368603,1337,0.9963727913229138,1.0,0.0,0.0,0.0,0.25,0.25,0.2712945906571569,0.2712945906571569,0.0,0.0,0.0,0.06782364766428922,22.34,29.0,19.0,0.24219308477117643,23.79,5.03,16.7,0.7,0.87,86.3,100,56,0.5680647467311558,0.8229838658936564
11 La Altagracia,2022,2,6,1,368603,1338,0.9963700783770072,0.0,1.0,0.0,0.0,0.5,0.375,0.2712945906571569,0.0,0.2712945906571569,0.0,0.0,0.13564729532857844,23.51,28.9,19.5,0.36348036499043956,23.47,1.39,4.9,0.0,0.66,79.2,100,47,0.6631226582407952,0.7485107481711011
11 La Altagracia,2022,2,7,2,368603,1340,0.9963646524851941,1.0,1.0,1.0,0.0,1.0,0.5,0.5425891813143138,0.2712945906571569,0.2712945906571569,0.2712945906571569,0.0,0.2712945906571569,23.57,28.1,20.7,0.37112735512894685,23.97,1.97,5.1,0.1,0.51,79.7,97,54,0.7485107481711011,0.6631226582407953
11 La Altagracia,2022,2,8,1,368603,1341,0.9963619395392875,-1.0,2.0,1.0,0.0,1.25,0.625,0.2712945906571569,-0.2712945906571569,0.5425891813143138,0.2712945906571569,0.0,0.3391182383214461,23.44,28.0,19.6,0.35475779143923036,23.64,0.86,1.8,0.2,5.03,74.5,90,44,0.8229838658936564,0.5680647467311558
11 La Altagracia,2022,3,9,2,368603,1343,0.9963565136474744,1.0,1.0,2.0,1.0,1.5,0.875,0.5425891813143138,0.2712945906571569,0.2712945906571569,0.5425891813143138,0.2712945906571569,0.40694188598573533,23.91,29.5,20.1,0.41760051883228627,22.34,2.39,7.4,0.7,1.39,81.8,98,53,0.8854560256532098,0.4647231720437686
11 La Altagracia,2022,3,10,2,368603,1345,0.9963510877556613,0.0,2.0,1.0,1.0,1.75,1.125,0.5425891813143138,0.0,0.5425891813143138,0.2712945906571569,0.2712945906571569,0.4747655336500246,23.87,29.4,19.7,0.411844264449989,23.51,2.96,9.7,0.0,1.97,79.1,100,47,0.9350162426854148,0.35460488704253557
11 La Altagracia,2022,3,11,1,368603,1346,0.9963483748097547,-1.0,2.0,2.0,2.0,1.5,1.25,0.2712945906571569,-0.2712945906571569,0.5425891813143138,0.5425891813143138,0.5425891813143138,0.40694188598573533,24.29,29.6,20.6,0.47646071699992243,23.57,1.56,3.0,0.4,0.86,76.1,94,48,0.970941817426052,0.23931566428755804
11 La Altagracia,2022,3,12,0,368603,1346,0.9963483748097547,-1.0,1.0,2.0,1.0,1.25,1.25,0.0,-0.2712945906571569,0.2712945906571569,0.5425891813143138,0.2712945906571569,0.3391182383214461,24.26,30.1,20.4,0.47152648815642095,23.44,0.77,3.4,0.0,2.39,75.5,97,45,0.992708874098054,0.120536680255323
11 La Altagracia,2022,4,13,5,368603,1351,0.9963348100802218,5.0,0.0,1.0,2.0,2.0,1.75,1.3564729532857844,1.3564729532857844,0.0,0.2712945906571569,0.5425891813143138,0.5425891813143138,24.03,29.4,19.3,0.435356518852371,23.91,3.16,9.9,0.7,2.96,78.9,98,52,1.0,-1.6081226496766366e-16
11 La Altagracia,2022,4,14,0,368603,1351,0.9963348100802218,-5.0,5.0,0.0,2.0,1.5,1.625,0.0,-1.3564729532857844,1.3564729532857844,0.0,0.5425891813143138,0.40694188598573533,24.67,30.7,20.4,0.5436171762402734,23.87,0.69,1.8,0.2,1.56,76.6,99,43,0.992708874098054,-0.12053668025532288
11 La Altagracia,2022,4,15,0,368603,1351,0.9963348100802218,0.0,0.0,5.0,1.0,1.25,1.375,0.0,0.0,0.0,1.3564729532857844,0.2712945906571569,0.3391182383214461,24.31,30.5,20.6,0.47977885499697315,24.29,2.06,6.5,0.0,0.77,78.1,99,46,0.9709418174260521,-0.2393156642875575
11 La Altagracia,2022,4,16,3,368603,1354,0.9963266712425021,3.0,0.0,0.0,0.0,2.0,1.625,0.8138837719714707,0.8138837719714707,0.0,0.0,0.0,0.5425891813143138,23.36,27.7,19.8,0.34504515032718347,24.26,11.23,44.2,0.3,3.16,83.4,100,54,0.9350162426854148,-0.35460488704253545
11 La Altagracia,2022,4,17,3,368603,1357,0.9963185324047824,0.0,3.0,0.0,5.0,1.5,1.75,0.8138837719714707,0.0,0.8138837719714707,0.0,1.3564729532857844,0.40694188598573533,23.36,29.5,19.5,0.34504515032718347,24.03,7.43,28.2,0.0,0.69,75.6,100,39,0.8854560256532099,-0.4647231720437685
11 La Altagracia,2022,5,18,2,368603,1359,0.9963131065129692,-1.0,3.0,3.0,0.0,2.0,1.75,0.5425891813143138,-0.2712945906571569,0.8138837719714707,0.8138837719714707,0.0,0.5425891813143138,25.14,30.3,21.1,0.6399149513336859,24.67,2.01,9.8,0.1,2.06,81.8,100,54,0.8229838658936565,-0.5680647467311557
11 La Altagracia,2022,5,19,1,368603,1360,0.9963103935670626,-1.0,2.0,3.0,0.0,2.25,1.75,0.2712945906571569,-0.2712945906571569,0.5425891813143138,0.8138837719714707,0.0,0.6104128289786029,25.4,30.7,21.5,0.700332539719723,24.31,2.04,7.6,0.1,11.23,81.3,99,51,0.7485107481711013,-0.6631226582407951
11 La Altagracia,2022,5,20,1,368603,1361,0.996307680621156,0.0,1.0,2.0,3.0,1.75,1.875,0.2712945906571569,0.0,0.2712945906571569,0.5425891813143138,0.8138837719714707,0.4747655336500246,26.5,31.5,22.0,1.0258279062704436,23.36,0.61,1.7,0.1,7.43,79.5,100,51,0.6631226582407952,-0.7485107481711012
11 La Altagracia,2022,5,21,2,368603,1363,0.996302254729343,1.0,1.0,1.0,3.0,1.5,1.5,0.5425891813143138,0.2712945906571569,0.2712945906571569,0.2712945906571569,0.8138837719714707,0.40694188598573533,25.34,31.0,20.9,0.6859023557117245,23.36,3.0,8.5,0.0,2.01,80.1,98,48,0.5680647467311558,-0.8229838658936564
11 La Altagracia,2022,6,22,3,368603,1366,0.9962941158916232,1.0,2.0,1.0,2.0,1.75,1.875,0.8138837719714707,0.2712945906571569,0.5425891813143138,0.2712945906571569,0.5425891813143138,0.4747655336500246,26.41,31.5,22.6,0.9942863851394459,25.14,1.26,2.8,0.0,2.04,78.4,96,49,0.46472317204376906,-0.8854560256532096
11 La Altagracia,2022,6,23,0,368603,1366,0.9962941158916232,-3.0,3.0,2.0,1.0,1.5,1.875,0.0,-0.8138837719714707,0.8138837719714707,0.5425891813143138,0.2712945906571569,0.40694188598573533,26.99,32.2,22.8,1.2159552720331552,25.4,0.43,1.5,0.0,0.61,75.6,96,48,0.35460488704253584,-0.9350162426854147
11 La Altagracia,2022,6,24,2,368603,1368,0.9962886899998101,2.0,0.0,3.0,1.0,1.75,1.75,0.5425891813143138,0.5425891813143138,0.0,0.8138837719714707,0.2712945906571569,0.4747655336500246,25.99,31.1,21.2,0.8594436651961357,26.5,3.54,16.1,0.0,3.0,80.2,100,49,0.23931566428755768,-0.970941817426052
11 La Altagracia,2022,6,25,4,368603,1372,0.9962778382161838,2.0,2.0,0.0,2.0,2.25,1.875,1.0851783626286275,0.5425891813143138,0.5425891813143138,0.0,0.5425891813143138,0.6104128289786029,26.27,31.2,21.5,0.9471384480681907,25.34,1.46,4.3,0.1,1.26,77.5,97,52,0.12053668025532308,-0.992708874098054
11 La Altagracia,2022,7,26,2,368603,1374,0.9962724123243707,-2.0,4.0,2.0,3.0,2.0,1.875,0.5425891813143138,-0.5425891813143138,1.0851783626286275,0.5425891813143138,0.8138837719714707,0.5425891813143138,26.06,31.5,22.0,0.8805751548031181,26.41,6.54,26.9,0.8,0.43,80.5,100,50,-3.216245299353273e-16,-1.0
11 La Altagracia,2022,7,27,3,368603,1377,0.9962642734866509,1.0,2.0,4.0,0.0,2.75,2.125,0.8138837719714707,0.2712945906571569,0.5425891813143138,1.0851783626286275,0.0,0.7460601243071815,25.96,31.2,21.6,0.8505432636081994,26.99,5.1,12.3,0.6,3.54,81.5,100,52,-0.12053668025532283,-0.992708874098054
11 La Altagracia,2022,7,28,3,368603,1380,0.9962561346489313,0.0,3.0,2.0,2.0,3.0,2.375,0.8138837719714707,0.0,0.8138837719714707,0.5425891813143138,0.5425891813143138,0.8138837719714707,26.5,31.9,23.0,1.0258279062704436,25.99,2.0,4.5,0.4,1.46,81.1,99,52,-0.23931566428755743,-0.9709418174260521
11 La Altagracia,2022,7,29,3,368603,1383,0.9962479958112115,0.0,3.0,3.0,4.0,2.75,2.5,0.8138837719714707,0.0,0.8138837719714707,0.8138837719714707,1.0851783626286275,0.7460601243071815,26.19,30.9,23.0,0.9212074719163037,26.27,3.11,11.3,0.7,6.54,80.6,98,55,-0.3546048870425356,-0.9350162426854148
11 La Altagracia,2022,7,30,0,368603,1383,0.9962479958112115,-3.0,3.0,3.0,2.0,2.25,2.125,0.0,-0.8138837719714707,0.8138837719714707,0.8138837719714707,0.5425891813143138,0.6104128289786029,26.17,31.4,23.1,0.9148364251644584,26.06,3.57,10.1,0.3,5.1,80.3,96,54,-0.46472317204376806,-0.8854560256532101
11 La Altagracia,2022,8,31,2,368603,1385,0.9962425699193984,2.0,0.0,3.0,3.0,2.0,2.375,0.5425891813143138,0.5425891813143138,0.0,0.8138837719714707,0.8138837719714707,0.5425891813143138,26.4,31.0,22.8,0.9908421905166137,25.96,2.61,9.0,0.2,2.0,80.8,100,57,-0.5680647467311556,-0.8229838658936565
11 La Altagracia,2022,8,32,4,368603,1389,0.996231718135772,2.0,2.0,0.0,3.0,2.25,2.625,1.0851783626286275,0.5425891813143138,0.5425891813143138,0.0,0.8138837719714707,0.6104128289786029,26.77,32.0,21.7,1.1265839489050922,26.5,1.97,6.0,0.0,3.11,78.4,100,49,-0.663122658240795,-0.7485107481711013
11 La Altagracia,2022,8,33,4,368603,1393,0.9962208663521458,0.0,4.0,2.0,3.0,2.5,2.625,1.0851783626286275,0.0,1.0851783626286275,0.5425891813143138,0.8138837719714707,0.6782364766428922,26.31,32.2,21.6,0.9603763885057406,26.19,5.06,12.1,2.3,3.57,83.9,100,56,-0.7485107481711011,-0.6631226582407952
11 La Altagracia,2022,8,34,6,368603,1399,0.9962045886767064,2.0,4.0,4.0,0.0,4.0,3.125,1.6277675439429413,0.5425891813143138,1.0851783626286275,1.0851783626286275,0.0,1.0851783626286275,26.07,31.4,21.5,0.8836360581863195,26.17,3.97,8.0,1.7,2.61,82.9,99,59,-0.8229838658936564,-0.5680647467311559
11 La Altagracia,2022,9,35,6,368603,1405,0.9961883110012669,0.0,6.0,4.0,2.0,5.0,3.5,1.6277675439429413,0.0,1.6277675439429413,1.0851783626286275,0.5425891813143138,1.3564729532857844,26.16,32.5,21.8,0.911667444131012,26.4,3.67,7.3,0.6,1.97,83.9,100,53,-0.8854560256532096,-0.4647231720437691
11 La Altagracia,2022,9,36,4,368603,1409,0.9961774592176407,-2.0,6.0,6.0,4.0,5.0,3.625,1.0851783626286275,-0.5425891813143138,1.6277675439429413,1.6277675439429413,1.0851783626286275,1.3564729532857844,26.54,32.5,22.5,1.0401656715148833,26.77,4.49,9.8,0.6,5.06,84.2,100,55,-0.9350162426854147,-0.3546048870425359
11 La Altagracia,2022,9,37,3,368603,1412,0.9961693203799209,-1.0,4.0,6.0,4.0,4.75,3.625,0.8138837719714707,-0.2712945906571569,1.0851783626286275,1.6277675439429413,1.0851783626286275,1.2886493056214954,26.46,31.6,21.0,1.0116877744586719,26.31,8.71,29.7,0.1,3.97,81.8,100,55,-0.970941817426052,-0.23931566428755774
11 La Altagracia,2022,9,38,7,368603,1419,0.996150329758575,4.0,3.0,4.0,6.0,5.0,4.5,1.8990621346000984,1.0851783626286275,0.8138837719714707,1.0851783626286275,1.6277675439429413,1.3564729532857844,25.7,31.4,22.8,0.7771670174812331,26.07,18.93,104.7,0.2,3.67,87.6,100,55,-0.992708874098054,-0.12053668025532357
