province,year,month,week,total_cases,population,cumulative_cases,S_proxy,dI_dt,cases_lag1,cases_lag2,cases_lag4,rolling_cases_4wk,rolling_cases_8wk,incidence,dI_dt_norm,incidence_lag1,incidence_lag2,incidence_lag4,rolling_incidence_4wk,avg_temp,max_temp,min_temp,EIP,temp_lag4,avg_rainfall,max_rainfall,min_rainfall,rainfall_lag3,avg_humidity,max_humidity,min_humidity,week_sin,week_cos
01 Distrito Nacional,2015,2,5,6,1007997,29,0.9999712300731054,1.0,5.0,2.0,5.0,6.0,5.8,0.5952398667853178,0.09920664446421963,0.4960332223210982,0.19841328892843926,0.4960332223210982,0.5952398667853178,23.21,28.2,19.4,0.32754494391310607,24.42,2.31,4.5,0.1,0.73,81.2,97,60,0.5680647467311558,0.8229838658936564
01 Distrito Nacional,2015,2,6,6,1007997,35,0.9999652776744375,0.0,6.0,5.0,11.0,4.75,5.833333333333333,0.5952398667853178,0.0,0.5952398667853178,0.4960332223210982,1.091273089106416,0.4712315612050432,23.83,28.4,20.2,0.4061673549511841,23.84,0.86,2.9,0.0,1.16,78.3,95,52,0.6631226582407952,0.7485107481711011
01 Distrito Nacional,2015,2,7,7,1007997,42,0.999958333209325,1.0,6.0,6.0,2.0,6.0,6.0,0.6944465112495374,0.09920664446421963,0.5952398667853178,0.5952398667853178,0.19841328892843926,0.5952398667853178,24.26,29.8,20.3,0.47152648815642095,24.11,0.7,2.2,0.0,0.1,75.7,95,51,0.7485107481711011,0.6631226582407953
01 Distrito Nacional,2015,2,8,5,1007997,47,0.9999533728771018,-2.0,7.0,6.0,5.0,6.0,5.875,0.4960332223210982,-0.19841328892843926,0.6944465112495374,0.5952398667853178,0.4960332223210982,0.5952398667853178,23.74,30.1,18.9,0.3936787726747562,24.14,3.41,13.1,0.0,2.31,76.4,97,47,0.8229838658936564,0.5680647467311558
01 Distrito Nacional,2015,3,9,13,1007997,60,0.9999404760133215,8.0,5.0,7.0,6.0,7.75,6.875,1.2896863780348553,0.793653155713757,0.4960332223210982,0.6944465112495374,0.5952398667853178,0.7688514945977022,24.11,29.5,19.8,0.44761132556214017,23.21,1.8,5.0,0.0,0.86,76.0,96,45,0.8854560256532098,0.4647231720437686
01 Distrito Nacional,2015,3,10,4,1007997,64,0.999936507747543,-9.0,13.0,5.0,6.0,7.25,6.0,0.3968265778568785,-0.8928598001779767,1.2896863780348553,0.4960332223210982,0.5952398667853178,0.7192481723655924,23.8,28.9,20.4,0.4019610844097049,23.83,1.29,2.4,0.5,0.7,72.4,91,44,0.9350162426854148,0.35460488704253557
01 Distrito Nacional,2015,3,11,4,1007997,68,0.9999325394817643,0.0,4.0,13.0,7.0,6.5,6.25,0.3968265778568785,0.0,0.3968265778568785,1.2896863780348553,0.6944465112495374,0.6448431890174277,24.31,30.2,20.1,0.47977885499697315,24.26,1.8,4.4,0.0,3.41,71.8,91,38,0.970941817426052,0.23931566428755804
01 Distrito Nacional,2015,3,12,4,1007997,72,0.9999285712159858,0.0,4.0,4.0,5.0,6.25,6.125,0.3968265778568785,0.0,0.3968265778568785,0.3968265778568785,0.4960332223210982,0.6200415279013727,24.36,29.7,20.1,0.4881756496908528,23.74,0.4,1.0,0.0,1.8,73.1,93,38,0.992708874098054,0.120536680255323
01 Distrito Nacional,2015,4,13,6,1007997,78,0.9999226188173179,2.0,4.0,4.0,13.0,4.5,6.125,0.5952398667853178,0.19841328892843926,0.3968265778568785,0.3968265778568785,1.2896863780348553,0.44642990008898836,24.9,29.5,20.5,0.5887815776591302,24.11,0.53,1.3,0.0,1.29,74.2,96,50,1.0,-1.6081226496766366e-16
01 Distrito Nacional,2015,4,14,8,1007997,86,0.9999146822857607,2.0,6.0,4.0,4.0,5.5,6.375,0.793653155713757,0.19841328892843926,0.5952398667853178,0.3968265778568785,0.3968265778568785,0.545636544553208,24.36,29.6,20.4,0.4881756496908528,23.8,1.5,4.1,0.0,1.8,72.8,92,43,0.992708874098054,-0.12053668025532288
01 Distrito Nacional,2015,4,15,10,1007997,96,0.9999047616213144,2.0,8.0,6.0,4.0,7.0,6.75,0.9920664446421964,0.19841328892843926,0.793653155713757,0.5952398667853178,0.3968265778568785,0.6944465112495374,24.74,29.2,21.0,0.5569833120035477,24.31,1.7,3.5,0.0,0.4,74.4,90,50,0.9709418174260521,-0.2393156642875575
01 Distrito Nacional,2015,4,16,19,1007997,115,0.9998859123588661,9.0,10.0,8.0,4.0,10.75,8.5,1.884926244820173,0.8928598001779767,0.9920664446421964,0.793653155713757,0.3968265778568785,1.066471427990361,25.27,30.5,21.2,0.6694425016923733,24.36,0.46,0.7,0.0,0.53,72.0,96,42,0.9350162426854148,-0.35460488704253545
01 Distrito Nacional,2015,5,17,10,1007997,125,0.9998759916944198,-9.0,19.0,10.0,6.0,11.75,8.125,0.9920664446421964,-0.8928598001779767,1.884926244820173,0.9920664446421964,0.5952398667853178,1.1656780724545808,25.74,30.8,21.5,0.7880293055748347,24.9,0.4,1.1,0.0,1.5,75.5,97,52,0.8854560256532099,-0.4647231720437685
01 Distrito Nacional,2015,5,18,17,1007997,142,0.9998591265648608,7.0,10.0,19.0,8.0,14.0,9.75,1.6865129558917338,0.6944465112495374,0.9920664446421964,1.884926244820173,0.793653155713757,1.3888930224990748,26.49,30.7,22.3,1.0222744522439857,24.36,0.03,0.2,0.0,1.7,73.8,94,48,0.8229838658936565,-0.5680647467311557
01 Distrito Nacional,2015,5,19,16,1007997,158,0.9998432535017465,-1.0,17.0,10.0,10.0,15.5,11.25,1.587306311427514,-0.09920664446421963,1.6865129558917338,0.9920664446421964,0.9920664446421964,1.5377029891954044,25.91,30.8,20.9,0.8359136171534794,24.74,0.91,2.4,0.0,0.46,73.0,97,46,0.7485107481711013,-0.6631226582407951
01 Distrito Nacional,2015,5,20,18,1007997,176,0.999825396305743,2.0,16.0,17.0,19.0,15.25,13.0,1.7857196003559535,0.19841328892843926,1.587306311427514,1.6865129558917338,1.884926244820173,1.5129013280793495,26.14,31.9,22.4,0.9053623759615023,25.27,0.69,1.8,0.0,0.4,70.7,89,39,0.6631226582407952,-0.7485107481711012
01 Distrito Nacional,2015,5,21,24,1007997,200,0.9998015867110716,6.0,18.0,16.0,10.0,18.75,15.25,2.3809594671412713,0.5952398667853178,1.7857196003559535,1.587306311427514,0.9920664446421964,1.860124583704118,26.37,31.3,22.5,0.9805810253431456,25.74,1.24,2.2,0.3,0.03,74.5,93,48,0.5680647467311558,-0.8229838658936564
01 Distrito Nacional,2015,6,22,20,1007997,220,0.9997817453821787,-4.0,24.0,18.0,17.0,19.5,16.75,1.9841328892843928,-0.3968265778568785,2.3809594671412713,1.7857196003559535,1.6865129558917338,1.934529567052283,25.77,30.5,21.7,0.7962755378157756,26.49,1.97,7.8,0.3,0.91,75.4,94,50,0.46472317204376906,-0.8854560256532096
01 Distrito Nacional,2015,6,23,23,1007997,243,0.9997589278539519,3.0,20.0,24.0,16.0,21.25,18.375,2.281752822677052,0.2976199333926589,1.9841328892843928,2.3809594671412713,1.587306311427514,2.1081411948646673,26.46,30.8,22.6,1.0116877744586719,25.91,0.9,1.9,0.0,0.69,77.7,96,54,0.35460488704253584,-0.9350162426854147
01 Distrito Nacional,2015,6,24,31,1007997,274,0.999728173794168,8.0,23.0,20.0,18.0,24.5,19.875,3.0754059783908088,0.793653155713757,2.281752822677052,1.9841328892843928,1.7857196003559535,2.430562789373381,26.69,31.3,22.8,1.09574007220286,26.14,1.27,3.2,0.1,1.24,75.9,95,54,0.23931566428755768,-0.970941817426052
01 Distrito Nacional,2015,6,25,14,1007997,288,0.9997142848639431,-17.0,31.0,23.0,24.0,22.0,20.375,1.3888930224990748,-1.6865129558917338,3.0754059783908088,2.281752822677052,2.3809594671412713,2.182546178212832,26.91,32.3,22.9,1.1826645665136355,26.37,1.36,4.3,0.0,1.97,75.4,92,47,0.12053668025532308,-0.992708874098054
01 Distrito Nacional,2015,7,26,25,1007997,313,0.999689483202827,11.0,14.0,31.0,20.0,23.25,21.375,2.4801661116054907,1.091273089106416,1.3888930224990748,3.0754059783908088,1.9841328892843928,2.3065544837931067,26.27,31.3,22.6,0.9471384480681907,25.77,3.04,6.7,0.0,0.9,76.9,96,50,-3.216245299353273e-16,-1.0
01 Distrito Nacional,2015,7,27,28,1007997,341,0.999661705342377,3.0,25.0,14.0,23.0,24.5,22.875,2.7777860449981495,0.2976199333926589,2.4801661116054907,1.3888930224990748,2.281752822677052,2.430562789373381,27.16,32.7,23.4,1.289842347932266,26.46,1.51,3.3,0.3,1.27,73.5,96,46,-0.12053668025532283,-0.992708874098054
01 Distrito Nacional,2015,7,28,25,1007997,366,0.9996369036812609,-3.0,28.0,25.0,31.0,23.0,23.75,2.4801661116054907,-0.2976199333926589,2.7777860449981495,2.4801661116054907,3.0754059783908088,2.281752822677052,26.8,32.8,22.9,1.1383729430654164,26.69,1.59,5.5,0.0,1.36,73.5,94,43,-0.23931566428755743,-0.9709418174260521
01 Distrito Nacional,2015,7,29,32,1007997,398,0.9996051575550324,7.0,25.0,28.0,14.0,27.5,24.75,3.174612622855028,0.6944465112495374,2.4801661116054907,2.7777860449981495,1.3888930224990748,2.7281827227660402,26.59,31.9,22.8,1.058370011911225,26.91,1.21,2.4,0.2,3.04,75.2,93,46,-0.3546048870425356,-0.9350162426854148
01 Distrito Nacional,2015,8,30,34,1007997,432,0.9995714272959145,2.0,32.0,25.0,25.0,29.75,26.5,3.3730259117834676,0.19841328892843926,3.174612622855028,2.4801661116054907,2.4801661116054907,2.951397672810534,27.03,32.2,22.4,1.2329504045808128,26.27,0.56,1.1,0.0,1.51,75.9,97,47,-0.46472317204376806,-0.8854560256532101
01 Distrito Nacional,2015,8,31,40,1007997,472,0.9995317446381289,6.0,34.0,32.0,28.0,32.75,28.625,3.9682657785687856,0.5952398667853178,3.3730259117834676,3.174612622855028,2.7777860449981495,3.2490176062031932,27.71,32.8,22.8,1.5610676840338547,27.16,0.34,0.7,0.0,1.59,70.3,96,46,-0.5680647467311556,-0.8229838658936565
01 Distrito Nacional,2015,8,32,35,1007997,507,0.9994970223125664,-5.0,40.0,34.0,25.0,35.25,29.125,3.472232556247687,-0.4960332223210982,3.9682657785687856,3.3730259117834676,2.4801661116054907,3.497034217363742,27.29,32.5,23.3,1.349359452203639,26.8,1.2,2.3,0.2,1.21,73.6,95,42,-0.663122658240795,-0.7485107481711013
01 Distrito Nacional,2015,8,33,35,1007997,542,0.999462299987004,0.0,35.0,40.0,32.0,36.0,31.75,3.472232556247687,0.0,3.472232556247687,3.9682657785687856,3.174612622855028,3.571439200711907,27.23,32.5,22.7,1.3215562243313155,26.59,1.0,5.1,0.0,0.56,72.7,92,45,-0.7485107481711011,-0.6631226582407952
01 Distrito Nacional,2015,8,34,41,1007997,583,0.9994216252627736,6.0,35.0,35.0,34.0,37.75,33.75,4.067472423033005,0.5952398667853178,3.472232556247687,3.472232556247687,3.3730259117834676,3.745050828524291,27.34,32.9,23.5,1.3729751121486178,27.03,0.31,1.0,0.0,0.34,74.6,94,48,-0.8229838658936564,-0.5680647467311559
01 Distrito Nacional,2015,9,35,69,1007997,652,0.9993531726780933,28.0,41.0,35.0,40.0,45.0,38.875,6.845258468031155,2.7777860449981495,4.067472423033005,3.472232556247687,3.9682657785687856,4.464299000889884,26.93,32.9,23.0,1.1909008052966013,27.71,14.51,79.6,0.0,1.2,79.6,97,49,-0.8854560256532096,-0.4647231720437691
01 Distrito Nacional,2015,9,36,80,1007997,732,0.9992738073625219,11.0,69.0,41.0,35.0,56.25,45.75,7.936531557137571,1.091273089106416,6.845258468031155,4.067472423033005,3.472232556247687,5.580373751112354,26.9,31.5,22.9,1.1785678324121953,27.29,0.99,2.9,0.0,1.0,81.7,97,58,-0.9350162426854147,-0.3546048870425359
01 Distrito Nacional,2015,9,37,66,1007997,798,0.9992083309771755,-14.0,80.0,69.0,35.0,64.0,50.0,6.547638534638496,-1.3888930224990748,7.936531557137571,6.845258468031155,3.472232556247687,6.349225245710056,26.7,32.1,23.0,1.0995488947387004,27.23,4.37,16.7,0.1,0.31,79.7,96,52,-0.970941817426052,-0.23931566428755774
01 Distrito Nacional,2015,9,38,93,1007997,891,0.9991160687978238,27.0,66.0,80.0,41.0,77.0,57.375,9.226217935172427,2.6785794005339305,6.547638534638496,7.936531557137571,4.067472423033005,7.638911623744911,26.4,31.3,23.0,0.9908421905166137,27.34,1.74,8.0,0.0,14.51,82.1,97,56,-0.992708874098054,-0.12053668025532357
01 Distrito Nacional,2015,10,39,102,1007997,993,0.9990148780204703,9.0,93.0,66.0,69.0,85.25,65.125,10.119077735350404,0.8928598001779767,9.226217935172427,6.547638534638496,6.845258468031155,8.457366440574724,26.67,30.7,23.3,1.0881619625579708,26.93,1.64,5.4,0.0,0.99,82.7,97,63,-1.0,-1.8369701987210297e-16
01 Distrito Nacional,2015,10,40,117,1007997,1110,0.9988988062464471,15.0,102.0,93.0,80.0,94.5,75.375,11.607177402313697,1.4880996669632944,10.119077735350404,9.226217935172427,7.936531557137571,9.375027901868755,27.36,31.9,24.2,1.3825366997592625,26.9,0.37,1.6,0.0,4.37,76.8,92,58,-0.992708874098054,0.1205366802553232
01 Distrito Nacional,2015,10,41,97,1007997,1207,0.9988025758013168,-20.0,117.0,102.0,66.0,102.25,83.125,9.623044513029305,-1.9841328892843928,11.607177402313697,10.119077735350404,6.547638534638496,10.143879396466458,27.2,32.6,22.9,1.3078701834726594,26.7,1.16,6.2,0.0,1.74,78.5,96,51,-0.9709418174260521,0.23931566428755738
01 Distrito Nacional,2015,10,42,139,1007997,1346,0.9986646785655116,42.0,97.0,117.0,93.0,113.75,95.375,13.789723580526529,4.166679067497225,9.623044513029305,11.607177402313697,9.226217935172427,11.284755807804984,26.86,31.5,23.5,1.1623223155983555,26.4,1.56,3.2,0.8,1.64,80.0,95,55,-0.9350162426854148,0.35460488704253557
01 Distrito Nacional,2015,10,43,105,1007997,1451,0.9985605115888242,-34.0,139.0,97.0,102.0,114.5,99.875,10.416697668743062,-3.3730259117834676,13.789723580526529,9.623044513029305,10.119077735350404,11.35916079115315,26.29,31.1,22.5,0.9537344505524905,26.67,1.33,3.5,0.4,0.37,78.3,96,52,-0.8854560256532101,0.464723172043768
01 Distrito Nacional,2015,11,44,95,1007997,1546,0.9984662652765831,-10.0,105.0,139.0,117.0,109.0,101.75,9.424631224100866,-0.9920664446421964,10.416697668743062,13.789723580526529,11.607177402313697,10.813524246599941,25.5,30.6,21.6,0.7250606300274411,27.36,4.11,17.7,0.0,1.16,82.3,96,56,-0.822983865893657,0.5680647467311548
01 Distrito Nacional,2015,11,45,101,1007997,1647,0.9983660665656743,6.0,95.0,105.0,97.0,110.0,106.125,10.019871090886182,0.5952398667853178,9.424631224100866,10.416697668743062,9.623044513029305,10.912730891064161,25.1,29.9,22.2,0.6310942888181973,27.2,5.84,14.8,0.6,1.56,84.4,96,57,-0.7485107481711011,0.6631226582407953
01 Distrito Nacional,2015,11,46,97,1007997,1744,0.998269836120544,-4.0,101.0,95.0,139.0,99.5,106.625,9.623044513029305,-0.3968265778568785,10.019871090886182,9.424631224100866,13.789723580526529,9.871061124189854,25.37,29.6,22.4,0.6930798935009829,26.86,1.76,3.3,0.4,1.33,82.6,96,55,-0.6631226582407956,0.7485107481711007
01 Distrito Nacional,2015,11,47,66,1007997,1810,0.9982043597351976,-31.0,97.0,101.0,105.0,89.75,102.125,6.547638534638496,-3.0754059783908088,9.623044513029305,10.019871090886182,10.416697668743062,8.903796340663712,24.39,28.9,19.6,0.49328410156344626,26.29,1.99,4.4,0.0,4.11,78.7,95,48,-0.5680647467311559,0.8229838658936564
01 Distrito Nacional,2015,12,48,70,1007997,1880,0.9981349150840727,4.0,66.0,97.0,95.0,83.5,96.25,6.944465112495374,0.3968265778568785,6.547638534638496,9.623044513029305,9.424631224100866,8.283754812762341,24.26,29.5,20.0,0.47152648815642095,25.5,1.77,7.4,0.0,5.84,79.5,98,51,-0.4647231720437684,0.88545602565321
01 Distrito Nacional,2015,12,49,65,1007997,1945,0.9980704307651709,-5.0,70.0,66.0,101.0,74.5,92.25,6.448431890174277,-0.4960332223210982,6.944465112495374,6.547638534638496,10.019871090886182,7.390895012584362,24.73,29.0,21.4,0.5550539293258004,25.1,1.46,2.9,0.0,1.76,84.4,96,61,-0.35460488704253595,0.9350162426854147
01 Distrito Nacional,2015,12,50,74,1007997,2019,0.9979970178482674,9.0,65.0,70.0,97.0,68.75,84.125,7.341291690352253,0.8928598001779767,6.448431890174277,6.944465112495374,9.623044513029305,6.8204568069151,24.47,28.2,20.6,0.5071695059524695,25.37,1.3,2.9,0.0,1.99,82.2,96,57,-0.2393156642875578,0.970941817426052
01 Distrito Nacional,2015,12,51,44,1007997,2063,0.9979533669247032,-30.0,74.0,65.0,66.0,63.25,76.5,4.365092356425664,-2.976199333926589,7.341291690352253,6.448431890174277,6.547638534638496,6.274820262361892,23.86,28.4,20.2,0.4104176414746947,24.39,2.4,8.3,0.0,1.77,83.1,96,56,-0.12053668025532363,0.992708874098054
01 Distrito Nacional,2015,12,52,62,1007997,2125,0.9978918588051353,18.0,44.0,74.0,70.0,61.25,72.375,6.1508119567816175,1.7857196003559535,4.365092356425664,7.341291690352253,6.944465112495374,6.0764069734334525,24.51,29.2,21.1,0.5142580997322217,24.26,1.19,2.5,0.3,1.46,79.3,95,51,6.432490598706546e-16,1.0
01 Distrito Nacional,2016,1,1,38,1015150,2163,0.997869280401911,-24.0,62.0,44.0,65.0,54.5,64.5,3.743289169088312,-2.3641826331084075,6.107471802196719,4.334334827365414,6.402994631335271,5.368664729350343,23.84,29.1,19.3,0.4075792038139818,24.73,0.4,0.9,0.0,1.3,80.7,96,43,0.12053668025532305,0.992708874098054
01 Distrito Nacional,2016,1,2,48,1015150,2211,0.9978219967492489,10.0,38.0,62.0,74.0,48.0,58.375,4.728365266216815,0.9850760971285032,3.743289169088312,6.107471802196719,7.289563118750924,4.728365266216815,24.01,29.2,19.8,0.4323456045687957,24.47,0.27,1.2,0.0,2.4,75.2,95,46,0.23931566428755774,0.970941817426052
01 Distrito Nacional,2016,1,3,35,1015150,2246,0.9977875190858494,-13.0,48.0,38.0,44.0,45.75,54.5,3.447766339949761,-1.2805989262670543,4.728365266216815,3.743289169088312,4.334334827365414,4.506723144362902,24.2,30.2,19.3,0.461810797962351,23.86,0.57,1.4,0.0,1.19,75.3,95,40,0.3546048870425356,0.9350162426854148
01 Distrito Nacional,2016,1,4,46,1015150,2292,0.9977422055853815,11.0,35.0,48.0,62.0,41.75,51.5,4.531350046791115,1.0835837068413534,3.447766339949761,4.728365266216815,6.107471802196719,4.112692705511501,23.9,28.8,19.2,0.4161539562694773,24.51,1.67,3.5,0.0,0.4,77.5,96,53,0.4647231720437685,0.8854560256532099
01 Distrito Nacional,2016,2,5,39,1015150,2331,0.9977037876175935,-7.0,46.0,35.0,38.0,42.0,48.25,3.841796778801162,-0.6895532679899522,4.531350046791115,3.447766339949761,3.743289169088312,4.137319607939713,23.67,28.9,19.0,0.3842315166990575,23.84,0.83,1.4,0.0,0.27,75.1,96,42,0.5680647467311558,0.8229838658936564
01 Distrito Nacional,2016,2,6,25,1015150,2356,0.9976791607151653,-14.0,39.0,46.0,48.0,36.25,42.125,2.462690242821258,-1.3791065359799044,3.841796778801162,4.531350046791115,4.728365266216815,3.570900852090824,24.33,29.7,20.1,0.4831201009636311,24.01,0.67,2.5,0.0,0.57,77.2,98,50,0.6631226582407952,0.7485107481711011
01 Distrito Nacional,2016,2,7,30,1015150,2386,0.9976496084322514,5.0,25.0,39.0,35.0,35.0,40.375,2.9552282913855095,0.4925380485642516,2.462690242821258,3.841796778801162,3.447766339949761,3.447766339949761,23.84,28.8,19.4,0.4075792038139818,24.2,1.61,4.6,0.0,1.67,76.3,98,42,0.7485107481711011,0.6631226582407953
01 Distrito Nacional,2016,2,8,31,1015150,2417,0.9976190710732404,1.0,30.0,25.0,46.0,31.25,36.5,3.0537359010983596,0.09850760971285033,2.9552282913855095,2.462690242821258,4.531350046791115,3.0783628035265727,24.26,29.4,19.8,0.47152648815642095,23.9,0.53,1.9,0.0,0.83,76.3,96,47,0.8229838658936564,0.5680647467311558
01 Distrito Nacional,2016,3,9,21,1015150,2438,0.9975983844752007,-10.0,31.0,30.0,39.0,26.75,34.375,2.0686598039698567,-0.9850760971285032,3.0537359010983596,2.9552282913855095,3.841796778801162,2.635078559818746,24.97,29.4,20.9,0.6032581888588266,23.67,0.87,2.4,0.0,0.67,74.6,95,51,0.8854560256532098,0.4647231720437686
01 Distrito Nacional,2016,3,10,13,1015150,2451,0.997585578485938,-8.0,21.0,31.0,25.0,23.75,30.0,1.2805989262670543,-0.7880608777028026,2.0686598039698567,3.0537359010983596,2.462690242821258,2.339555730680195,23.86,29.3,19.8,0.4104176414746947,24.33,1.29,8.0,0.0,1.61,66.4,95,37,0.9350162426854148,0.35460488704253557
01 Distrito Nacional,2016,3,11,8,1015150,2459,0.997577697877161,-5.0,13.0,21.0,30.0,18.25,26.625,0.7880608777028026,-0.4925380485642516,1.2805989262670543,2.0686598039698567,2.9552282913855095,1.7977638772595184,24.67,30.4,20.1,0.5436171762402734,23.84,1.71,6.8,0.0,0.53,77.6,96,46,0.970941817426052,0.23931566428755804
01 Distrito Nacional,2016,3,12,20,1015150,2479,0.9975579963552185,12.0,8.0,13.0,31.0,15.5,23.375,1.9701521942570064,1.1820913165542037,0.7880608777028026,1.2805989262670543,3.0537359010983596,1.5268679505491798,25.39,30.1,21.8,0.6979065972512899,24.26,1.09,2.5,0.2,0.87,74.1,95,46,0.992708874098054,0.120536680255323
01 Distrito Nacional,2016,4,13,8,1015150,2487,0.9975501157464414,-12.0,20.0,8.0,21.0,12.25,19.5,0.7880608777028026,-1.1820913165542037,1.9701521942570064,0.7880608777028026,2.0686598039698567,1.2067182189824164,24.84,29.8,20.6,0.576649874469184,24.97,1.46,5.8,0.0,1.29,76.5,98,43,1.0,-1.6081226496766366e-16
01 Distrito Nacional,2016,4,14,14,1015150,2501,0.9975363246810817,6.0,8.0,20.0,13.0,12.5,18.125,1.3791065359799044,0.5910456582771019,0.7880608777028026,1.9701521942570064,1.2805989262670543,1.231345121410629,25.2,29.4,21.2,0.6533776409137978,23.86,4.06,23.8,0.0,1.71,78.1,96,52,0.992708874098054,-0.12053668025532288
01 Distrito Nacional,2016,4,15,8,1015150,2509,0.9975284440723046,-6.0,14.0,8.0,8.0,12.5,15.375,0.7880608777028026,-0.5910456582771019,1.3791065359799044,0.7880608777028026,0.7880608777028026,1.231345121410629,25.64,30.8,21.0,0.7611536774875057,24.67,0.63,1.8,0.0,1.09,70.7,91,42,0.9709418174260521,-0.2393156642875575
01 Distrito Nacional,2016,4,16,6,1015150,2515,0.9975225336157219,-2.0,8.0,14.0,20.0,9.0,12.25,0.5910456582771019,-0.19701521942570066,0.7880608777028026,1.3791065359799044,1.9701521942570064,0.8865684874156528,25.56,30.6,21.8,0.7403146355300095,25.39,1.23,3.9,0.0,1.46,71.1,96,45,0.9350162426854148,-0.35460488704253545
01 Distrito Nacional,2016,4,17,4,1015150,2519,0.9975185933113333,-2.0,6.0,8.0,8.0,8.0,10.125,0.3940304388514013,-0.19701521942570066,0.5910456582771019,0.7880608777028026,0.7880608777028026,0.7880608777028026,24.39,30.7,21.1,0.49328410156344626,24.84,12.09,18.2,6.9,4.06,86.1,97,57,0.8854560256532099,-0.4647231720437685
01 Distrito Nacional,2016,5,18,12,1015150,2531,0.9975067723981678,8.0,4.0,6.0,14.0,7.5,10.0,1.1820913165542037,0.7880608777028026,0.3940304388514013,0.5910456582771019,1.3791065359799044,0.7388070728463774,24.9,28.6,21.0,0.5887815776591302,25.2,6.47,13.1,3.4,0.63,84.3,97,63,0.8229838658936565,-0.5680647467311557
01 Distrito Nacional,2016,5,19,8,1015150,2539,0.9974988917893908,-4.0,12.0,4.0,8.0,7.5,10.0,0.7880608777028026,-0.3940304388514013,1.1820913165542037,0.3940304388514013,0.7880608777028026,0.7388070728463774,25.26,28.8,22.6,0.6671235618988854,25.64,3.27,8.6,0.0,1.23,82.0,97,60,0.7485107481711013,-0.6631226582407951
01 Distrito Nacional,2016,5,20,13,1015150,2552,0.9974860858001281,5.0,8.0,12.0,6.0,9.25,9.125,1.2805989262670543,0.4925380485642516,0.7880608777028026,1.1820913165542037,0.5910456582771019,0.9111953898438655,25.99,29.5,22.2,0.8594436651961357,25.56,1.17,2.5,0.4,12.09,81.4,97,62,0.6631226582407952,-0.7485107481711012
01 Distrito Nacional,2016,5,21,6,1015150,2558,0.9974801753435453,-7.0,13.0,8.0,4.0,9.75,8.875,0.5910456582771019,-0.6895532679899522,1.2805989262670543,0.7880608777028026,0.3940304388514013,0.9604491947002906,25.73,29.8,22.1,0.7852995826927179,24.39,5.84,21.8,0.8,6.47,82.6,98,61,0.5680647467311558,-0.8229838658936564
01 Distrito Nacional,2016,6,22,14,1015150,2572,0.9974663842781855,8.0,6.0,13.0,12.0,10.25,8.875,1.3791065359799044,0.7880608777028026,0.5910456582771019,1.2805989262670543,1.1820913165542037,1.0097029995567157,25.13,29.8,21.9,0.6376982945762424,24.9,11.47,23.5,1.3,3.27,87.9,99,69,0.46472317204376906,-0.8854560256532096
01 Distrito Nacional,2016,6,23,16,1015150,2588,0.9974506230606315,2.0,14.0,6.0,8.0,12.25,9.875,1.5761217554056053,0.19701521942570066,1.3791065359799044,0.5910456582771019,0.7880608777028026,1.2067182189824164,26.26,29.7,22.7,0.9438575732632388,25.26,2.94,7.7,0.3,1.17,83.0,98,62,0.35460488704253584,-0.9350162426854147
01 Distrito Nacional,2016,6,24,22,1015150,2610,0.9974289513864946,6.0,16.0,14.0,13.0,14.5,11.875,2.167167413682707,0.5910456582771019,1.5761217554056053,1.3791065359799044,1.2805989262670543,1.4283603408363297,26.41,30.8,22.5,0.9942863851394459,25.99,2.11,6.0,0.4,5.84,81.1,97,53,0.23931566428755768,-0.970941817426052
01 Distrito Nacional,2016,6,25,24,1015150,2634,0.9974053095601635,2.0,22.0,16.0,6.0,19.0,14.375,2.3641826331084075,0.19701521942570066,2.167167413682707,1.5761217554056053,0.5910456582771019,1.871644584544156,25.47,30.1,22.6,0.7175518996194106,25.73,6.71,26.1,1.1,11.47,83.6,96,62,0.12053668025532308,-0.992708874098054
01 Distrito Nacional,2016,7,26,19,1015150,2653,0.9973865931143181,-5.0,24.0,22.0,14.0,20.25,15.25,1.871644584544156,-0.4925380485642516,2.3641826331084075,2.167167413682707,1.3791065359799044,1.994779096685219,25.9,30.2,22.0,0.8330180236621264,25.13,2.97,6.3,1.1,2.94,82.3,97,59,-3.216245299353273e-16,-1.0
01 Distrito Nacional,2016,7,27,14,1015150,2667,0.9973728020489583,-5.0,19.0,24.0,16.0,19.75,16.0,1.3791065359799044,-0.4925380485642516,1.871644584544156,2.3641826331084075,1.5761217554056053,1.945525291828794,26.63,30.9,23.3,1.0731626108255063,26.26,2.41,9.0,0.3,2.11,79.8,94,58,-0.12053668025532283,-0.992708874098054
01 Distrito Nacional,2016,7,28,10,1015150,2677,0.997362951287987,-4.0,14.0,19.0,22.0,16.75,15.625,0.9850760971285032,-0.3940304388514013,1.3791065359799044,1.871644584544156,2.167167413682707,1.6500024626902428,26.4,31.5,23.2,0.9908421905166137,26.41,2.26,4.6,0.0,6.71,79.1,95,51,-0.23931566428755743,-0.9709418174260521
01 Distrito Nacional,2016,7,29,4,1015150,2681,0.9973590109835985,-6.0,10.0,14.0,24.0,11.75,15.375,0.3940304388514013,-0.5910456582771019,0.9850760971285032,1.3791065359799044,2.3641826331084075,1.1574644141259913,26.54,31.1,23.1,1.0401656715148833,25.47,1.41,2.6,0.0,2.97,79.2,95,55,-0.3546048870425356,-0.9350162426854148
