z1,z2,z3,z4,z5,z6,z7,z8,province,year,split
0.5992376,0.34173217,1.353469,0.40439263,0.11693405,0.6390875,-0.14602503,-0.74784887,09 Espaillat,2016,train
-0.97522813,-0.52561325,0.6765932,-0.6575583,-0.026877973,-0.76217914,-0.65257066,-0.7138171,09 Espaillat,2017,train
-1.0649766,0.15777825,0.10327627,0.54970837,0.8337895,0.6112328,0.1798972,-0.34685272,09 Espaillat,2018,train
-0.10534615,-0.6600033,0.056510482,-0.22553357,0.39478695,0.53721696,-0.05261025,0.040058613,09 Espaillat,2019,train
0.21991731,0.7259751,0.6427889,0.5736064,0.3257886,0.8867805,-0.7602739,-0.52184993,09 Espaillat,2020,val
-0.9980164,0.010355241,0.53435206,-0.1567419,0.29460308,-0.27659193,0.03377281,-0.44842613,09 Espaillat,2021,val
1.1679198,0.63349473,-1.9969302,0.09602493,-0.298587,1.3478742,1.0603445,-0.48956186,10 Independencia,2015,train
1.9212539,0.44141197,-1.1122189,-0.9597461,-1.3363333,-0.14141005,-0.45268995,-1.1966133,10 Independencia,2016,train
1.4164605,0.73766965,-1.301018,-0.6293298,0.8549299,-3.0095327,0.91820157,-2.2082424,10 Independencia,2017,train
0.40746978,0.91521424,-3.0262408,1.263754,0.8929321,-0.313571,1.5300574,-1.4098231,10 Independencia,2018,train
1.0061989,-1.166088,-1.8065313,-0.13854519,-0.5044109,-0.51382977,0.9073118,-0.650423,10 Independencia,2019,train
1.611376,0.6322149,-0.81025964,0.23913856,0.0570653,-0.9528036,0.16938864,-0.95169693,10 Independencia,2020,val
0.014167555,0.1634803,-1.2052996,-0.43227103,0.2693439,-1.3295118,0.8242984,-0.8033853,10 Independencia,2021,val
0.27824846,-0.5382937,-0.23797257,-0.41211724,0.52362806,1.3786846,1.0937315,-1.5372779,11 La Altagracia,2015,train
0.8010159,-0.10950592,0.21536632,-1.1104323,0.124285445,0.58244956,-0.110848494,-2.0229888,11 La Altagracia,2016,train
0.15171917,0.5440586,0.075921185,-0.33333808,1.340624,0.43260142,-0.28762394,-1.2444867,11 La Altagracia,2017,train
-0.6474609,-0.13336594,-1.4899704,-0.45902002,0.79577714,1.1524681,0.06378175,-1.1563461,11 La Altagracia,2018,train
-0.0017438501,-0.8489997,-0.52712375,-1.5385916,0.6879952,0.6604624,0.123527884,-0.84077,11 La Altagracia,2019,train
