z1,z2,z3,province,year,split
0.47771078,1.1060151,-1.0736,13 La Vega,2019,train
-1.5543547,0.17690584,-1.0103846,13 La Vega,2020,val
-1.1588987,0.20059115,-1.5746211,13 La Vega,2021,val
-0.9650688,0.34029728,-1.7409576,13 La Vega,2022,test
-0.27462667,0.03193779,-1.5432582,13 La Vega,2023,test
1.4787887,3.1972125,1.9938735,14 María Trinidad Sánchez,2015,train
-1.7483418,1.6976172,1.6034319,14 María Trinidad Sánchez,2016,train
-2.020821,-0.18354532,0.4675303,14 María Trinidad Sánchez,2017,train
-0.29278082,1.21594,0.7810307,14 María Trinidad Sánchez,2018,train
0.37717205,2.351909,1.6581202,14 María Trinidad Sánchez,2019,train
-1.5379453,1.1401745,1.3705071,14 María Trinidad Sánchez,2020,val
-0.95752704,0.7382138,0.53564095,14 María Trinidad Sánchez,2021,val
-0.56353617,0.9498116,0.6496485,14 María Trinidad Sánchez,2022,test
-0.28070742,0.57931644,0.5633316,14 María Trinidad Sánchez,2023,test
3.5438063,0.5876565,3.6967466,15 Monte Cristi,2015,train
-0.5017957,-1.6611778,3.3210723,15 Monte Cristi,2016,train
-0.7935096,-2.2687674,1.759882,15 Monte Cristi,2017,train
1.0893844,-1.581147,1.7114143,15 Monte Cristi,2018,train
1.8826417,-0.35244718,2.4238398,15 Monte Cristi,2019,train
-0.5780762,-2.284294,2.136217,15 Monte Cristi,2020,val
0.11502011,-2.1454158,1.4602054,15 Monte Cristi,2021,val
0.5620987,-1.453673,1.9016516,15 Monte Cristi,2022,test
0.9565181,-1.0253845,1.9375432,15 Monte Cristi,2023,test
3.783922,-0.28745943,2.6218169,16 Pedernales,2015,train
-0.83021665,-2.5015697,1.9785719,16 Pedernales,2016,train
-0.80615133,-4.2346625,0.124597915,16 Pedernales,2017,train
1.2598077,-3.2110105,-0.13495933,16 Pedernales,2018,train
2.064102,-1.1109306,0.9510492,16 Pedernales,2019,train
-0.5864146,-2.5594165,1.2697567,16 Pedernales,2020,val
-0.10782952,-3.8930495,-0.07034744,16 Pedernales,2021,val
-0.04586923,-2.6008928,0.42503995,16 Pedernales,2022,test
0.9241834,-2.2427711,0.6347644,16 Pedernales,2023,test
2.0354028,2.262893,1.340909,17 Peravia,2015,train
-1.3357102,0.65216154,0.9541184,17 Peravia,2016,train
-1.309175,-1.1549863,-0.49737865,17 Peravia,2017,train
0.021585003,-0.33075342,-0.23737536,17 Peravia,2018,train
