z1,z2,z3,z4,z5,z6,z7,z8,z9,province,year,split
1.7744398,0.30938733,-0.8299374,-0.32282156,-1.1387603,-0.113534674,1.3705747,-0.35802674,-0.6058644,19 Hermanas Mirabal,2015,train
0.98414326,0.5674458,1.2526046,-0.3969977,-0.48431763,0.89936906,0.34680393,-0.9167418,-0.84063476,19 Hermanas Mirabal,2016,train
-0.47350568,-0.04588349,1.2883143,0.33932474,0.80431134,-0.27322596,1.290985,-1.4158351,-0.26021546,19 Hermanas Mirabal,2017,train
0.51578313,-0.7951905,0.2144855,-0.75190264,0.44158933,-0.75313073,1.2443813,-0.7942711,0.36397886,19 Hermanas Mirabal,2018,train
0.42155847,-0.003593002,-0.5113495,0.22702283,0.781355,-0.3252475,1.1433854,-0.4937136,-0.23149273,19 Hermanas Mirabal,2019,train
0.36250654,0.7545898,0.6746115,-0.26329544,0.48602167,-0.5842184,0.6287836,-1.4522433,0.2530291,19 Hermanas Mirabal,2020,val
0.70922595,-0.62888277,1.611735,-1.2750229,0.12729791,-0.7723601,0.9662554,-1.0023947,-0.30623046,19 Hermanas Mirabal,2021,val
0.17373528,0.6484676,-0.820066,-0.052055504,-1.1310736,-0.34942138,0.2794083,1.3384835,0.31284216,20 Samaná,2015,train
-0.21055266,0.75443506,0.7598713,-0.018102128,-0.3748997,0.6326991,-0.2628798,0.98780733,0.35719445,20 Samaná,2016,train
-1.2151858,-0.23399556,1.1817008,0.2876766,0.21010298,0.07461045,0.19786933,-0.0067542777,1.0741677,20 Samaná,2017,train
-0.57851714,-0.020100227,0.24430604,-0.09543961,0.667084,-1.4257977,0.2375279,0.52899307,1.5709769,20 Samaná,2018,train
-0.31348988,0.20702702,0.13115989,0.49132955,0.08573165,-0.7393911,0.6966836,1.1089356,0.3091125,20 Samaná,2019,train
-0.604706,1.3023324,1.1053051,-0.5693129,-0.3638081,-1.1006414,-0.71524227,-0.35659948,1.5120738,20 Samaná,2020,val
-0.29134917,0.03701887,1.238963,-1.8762227,-0.57331604,-1.1276928,-0.42680138,-0.44757462,1.5107173,20 Samaná,2021,val
0.32069534,0.14456098,-0.79580176,-0.6902602,-0.63245785,0.12601076,0.58790255,0.99574345,-0.1384634,21 San Cristóbal,2015,train
0.90530246,0.91992295,1.004822,-0.6965198,-0.28652918,1.1769493,0.12501019,1.0348421,-0.101063356,21 San Cristóbal,2016,train
-1.6451766,0.039010048,1.2302859,-0.52867854,0.46153578,-0.15768163,0.011730913,0.6081869,-0.1412379,21 San Cristóbal,2017,train
-0.8396934,-0.62422127,0.29338124,-1.2841672,0.03906263,-0.45269832,0.43754736,0.5701073,1.0120867,21 San Cristóbal,2018,train
-0.7692882,0.019037874,-0.25726724,0.45310956,-0.60080516,0.5064773,1.194314,0.6593984,0.010785523,21 San Cristóbal,2019,train
-0.56504655,0.30970076,1.1263694,-0.5129351,-0.10847267,0.6949827,0.025059178,0.28484023,0.29232064,21 San Cristóbal,2020,val
-0.7590592,-0.80306876,0.7433918,-0.9214022,0.12263506,0.4373065,0.36779028,0.24286117,0.65852654,21 San Cristóbal,2021,val
1.2832462,0.6598806,-0.9411996,-1.2445536,0.15995751,-0.5933615,0.61071604,-0.13489448,-1.5648962,22 San Juan,2015,train
1.4839891,1.6425657,1.4028493,-1.0833696,0.791889,-0.88796216,0.522429,-0.11944672,-2.1925938,22 San Juan,2016,train
-0.056470595,-0.42399946,0.93509096,-1.1320062,0.8636943,0.07142817,-0.23746502,-1.8492571,-1.5768813,22 San Juan,2017,train
0.6578594,-0.96343464,-0.15931489,-1.4091731,1.1009545,-0.50028145,0.15427776,-0.8366149,-1.4711243,22 San Juan,2018,train
0.24938439,0.259553,-0.445967,0.38144767,0.9883079,0.14073965,0.7710083,-0.80861247,-2.235477,22 San Juan,2019,train
0.5422353,0.19372952,0.57198924,-0.964165,0.7189643,0.55222046,-0.05569089,-1.3012011,-1.4100945,22 San Juan,2020,val
0.5132192,-0.06709124,0.25436953,-1.4736254,1.025485,-0.27101013,0.17943333,-2.021096,-0.4046714,22 San Juan,2021,val
0.10811195,0.05495431,-0.6765904,0.09598969,-0.95628613,-0.041345287,-0.63841635,1.4257319,0.102308206,23 San Pedro de Macorís,2015,train
0.40186873,0.7803036,0.74045163,0.112734295,-0.3515674,0.8655012,-1.2401644,1.4833394,0.2681186,23 San Pedro de Macorís,2016,train
-0.9694578,-0.91763186,0.7932699,0.2531346,-0.080846824,0.7910082,-1.1732038,0.17160857,0.16135836,23 San Pedro de Macorís,2017,train
-0.82683134,-1.069957,-0.069639966,0.10020554,0.52285063,-0.9004359,-0.9293322,0.55359924,0.8085129,23 San Pedro de Macorís,2018,train
