z1,z2,z3,z4,z5,z6,z7,province,year,week,split
-2.8124166,0.8703005,2.935464,-1.4998064,-1.2081829,5.7925158,12.271597,06 Duarte,2018,39,train
-5.520715,-0.12754638,4.88635,-6.986917,2.9925454,12.541616,11.873266,06 Duarte,2018,40,train
-5.0587835,0.69181806,2.5487096,-4.6216226,1.9785935,10.363247,8.520169,06 Duarte,2018,41,train
-3.5829785,-1.18136,2.7555482,-4.9307013,4.189206,9.794536,8.235455,06 Duarte,2018,42,train
-3.6467192,-0.55348355,0.67238545,-1.3377407,0.4867262,5.9703007,1.9880627,06 Duarte,2018,43,train
-4.136368,-0.39671245,0.57943916,-3.2043762,1.9358969,8.932704,2.3722844,06 Duarte,2018,44,train
1.0127568,-1.689649,-1.2317415,-2.434467,5.929307,8.553411,7.18589,06 Duarte,2018,45,train
-3.8257527,-0.18675083,-2.1614928,-2.9638772,5.9724755,8.716698,2.425353,06 Duarte,2018,46,train
-1.8819573,-0.40623924,-2.1529317,-2.482715,2.467826,8.579245,-0.102837734,06 Duarte,2018,47,train
-3.1726036,-0.053015787,-3.0091088,-3.9652765,4.389457,10.713707,-1.589552,06 Duarte,2018,48,train
-2.7326272,-0.44496527,-2.3555744,-5.1506653,6.6086354,13.563903,-2.2067742,06 Duarte,2018,49,train
2.0333772,-2.5910003,-9.050181,0.40267116,9.77504,8.653331,-10.08218,06 Duarte,2018,50,train
3.0922766,-1.0714765,-11.403006,0.48499596,9.9226,9.861083,-11.294318,06 Duarte,2018,51,train
-5.819892,1.0058349,-13.652326,4.0708385,14.808801,5.602296,-11.007648,06 Duarte,2018,52,train
-0.5189889,1.3316865,-15.33311,5.403779,9.098305,2.8373039,-9.655648,06 Duarte,2019,1,train
1.3943603,3.0475721,-17.811054,6.744471,9.832601,1.8637242,-9.496521,06 Duarte,2019,2,train
3.3034608,3.09953,-18.533634,9.0919695,7.295794,-0.37592378,-10.808108,06 Duarte,2019,3,train
4.165966,3.3486536,-18.570997,9.801446,5.984421,-1.8915514,-10.173541,06 Duarte,2019,4,train
8.922511,-2.4154863,-14.21626,5.759954,6.6225834,1.0637319,-10.625155,06 Duarte,2019,5,train
7.899957,-0.9752492,-18.07876,2.1902573,4.445515,2.5323753,-3.9807758,06 Duarte,2019,6,train
7.355489,-2.141918,-15.993862,2.831657,3.9332383,0.14711761,-2.4917529,06 Duarte,2019,7,train
8.450229,-3.3653126,-16.721981,4.5811605,1.8017048,-2.524954,-6.5053883,06 Duarte,2019,8,train
9.205109,-2.8558228,-18.158192,4.893132,1.4853973,-2.9962928,-5.8772354,06 Duarte,2019,9,train
10.3721485,-0.19868527,-15.18921,7.985116,2.197461,-2.633891,-6.2813187,06 Duarte,2019,10,train
14.918414,-0.9115472,-17.032156,9.727985,2.828143,-3.7675252,-5.625544,06 Duarte,2019,11,train
9.533674,5.418213,-17.35167,8.359632,-4.0415273,0.5232845,-3.1119153,06 Duarte,2019,12,train
11.441449,7.930202,-21.132921,9.62108,6.5924277,-1.2468387,11.232967,06 Duarte,2019,13,train
13.196625,-0.12806882,-13.340293,11.810808,2.2459967,-7.2548704,0.07768819,06 Duarte,2019,14,train
11.142995,1.5056484,-12.069463,11.307373,-2.1883874,-6.082215,-0.845211,06 Duarte,2019,15,train
10.269715,1.2187915,-10.925682,11.708594,-3.3969119,-7.1831594,-0.9371291,06 Duarte,2019,16,train
7.5840535,3.985795,-10.121859,10.023256,-4.569564,-4.618265,2.9418004,06 Duarte,2019,17,train
5.2694297,4.370632,-3.6453006,4.9909124,-7.5474753,-0.9448743,10.70573,06 Duarte,2019,18,train
2.8479156,1.7956547,-3.2284875,3.0493846,-6.426525,-1.4059038,7.8261094,06 Duarte,2019,19,train
0.6977258,2.6939886,-3.4376452,2.62746,-7.2352057,-2.328493,6.394967,06 Duarte,2019,20,train
1.9458823,2.2584283,-3.803897,2.132843,-4.2263017,0.45860368,12.516088,06 Duarte,2019,21,train
1.5245115,1.8271337,-2.3833866,2.2920017,-4.1285653,0.21707214,12.657059,06 Duarte,2019,22,train
0.18262409,1.9363575,-1.4899405,1.5392764,-3.347613,0.7994314,10.978882,06 Duarte,2019,23,train
-1.166176,0.06747487,0.08704404,2.2864254,-5.699252,-0.55100644,6.4708657,06 Duarte,2019,24,train
-2.8806598,2.6296995,-0.71331507,1.8487257,-6.590176,-0.87124234,6.4247336,06 Duarte,2019,25,train
-3.9113486,1.6968895,0.13854106,1.0709462,-5.239536,0.084499575,8.374619,06 Duarte,2019,26,train
-10.189911,6.4609914,-4.193529,3.5168638,-6.7932296,-0.78961444,5.0628595,06 Duarte,2019,27,train
-13.175174,5.287554,-6.391571,4.94613,-2.0973017,-2.5071278,4.274862,06 Duarte,2019,28,train
-13.6165905,3.0264525,-6.069728,4.98928,0.6838813,-2.3582768,5.042235,06 Duarte,2019,29,train
-14.23651,4.010883,-4.50128,1.4056304,-3.2983925,0.03141113,5.009694,06 Duarte,2019,30,train
-19.462515,4.8405747,-7.1863375,2.589887,2.2525299,-0.8614707,6.2798924,06 Duarte,2019,31,train
-15.255261,3.5036108,-3.9652603,0.9857253,-0.68339765,0.3718871,4.110088,06 Duarte,2019,32,train
-15.050019,3.9425275,-4.310685,1.1320148,-0.40531734,0.90560573,4.0194035,06 Duarte,2019,33,train
-14.026272,3.6613932,-5.6767893,2.6128669,1.4489429,0.50155973,4.0132885,06 Duarte,2019,34,train
-8.404015,0.1063793,0.90830994,-1.935912,-4.59883,3.096903,3.8846514,06 Duarte,2019,35,train
-8.20699,0.8779584,-1.5739646,-3.5113347,-5.4158754,3.5198796,7.0828996,06 Duarte,2019,36,train
-7.8286242,0.41233093,-2.0341525,-3.9823186,-4.5296726,4.3251796,8.685963,06 Duarte,2019,37,train
-9.223858,4.1913,-8.861797,-4.5488863,4.0893545,6.602702,17.364834,06 Duarte,2019,38,train
-10.654883,8.219453,-9.600307,-5.8157325,6.2745776,9.666089,21.548931,06 Duarte,2019,39,train
-10.067308,1.5865345,-0.107911415,-5.56641,-1.4637072,6.99354,5.960897,06 Duarte,2019,40,train
-5.8950233,-1.9887137,-1.018134,-2.632733,-1.6398206,4.4229226,3.0679073,06 Duarte,2019,41,train
-5.651354,-0.41730982,-2.149152,-2.795,-1.7781456,4.5341125,1.8889991,06 Duarte,2019,42,train
-5.2752256,-2.071199,-1.7416223,-4.553767,3.2722986,7.786557,7.1006584,06 Duarte,2019,43,train
-3.3130026,-4.22558,-0.98804617,-4.1894746,2.5148656,6.889699,4.421497,06 Duarte,2019,44,train
-3.2859912,-1.9757152,-4.040335,-2.9386263,0.7270715,6.064094,2.6314242,06 Duarte,2019,45,train
-3.6030295,-1.6115901,-4.620261,-3.3074462,1.6706454,6.1810017,2.2598975,06 Duarte,2019,46,train
-4.1790366,0.30214134,-7.382696,-5.6335335,0.35652384,11.0954075,0.54167175,06 Duarte,2019,47,train
-2.7157671,-2.8060665,-5.7586737,-5.746487,-0.6443938,9.525671,-1.3135883,06 Duarte,2019,48,train
-2.6114626,-2.6695457,-10.091772,-2.744616,6.2498226,6.387513,-2.0536072,06 Duarte,2019,49,train
2.860787,-5.202403,-10.720294,-4.599776,11.564665,9.37644,2.258146,06 Duarte,2019,50,train
-0.26405784,-3.5274649,-11.588674,-2.0884953,9.040016,6.925499,-4.0656013,06 Duarte,2019,51,train
-6.799245,-0.21969151,-12.932905,1.0624977,8.191598,3.5025308,-4.086435,06 Duarte,2019,52,train
-5.7557445,-1.2928251,-11.309366,3.8066866,9.763591,2.1503868,-7.6198854,06 Duarte,2020,1,val
-5.122484,1.2580137,-14.68732,4.3941355,10.765583,2.5374973,-7.874696,06 Duarte,2020,2,val
-3.1032622,2.484759,-18.865625,8.297603,13.1645565,-0.9261542,-8.678308,06 Duarte,2020,3,val
-2.2463715,3.4238367,-15.120279,6.786817,7.059262,-0.6435874,-5.2972045,06 Duarte,2020,4,val
5.502869,-0.5700031,-11.750931,3.5987911,4.0588913,2.0962636,-6.20988,06 Duarte,2020,5,val
4.9414744,-0.47878352,-10.729361,3.065684,4.128057,2.244358,-2.398974,06 Duarte,2020,6,val
7.881442,-2.6667182,-10.691795,4.4927044,6.479407,1.2716974,-0.8153046,06 Duarte,2020,7,val
5.3858066,0.85758436,-10.153086,4.3170295,3.4246507,0.83593374,-0.9787554,06 Duarte,2020,8,val
5.6652207,1.54608,-10.69151,4.8022795,1.5697193,1.9927185,-0.4581308,06 Duarte,2020,9,val
6.16062,2.220607,-10.402298,4.0642266,2.770489,2.219405,2.7592752,06 Duarte,2020,10,val
11.126051,-0.05206194,-10.703717,5.1139584,4.8864584,0.9854678,3.440113,06 Duarte,2020,11,val
12.829544,-1.2988973,-10.146384,6.1107025,2.215805,-0.12443494,0.54922104,06 Duarte,2020,12,val
7.780079,1.5775415,-8.906292,5.487663,-0.28044543,1.1041499,1.3991755,06 Duarte,2020,13,val
6.434448,4.145359,-7.8614745,6.3702397,-1.6851678,1.6808748,1.098366,06 Duarte,2020,14,val
3.846127,3.5763052,-4.139751,5.5444345,-1.6192236,-0.8025956,0.9939993,06 Duarte,2020,15,val
4.937397,0.3222468,-4.887425,7.183146,-1.0546923,-2.6153374,1.0283033,06 Duarte,2020,16,val
3.2788732,2.5406647,-4.097867,6.102328,-4.556886,-1.1625023,-0.0011172843,06 Duarte,2020,17,val
2.4065757,3.7213817,-1.5056195,3.8234253,-7.361599,1.7493874,3.041157,06 Duarte,2020,18,val
2.389912,5.634113,1.426054,5.721497,-3.3509011,1.4973363,3.1919441,06 Duarte,2020,19,val
1.9596326,4.135751,0.5403829,5.026725,-4.7541823,1.5398648,3.1886325,06 Duarte,2020,20,val
1.4745146,6.0518584,2.2179391,6.2490263,-2.6868203,1.2218778,3.3947277,06 Duarte,2020,21,val
0.36198017,5.449928,-0.31774226,4.6584444,-4.6812916,1.7475435,4.370483,06 Duarte,2020,22,val
-0.3551635,2.584251,-0.12068995,3.1043468,-4.5881586,1.4002723,3.5289161,06 Duarte,2020,23,val
-0.5687833,2.452422,0.66677505,2.5642948,-4.386077,1.8706913,3.5347822,06 Duarte,2020,24,val
-1.7984524,3.112184,0.80480427,2.604837,-5.461593,1.5474043,3.3719718,06 Duarte,2020,25,val
-3.5654268,4.4386215,1.5974182,1.4343035,-5.03186,2.544937,5.2643824,06 Duarte,2020,26,val
-9.45003,7.445487,-0.6159167,5.2564054,-3.105467,-0.01832561,3.347421,06 Duarte,2020,27,val
-10.045928,6.166675,-1.115262,6.6749063,-1.0834305,-1.2009996,2.4449308,06 Duarte,2020,28,val
-10.308963,7.106855,0.071887575,4.827111,-3.5387201,0.3506117,3.9022186,06 Duarte,2020,29,val
-13.820816,9.21208,-2.569216,7.1000085,0.16587615,0.5828506,5.234012,06 Duarte,2020,30,val
-15.530107,18.013147,-6.6852736,6.4250364,6.579782,5.4941783,18.060354,06 Duarte,2020,31,val
-8.318915,7.4043016,4.205173,8.559929,-1.3267093,0.62582546,0.6781098,06 Duarte,2020,32,val
-9.992121,9.517041,4.371528,10.142597,1.8234378,1.2141953,1.0624624,06 Duarte,2020,33,val
-14.635489,23.41191,-1.9781106,8.619467,6.0267086,9.9471655,17.50249,06 Duarte,2020,34,val
-3.5165477,5.107173,6.84958,6.270143,0.00540743,3.2787285,3.9296,06 Duarte,2020,35,val
-3.2233813,7.0199323,10.385585,6.0599236,3.9252026,7.176515,9.454509,06 Duarte,2020,36,val
-3.585686,6.1148577,7.61845,6.442312,0.12341185,5.258501,2.9157684,06 Duarte,2020,37,val
-3.6966715,5.9175973,8.471961,6.508141,1.393878,5.5855503,3.2983637,06 Duarte,2020,38,val
-4.384293,8.106181,6.667034,5.0321217,-0.54849714,7.3078246,2.390571,06 Duarte,2020,39,val
1.9336667,8.85587,3.828558,3.12995,8.689003,14.15442,18.72559,06 Duarte,2020,40,val
-4.0707793,6.423697,6.124325,4.3341365,1.7858588,8.062544,2.5685728,06 Duarte,2020,41,val
-4.2705574,5.9410253,5.2160573,4.365168,3.469741,7.1283092,2.5266085,06 Duarte,2020,42,val
-4.44588,5.617786,6.5765977,4.329015,1.4668592,7.739091,-1.3340389,06 Duarte,2020,43,val
-4.5574846,6.3039894,9.197243,4.5868526,6.835523,10.621488,1.8360704,06 Duarte,2020,44,val
0.9925594,6.5987463,9.88519,6.397544,10.409334,12.584176,5.1268415,06 Duarte,2020,45,val
0.8516599,6.268528,9.2266245,6.582322,12.1133795,12.657849,3.0352592,06 Duarte,2020,46,val
0.20191292,7.49754,7.2410245,6.6924934,11.087841,12.605986,0.9153393,06 Duarte,2020,47,val
0.5195947,8.52563,6.1579,6.6826015,8.063193,13.504255,-2.7861657,06 Duarte,2020,48,val
4.1419706,11.211346,13.209036,13.10224,8.84113,15.921931,-6.8545456,06 Duarte,2020,49,val
5.692682,13.157858,6.2969813,15.043825,14.306526,13.590721,-9.62725,06 Duarte,2020,50,val
7.275429,9.877506,5.9751873,15.203699,16.836725,11.454485,-9.226927,06 Duarte,2020,51,val
-0.42819452,11.63398,4.0907903,18.080582,15.398617,6.9214535,-10.256998,06 Duarte,2020,52,val
3.0180662,13.589086,2.770656,18.936928,13.118239,9.551033,-13.862619,06 Duarte,2021,1,val
4.186188,12.079383,3.7432673,17.755587,10.147129,7.0043426,-11.817362,06 Duarte,2021,2,val
3.6080623,12.241823,3.5069125,20.248121,12.921333,4.1928196,-11.432221,06 Duarte,2021,3,val
4.1834884,16.282158,2.323825,21.771746,10.546401,6.794721,-11.383396,06 Duarte,2021,4,val
9.212196,12.236593,6.312356,18.421293,11.5083065,8.100175,-9.030826,06 Duarte,2021,5,val
9.038647,10.354099,2.716838,16.240582,8.493203,5.795743,-8.145552,06 Duarte,2021,6,val
10.118656,9.382948,2.4397924,17.892479,8.86793,4.4568515,-9.69346,06 Duarte,2021,7,val
12.278792,10.100345,-0.62482774,18.340816,8.702738,4.5087028,-8.832549,06 Duarte,2021,8,val
9.712665,10.402097,0.3338653,17.834742,4.763033,4.631513,-8.915358,06 Duarte,2021,9,val
14.162236,6.344724,-6.8941836,14.378553,9.659773,2.0187962,-1.7429498,06 Duarte,2021,10,val
16.70274,2.5633333,-11.278271,15.19365,4.581076,-1.631258,-7.833383,06 Duarte,2021,11,val
11.980556,4.591444,-7.7327886,13.156517,4.866624,-1.143991,-3.1929667,06 Duarte,2021,12,val
10.105563,7.0435405,-7.5570273,13.51415,1.5160817,-0.493867,-4.0107327,06 Duarte,2021,13,val
10.923676,8.158711,-2.6426654,12.841148,4.0658765,3.1979656,0.5709558,06 Duarte,2021,14,val
7.837682,8.260765,-9.990959,10.856117,-5.3743744,2.4853568,-1.8118963,06 Duarte,2021,15,val
6.409334,2.9087203,-5.1626487,9.751501,-1.1069881,-2.5552285,-1.4356533,06 Duarte,2021,16,val
7.7747774,3.381811,-6.1506433,10.806354,0.15445101,-2.480654,0.44466212,06 Duarte,2021,17,val
4.493052,4.3872766,0.7313544,6.0520453,-5.436713,2.3988914,4.0093703,06 Duarte,2021,18,val
3.151958,5.5156503,1.6789017,7.236175,-3.9437578,0.7706161,4.6726856,06 Duarte,2021,19,val
3.7744873,12.495892,1.6284089,9.680055,-2.4864156,6.0132585,6.182886,06 Duarte,2021,20,val
3.49744,4.5198255,2.6363559,7.4739523,-1.2576989,1.9195361,8.986996,06 Duarte,2021,21,val
4.6169214,3.9321964,5.5472665,7.169212,1.8122883,3.5848365,11.102639,06 Duarte,2021,22,val
0.238302,13.664636,-4.113923,9.041199,1.0757781,5.330309,17.168203,06 Duarte,2021,23,val
-0.7646452,4.7682104,4.119314,7.4028397,-1.578825,-0.19283788,7.4424,06 Duarte,2021,24,val
1.2997943,6.18187,8.299094,5.7776017,-0.044410113,5.773846,13.782882,06 Duarte,2021,25,val
-2.6690161,7.5966554,5.961692,6.7943716,-2.686172,3.319974,9.371426,06 Duarte,2021,26,val
-9.039255,13.378224,4.1941895,15.412028,0.71490234,-0.678041,2.6745195,06 Duarte,2021,27,val
-11.213625,15.218458,4.0283265,17.905754,4.218837,-1.0218889,2.681155,06 Duarte,2021,28,val
-8.553421,14.638772,7.6003428,13.416866,-1.1000443,1.6501082,4.235659,06 Duarte,2021,29,val
-8.273127,12.64379,5.5079837,14.396894,1.622603,-0.12268051,3.238096,06 Duarte,2021,30,val
-8.787926,11.599581,3.8269536,14.507285,1.9909621,-0.41629308,3.162291,06 Duarte,2021,31,val
-12.125991,18.63156,-7.3112054,12.638255,7.577631,4.053191,14.698867,06 Duarte,2021,32,val
-13.899282,11.855978,3.1465445,10.888631,1.5715913,0.6813697,7.563507,06 Duarte,2021,33,val
-9.374742,7.501847,1.9590428,8.570332,-1.8493443,-1.3078822,2.5419812,06 Duarte,2021,34,val
-5.7198806,5.755927,6.698203,4.2885494,-4.3861995,3.877609,4.6740856,06 Duarte,2021,35,val
-5.8749485,6.3808365,6.870365,4.118127,-2.7657278,5.2896714,3.3703425,06 Duarte,2021,36,val
-2.5239694,6.093562,7.922766,5.7318687,3.126062,7.2469325,8.210905,06 Duarte,2021,37,val
-4.5522575,7.597651,8.831403,4.983207,2.7067668,7.6046147,7.966596,06 Duarte,2021,38,val
-3.55857,8.604621,7.2001286,4.9012213,1.5900584,9.837095,7.297492,06 Duarte,2021,39,val
-5.3339643,7.969047,9.374203,5.302304,1.3802763,8.241673,2.039218,06 Duarte,2021,40,val
-3.3192165,8.453347,10.009815,5.051319,4.9181337,10.735666,7.2331314,06 Duarte,2021,41,val
-4.9924083,9.586219,7.373648,5.3747506,2.5746536,10.418894,2.0916142,06 Duarte,2021,42,val
-2.8287666,6.030404,6.4139395,6.1926923,0.40681964,8.243856,-1.848362,06 Duarte,2021,43,val
-2.6838684,6.926482,6.203553,6.0970902,3.1786482,8.619612,-0.34105977,06 Duarte,2021,44,val
-2.2606678,7.0369573,8.43522,7.77076,3.1215746,8.584418,-3.5178778,06 Duarte,2021,45,val
-1.3629727,6.6504407,7.775224,7.7275352,3.8962104,9.030705,-3.3813827,06 Duarte,2021,46,val
-0.6649411,10.886235,6.159903,7.635492,5.6017075,14.731175,-2.239534,06 Duarte,2021,47,val
1.8358008,8.129264,2.663961,9.139353,7.473671,10.184179,-5.916607,06 Duarte,2021,48,val
3.7342174,8.621103,4.7293653,12.112366,9.97817,11.08353,-8.218155,06 Duarte,2021,49,val
6.873243,9.117374,2.2969613,12.2100315,13.765309,13.253821,-9.307256,06 Duarte,2021,50,val
5.03797,9.380069,3.1216161,12.083967,11.29757,11.017289,-8.904001,06 Duarte,2021,51,val
0.24520063,10.124861,0.2322215,15.376855,10.03852,8.200314,-13.576866,06 Duarte,2021,52,val
-12.8602085,15.046196,-21.465681,2.774174,-0.73962766,-5.5314445,-22.736189,07 Elías Piña,2015,1,train
-7.0878835,16.472485,-24.271523,2.5600944,-1.6396707,-3.3858109,-21.662722,07 Elías Piña,2015,2,train
1.007678,10.856111,-20.14764,0.6107299,0.8634836,-2.395437,-14.016872,07 Elías Piña,2015,3,train
2.425827,9.480323,-22.09679,3.8455756,2.60549,-6.074126,-14.772874,07 Elías Piña,2015,4,train
11.547609,2.8499641,-15.122393,-4.3928604,5.989385,3.7078724,-6.9589567,07 Elías Piña,2015,5,train
11.427784,7.5214005,-12.109607,-2.2678342,0.21010105,3.9931557,-9.966372,07 Elías Piña,2015,6,train
15.538197,2.6671836,-13.635018,-0.09398551,6.087248,1.5677893,-8.923237,07 Elías Piña,2015,7,train
13.917105,5.528635,-12.505934,0.17011562,0.8263283,0.16563934,-8.626065,07 Elías Piña,2015,8,train
13.6495695,9.597742,-15.014765,1.2574114,-3.2600737,-0.38313407,-10.428212,07 Elías Piña,2015,9,train
22.669844,5.7594223,-21.211138,-1.2761273,-11.6770935,-3.2215488,-15.38364,07 Elías Piña,2015,10,train
21.64133,4.2986293,-20.744102,-1.2260904,-12.126801,-5.775154,-14.3060665,07 Elías Piña,2015,11,train
19.004171,-2.2458062,-23.745058,3.5427358,-0.33848086,-11.951044,-7.8187666,07 Elías Piña,2015,12,train
16.75549,2.447626,-25.32472,3.4960144,-6.24164,-13.272791,-7.4231625,07 Elías Piña,2015,13,train
21.220013,3.462273,-15.292667,4.1129704,-3.5324697,-8.744653,0.51953197,07 Elías Piña,2015,14,train
17.809776,5.468686,-12.303642,4.602841,-12.315331,-10.729306,-6.064531,07 Elías Piña,2015,15,train
13.742156,7.646507,-12.022618,5.2844844,-15.583129,-12.715977,-7.055631,07 Elías Piña,2015,16,train
10.391905,1.552898,-6.577214,6.0518913,-13.572944,-15.939378,-7.469436,07 Elías Piña,2015,17,train
11.808179,11.533156,-11.452959,3.782426,-23.867895,-12.310382,-8.122593,07 Elías Piña,2015,18,train
9.0721655,8.2688,-15.463946,-2.0195072,-19.549595,-8.771243,-3.5801513,07 Elías Piña,2015,19,train
5.512369,5.4834776,-13.676888,-2.3158357,-17.411907,-10.614013,-2.4221478,07 Elías Piña,2015,20,train
3.0317369,6.7549105,-11.36403,-0.35491318,-7.8795214,-8.318536,4.8625507,07 Elías Piña,2015,21,train
6.1329236,3.3282046,-10.008446,0.6185672,-5.7149677,-9.158442,7.57619,07 Elías Piña,2015,22,train
1.91935,3.734728,-8.556725,3.561155,-7.995862,-12.772932,3.532411,07 Elías Piña,2015,23,train
1.5802006,10.243073,-11.044867,1.4641479,-13.946026,-9.995967,1.3179305,07 Elías Piña,2015,24,train
1.1626432,11.753557,0.37236258,-7.0365067,-19.341532,-0.40707305,10.058893,07 Elías Piña,2015,25,train
1.4448521,10.526183,2.5408034,-7.96836,-20.915585,0.14648053,10.795094,07 Elías Piña,2015,26,train
-16.195263,23.404165,-12.390211,2.4711158,-20.97994,-10.119425,-4.998709,07 Elías Piña,2015,27,train
-18.569141,17.141733,-8.954566,4.583578,-17.482765,-15.071987,-8.904941,07 Elías Piña,2015,28,train
-15.333546,13.693209,-9.301071,2.2938478,-17.345388,-13.903232,-7.0975084,07 Elías Piña,2015,29,train
-13.100303,10.306461,-6.430591,-0.24114667,-18.672386,-13.076383,-5.6101446,07 Elías Piña,2015,30,train
-11.4917555,18.638525,-11.782664,-1.982025,-24.488575,-8.026957,-4.6850586,07 Elías Piña,2015,31,train
-13.769506,10.420804,-11.961998,-4.755834,-19.667948,-10.901223,-5.926784,07 Elías Piña,2015,32,train
-15.154563,5.578075,-9.136527,-4.123507,-19.356485,-13.547892,-11.480022,07 Elías Piña,2015,33,train
-18.747252,11.931548,-11.487395,-3.646418,-14.2396345,-9.879506,-3.2603824,07 Elías Piña,2015,34,train
-7.8091784,10.15808,-0.7069431,-15.091778,-20.019146,1.9309071,8.921361,07 Elías Piña,2015,35,train
-3.600506,4.0299034,-6.536713,-14.647932,-14.577313,1.5646933,7.157571,07 Elías Piña,2015,36,train
-3.971406,1.4440302,-4.1856956,-14.63778,-17.018326,-1.1126618,1.6383266,07 Elías Piña,2015,37,train
-3.7272167,3.1616385,-6.1200314,-15.686892,-13.843623,2.1672566,7.2259426,07 Elías Piña,2015,38,train
-3.0775478,0.13911295,-6.359511,-14.031479,-9.727535,0.9265331,7.0442266,07 Elías Piña,2015,39,train
-4.8656297,-0.62749535,-5.275104,-20.36985,-13.698561,3.6590738,5.065632,07 Elías Piña,2015,40,train
-4.345957,-0.8959924,-7.991847,-18.62989,-18.2002,0.2178718,-3.448651,07 Elías Piña,2015,41,train
-6.2633634,-6.0339746,-6.7190523,-20.997864,-16.373354,-0.008415067,-3.1429484,07 Elías Piña,2015,42,train
-2.008436,-1.7702125,-12.115107,-20.920603,-6.250176,6.378676,8.718185,07 Elías Piña,2015,43,train
-2.692703,-5.1548543,-11.347718,-18.553951,-5.9332995,2.5673974,4.313376,07 Elías Piña,2015,44,train
-4.331855,-6.474551,-4.8678956,-18.145658,-5.7002397,5.0892344,-4.800605,07 Elías Piña,2015,45,train
-5.6273656,-3.6163244,-6.9529305,-19.98951,-6.3938365,7.6592207,-5.7706656,07 Elías Piña,2015,46,train
-1.490459,-2.600106,-7.659375,-22.697296,-9.929292,11.095033,-9.794897,07 Elías Piña,2015,47,train
1.4535685,1.3180555,-18.130415,-15.757763,2.4653072,9.5974,-8.587859,07 Elías Piña,2015,48,train
2.366557,-3.168823,-14.035653,-13.555903,4.7262897,6.9934225,-9.156441,07 Elías Piña,2015,49,train
3.0732124,1.5204973,-15.7651415,-12.29779,4.076446,8.225516,-10.573105,07 Elías Piña,2015,50,train
5.0254545,-2.2487009,-16.124348,-12.731455,5.1746173,8.009211,-13.715447,07 Elías Piña,2015,51,train
-11.521701,11.35397,-23.688957,-6.6723833,2.637568,1.8301845,-17.87486,07 Elías Piña,2015,52,train
-3.7112513,2.840614,-28.720098,-8.764664,-1.2912991,-3.403284,-13.350085,07 Elías Piña,2016,1,train
-4.4113464,4.319032,-31.601034,-7.305713,-3.6225772,-5.547433,-16.554409,07 Elías Piña,2016,2,train
-2.2360387,1.4945986,-30.810886,-4.782993,0.15225428,-8.7964525,-14.32718,07 Elías Piña,2016,3,train
-3.2809827,1.4896709,-35.62956,-1.1557215,0.6497566,-13.575591,-18.440212,07 Elías Piña,2016,4,train
12.281718,-2.895805,-31.260792,-13.363186,-4.0544114,0.5505819,-14.176504,07 Elías Piña,2016,5,train
10.199141,-5.6446323,-27.034245,-8.287756,-0.2964726,-5.2134295,-12.18266,07 Elías Piña,2016,6,train
15.462332,-4.0880227,-30.3925,-10.257669,-2.562449,-3.4280288,-12.049583,07 Elías Piña,2016,7,train
8.06913,0.037007563,-19.501884,-11.022696,-7.697879,-1.9600161,-4.1296635,07 Elías Piña,2016,8,train
9.089994,-4.4897285,-20.848461,-7.226996,0.45888272,-5.5787206,0.6440196,07 Elías Piña,2016,9,train
19.577826,11.515536,-14.4592085,-1.9684057,-6.523877,4.652668,-3.972669,07 Elías Piña,2016,10,train
9.374474,7.5021367,-10.735535,0.78474057,-2.9162502,-2.2818248,-5.0958695,07 Elías Piña,2016,11,train
11.5753,9.995811,-10.371804,-0.38553825,-9.541815,-1.4171283,-7.2952847,07 Elías Piña,2016,12,train
8.120612,4.833302,-7.3898644,0.8458527,-8.828347,-5.8337617,-9.514623,07 Elías Piña,2016,13,train
6.6966906,0.41862932,-9.439751,-2.5610123,-4.0545774,-5.5071015,-0.34349617,07 Elías Piña,2016,14,train
9.341781,3.2668293,-12.099075,-3.9175348,-7.061852,-4.2980146,0.46686232,07 Elías Piña,2016,15,train
9.7010355,0.73657185,-10.136389,-4.8186646,-4.507107,-3.737498,3.8787253,07 Elías Piña,2016,16,train
11.856898,0.33327374,-11.891449,-4.7123494,0.38530624,-2.859634,9.567836,07 Elías Piña,2016,17,train
9.62837,-0.88699555,-10.169343,-3.2667692,-0.88870555,-4.3658195,5.77553,07 Elías Piña,2016,18,train
7.762183,5.7937,-2.8155985,3.703084,0.36667034,-4.0604315,4.312675,07 Elías Piña,2016,19,train
4.3782754,4.249152,-2.5357008,3.8402712,-2.8723023,-6.303666,-0.028620707,07 Elías Piña,2016,20,train
5.006637,13.941203,-8.667439,3.9471729,1.9488574,-3.250377,9.380017,07 Elías Piña,2016,21,train
3.711395,6.9736567,-1.4889767,5.1280694,1.1498715,-4.706669,4.208523,07 Elías Piña,2016,22,train
4.6074777,7.5516086,5.5763097,-1.672264,-7.4421153,1.8840976,5.3289266,07 Elías Piña,2016,23,train
3.1646414,10.060659,4.6859055,-3.066569,-12.232036,2.520308,2.2445054,07 Elías Piña,2016,24,train
3.8181736,13.033932,5.695254,-3.2387187,-8.714056,6.6236362,7.438311,07 Elías Piña,2016,25,train
2.472364,13.013015,7.436727,-2.905989,-8.984643,5.9521027,6.7657104,07 Elías Piña,2016,26,train
-12.194772,20.381966,-6.623388,4.44475,-8.304109,-3.667307,-3.0721667,07 Elías Piña,2016,27,train
