z1,z2,z3,z4,z5,z6,province,year,week,split
6.933013,2.4314487,3.6569295,-0.36499372,-7.7336297,0.97267175,03 Baoruco,2019,25,train
8.33782,1.7872651,3.069132,-0.2370323,-7.586553,1.4488412,03 Baoruco,2019,26,train
12.404662,-0.6163607,1.4158046,-4.924972,-6.5499263,4.525472,03 Baoruco,2019,27,train
13.042131,-3.822044,4.924588,-9.545724,-2.9133298,3.8946252,03 Baoruco,2019,28,train
11.139628,-2.216289,2.2089417,-4.8699317,-4.725404,3.768193,03 Baoruco,2019,29,train
12.783043,-2.6065335,3.7323384,-5.149145,-4.683171,3.1685352,03 Baoruco,2019,30,train
11.167013,-3.5029545,6.175747,-7.1877604,-2.1423445,2.1266024,03 Baoruco,2019,31,train
11.886424,-5.0991,4.993331,-6.963878,-2.0879781,2.0240386,03 Baoruco,2019,32,train
11.2621355,-3.8705184,3.716176,-5.444233,-2.6850655,3.210125,03 Baoruco,2019,33,train
8.945463,-4.5587935,4.3213634,-6.0054984,-1.0193743,2.1093113,03 Baoruco,2019,34,train
11.293295,-0.18688549,3.6580272,0.6169677,-5.7920794,2.1476035,03 Baoruco,2019,35,train
10.879755,-1.1861217,5.781519,0.28969985,-6.118519,-0.9098993,03 Baoruco,2019,36,train
9.859915,-1.2234495,5.060756,-0.31231382,-6.020838,-0.82495236,03 Baoruco,2019,37,train
-5.161878,-10.262121,18.824514,1.3370228,1.1566701,-14.043474,03 Baoruco,2019,38,train
7.611366,-3.4085994,7.0665345,2.71035,-2.3964434,-4.002915,03 Baoruco,2019,39,train
8.888005,-2.8175416,3.9810483,2.3830886,-1.9090478,0.04055572,03 Baoruco,2019,40,train
8.659719,-2.196038,0.4935587,2.1691742,-3.9109147,2.9501584,03 Baoruco,2019,41,train
11.918778,-4.246238,2.8900898,2.799922,-2.0074809,2.4033659,03 Baoruco,2019,42,train
-4.4336157,-10.912845,13.687016,7.369906,1.8701046,-12.118201,03 Baoruco,2019,43,train
11.814499,-5.546011,1.5311364,3.9811723,-0.8656835,2.231044,03 Baoruco,2019,44,train
10.326501,-5.907444,0.33604756,3.5736446,-0.5619254,2.333998,03 Baoruco,2019,45,train
9.894876,-7.949989,0.7623798,3.8978248,1.6066555,1.7331513,03 Baoruco,2019,46,train
8.488988,-6.571532,-2.6038077,4.3447747,-0.7735551,2.2060356,03 Baoruco,2019,47,train
10.787652,-4.594592,-5.3147707,5.377453,-3.4303098,4.288569,03 Baoruco,2019,48,train
2.37401,-12.017885,-10.421521,4.58843,1.7991681,3.340587,03 Baoruco,2019,49,train
-11.433232,-16.23089,4.1166472,8.962053,3.316218,-11.582019,03 Baoruco,2019,50,train
-0.39211625,-10.718762,-8.81418,5.7561493,3.1215181,1.5899507,03 Baoruco,2019,51,train
1.0626427,-12.883862,-12.17943,1.1939518,3.242254,4.780796,03 Baoruco,2019,52,train
1.8532696,-10.044727,-11.184799,1.8968852,1.8401415,6.638627,03 Baoruco,2020,1,val
1.140771,-9.185883,-12.43482,0.67237854,0.7722188,7.185179,03 Baoruco,2020,2,val
1.2265329,-5.450009,-10.663737,-1.3397713,-1.4770439,7.4381495,03 Baoruco,2020,3,val
-4.6742835,-6.697582,-14.839686,-1.0723705,0.012272893,7.329485,03 Baoruco,2020,4,val
-2.6834252,-4.1702952,-12.105101,3.1201665,-2.0541348,6.258707,03 Baoruco,2020,5,val
-5.0483036,-4.4298725,-12.298238,1.9687625,-2.0945768,5.510462,03 Baoruco,2020,6,val
-2.9412096,-2.1399958,-13.206089,2.994069,-4.1531973,6.118623,03 Baoruco,2020,7,val
-9.338708,-3.6638024,-16.660887,1.3352716,-3.015232,6.157797,03 Baoruco,2020,8,val
-11.098457,-3.533301,-15.319569,0.29457596,-2.242651,5.0557756,03 Baoruco,2020,9,val
-11.306502,-3.018968,-14.657233,-0.63746846,-2.5218265,5.244632,03 Baoruco,2020,10,val
-9.856459,-1.3427018,-13.947499,0.11911124,-3.7213748,5.424982,03 Baoruco,2020,11,val
-4.400086,1.215781,-14.940276,1.2397267,-7.087451,7.2124734,03 Baoruco,2020,12,val
-10.172599,-0.021424558,-14.24816,-0.5779866,-5.6078877,5.6417184,03 Baoruco,2020,13,val
-8.168081,2.7164447,-15.552616,-0.88872856,-8.066868,7.5482426,03 Baoruco,2020,14,val
-11.344788,1.186045,-12.88871,-2.9473476,-7.0824356,5.5386767,03 Baoruco,2020,15,val
-6.245458,1.2806615,-9.936559,-1.8433529,-6.647804,6.0292706,03 Baoruco,2020,16,val
-9.481724,2.366043,-12.233097,-3.4725456,-8.066463,6.0402026,03 Baoruco,2020,17,val
-7.0797315,1.3313303,-10.030419,-3.1148329,-6.4726963,5.6760583,03 Baoruco,2020,18,val
-0.31897926,6.442647,2.0492795,4.100902,-4.765123,4.0889874,03 Baoruco,2020,19,val
-0.029959084,6.2478423,2.3820689,3.8169355,-4.696863,3.4417229,03 Baoruco,2020,20,val
1.902908,7.7626095,2.675389,3.5755372,-6.459838,4.5935316,03 Baoruco,2020,21,val
1.5641567,7.9844184,4.320717,3.0557303,-6.0145035,3.325421,03 Baoruco,2020,22,val
2.823469,5.5934725,3.3523662,2.6736772,-6.8009205,2.0885046,03 Baoruco,2020,23,val
3.9157813,5.492775,3.2912188,2.6521313,-6.7664537,2.7426124,03 Baoruco,2020,24,val
4.2026906,4.53526,4.702113,1.3164356,-5.90432,1.979731,03 Baoruco,2020,25,val
8.838536,4.5298805,3.6302001,0.8930733,-7.884496,4.421292,03 Baoruco,2020,26,val
-4.4147844,-2.610479,19.291994,-12.904186,4.6373887,2.653966,03 Baoruco,2020,27,val
9.622569,1.9119748,4.236078,-4.7503104,-4.1019797,6.2039227,03 Baoruco,2020,28,val
11.046091,1.6398145,6.0550056,-5.446472,-3.0253713,6.3568273,03 Baoruco,2020,29,val
8.467839,1.512612,4.7244363,-4.902971,-2.6440506,5.817812,03 Baoruco,2020,30,val
12.701132,3.3858745,6.7558455,-4.251174,-4.893208,6.438891,03 Baoruco,2020,31,val
10.351436,5.11369,7.1473975,-4.0423484,-2.5814779,7.858863,03 Baoruco,2020,32,val
8.426942,3.2486928,3.780507,-2.321317,-3.443232,7.978498,03 Baoruco,2020,33,val
-8.478699,-2.2137477,24.982908,-10.287052,9.030875,3.3670096,03 Baoruco,2020,34,val
6.114396,4.346043,7.615596,0.17434247,-0.93543637,4.6158605,03 Baoruco,2020,35,val
5.980626,4.067094,7.3106,0.9768393,0.5756918,5.899828,03 Baoruco,2020,36,val
6.692016,4.3068104,8.214796,1.5844717,1.1681279,6.1419196,03 Baoruco,2020,37,val
7.793357,3.483891,6.4644365,1.3681877,0.084167965,6.565105,03 Baoruco,2020,38,val
7.8812547,2.7858562,4.318596,1.9723791,-0.63247305,7.339988,03 Baoruco,2020,39,val
8.779739,1.8485489,5.967402,3.0057218,1.3086869,6.9044313,03 Baoruco,2020,40,val
9.051856,1.8757671,5.542336,3.6859295,2.161861,7.314192,03 Baoruco,2020,41,val
9.177337,0.41811445,5.497333,3.1094368,2.79368,7.688615,03 Baoruco,2020,42,val
7.002109,0.6191966,3.881101,3.2690063,3.227893,7.966078,03 Baoruco,2020,43,val
8.983628,0.8224192,3.099941,4.258893,2.9541593,9.557402,03 Baoruco,2020,44,val
6.1230774,0.49261248,5.0305834,5.0680985,8.761715,11.347187,03 Baoruco,2020,45,val
-8.523148,-0.59070885,12.339642,7.6721663,11.482256,4.7113547,03 Baoruco,2020,46,val
3.4508564,0.40773588,2.078513,4.896571,7.457216,10.51241,03 Baoruco,2020,47,val
4.6403904,1.4039174,0.44141027,7.0978947,6.876109,11.448737,03 Baoruco,2020,48,val
-2.5697742,0.6085429,-5.663534,6.35622,9.723037,16.34069,03 Baoruco,2020,49,val
-3.021967,0.4721104,-6.0107265,6.695009,10.593096,16.90735,03 Baoruco,2020,50,val
-1.9546732,1.0726755,-7.0917087,6.512793,8.241004,16.777811,03 Baoruco,2020,51,val
-1.7252953,-0.32412505,-7.5774784,4.462663,10.959862,18.857956,03 Baoruco,2020,52,val
-0.053315666,2.8400369,-5.8631706,3.7978704,7.8655705,18.685215,03 Baoruco,2021,1,val
-3.556914,1.9897238,-7.851231,3.3317647,8.806956,18.89546,03 Baoruco,2021,2,val
-4.0546565,3.0668166,-7.109771,2.7994354,7.0144544,18.09135,03 Baoruco,2021,3,val
-1.1214803,4.8123693,-7.970951,-0.19191574,5.1750107,19.091305,03 Baoruco,2021,4,val
-5.489798,3.7723672,-7.5363564,4.947986,6.3263454,16.855211,03 Baoruco,2021,5,val
-4.958361,2.914733,-5.8702583,3.4332366,3.8216052,13.328249,03 Baoruco,2021,6,val
-3.0830088,3.8093574,-6.1658554,3.4011738,1.7097396,13.344336,03 Baoruco,2021,7,val
-5.371098,5.568814,-9.357184,4.6170964,2.388351,15.012218,03 Baoruco,2021,8,val
-6.8254604,5.882763,-11.407117,3.8122356,1.8245997,15.585344,03 Baoruco,2021,9,val
-19.119759,0.43664694,4.5549035,7.9750514,5.737489,1.805864,03 Baoruco,2021,10,val
-6.7379866,4.8910003,-10.177422,5.83015,-2.7328908,8.127405,03 Baoruco,2021,11,val
-10.680764,4.4792137,-9.59117,3.2431715,-1.862696,8.07934,03 Baoruco,2021,12,val
-9.012426,4.966572,-8.853992,1.3601762,-2.9898546,8.492443,03 Baoruco,2021,13,val
-11.41772,2.5473402,-8.686005,-1.1331447,-0.102958776,7.9053183,03 Baoruco,2021,14,val
-7.785248,5.963652,-10.843264,0.48715237,-6.26943,7.7358723,03 Baoruco,2021,15,val
-6.515886,3.8827605,-7.548275,-0.40623212,-4.407859,6.949437,03 Baoruco,2021,16,val
-10.02043,4.4894114,-8.772913,-2.1029892,-4.1446486,7.408632,03 Baoruco,2021,17,val
-7.711137,4.1053557,-7.858507,-2.6029174,-4.8645787,7.147546,03 Baoruco,2021,18,val
-6.924735,3.5937192,-7.183716,-3.240542,-4.489012,7.3194723,03 Baoruco,2021,19,val
-10.212062,6.2164497,-12.076712,-5.938215,-6.4934373,10.333292,03 Baoruco,2021,20,val
-8.305516,5.008311,-9.720581,-6.0501947,-6.6577406,8.705288,03 Baoruco,2021,21,val
-6.227149,3.7776814,-6.4677825,-5.2877383,-5.3507247,6.9280057,03 Baoruco,2021,22,val
-6.31088,4.784962,-7.090495,-6.587335,-6.284209,7.1835957,03 Baoruco,2021,23,val
-6.0829535,4.8556924,-7.5334086,-7.632624,-7.796148,7.11932,03 Baoruco,2021,24,val
-6.5062437,4.4938693,-6.5784063,-8.032946,-6.3285713,7.0265956,03 Baoruco,2021,25,val
4.8009305,7.659367,7.6022706,-0.9043578,-4.601957,4.9802213,03 Baoruco,2021,26,val
5.8434057,5.8837094,2.692508,-6.925119,-1.0695188,11.804021,03 Baoruco,2021,27,val
6.1482015,7.2315345,6.623669,-6.5369606,0.4721168,12.061516,03 Baoruco,2021,28,val
6.4709907,7.4626517,5.892844,-5.262455,-0.5522509,11.431516,03 Baoruco,2021,29,val
5.1968217,6.1449547,5.200982,-4.2351365,-1.3740326,9.527758,03 Baoruco,2021,30,val
6.3143535,5.7089334,3.5241942,-3.1971054,-2.970141,9.499184,03 Baoruco,2021,31,val
9.178007,6.6939273,7.706771,-6.0849943,-2.6892877,8.730107,03 Baoruco,2021,32,val
-11.510817,-7.4036026,18.644733,-14.25419,10.457986,1.0006678,03 Baoruco,2021,33,val
5.9348607,3.7283738,3.3218312,-5.4137325,-1.3580436,8.505562,03 Baoruco,2021,34,val
8.845638,5.001113,8.955315,-0.071614325,-2.5521243,4.4752283,03 Baoruco,2021,35,val
8.646136,4.6538715,4.8862348,1.1509914,-3.129549,6.5810356,03 Baoruco,2021,36,val
9.310192,4.5020857,5.5858836,1.8403258,-1.2507459,7.218554,03 Baoruco,2021,37,val
10.589188,3.496403,7.4062467,1.9631649,0.05234097,7.414299,03 Baoruco,2021,38,val
8.34522,3.475203,6.0147347,2.770757,1.1892202,7.380376,03 Baoruco,2021,39,val
8.0874,2.9819512,4.94905,2.8726413,1.5288801,7.9319735,03 Baoruco,2021,40,val
10.677243,2.2924697,8.64591,4.2973123,5.4196706,9.39477,03 Baoruco,2021,41,val
7.95693,1.5965337,5.6081944,3.3992114,3.9272199,8.656583,03 Baoruco,2021,42,val
8.200898,2.1992953,3.0444958,4.1618156,2.5795057,9.11647,03 Baoruco,2021,43,val
7.6225557,1.3128663,3.18643,3.761216,3.8076756,9.844876,03 Baoruco,2021,44,val
8.081387,1.4714825,2.3426251,4.124508,3.360892,11.297583,03 Baoruco,2021,45,val
9.083353,2.926962,-1.0498494,5.2936444,1.9585298,12.62193,03 Baoruco,2021,46,val
6.6359954,1.463495,0.44935378,5.1344824,4.9231606,12.333089,03 Baoruco,2021,47,val
1.3943996,-2.2644346,-8.454118,5.8745875,4.77489,13.43092,03 Baoruco,2021,48,val
0.84127295,0.23834628,-7.5560613,6.0304317,4.8178024,14.695594,03 Baoruco,2021,49,val
0.9769564,1.0729349,-8.241398,6.3435397,4.7086067,15.1538105,03 Baoruco,2021,50,val
-1.8845104,-1.1565102,-8.181572,6.3701563,7.4493375,15.151107,03 Baoruco,2021,51,val
1.2942566,-1.5792383,-11.150547,2.8440313,9.320413,19.092127,03 Baoruco,2021,52,val
-0.87467563,-8.992331,-5.100272,-5.2225184,1.6219901,4.456046,04 Barahona,2015,1,train
-2.190978,-9.033858,-7.111834,-5.8659806,1.931469,4.8001695,04 Barahona,2015,2,train
-5.024047,-9.128244,-9.38598,-5.3778954,2.333448,4.7129574,04 Barahona,2015,3,train
-5.165364,-7.2880597,-8.800406,-5.4315114,1.194239,4.373772,04 Barahona,2015,4,train
-8.402311,-7.9408703,-9.253524,4.538739,1.3651618,0.23867242,04 Barahona,2015,5,train
-7.939141,-5.093009,-7.1420617,4.6170177,1.1635077,1.5428689,04 Barahona,2015,6,train
-10.2051735,-5.444842,-12.582682,2.6418185,0.49412262,3.692838,04 Barahona,2015,7,train
-9.077476,-3.8747005,-9.553032,3.114038,-0.5667482,2.7102518,04 Barahona,2015,8,train
-8.408938,-2.452624,-4.8983116,4.6608725,-1.3293195,0.44073027,04 Barahona,2015,9,train
-6.306951,-1.8082956,-3.0327365,5.3026567,-3.2372737,-1.6806724,04 Barahona,2015,10,train
-6.786798,-0.9490862,-3.3198304,6.106299,-4.566983,-1.7877853,04 Barahona,2015,11,train
-7.8212714,-0.9497565,-3.8741298,3.2656536,-5.239133,-3.861949,04 Barahona,2015,12,train
-8.096519,0.11373897,-2.8697627,3.5210376,-6.520379,-4.243569,04 Barahona,2015,13,train
-8.516361,1.8633735,-1.8796823,4.666434,-6.5010457,-3.4089026,04 Barahona,2015,14,train
-6.885818,1.6730673,-0.8114962,2.422395,-5.880339,-1.6073114,04 Barahona,2015,15,train
-7.064774,2.9481354,-1.1683657,1.3113983,-7.545298,-1.9210621,04 Barahona,2015,16,train
-5.8758836,4.449326,1.4945145,1.6329762,-9.06723,-3.8994386,04 Barahona,2015,17,train
-5.4929414,4.663352,1.2378721,1.0494314,-9.58841,-3.2896867,04 Barahona,2015,18,train
-4.8883195,0.9544823,1.2538148,2.5604074,-8.900642,-5.222389,04 Barahona,2015,19,train
-2.8478718,-0.5341307,0.70123535,1.2177683,-7.481341,-4.232749,04 Barahona,2015,20,train
-2.7694921,-0.4105315,1.0702368,0.1953564,-8.740197,-5.8491073,04 Barahona,2015,21,train
-2.5013366,2.6861277,5.2266603,2.7453437,-7.552364,-5.477621,04 Barahona,2015,22,train
-3.2297907,2.7376928,4.8743215,-1.4389337,-7.170659,-3.5348413,04 Barahona,2015,23,train
-2.1734228,1.9446789,4.127501,-2.1377244,-6.7939043,-2.693208,04 Barahona,2015,24,train
-1.8709501,0.8516328,4.2050657,-3.1134093,-6.2723455,-2.5125582,04 Barahona,2015,25,train
-0.6463871,1.6933596,5.833762,-2.798755,-6.6240396,-1.9815624,04 Barahona,2015,26,train
2.3155713,-4.004898,2.4741194,-14.015104,-2.6834202,4.209024,04 Barahona,2015,27,train
3.0597067,-4.273571,3.6333687,-16.63474,-2.6886492,3.5765295,04 Barahona,2015,28,train
1.722184,-5.781666,2.4715462,-15.660355,-1.2374898,3.232439,04 Barahona,2015,29,train
3.8033273,-2.8201315,3.0214388,-14.050729,-3.8007162,2.8148267,04 Barahona,2015,30,train
2.5962918,-3.6543672,2.8050852,-13.261899,-3.431106,2.6927063,04 Barahona,2015,31,train
2.6835377,-6.6949267,2.2353384,-13.725764,-3.109533,0.86883676,04 Barahona,2015,32,train
2.7529197,-5.2314534,1.5636765,-10.721991,-2.6388018,0.76133114,04 Barahona,2015,33,train
3.7034895,-5.726864,2.9540846,-11.748334,-3.3368835,-0.25059846,04 Barahona,2015,34,train
-7.275389,-8.114917,14.144621,-4.632687,-1.1354456,-10.524906,04 Barahona,2015,35,train
2.1795163,-3.5020602,6.0114207,-0.087443985,-5.640884,-6.819967,04 Barahona,2015,36,train
2.8927195,-2.7374833,5.640608,0.88208574,-6.044237,-5.788842,04 Barahona,2015,37,train
2.2948937,-3.933879,5.5968266,1.2252837,-4.9903398,-6.5698347,04 Barahona,2015,38,train
2.242643,-4.992166,4.157978,0.041447643,-3.989568,-6.059672,04 Barahona,2015,39,train
5.256332,-7.642953,3.6380641,1.2054732,-4.8535852,-7.4837255,04 Barahona,2015,40,train
4.454381,-6.9608035,2.2171967,0.80910957,-4.275539,-5.1641574,04 Barahona,2015,41,train
3.787366,-8.314406,2.0904174,0.23914216,-3.4544024,-5.6870646,04 Barahona,2015,42,train
4.8645425,-9.844061,2.0059474,1.3339381,-3.2926023,-7.5760646,04 Barahona,2015,43,train
4.894506,-10.370015,1.9679008,2.4801536,-2.7935607,-7.788189,04 Barahona,2015,44,train
4.240936,-9.689803,1.0074092,2.183579,-0.22989339,-3.6350236,04 Barahona,2015,45,train
3.2290552,-10.34361,0.92774683,1.8349211,0.34452754,-3.5639987,04 Barahona,2015,46,train
2.5782194,-9.322137,-0.4782873,4.0187726,-0.17345147,-3.7956102,04 Barahona,2015,47,train
1.0624174,-13.571986,-7.1372643,4.0046463,1.2438939,-2.6616077,04 Barahona,2015,48,train
-2.0080993,-12.470459,-2.8293018,1.7621088,3.1429684,-2.1190383,04 Barahona,2015,49,train
-2.3915825,-11.840887,-3.3270357,3.2389114,3.1047344,-2.4679708,04 Barahona,2015,50,train
-3.4556673,-11.759341,-3.0662298,3.392052,3.5344555,-2.50051,04 Barahona,2015,51,train
1.5045807,-13.320116,-3.7424889,-4.6797695,2.221568,1.5164423,04 Barahona,2015,52,train
-1.5782578,-14.413267,-8.0911455,-7.3237867,0.3687995,-1.9234192,04 Barahona,2016,1,train
-1.5264488,-12.753887,-7.9252706,-8.180556,-0.534436,-0.99358195,04 Barahona,2016,2,train
-3.670654,-13.9225025,-11.102153,-9.364046,-0.9047209,-0.30447745,04 Barahona,2016,3,train
-4.0750375,-13.224154,-9.096046,-11.562402,-0.6654947,0.7675762,04 Barahona,2016,4,train
-4.708566,-9.86751,-6.649392,4.883811,-3.612005,-7.6276445,04 Barahona,2016,5,train
-4.4475436,-8.39518,-5.9939227,3.8455987,-4.046236,-6.381654,04 Barahona,2016,6,train
-7.6892166,-8.335688,-9.583254,1.1985033,-3.4753861,-3.4130397,04 Barahona,2016,7,train
-6.7093954,-6.619408,-8.247478,1.4163524,-4.1974926,-3.640563,04 Barahona,2016,8,train
-9.764925,-7.856709,-8.308389,-1.0814235,-3.533196,-4.44918,04 Barahona,2016,9,train
-10.695221,-1.5314765,-7.1845565,5.382433,-2.6729558,0.040877488,04 Barahona,2016,10,train
-10.589543,-2.7517,-6.6773076,0.91581374,-1.3892398,0.7402363,04 Barahona,2016,11,train
-9.463854,-1.7279801,-5.682088,1.6373689,-2.8734372,1.1860119,04 Barahona,2016,12,train
-10.78546,-1.1438588,-5.9585843,1.1147162,-3.333231,0.25832066,04 Barahona,2016,13,train
-7.6564655,-3.0836885,-5.1846766,-0.8351018,-4.893362,-2.9496818,04 Barahona,2016,14,train
-8.153771,-2.7901497,-6.8589406,-1.8781856,-4.624211,-1.4348342,04 Barahona,2016,15,train
-8.100987,-3.8249536,-5.4706435,-2.4316292,-4.285515,-1.6019213,04 Barahona,2016,16,train
-16.569534,-5.257312,1.9741398,-4.2328067,-1.360756,-6.7063956,04 Barahona,2016,17,train
-13.82487,-4.2994003,3.7288146,-3.4362848,0.17190439,-5.3983016,04 Barahona,2016,18,train
-4.6446743,2.7695749,4.689594,3.5271173,-1.0881196,0.32296464,04 Barahona,2016,19,train
-3.7999244,3.8898702,4.7401404,2.7832584,-3.7269547,0.057131123,04 Barahona,2016,20,train
-3.764126,3.5181513,6.3560505,3.3326864,-1.7678522,0.08916501,04 Barahona,2016,21,train
-3.721135,3.2426834,7.2450867,2.4736235,-0.6571959,-0.30012217,04 Barahona,2016,22,train
-2.304643,3.6141376,5.924133,0.62644506,-1.9515287,0.9310726,04 Barahona,2016,23,train
-0.68236583,4.1322455,6.140132,0.60386324,-3.8026416,0.9364033,04 Barahona,2016,24,train
-1.5619372,2.9080052,7.6287136,0.78838223,-1.0141865,1.2377144,04 Barahona,2016,25,train
-0.4244701,2.518132,6.6935744,0.74629116,-0.94858634,2.2493393,04 Barahona,2016,26,train
3.611642,-2.351617,4.558294,-9.763903,-0.45432568,4.801886,04 Barahona,2016,27,train
3.1805632,-1.8817645,3.691501,-8.362716,-0.23970725,4.7576876,04 Barahona,2016,28,train
3.8975792,-2.141898,6.176109,-11.068888,0.61814094,5.673446,04 Barahona,2016,29,train
2.238534,-0.55991316,4.0292034,-6.569055,-0.09299162,5.088844,04 Barahona,2016,30,train
1.9248569,-3.2909136,6.8631363,-12.215937,1.9618746,6.083653,04 Barahona,2016,31,train
3.6970804,-1.3760728,6.270575,-7.830222,1.0108874,5.571173,04 Barahona,2016,32,train
3.7817953,-1.5647126,4.776298,-7.043927,-0.060186498,4.4217424,04 Barahona,2016,33,train
-3.6008475,-3.0239444,13.511922,-9.849121,8.317438,7.075695,04 Barahona,2016,34,train
2.3526206,2.4045215,7.518561,0.6037333,-1.0878695,2.2676597,04 Barahona,2016,35,train
2.0562334,4.077598,8.3106575,0.69036454,0.90811545,4.908804,04 Barahona,2016,36,train
1.9253813,3.3396754,5.751505,0.6529598,0.6844157,4.663165,04 Barahona,2016,37,train
2.3499103,2.8760023,6.2311273,0.8051686,1.8733921,4.9784775,04 Barahona,2016,38,train
2.3085265,2.2615728,6.9591126,1.5150709,2.185666,5.812205,04 Barahona,2016,39,train
-9.499624,-6.9735227,13.298474,-0.76354223,7.7777553,-3.1446195,04 Barahona,2016,40,train
4.640746,-1.7782259,6.935476,2.6630995,3.1746347,2.0874376,04 Barahona,2016,41,train
-4.413442,-4.9236445,11.717132,2.4588776,7.1287,-1.6930867,04 Barahona,2016,42,train
3.862962,-2.9624975,6.030906,3.0960417,4.561569,2.5986972,04 Barahona,2016,43,train
3.8468394,-2.516353,5.8209953,5.2211165,4.3568444,2.6027853,04 Barahona,2016,44,train
3.5538068,-3.4866352,4.1525216,3.4156594,5.162248,3.8765197,04 Barahona,2016,45,train
4.0606527,-5.519013,5.149278,4.2482696,7.8030725,4.1325865,04 Barahona,2016,46,train
1.6670473,-4.2438912,2.7079883,5.7708693,6.1151457,4.529654,04 Barahona,2016,47,train
2.9742687,-3.976166,1.7491763,8.277235,6.302571,4.790135,04 Barahona,2016,48,train
0.9003421,-3.731359,0.9814914,5.1948476,4.722259,4.623099,04 Barahona,2016,49,train
0.33466992,-3.250645,0.57402855,4.3579445,3.8435824,4.40463,04 Barahona,2016,50,train
0.2523975,-2.752925,0.37887615,5.4591894,3.2166986,4.3693857,04 Barahona,2016,51,train
-1.0483469,-7.045592,-4.6772537,-0.5149476,6.2982097,8.455683,04 Barahona,2016,52,train
-3.1422777,-7.4429626,-6.660982,-1.649361,6.4332085,8.204489,04 Barahona,2017,1,train
0.21294689,-4.6312,-7.681904,-3.205711,3.0697558,10.9568815,04 Barahona,2017,2,train
-2.5734925,-5.485385,-8.9500265,-7.0597467,3.7577207,10.942985,04 Barahona,2017,3,train
-6.2331457,-4.9191675,-11.440985,-5.129569,3.4435704,11.049318,04 Barahona,2017,4,train
-5.5165687,-2.7006981,-6.8689055,3.780629,2.3688762,6.1935863,04 Barahona,2017,5,train
-8.178212,-3.5208876,-8.238918,3.4306183,2.3369195,5.335977,04 Barahona,2017,6,train
-10.787342,-3.0090125,-11.681492,5.113184,2.1070623,5.679761,04 Barahona,2017,7,train
-9.343552,-1.4226515,-9.628455,4.038078,0.65287435,5.2295065,04 Barahona,2017,8,train
-5.862922,-0.46804658,-5.0018797,3.1047072,-0.7902286,4.2288995,04 Barahona,2017,9,train
-7.903985,1.4454399,-4.356401,3.8882678,0.72381216,6.04659,04 Barahona,2017,10,train
-10.525132,1.2789793,-6.920556,1.3327368,1.4029524,7.4913774,04 Barahona,2017,11,train
-11.989058,2.7747402,-8.574444,1.0708349,0.7175692,8.363625,04 Barahona,2017,12,train
-10.4810095,3.651554,-5.294358,1.2530674,-1.3540828,5.2081323,04 Barahona,2017,13,train
-9.393284,-0.464613,-6.1906157,-0.99744254,-1.3770595,3.6047933,04 Barahona,2017,14,train
-12.614646,0.86661005,-11.837091,-1.416117,-3.7511683,5.7533026,04 Barahona,2017,15,train
-15.482292,-3.894611,4.8648105,-0.13143845,2.6613665,-1.3666186,04 Barahona,2017,16,train
-11.922166,-1.8757322,-3.9188914,-2.7413225,-0.056445543,1.9034818,04 Barahona,2017,17,train
-9.390173,0.7913235,7.596479,4.079285,0.3507215,-2.814141,04 Barahona,2017,18,train
-3.9931931,5.3970838,4.7659307,5.830824,-2.5965767,-0.080453195,04 Barahona,2017,19,train
-4.450858,2.5544617,6.2618127,4.665033,0.36626154,1.3897257,04 Barahona,2017,20,train
-2.3226035,2.6118612,4.010293,1.7755504,-2.292025,0.63833714,04 Barahona,2017,21,train
-1.5949074,2.397733,4.1019573,1.9902282,-2.2358694,1.0410103,04 Barahona,2017,22,train
-1.2399564,2.448927,5.0218873,1.5634177,-3.2273483,-0.43225214,04 Barahona,2017,23,train
-1.3475477,1.7601764,6.214191,2.2636995,-2.6584046,-0.9756576,04 Barahona,2017,24,train
-0.063700706,1.3416892,5.5900116,2.8138232,-2.8998282,-0.2845444,04 Barahona,2017,25,train
0.5672541,1.2953547,5.383226,1.2194521,-2.6888602,0.21546175,04 Barahona,2017,26,train
4.0862927,-2.7276561,3.3100543,-8.170418,0.52706003,5.6573915,04 Barahona,2017,27,train
4.2677445,-2.909169,5.897145,-9.706717,2.6448975,5.3843875,04 Barahona,2017,28,train
3.5091217,-1.6584644,3.4206884,-5.82059,-0.12305614,4.881396,04 Barahona,2017,29,train
4.978984,-2.4029229,5.8800974,-9.012574,0.52155477,4.751291,04 Barahona,2017,30,train
3.9800723,-1.9488784,4.887513,-5.9585333,0.4132582,4.979393,04 Barahona,2017,31,train
5.53853,-2.8696184,6.1914115,-9.847164,1.4334242,5.3401885,04 Barahona,2017,32,train
5.6318483,-1.6442119,6.266096,-6.9911213,-0.3950762,4.762348,04 Barahona,2017,33,train
5.193275,-1.7235813,5.0371585,-5.860632,0.88885653,4.9636283,04 Barahona,2017,34,train
3.680475,1.5707352,7.5221734,0.14458837,-1.4455287,1.4427056,04 Barahona,2017,35,train
7.4162335,2.3709521,10.650601,1.9432244,0.0025192236,2.788106,04 Barahona,2017,36,train
3.0983105,0.49612552,8.74381,0.5641564,1.6500274,1.640787,04 Barahona,2017,37,train
6.9963436,1.2436023,8.750242,1.5275635,0.4435803,2.990546,04 Barahona,2017,38,train
1.1285621,-0.058610957,7.3810625,1.7791618,1.6387506,1.710063,04 Barahona,2017,39,train
1.5299579,1.111951,8.05109,2.5552704,3.6371188,3.6767442,04 Barahona,2017,40,train
