z1,z2,province,year,week,split
2.6209083,7.6381693,10 Independencia,2015,3,train
2.3747816,7.800435,10 Independencia,2015,4,train
6.0803905,2.1734421,10 Independencia,2015,5,train
6.12187,1.8084395,10 Independencia,2015,6,train
7.069068,2.5085287,10 Independencia,2015,7,train
6.639282,1.099536,10 Independencia,2015,8,train
7.247324,0.4845605,10 Independencia,2015,9,train
7.349359,0.13097352,10 Independencia,2015,10,train
7.4110518,-0.21245997,10 Independencia,2015,11,train
8.755118,-1.2050376,10 Independencia,2015,12,train
8.584129,-1.5132812,10 Independencia,2015,13,train
9.233326,-2.0631108,10 Independencia,2015,14,train
7.927689,-1.8820618,10 Independencia,2015,15,train
7.19832,-2.2822165,10 Independencia,2015,16,train
7.365134,-2.512591,10 Independencia,2015,17,train
6.7263513,-2.7887444,10 Independencia,2015,18,train
6.9600286,-2.6929698,10 Independencia,2015,19,train
6.504435,-3.14771,10 Independencia,2015,20,train
7.0243464,-4.1536245,10 Independencia,2015,21,train
2.9396026,-5.0564885,10 Independencia,2015,22,train
1.9927939,-4.761505,10 Independencia,2015,23,train
0.8611104,-3.871606,10 Independencia,2015,24,train
0.38177085,-3.7780042,10 Independencia,2015,25,train
-0.06606139,-3.8915231,10 Independencia,2015,26,train
-7.385762,-6.894561,10 Independencia,2015,27,train
-7.5917053,-7.125765,10 Independencia,2015,28,train
-7.0231113,-6.4200397,10 Independencia,2015,29,train
-6.947107,-6.292468,10 Independencia,2015,30,train
-8.468981,-8.005257,10 Independencia,2015,31,train
-7.3611608,-6.6420617,10 Independencia,2015,32,train
-7.3576417,-6.608272,10 Independencia,2015,33,train
-8.077968,-7.1593614,10 Independencia,2015,34,train
-14.633152,10.347979,10 Independencia,2015,35,train
-2.6833065,-1.8178843,10 Independencia,2015,36,train
-2.1293924,-1.5683976,10 Independencia,2015,37,train
-2.3353837,-1.5137872,10 Independencia,2015,38,train
-3.1320205,-1.6815884,10 Independencia,2015,39,train
-2.6406345,-1.4261265,10 Independencia,2015,40,train
-2.372137,-1.4403324,10 Independencia,2015,41,train
-2.3424876,-1.1094654,10 Independencia,2015,42,train
-0.8559916,0.42547178,10 Independencia,2015,43,train
-0.7612697,0.44640312,10 Independencia,2015,44,train
-0.389494,0.45354366,10 Independencia,2015,45,train
-0.27630982,0.60979897,10 Independencia,2015,46,train
-0.13349581,0.594312,10 Independencia,2015,47,train
-0.07214322,0.6171445,10 Independencia,2015,48,train
0.11271483,1.4457175,10 Independencia,2015,49,train
4.295098,5.4385247,10 Independencia,2015,50,train
4.3608136,5.465709,10 Independencia,2015,51,train
3.3830035,7.14473,10 Independencia,2015,52,train
3.0851467,6.98557,10 Independencia,2016,1,train
2.8669062,6.8960514,10 Independencia,2016,2,train
2.7539654,6.887811,10 Independencia,2016,3,train
2.9793155,7.3771358,10 Independencia,2016,4,train
5.871057,1.4426403,10 Independencia,2016,5,train
6.5257154,1.6151481,10 Independencia,2016,6,train
6.7155285,1.5737008,10 Independencia,2016,7,train
6.559449,1.0098906,10 Independencia,2016,8,train
12.620489,-11.106473,10 Independencia,2016,9,train
7.269889,0.2737106,10 Independencia,2016,10,train
8.227351,-0.68704754,10 Independencia,2016,11,train
7.278117,-1.0668083,10 Independencia,2016,12,train
7.811883,-1.6405365,10 Independencia,2016,13,train
9.104178,-2.7912173,10 Independencia,2016,14,train
9.376921,-3.0027926,10 Independencia,2016,15,train
12.889446,-11.052663,10 Independencia,2016,16,train
13.715274,-12.172476,10 Independencia,2016,17,train
11.939519,-13.4548645,10 Independencia,2016,18,train
6.2823014,-8.819162,10 Independencia,2016,19,train
4.5892816,-6.1658063,10 Independencia,2016,20,train
10.6695385,-11.855707,10 Independencia,2016,21,train
4.829751,-8.292875,10 Independencia,2016,22,train
1.6292102,-5.1494956,10 Independencia,2016,23,train
0.4143978,-4.2864013,10 Independencia,2016,24,train
-0.025948793,-4.7227335,10 Independencia,2016,25,train
-0.7962289,-4.4855304,10 Independencia,2016,26,train
-5.510578,-6.348211,10 Independencia,2016,27,train
-5.417795,-6.325798,10 Independencia,2016,28,train
-5.3074055,-6.3165474,10 Independencia,2016,29,train
-5.112593,-6.011336,10 Independencia,2016,30,train
-5.4339623,-5.2893815,10 Independencia,2016,31,train
-4.6204214,-6.3839884,10 Independencia,2016,32,train
-5.729214,-6.8478355,10 Independencia,2016,33,train
-18.583921,9.7724905,10 Independencia,2016,34,train
-1.8573967,-2.9687057,10 Independencia,2016,35,train
-1.7173332,-3.036313,10 Independencia,2016,36,train
-1.7770126,-3.0574489,10 Independencia,2016,37,train
-1.9367523,-3.1532078,10 Independencia,2016,38,train
-1.5632838,-2.8530722,10 Independencia,2016,39,train
-13.047959,12.367479,10 Independencia,2016,40,train
-8.887915,3.158236,10 Independencia,2016,41,train
-10.229774,10.682202,10 Independencia,2016,42,train
-5.856181,6.4466653,10 Independencia,2016,43,train
-4.8906045,6.286374,10 Independencia,2016,44,train
-4.6094403,6.833644,10 Independencia,2016,45,train
-4.676475,7.475049,10 Independencia,2016,46,train
-3.4132082,6.6140227,10 Independencia,2016,47,train
-2.6113777,5.741582,10 Independencia,2016,48,train
-1.5008028,4.4146576,10 Independencia,2016,49,train
-1.7540551,4.674799,10 Independencia,2016,50,train
1.5911999,0.6930497,10 Independencia,2016,51,train
-1.1641628,6.8479943,10 Independencia,2016,52,train
-0.6446662,6.4297447,10 Independencia,2017,1,train
-0.5951726,6.711708,10 Independencia,2017,2,train
-0.53904146,6.752312,10 Independencia,2017,3,train
-0.5961727,6.690113,10 Independencia,2017,4,train
2.295642,-0.2901572,10 Independencia,2017,5,train
2.4310436,-0.3564488,10 Independencia,2017,6,train
2.496921,-0.4440597,10 Independencia,2017,7,train
2.6458848,-0.7736775,10 Independencia,2017,8,train
2.8639235,-1.1818355,10 Independencia,2017,9,train
2.9701583,-1.2382818,10 Independencia,2017,10,train
2.9917037,-1.392626,10 Independencia,2017,11,train
3.0615957,-1.5764692,10 Independencia,2017,12,train
3.3314319,-2.1551383,10 Independencia,2017,13,train
3.2330427,-2.3719518,10 Independencia,2017,14,train
3.147942,-2.4667106,10 Independencia,2017,15,train
11.804566,-13.2106905,10 Independencia,2017,16,train
6.8933783,-9.881624,10 Independencia,2017,17,train
6.0524454,-8.118178,10 Independencia,2017,18,train
4.3310604,-5.119914,10 Independencia,2017,19,train
4.245439,-5.431529,10 Independencia,2017,20,train
2.5101817,-3.8263764,10 Independencia,2017,21,train
1.7860311,-3.9432158,10 Independencia,2017,22,train
0.9125825,-3.8455827,10 Independencia,2017,23,train
0.3449885,-3.9418433,10 Independencia,2017,24,train
-0.24672905,-3.9005342,10 Independencia,2017,25,train
-0.6263368,-3.6199734,10 Independencia,2017,26,train
-5.814356,-6.4700503,10 Independencia,2017,27,train
-6.0944777,-7.015555,10 Independencia,2017,28,train
-5.7157674,-6.424226,10 Independencia,2017,29,train
-5.7350154,-6.616678,10 Independencia,2017,30,train
-5.527952,-6.403199,10 Independencia,2017,31,train
-5.394505,-6.587594,10 Independencia,2017,32,train
-5.6093082,-6.6002636,10 Independencia,2017,33,train
-5.9552093,-6.780445,10 Independencia,2017,34,train
-1.4132386,-2.5555596,10 Independencia,2017,35,train
-1.4944333,-2.7237246,10 Independencia,2017,36,train
-1.8622193,-2.975985,10 Independencia,2017,37,train
-1.5287465,-2.6669385,10 Independencia,2017,38,train
-1.8965547,-3.056694,10 Independencia,2017,39,train
-1.9266305,-3.1788423,10 Independencia,2017,40,train
-0.8837319,-2.2474208,10 Independencia,2017,41,train
-0.76621866,-2.0996318,10 Independencia,2017,42,train
0.64852244,-0.5540716,10 Independencia,2017,43,train
0.76101685,-0.30428457,10 Independencia,2017,44,train
-9.804452,12.462692,10 Independencia,2017,45,train
-9.762257,12.924486,10 Independencia,2017,46,train
-2.9958692,6.1943107,10 Independencia,2017,47,train
1.4571842,0.84838027,10 Independencia,2017,48,train
0.6641812,2.043648,10 Independencia,2017,49,train
1.5516601,0.59556466,10 Independencia,2017,50,train
1.6012776,0.44847175,10 Independencia,2017,51,train
-0.843292,6.7424655,10 Independencia,2017,52,train
-9.029079,17.339468,10 Independencia,2018,1,train
-3.4090722,10.039992,10 Independencia,2018,2,train
-2.105601,8.943,10 Independencia,2018,3,train
-1.8394431,8.53347,10 Independencia,2018,4,train
2.3873866,-0.19147167,10 Independencia,2018,5,train
2.5289178,-0.4073127,10 Independencia,2018,6,train
2.64844,-0.6209057,10 Independencia,2018,7,train
2.8533218,-1.0085661,10 Independencia,2018,8,train
5.1669965,-0.18689425,10 Independencia,2018,9,train
5.7979884,-0.6986346,10 Independencia,2018,10,train
6.983006,-1.4440484,10 Independencia,2018,11,train
6.9833603,-1.6283821,10 Independencia,2018,12,train
5.7791367,-1.5421457,10 Independencia,2018,13,train
7.022108,-1.7216923,10 Independencia,2018,14,train
7.360007,-1.9129273,10 Independencia,2018,15,train
7.5455384,-2.1241047,10 Independencia,2018,16,train
8.1142845,-2.5890164,10 Independencia,2018,17,train
8.550511,-3.2735598,10 Independencia,2018,18,train
9.344504,-3.9355216,10 Independencia,2018,19,train
7.8317747,-3.594664,10 Independencia,2018,20,train
6.8271127,-3.573097,10 Independencia,2018,21,train
6.5841026,-3.833239,10 Independencia,2018,22,train
6.4561815,-3.8133144,10 Independencia,2018,23,train
6.827922,-4.469191,10 Independencia,2018,24,train
6.88762,-4.6116285,10 Independencia,2018,25,train
-0.40113306,-3.780711,10 Independencia,2018,26,train
-6.2871885,-6.750101,10 Independencia,2018,27,train
-5.817505,-6.802795,10 Independencia,2018,28,train
-5.8837976,-6.747859,10 Independencia,2018,29,train
-5.1604095,-6.155851,10 Independencia,2018,30,train
-6.205459,-6.818455,10 Independencia,2018,31,train
-6.500376,-6.8963766,10 Independencia,2018,32,train
-5.843174,-6.25042,10 Independencia,2018,33,train
-5.864206,-6.0272756,10 Independencia,2018,34,train
-1.8040725,-2.3190322,10 Independencia,2018,35,train
-1.840739,-2.0386968,10 Independencia,2018,36,train
-1.8041899,-1.8822395,10 Independencia,2018,37,train
-2.447403,-2.3685503,10 Independencia,2018,38,train
-2.034773,-2.0949507,10 Independencia,2018,39,train
-6.7987275,0.9634694,10 Independencia,2018,40,train
-5.826061,1.0792129,10 Independencia,2018,41,train
0.008786084,-0.4578698,10 Independencia,2018,42,train
0.07167298,-0.38459197,10 Independencia,2018,43,train
0.37960923,-0.048137452,10 Independencia,2018,44,train
0.24832653,-0.0917797,10 Independencia,2018,45,train
0.4395366,0.71335936,10 Independencia,2018,46,train
0.45514926,0.47462153,10 Independencia,2018,47,train
3.3141677,3.906679,10 Independencia,2018,48,train
3.099566,3.3780603,10 Independencia,2018,49,train
3.4663358,3.8289192,10 Independencia,2018,50,train
3.3996809,3.531686,10 Independencia,2018,51,train
1.4603696,7.071043,10 Independencia,2018,52,train
1.6417112,7.6168504,10 Independencia,2019,1,train
1.154013,7.3177166,10 Independencia,2019,2,train
1.2369726,7.544228,10 Independencia,2019,3,train
1.0353725,7.4921117,10 Independencia,2019,4,train
6.139175,2.281437,10 Independencia,2019,5,train
5.5758953,1.3229396,10 Independencia,2019,6,train
6.687387,1.8074343,10 Independencia,2019,7,train
6.3266625,0.7599081,10 Independencia,2019,8,train
6.5077624,0.7435402,10 Independencia,2019,9,train
6.711996,0.2866342,10 Independencia,2019,10,train
6.4962816,-0.4673969,10 Independencia,2019,11,train
6.8722625,-0.8490756,10 Independencia,2019,12,train
13.202665,-11.228012,10 Independencia,2019,13,train
8.399361,-1.6999297,10 Independencia,2019,14,train
8.322186,-1.6976818,10 Independencia,2019,15,train
8.130011,-2.0030713,10 Independencia,2019,16,train
12.620754,-10.515924,10 Independencia,2019,17,train
4.8448925,-5.7510185,10 Independencia,2019,18,train
3.3018308,-3.555749,10 Independencia,2019,19,train
2.6531653,-3.4068794,10 Independencia,2019,20,train
3.705296,-5.4718146,10 Independencia,2019,21,train
5.578733,-8.939532,10 Independencia,2019,22,train
2.8784044,-6.2556486,10 Independencia,2019,23,train
0.7704613,-4.29209,10 Independencia,2019,24,train
0.1736781,-3.8711987,10 Independencia,2019,25,train
-0.13824448,-3.549186,10 Independencia,2019,26,train
-8.846809,-7.879639,10 Independencia,2019,27,train
-7.8238654,-6.3885837,10 Independencia,2019,28,train
-8.815995,-7.500298,10 Independencia,2019,29,train
-8.989769,-7.7843337,10 Independencia,2019,30,train
-7.8277082,-6.3355346,10 Independencia,2019,31,train
-7.8311844,-6.48397,10 Independencia,2019,32,train
-8.287396,-7.270673,10 Independencia,2019,33,train
-7.8191824,-6.4252977,10 Independencia,2019,34,train
-1.935122,-1.6172082,10 Independencia,2019,35,train
-2.0177455,-1.3883435,10 Independencia,2019,36,train
-2.2263203,-1.5447316,10 Independencia,2019,37,train
-2.1792521,-1.3489527,10 Independencia,2019,38,train
-13.385622,9.224351,10 Independencia,2019,39,train
-3.4735255,-1.9709041,10 Independencia,2019,40,train
-1.1959206,-1.1797152,10 Independencia,2019,41,train
-0.34664798,-0.41876787,10 Independencia,2019,42,train
-0.06351981,-0.14995861,10 Independencia,2019,43,train
-0.023494722,-0.1368751,10 Independencia,2019,44,train
0.0541988,0.13992871,10 Independencia,2019,45,train
0.13740776,0.79432523,10 Independencia,2019,46,train
0.2013819,0.5255931,10 Independencia,2019,47,train
0.2618701,0.19464175,10 Independencia,2019,48,train
3.5759478,4.4862285,10 Independencia,2019,49,train
3.7691944,4.420692,10 Independencia,2019,50,train
4.307407,4.7218637,10 Independencia,2019,51,train
2.6260262,7.1913323,10 Independencia,2019,52,train
1.3407024,7.216726,10 Independencia,2020,1,val
1.1874973,7.3581886,10 Independencia,2020,2,val
1.2189056,7.366786,10 Independencia,2020,3,val
1.5809901,8.023191,10 Independencia,2020,4,val
5.236312,1.5795469,10 Independencia,2020,5,val
5.586934,1.5210072,10 Independencia,2020,6,val
5.671893,1.0493785,10 Independencia,2020,7,val
6.229316,1.0215244,10 Independencia,2020,8,val
6.821724,1.0119542,10 Independencia,2020,9,val
7.3192377,0.6531232,10 Independencia,2020,10,val
6.4761734,-0.39968196,10 Independencia,2020,11,val
6.0674043,-1.1239781,10 Independencia,2020,12,val
7.260037,-1.2946334,10 Independencia,2020,13,val
6.396545,-1.8489916,10 Independencia,2020,14,val
7.0320787,-2.2094896,10 Independencia,2020,15,val
7.10239,-2.2598054,10 Independencia,2020,16,val
7.2415133,-2.4302788,10 Independencia,2020,17,val
7.2102327,-2.5556912,10 Independencia,2020,18,val
8.243334,-3.472079,10 Independencia,2020,19,val
8.262396,-3.8043218,10 Independencia,2020,20,val
6.682406,-3.6062596,10 Independencia,2020,21,val
6.685351,-3.8847258,10 Independencia,2020,22,val
1.2530403,-4.017974,10 Independencia,2020,23,val
0.47917107,-3.5316172,10 Independencia,2020,24,val
-0.23396254,-3.9461691,10 Independencia,2020,25,val
-0.36412305,-3.1683424,10 Independencia,2020,26,val
-5.824408,-6.9946337,10 Independencia,2020,27,val
-6.1353903,-6.977279,10 Independencia,2020,28,val
-5.8223124,-7.0871167,10 Independencia,2020,29,val
-5.620654,-6.6003447,10 Independencia,2020,30,val
-6.248363,-7.193027,10 Independencia,2020,31,val
-5.1043377,-6.606254,10 Independencia,2020,32,val
-5.2007036,-6.6625156,10 Independencia,2020,33,val
-16.5192,8.92964,10 Independencia,2020,34,val
-2.3661458,-3.2185433,10 Independencia,2020,35,val
-2.0961914,-3.3297641,10 Independencia,2020,36,val
-1.8145747,-3.185229,10 Independencia,2020,37,val
-1.2144495,-2.6879864,10 Independencia,2020,38,val
-1.4399613,-2.9261966,10 Independencia,2020,39,val
-1.5785099,-2.9213302,10 Independencia,2020,40,val
-4.27769,-0.83874047,10 Independencia,2020,41,val
-0.9474712,-2.1526198,10 Independencia,2020,42,val
0.63033414,-0.30022752,10 Independencia,2020,43,val
0.88707846,-0.1867243,10 Independencia,2020,44,val
-9.96822,12.5499735,10 Independencia,2020,45,val
-4.5435586,7.651595,10 Independencia,2020,46,val
-3.5207212,6.8447337,10 Independencia,2020,47,val
1.2351065,1.2789717,10 Independencia,2020,48,val
4.17787,3.0884635,10 Independencia,2020,49,val
4.2931943,3.1951766,10 Independencia,2020,50,val
3.9852738,2.8894708,10 Independencia,2020,51,val
-1.3585622,12.57533,10 Independencia,2020,52,val
-1.2628686,11.975898,10 Independencia,2021,1,val
-1.1179432,11.561761,10 Independencia,2021,2,val
-1.3463712,12.237174,10 Independencia,2021,3,val
-0.45584187,10.021728,10 Independencia,2021,4,val
4.766691,2.4962957,10 Independencia,2021,5,val
4.702537,1.9359705,10 Independencia,2021,6,val
4.7010736,1.2437067,10 Independencia,2021,7,val
5.0217204,0.779187,10 Independencia,2021,8,val
5.4822636,-0.2872098,10 Independencia,2021,9,val
11.463939,-8.954963,10 Independencia,2021,10,val
6.153159,-0.75990605,10 Independencia,2021,11,val
12.169442,-9.69672,10 Independencia,2021,12,val
8.616016,-2.3163536,10 Independencia,2021,13,val
11.800069,-5.09697,10 Independencia,2021,14,val
6.4770403,-1.9222267,10 Independencia,2021,15,val
7.668041,-2.4182124,10 Independencia,2021,16,val
10.2789755,-3.7379336,10 Independencia,2021,17,val
3.969848,-4.1006627,10 Independencia,2021,18,val
3.4463482,-3.4852037,10 Independencia,2021,19,val
2.89244,-3.1413598,10 Independencia,2021,20,val
2.7199895,-3.7045333,10 Independencia,2021,21,val
2.35284,-4.189362,10 Independencia,2021,22,val
1.4262031,-4.1079803,10 Independencia,2021,23,val
0.27681336,-3.9226484,10 Independencia,2021,24,val
-0.14997023,-4.1925106,10 Independencia,2021,25,val
-0.63674366,-4.1002593,10 Independencia,2021,26,val
-5.240567,-6.5895734,10 Independencia,2021,27,val
-4.9198546,-6.793166,10 Independencia,2021,28,val
-4.798143,-6.603738,10 Independencia,2021,29,val
-5.0855436,-6.5059857,10 Independencia,2021,30,val
-5.4268975,-6.955323,10 Independencia,2021,31,val
-16.769428,8.112829,10 Independencia,2021,32,val
-21.55258,12.185105,10 Independencia,2021,33,val
-5.0825925,-6.3970246,10 Independencia,2021,34,val
-1.4264586,-2.7183733,10 Independencia,2021,35,val
-1.5020362,-2.8586457,10 Independencia,2021,36,val
-1.3009198,-2.7173598,10 Independencia,2021,37,val
-1.2083557,-2.6089234,10 Independencia,2021,38,val
-1.3839417,-2.8653283,10 Independencia,2021,39,val
-1.2889044,-2.7697053,10 Independencia,2021,40,val
-1.0923461,-2.306107,10 Independencia,2021,41,val
0.11951745,-1.2282554,10 Independencia,2021,42,val
0.8237088,-0.6041589,10 Independencia,2021,43,val
0.9819085,-0.12889433,10 Independencia,2021,44,val
1.0095304,0.010102943,10 Independencia,2021,45,val
1.0050228,0.024432007,10 Independencia,2021,46,val
1.2756308,0.4546091,10 Independencia,2021,47,val
1.3260434,0.5300969,10 Independencia,2021,48,val
1.4601594,0.5565247,10 Independencia,2021,49,val
3.515847,2.5849214,10 Independencia,2021,50,val
3.6640363,2.6238568,10 Independencia,2021,51,val
-0.10154888,9.277198,10 Independencia,2021,52,val
3.7537458,9.905388,11 La Altagracia,2015,1,train
3.4982455,9.999857,11 La Altagracia,2015,2,train
3.446062,10.372867,11 La Altagracia,2015,3,train
3.198064,10.436091,11 La Altagracia,2015,4,train
7.490326,3.5663679,11 La Altagracia,2015,5,train
7.2857447,3.2307925,11 La Altagracia,2015,6,train
7.5320916,3.2657123,11 La Altagracia,2015,7,train
8.015312,2.5686696,11 La Altagracia,2015,8,train
8.53268,1.539423,11 La Altagracia,2015,9,train
8.619396,1.1813878,11 La Altagracia,2015,10,train
8.826377,0.6093423,11 La Altagracia,2015,11,train
9.344401,0.0876953,11 La Altagracia,2015,12,train
9.688933,-1.1405404,11 La Altagracia,2015,13,train
9.455103,-1.3459222,11 La Altagracia,2015,14,train
10.50259,-3.4089575,11 La Altagracia,2015,15,train
10.2210455,-3.1456766,11 La Altagracia,2015,16,train
9.636015,-2.9453006,11 La Altagracia,2015,17,train
4.784713,-5.597177,11 La Altagracia,2015,18,train
5.128674,-6.596609,11 La Altagracia,2015,19,train
5.113348,-6.7951164,11 La Altagracia,2015,20,train
5.1498203,-7.5871196,11 La Altagracia,2015,21,train
5.0223517,-8.014261,11 La Altagracia,2015,22,train
3.1783419,-6.837697,11 La Altagracia,2015,23,train
2.0245285,-6.525432,11 La Altagracia,2015,24,train
1.4460524,-6.559315,11 La Altagracia,2015,25,train
0.7687672,-6.3571796,11 La Altagracia,2015,26,train
-7.177068,-2.9245872,11 La Altagracia,2015,27,train
-7.490749,-2.6693394,11 La Altagracia,2015,28,train
-7.167575,-3.064574,11 La Altagracia,2015,29,train
-7.266611,-3.242577,11 La Altagracia,2015,30,train
-6.635756,-3.402639,11 La Altagracia,2015,31,train
-6.6539273,-3.482218,11 La Altagracia,2015,32,train
-6.7327375,-3.5243545,11 La Altagracia,2015,33,train
-6.841762,-3.5033906,11 La Altagracia,2015,34,train
-4.5751114,-1.7578244,11 La Altagracia,2015,35,train
-4.208482,-1.754957,11 La Altagracia,2015,36,train
-4.2281427,-1.8097446,11 La Altagracia,2015,37,train
-4.5762725,-1.71648,11 La Altagracia,2015,38,train
-4.2858143,-1.7308786,11 La Altagracia,2015,39,train
-4.1105423,-1.9206011,11 La Altagracia,2015,40,train
-3.7751837,-1.7457031,11 La Altagracia,2015,41,train
-2.1761787,-0.46293193,11 La Altagracia,2015,42,train
-0.8348127,0.6456753,11 La Altagracia,2015,43,train
-0.51642275,0.9962645,11 La Altagracia,2015,44,train
-0.14876507,1.4603214,11 La Altagracia,2015,45,train
0.028905798,1.4703879,11 La Altagracia,2015,46,train
0.053199906,1.6655475,11 La Altagracia,2015,47,train
5.3060794,6.441954,11 La Altagracia,2015,48,train
5.525934,6.532618,11 La Altagracia,2015,49,train
5.4740744,6.384879,11 La Altagracia,2015,50,train
5.564235,6.359157,11 La Altagracia,2015,51,train
4.6117773,8.763903,11 La Altagracia,2015,52,train
4.8244824,8.997539,11 La Altagracia,2016,1,train
4.3592086,8.895962,11 La Altagracia,2016,2,train
4.1698437,8.850691,11 La Altagracia,2016,3,train
4.282273,9.098937,11 La Altagracia,2016,4,train
7.861888,2.9726737,11 La Altagracia,2016,5,train
7.996919,2.7122269,11 La Altagracia,2016,6,train
8.075974,2.6541643,11 La Altagracia,2016,7,train
8.282145,2.3332355,11 La Altagracia,2016,8,train
8.519737,2.2434144,11 La Altagracia,2016,9,train
8.52393,1.0280563,11 La Altagracia,2016,10,train
9.251613,0.16605379,11 La Altagracia,2016,11,train
9.548682,-1.3446066,11 La Altagracia,2016,12,train
10.208671,-2.4147332,11 La Altagracia,2016,13,train
10.08295,-2.4374208,11 La Altagracia,2016,14,train
10.152484,-2.75803,11 La Altagracia,2016,15,train
10.810782,-4.708738,11 La Altagracia,2016,16,train
14.40475,-12.502657,11 La Altagracia,2016,17,train
12.250906,-13.621044,11 La Altagracia,2016,18,train
6.224545,-8.798446,11 La Altagracia,2016,19,train
5.473414,-7.778416,11 La Altagracia,2016,20,train
5.710521,-8.827319,11 La Altagracia,2016,21,train
5.9794703,-9.572545,11 La Altagracia,2016,22,train
3.192546,-7.541854,11 La Altagracia,2016,23,train
1.9495429,-6.929361,11 La Altagracia,2016,24,train
1.6681359,-7.0100484,11 La Altagracia,2016,25,train
0.84595037,-6.6457405,11 La Altagracia,2016,26,train
-9.771258,-0.9118154,11 La Altagracia,2016,27,train
-9.815949,-0.9083191,11 La Altagracia,2016,28,train
-9.928812,-0.7899323,11 La Altagracia,2016,29,train
-10.045566,-0.45403895,11 La Altagracia,2016,30,train
-17.20818,8.150629,11 La Altagracia,2016,31,train
-11.230256,0.32414365,11 La Altagracia,2016,32,train
-10.127542,-0.49294156,11 La Altagracia,2016,33,train
-12.410777,1.1587871,11 La Altagracia,2016,34,train
-7.878399,1.1991475,11 La Altagracia,2016,35,train
-8.717495,2.2203307,11 La Altagracia,2016,36,train
-8.386927,1.7236885,11 La Altagracia,2016,37,train
-8.768227,2.315882,11 La Altagracia,2016,38,train
-8.778606,1.9001181,11 La Altagracia,2016,39,train
-8.811975,3.2422018,11 La Altagracia,2016,40,train
-8.854388,2.791003,11 La Altagracia,2016,41,train
-6.5590715,6.6929245,11 La Altagracia,2016,42,train
-5.9522657,6.669584,11 La Altagracia,2016,43,train
-5.6406083,7.739457,11 La Altagracia,2016,44,train
-5.373686,7.6963553,11 La Altagracia,2016,45,train
-10.266191,13.168966,11 La Altagracia,2016,46,train
-10.871219,14.338671,11 La Altagracia,2016,47,train
-4.0775476,7.183831,11 La Altagracia,2016,48,train
-3.7407262,6.8990955,11 La Altagracia,2016,49,train
-3.325715,6.4459934,11 La Altagracia,2016,50,train
6.3341794,4.902737,11 La Altagracia,2016,51,train
-0.40109187,14.500084,11 La Altagracia,2016,52,train
-0.26849163,13.598621,11 La Altagracia,2017,1,train
-0.42003617,13.751933,11 La Altagracia,2017,2,train
-0.024089359,12.645238,11 La Altagracia,2017,3,train
0.06466788,11.723522,11 La Altagracia,2017,4,train
6.570259,3.6204047,11 La Altagracia,2017,5,train
6.8567977,3.6164396,11 La Altagracia,2017,6,train
6.8307323,3.2810676,11 La Altagracia,2017,7,train
7.244836,2.6196022,11 La Altagracia,2017,8,train
7.713871,2.2945695,11 La Altagracia,2017,9,train
8.211889,0.91240263,11 La Altagracia,2017,10,train
10.577421,-3.093926,11 La Altagracia,2017,11,train
12.453076,-5.5658836,11 La Altagracia,2017,12,train
10.877427,-3.6690488,11 La Altagracia,2017,13,train
9.803433,-2.6302686,11 La Altagracia,2017,14,train
10.664568,-3.8696973,11 La Altagracia,2017,15,train
11.831932,-5.7482553,11 La Altagracia,2017,16,train
12.228975,-6.586088,11 La Altagracia,2017,17,train
11.465949,-5.603517,11 La Altagracia,2017,18,train
10.990024,-5.366729,11 La Altagracia,2017,19,train
10.490692,-5.8751473,11 La Altagracia,2017,20,train
9.57185,-5.6754193,11 La Altagracia,2017,21,train
9.786606,-6.4978094,11 La Altagracia,2017,22,train
8.445939,-6.1934695,11 La Altagracia,2017,23,train
8.453873,-6.377821,11 La Altagracia,2017,24,train
8.562755,-6.5567546,11 La Altagracia,2017,25,train
8.561823,-6.7597747,11 La Altagracia,2017,26,train
-11.11368,0.14307927,11 La Altagracia,2017,27,train
-11.903016,0.38579535,11 La Altagracia,2017,28,train
-10.972183,0.10393293,11 La Altagracia,2017,29,train
-11.127106,-0.012442176,11 La Altagracia,2017,30,train
-10.632785,-0.016992811,11 La Altagracia,2017,31,train
-10.776425,0.02270252,11 La Altagracia,2017,32,train
-19.055693,9.808379,11 La Altagracia,2017,33,train
-11.224719,0.31508714,11 La Altagracia,2017,34,train
-7.6408877,1.3903381,11 La Altagracia,2017,35,train
-8.528868,2.066058,11 La Altagracia,2017,36,train
-8.519239,2.2981389,11 La Altagracia,2017,37,train
-14.00631,12.554239,11 La Altagracia,2017,38,train
-8.827984,2.3024604,11 La Altagracia,2017,39,train
-8.786942,2.5463889,11 La Altagracia,2017,40,train
-7.937402,4.187608,11 La Altagracia,2017,41,train
-7.4057846,4.010495,11 La Altagracia,2017,42,train
-5.3424172,6.3200216,11 La Altagracia,2017,43,train
-4.26594,6.2368946,11 La Altagracia,2017,44,train
-10.948976,14.156138,11 La Altagracia,2017,45,train
-11.460727,14.832566,11 La Altagracia,2017,46,train
-3.8139632,6.9513655,11 La Altagracia,2017,47,train
-3.1735294,6.360682,11 La Altagracia,2017,48,train
6.239114,4.7971435,11 La Altagracia,2017,49,train
5.7991843,4.311355,11 La Altagracia,2017,50,train
6.346883,4.811531,11 La Altagracia,2017,51,train
-1.2515553,15.267428,11 La Altagracia,2017,52,train
-1.9365883,15.918839,11 La Altagracia,2018,1,train
-2.056895,16.263716,11 La Altagracia,2018,2,train
