z1,z2,z3,z4,z5,province,year,week,split
8.373926,17.209326,3.446145,4.8407974,1.9260706,01 Distrito Nacional,2015,1,train
11.993806,18.317415,4.2826023,5.22382,0.7152594,01 Distrito Nacional,2015,2,train
9.356741,14.034408,7.7286286,5.993439,-0.3458426,01 Distrito Nacional,2015,3,train
13.754366,15.355155,6.7687616,5.690543,-2.4710708,01 Distrito Nacional,2015,4,train
9.665257,11.8677845,6.4362154,-3.3830702,3.4893305,01 Distrito Nacional,2015,5,train
12.472962,10.643397,3.455489,-1.2977227,1.8743687,01 Distrito Nacional,2015,6,train
13.836361,11.102633,3.5003572,-1.4158843,0.9772174,01 Distrito Nacional,2015,7,train
16.41036,10.319886,5.5224023,-3.1625369,0.45849413,01 Distrito Nacional,2015,8,train
16.187548,8.769367,5.467705,-1.7907473,-2.1815298,01 Distrito Nacional,2015,9,train
16.40725,8.934959,5.8719873,0.5281254,-4.6709614,01 Distrito Nacional,2015,10,train
19.131792,9.491874,6.566512,0.6240305,-7.3372097,01 Distrito Nacional,2015,11,train
18.569954,7.672563,8.238827,-0.44471493,-8.5322895,01 Distrito Nacional,2015,12,train
13.448139,3.8039806,8.8339405,-1.4232206,-8.833058,01 Distrito Nacional,2015,13,train
17.85298,4.8103757,7.6414123,0.8085866,-8.403128,01 Distrito Nacional,2015,14,train
13.300481,3.6455996,6.904528,1.7547635,-7.492618,01 Distrito Nacional,2015,15,train
15.116336,1.2157596,8.693379,0.02239724,-11.128613,01 Distrito Nacional,2015,16,train
1.2688018,-11.561445,9.579289,-2.9363885,-13.01577,01 Distrito Nacional,2015,17,train
0.46891555,-10.874167,8.767174,-1.212477,-13.714735,01 Distrito Nacional,2015,18,train
-2.2981884,-7.896758,12.543255,-5.1788363,-16.888308,01 Distrito Nacional,2015,19,train
-4.147553,-7.2268147,11.260469,-2.5327775,-19.64689,01 Distrito Nacional,2015,20,train
-5.024934,-8.16031,10.281822,-2.5342042,-12.949441,01 Distrito Nacional,2015,21,train
-5.963362,-8.872947,10.419315,-3.0222561,-10.816758,01 Distrito Nacional,2015,22,train
-5.607493,-9.694887,8.217892,-0.4913888,-8.944953,01 Distrito Nacional,2015,23,train
-7.1164103,-10.4643545,7.809983,0.26652384,-9.089876,01 Distrito Nacional,2015,24,train
-10.226952,-12.486656,6.712585,1.6600232,-9.2882185,01 Distrito Nacional,2015,25,train
-10.80129,-10.918917,7.1022463,1.1369499,-6.2872243,01 Distrito Nacional,2015,26,train
-8.447831,-6.229153,12.397787,8.766783,-12.593947,01 Distrito Nacional,2015,27,train
-10.10098,-6.9565215,12.494322,9.227485,-12.767501,01 Distrito Nacional,2015,28,train
-8.703359,-5.8967423,12.363797,8.203137,-11.772611,01 Distrito Nacional,2015,29,train
-10.9129925,-5.1440907,12.96827,9.605149,-11.700144,01 Distrito Nacional,2015,30,train
-12.537173,-6.7650766,11.985371,8.058429,-14.282245,01 Distrito Nacional,2015,31,train
-12.593395,-1.8836439,14.101178,6.0629535,-15.197559,01 Distrito Nacional,2015,32,train
-13.479775,-1.5894984,13.913069,5.5724254,-15.519814,01 Distrito Nacional,2015,33,train
-13.708123,-0.34603164,13.18182,5.587785,-13.768924,01 Distrito Nacional,2015,34,train
-15.28247,0.36431086,23.987219,-11.968993,3.7684882,01 Distrito Nacional,2015,35,train
-16.586113,2.5340772,12.101962,-4.379836,-8.59664,01 Distrito Nacional,2015,36,train
-17.4992,2.4948049,11.920605,-3.8488507,-7.9027104,01 Distrito Nacional,2015,37,train
-17.66312,6.237068,11.166209,-3.4927819,-4.2062163,01 Distrito Nacional,2015,38,train
-15.712703,6.476453,10.581763,-3.0208282,-4.6519923,01 Distrito Nacional,2015,39,train
-19.783506,12.120825,9.223935,-2.2617695,-6.8695064,01 Distrito Nacional,2015,40,train
-22.871843,12.544289,8.693897,-1.7632788,-3.7234032,01 Distrito Nacional,2015,41,train
-19.63132,13.5847845,9.516801,-1.85245,-2.6398308,01 Distrito Nacional,2015,42,train
-21.031567,15.7116375,7.856614,-1.544186,-1.0911344,01 Distrito Nacional,2015,43,train
-17.423733,16.85123,9.604382,-3.6653023,-0.43216637,01 Distrito Nacional,2015,44,train
-11.159675,13.826546,7.627397,-1.1344676,4.010465,01 Distrito Nacional,2015,45,train
-11.850085,14.901296,4.947462,0.8643187,4.2279625,01 Distrito Nacional,2015,46,train
-13.611504,20.807924,3.246629,0.6046634,8.170066,01 Distrito Nacional,2015,47,train
-3.8186078,22.140324,6.8319983,-3.170184,6.0616965,01 Distrito Nacional,2015,48,train
-2.516854,15.375,6.142148,-0.9128097,4.0724077,01 Distrito Nacional,2015,49,train
-0.46272206,16.669426,5.5341454,-0.8493773,4.714942,01 Distrito Nacional,2015,50,train
0.52087027,16.989962,6.6474185,-2.221094,5.5070057,01 Distrito Nacional,2015,51,train
0.34239343,18.331074,6.2483387,4.3431635,2.2498386,01 Distrito Nacional,2015,52,train
3.6641238,26.073097,12.063814,2.7221777,-3.5486672,01 Distrito Nacional,2016,1,train
6.469226,24.826376,10.984554,0.9963762,-5.4168844,01 Distrito Nacional,2016,2,train
10.348455,25.985796,11.570775,1.2267327,-7.760581,01 Distrito Nacional,2016,3,train
6.4867754,20.338411,15.054849,2.3988523,-7.439834,01 Distrito Nacional,2016,4,train
9.335016,23.524628,10.38823,-7.421906,-3.9740684,01 Distrito Nacional,2016,5,train
8.064652,18.98081,10.50496,-6.4478874,-5.751544,01 Distrito Nacional,2016,6,train
9.4745865,18.012592,11.255132,-7.013132,-5.781123,01 Distrito Nacional,2016,7,train
9.358828,17.276255,11.605867,-6.7231545,-8.679985,01 Distrito Nacional,2016,8,train
6.850546,16.15754,11.741171,-6.199834,-10.479592,01 Distrito Nacional,2016,9,train
20.245275,11.706504,7.2841916,-1.8726856,-8.043454,01 Distrito Nacional,2016,10,train
14.74182,9.815908,9.932069,-4.5585575,-8.461836,01 Distrito Nacional,2016,11,train
12.015454,8.718644,9.104235,-2.578703,-9.523836,01 Distrito Nacional,2016,12,train
13.56338,7.6607456,10.984929,-4.748316,-10.415294,01 Distrito Nacional,2016,13,train
6.984311,6.4265842,12.275405,-4.702587,-11.385352,01 Distrito Nacional,2016,14,train
11.917144,7.4463615,12.657462,-1.908006,-17.231176,01 Distrito Nacional,2016,15,train
7.4832454,6.21869,12.645926,-4.0447583,-14.800486,01 Distrito Nacional,2016,16,train
3.2585745,-1.3900286,21.069084,-7.5061283,1.8361535,01 Distrito Nacional,2016,17,train
-2.0380442,-3.053285,13.307809,-5.8265676,-5.755915,01 Distrito Nacional,2016,18,train
2.5916107,-12.3418255,6.054008,0.5128247,-1.8894653,01 Distrito Nacional,2016,19,train
2.938157,-15.469067,4.8089213,3.063534,-1.2129025,01 Distrito Nacional,2016,20,train
0.24096292,-14.268812,6.6916513,1.1071929,-0.23468103,01 Distrito Nacional,2016,21,train
-0.44670093,-14.091963,14.41291,-2.778179,7.930016,01 Distrito Nacional,2016,22,train
-0.7751118,-16.345713,4.121264,4.0322556,1.7244571,01 Distrito Nacional,2016,23,train
-2.9798489,-19.332865,3.6862867,5.073421,1.2375257,01 Distrito Nacional,2016,24,train
-6.7696033,-12.27034,6.0178914,1.9202111,1.9938991,01 Distrito Nacional,2016,25,train
-8.837359,-13.809777,5.2634525,2.9938464,2.3508914,01 Distrito Nacional,2016,26,train
-3.2728624,-11.473862,7.70039,11.236693,-4.156212,01 Distrito Nacional,2016,27,train
-6.3385377,-12.578389,8.342129,12.877419,-5.010705,01 Distrito Nacional,2016,28,train
-4.7301044,-12.366995,8.0399275,11.71941,-4.7653527,01 Distrito Nacional,2016,29,train
-7.892543,-10.47329,7.450475,11.12341,-2.5593257,01 Distrito Nacional,2016,30,train
-1.9374807,-9.172708,19.26653,19.852686,10.180489,01 Distrito Nacional,2016,31,train
-6.6098566,-12.793166,6.3039465,13.264353,-0.016423417,01 Distrito Nacional,2016,32,train
-5.511301,-17.107279,5.2000337,14.33167,-3.0818415,01 Distrito Nacional,2016,33,train
-14.352401,-3.8555806,5.907945,15.765625,7.342783,01 Distrito Nacional,2016,34,train
-13.686587,-16.663961,1.0600125,8.4132595,5.277986,01 Distrito Nacional,2016,35,train
-15.164654,-13.490069,0.22171707,9.241275,10.398606,01 Distrito Nacional,2016,36,train
-12.337503,-14.547863,-0.74188673,9.898005,9.209873,01 Distrito Nacional,2016,37,train
-10.751972,-13.270591,-0.8276063,9.915491,10.523342,01 Distrito Nacional,2016,38,train
-14.586518,-8.644076,-1.8831209,10.47083,11.154002,01 Distrito Nacional,2016,39,train
-11.229623,-6.9215164,15.966251,-2.9279497,20.028816,01 Distrito Nacional,2016,40,train
-13.611855,-1.7579263,0.17150502,6.699257,10.019441,01 Distrito Nacional,2016,41,train
-11.542025,-0.2741122,-0.38375962,6.581087,10.007763,01 Distrito Nacional,2016,42,train
-13.392801,1.2823449,-2.1443872,7.929982,11.651177,01 Distrito Nacional,2016,43,train
-11.606859,2.5175693,-1.3729621,7.235825,12.798742,01 Distrito Nacional,2016,44,train
-10.012775,3.526387,-1.721287,7.2896094,12.689484,01 Distrito Nacional,2016,45,train
-7.013416,4.5170045,-0.7465427,5.8091826,13.558118,01 Distrito Nacional,2016,46,train
-5.322634,7.413737,-1.5514275,6.0922985,16.303694,01 Distrito Nacional,2016,47,train
4.8034616,10.503289,-1.387844,4.210428,12.908708,01 Distrito Nacional,2016,48,train
5.9689403,10.262342,-2.2700474,5.0840387,12.525013,01 Distrito Nacional,2016,49,train
6.0217857,9.618762,-2.2126448,5.1086226,12.547563,01 Distrito Nacional,2016,50,train
7.3662233,9.155527,-0.16811965,3.3045526,10.146436,01 Distrito Nacional,2016,51,train
6.668584,11.128685,1.683608,9.823093,9.150532,01 Distrito Nacional,2016,52,train
9.169995,12.969131,1.1749895,10.663094,8.849464,01 Distrito Nacional,2017,1,train
15.619703,14.295347,-0.9939038,8.203737,5.8461757,01 Distrito Nacional,2017,2,train
23.005135,19.043251,2.6577804,14.420618,3.6630645,01 Distrito Nacional,2017,3,train
21.364323,13.777693,2.178426,11.712374,3.2940383,01 Distrito Nacional,2017,4,train
18.176096,7.1621556,-1.5975426,2.800222,9.541427,01 Distrito Nacional,2017,5,train
15.864133,6.874829,0.7512251,1.4912721,6.2085414,01 Distrito Nacional,2017,6,train
16.398323,6.090856,1.5724051,1.1623772,4.807777,01 Distrito Nacional,2017,7,train
22.298319,7.158832,1.451807,1.9297261,2.6319082,01 Distrito Nacional,2017,8,train
23.699211,6.4724383,1.2140731,2.996287,0.82520163,01 Distrito Nacional,2017,9,train
21.80478,4.2563386,2.0948675,3.9294572,0.12193801,01 Distrito Nacional,2017,10,train
22.145004,-0.104361914,2.2316537,3.8842113,1.6934048,01 Distrito Nacional,2017,11,train
22.185701,-2.551582,4.087591,2.5072417,0.9152676,01 Distrito Nacional,2017,12,train
26.465298,-4.6932325,3.1794102,6.1382613,-3.9366996,01 Distrito Nacional,2017,13,train
18.167557,-5.599759,5.432845,4.490626,-5.7640367,01 Distrito Nacional,2017,14,train
25.087513,-5.403301,5.8137727,6.9025393,-12.015566,01 Distrito Nacional,2017,15,train
12.059945,-10.292761,13.573398,-4.8602567,10.006314,01 Distrito Nacional,2017,16,train
7.745557,-8.354443,11.0628,-1.6976315,6.6195436,01 Distrito Nacional,2017,17,train
3.5265884,-13.687113,7.224044,-0.48903638,-2.5913281,01 Distrito Nacional,2017,18,train
5.4607973,-20.681719,5.3571587,2.3304663,-2.6901178,01 Distrito Nacional,2017,19,train
1.7884762,-13.95291,5.789521,1.0333029,-1.9286469,01 Distrito Nacional,2017,20,train
1.9428732,-17.403023,4.367949,4.0385556,-3.2517712,01 Distrito Nacional,2017,21,train
-1.1684089,-15.678355,6.131298,1.8604586,-2.4922414,01 Distrito Nacional,2017,22,train
-2.5156858,-16.460752,4.4548693,3.6072123,-2.5098524,01 Distrito Nacional,2017,23,train
-6.462282,-17.844757,5.3632226,2.4436054,-2.885981,01 Distrito Nacional,2017,24,train
-8.52353,-17.675728,5.171372,3.1088052,-2.4063964,01 Distrito Nacional,2017,25,train
-8.415519,-14.795412,4.6215777,3.7329462,-1.2869864,01 Distrito Nacional,2017,26,train
-5.420374,-14.186885,7.8301296,14.195213,-3.39263,01 Distrito Nacional,2017,27,train
-6.241551,-11.122872,7.672178,14.601087,1.1762712,01 Distrito Nacional,2017,28,train
-11.661258,-16.61406,5.4190392,14.422629,-1.8607432,01 Distrito Nacional,2017,29,train
-4.8619623,-12.610374,6.828778,12.274065,-0.17134835,01 Distrito Nacional,2017,30,train
-15.292552,-16.372946,5.470676,15.706846,-0.9912534,01 Distrito Nacional,2017,31,train
-10.528673,-12.751202,7.6044383,14.650097,-1.1010826,01 Distrito Nacional,2017,32,train
-15.147336,-10.622895,5.998926,14.924235,2.699541,01 Distrito Nacional,2017,33,train
-7.7479734,-11.112615,6.454159,12.572014,-0.03911424,01 Distrito Nacional,2017,34,train
-12.530956,-15.219105,1.2147199,7.561976,3.9932663,01 Distrito Nacional,2017,35,train
-12.997499,-9.548848,2.5639787,6.6994042,5.1854033,01 Distrito Nacional,2017,36,train
-11.61466,-9.969188,2.4087915,6.541387,6.633767,01 Distrito Nacional,2017,37,train
-15.067468,-6.259863,1.6584656,6.783835,8.747973,01 Distrito Nacional,2017,38,train
-12.7075815,-7.6131897,1.4539483,7.1288085,9.429237,01 Distrito Nacional,2017,39,train
-10.142538,-6.182366,1.1540451,6.939957,11.46217,01 Distrito Nacional,2017,40,train
-11.851182,-5.7197123,-0.39431083,8.546127,13.431795,01 Distrito Nacional,2017,41,train
-11.516845,-3.9133706,-1.5375966,9.507648,13.615364,01 Distrito Nacional,2017,42,train
-11.081466,-2.8669412,-3.0214787,9.8764105,15.211482,01 Distrito Nacional,2017,43,train
-11.612386,-1.0467538,-4.6625795,11.2214575,15.880908,01 Distrito Nacional,2017,44,train
-3.3643157,0.583073,11.1256,1.0003624,17.663958,01 Distrito Nacional,2017,45,train
-2.7782166,0.265354,10.898664,0.59357053,20.850958,01 Distrito Nacional,2017,46,train
-4.325532,1.6540504,-4.281521,8.714375,19.15995,01 Distrito Nacional,2017,47,train
7.5409937,5.3803735,-3.9596615,7.086809,15.451847,01 Distrito Nacional,2017,48,train
5.7383847,11.419862,-2.5290349,4.8449035,12.8684435,01 Distrito Nacional,2017,49,train
8.294928,14.252988,-3.7212193,4.6078434,14.419672,01 Distrito Nacional,2017,50,train
9.845217,13.761539,-4.203812,4.689897,12.033397,01 Distrito Nacional,2017,51,train
8.471994,12.856035,-0.501702,9.183734,9.036193,01 Distrito Nacional,2017,52,train
7.82847,4.880302,2.2078202,11.633529,12.206063,01 Distrito Nacional,2018,1,train
9.395192,4.597425,3.012113,10.989257,10.655259,01 Distrito Nacional,2018,2,train
11.076932,4.1362114,2.8512657,9.215806,7.417356,01 Distrito Nacional,2018,3,train
14.365061,3.7943227,1.1136577,9.84486,6.6900253,01 Distrito Nacional,2018,4,train
20.691917,5.686497,-3.1705322,5.0512557,11.186141,01 Distrito Nacional,2018,5,train
13.943851,7.7313056,2.472488,0.5202159,3.6658175,01 Distrito Nacional,2018,6,train
17.670015,8.556163,2.7838001,-0.011290067,2.593093,01 Distrito Nacional,2018,7,train
20.947313,9.028851,2.6228933,0.44278553,0.11634898,01 Distrito Nacional,2018,8,train
26.361149,9.669331,3.8276784,-2.6047213,0.16233602,01 Distrito Nacional,2018,9,train
24.872484,0.068496235,0.7544605,4.8757973,3.8118913,01 Distrito Nacional,2018,10,train
16.547878,-3.7514973,1.4448737,5.1320763,5.240935,01 Distrito Nacional,2018,11,train
23.223257,-3.3675969,1.3445816,5.6478267,3.2372227,01 Distrito Nacional,2018,12,train
28.33299,2.2044337,3.4531846,5.039471,-6.3282185,01 Distrito Nacional,2018,13,train
16.73072,-1.877551,7.624283,0.24136616,-7.676507,01 Distrito Nacional,2018,14,train
16.357786,-2.6044211,7.6221337,1.1005638,-8.396918,01 Distrito Nacional,2018,15,train
13.369961,-3.6614728,7.851899,-0.31407315,-6.4928536,01 Distrito Nacional,2018,16,train
12.642936,-2.3460414,6.9876533,1.8178556,-6.515805,01 Distrito Nacional,2018,17,train
2.2895184,-11.650879,8.237097,-1.4197872,-6.1873546,01 Distrito Nacional,2018,18,train
1.5690273,-10.762305,7.7652736,-0.92562187,-6.693397,01 Distrito Nacional,2018,19,train
0.9952458,-12.145291,8.19887,-1.0729853,-7.31173,01 Distrito Nacional,2018,20,train
-0.43513095,-12.348815,7.8850584,-0.64741015,-7.3521695,01 Distrito Nacional,2018,21,train
-1.7200886,-10.79944,7.6594334,0.031625263,-5.405664,01 Distrito Nacional,2018,22,train
-3.6554239,-12.039934,6.8927727,0.49559003,-6.662098,01 Distrito Nacional,2018,23,train
-4.929167,-12.34949,6.426051,1.1671373,-6.763786,01 Distrito Nacional,2018,24,train
-8.350032,-11.83876,6.87136,-0.050884202,-2.4798696,01 Distrito Nacional,2018,25,train
-10.72745,-14.524497,5.0997405,2.8663664,-7.039857,01 Distrito Nacional,2018,26,train
-15.965626,-15.517378,8.305337,15.025941,-11.102884,01 Distrito Nacional,2018,27,train
-10.88054,-6.534348,9.993812,13.315056,-2.8935847,01 Distrito Nacional,2018,28,train
-7.564913,-7.135791,9.394634,10.68511,-4.266103,01 Distrito Nacional,2018,29,train
-8.6684475,-8.652754,9.171628,11.778062,-6.1356196,01 Distrito Nacional,2018,30,train
-10.647684,-9.408669,9.037401,12.274367,-6.247951,01 Distrito Nacional,2018,31,train
-7.641963,-5.1168685,10.991869,10.965987,-3.9721158,01 Distrito Nacional,2018,32,train
-7.47897,-4.91471,11.093257,11.154269,-4.077263,01 Distrito Nacional,2018,33,train
-6.5733614,-5.465971,10.790728,10.887022,-5.4036713,01 Distrito Nacional,2018,34,train
-10.931189,-7.130063,12.042565,-2.8430274,8.857548,01 Distrito Nacional,2018,35,train
-14.204242,-8.320744,6.064528,1.6164541,-0.80276865,01 Distrito Nacional,2018,36,train
-14.616832,-7.3945346,5.7704306,2.0774772,0.5516123,01 Distrito Nacional,2018,37,train
-13.21021,-5.2185173,5.049797,2.5049517,1.3438404,01 Distrito Nacional,2018,38,train
-13.378554,-5.718926,6.303534,1.8951508,2.3623555,01 Distrito Nacional,2018,39,train
-16.274479,-0.87652975,2.2543294,3.7171938,8.826912,01 Distrito Nacional,2018,40,train
-13.147756,-1.4722131,11.37092,-3.4561126,16.01323,01 Distrito Nacional,2018,41,train
-15.323917,3.184625,0.67080307,6.3674893,8.350317,01 Distrito Nacional,2018,42,train
-16.33388,4.564511,-0.34718898,6.5101233,9.323273,01 Distrito Nacional,2018,43,train
-16.111568,6.360921,-0.9944022,7.07972,10.637099,01 Distrito Nacional,2018,44,train
-11.740363,7.194997,0.90743244,5.183901,10.368885,01 Distrito Nacional,2018,45,train
-8.108752,7.035131,2.7716,3.44325,10.034021,01 Distrito Nacional,2018,46,train
-11.936686,11.350998,-1.2357256,4.940311,13.278105,01 Distrito Nacional,2018,47,train
3.0368977,14.268495,1.2494974,1.9537894,8.857133,01 Distrito Nacional,2018,48,train
3.6383722,14.986541,-1.1531953,3.0677602,9.330267,01 Distrito Nacional,2018,49,train
4.593786,15.179899,0.32722533,1.8150966,10.833135,01 Distrito Nacional,2018,50,train
6.260523,17.627892,-0.5091616,0.8711641,12.360617,01 Distrito Nacional,2018,51,train
9.252447,18.3034,-1.021492,6.8066316,6.32701,01 Distrito Nacional,2018,52,train
11.689324,19.33433,1.7037085,6.859249,4.374444,01 Distrito Nacional,2019,1,train
13.213037,19.093258,5.195218,9.739278,2.8979688,01 Distrito Nacional,2019,2,train
16.080315,17.719034,6.6540813,9.75991,0.6198617,01 Distrito Nacional,2019,3,train
15.020138,14.160467,7.146475,8.128608,-0.7537903,01 Distrito Nacional,2019,4,train
14.354773,13.739476,4.005268,-3.1804714,4.808497,01 Distrito Nacional,2019,5,train
14.106244,15.650409,5.9223275,-3.1673305,-0.6091039,01 Distrito Nacional,2019,6,train
12.444213,13.2440815,6.975778,-3.2277133,-2.2704961,01 Distrito Nacional,2019,7,train
17.480942,15.590151,6.4882836,-2.7450411,-5.2431865,01 Distrito Nacional,2019,8,train
19.381002,16.48956,7.3805904,-3.2594955,-7.213615,01 Distrito Nacional,2019,9,train
18.284716,10.179297,7.2897444,-2.781608,-4.8655024,01 Distrito Nacional,2019,10,train
19.422365,8.511237,7.224977,-1.1342796,-6.2510242,01 Distrito Nacional,2019,11,train
18.283617,5.8400574,8.589051,-3.6434155,-5.822579,01 Distrito Nacional,2019,12,train
9.1839905,2.2194772,9.505792,-3.1231132,-4.771368,01 Distrito Nacional,2019,13,train
15.759474,1.9592731,8.387817,-0.32391998,-8.687091,01 Distrito Nacional,2019,14,train
11.52172,0.43790954,8.438821,-1.0475825,-5.813776,01 Distrito Nacional,2019,15,train
14.289924,0.77246326,8.523659,0.7970382,-8.8218,01 Distrito Nacional,2019,16,train
13.652855,-1.0868685,8.959118,0.3624899,-9.97917,01 Distrito Nacional,2019,17,train
0.9468217,-11.059418,9.285877,-2.774605,-10.167492,01 Distrito Nacional,2019,18,train
-2.0879662,-9.33173,10.828598,-4.526085,-11.502392,01 Distrito Nacional,2019,19,train
-2.9328911,-7.0452237,8.936377,-2.3113103,-9.318246,01 Distrito Nacional,2019,20,train
-4.8183303,-8.361056,11.30347,-4.88564,-5.868856,01 Distrito Nacional,2019,21,train
-4.2608995,-7.2082133,10.994903,-3.275554,-3.4527335,01 Distrito Nacional,2019,22,train
-6.0170875,-5.8306007,9.566881,-2.4684513,-5.469434,01 Distrito Nacional,2019,23,train
-9.3344755,-8.391242,9.199701,-1.5002508,-8.834326,01 Distrito Nacional,2019,24,train
-9.83675,-6.7396665,7.746457,-0.51396817,-7.393508,01 Distrito Nacional,2019,25,train
-13.532327,-7.2023454,8.397083,0.013956285,-6.098886,01 Distrito Nacional,2019,26,train
-16.949661,-5.70419,11.449555,11.604646,-8.823302,01 Distrito Nacional,2019,27,train
-15.271952,-1.8877896,11.037729,9.083854,-5.0042887,01 Distrito Nacional,2019,28,train
-16.800812,-1.3057877,10.297138,8.925546,-4.9229026,01 Distrito Nacional,2019,29,train
-18.345383,-2.060041,8.872877,8.443636,-4.7340703,01 Distrito Nacional,2019,30,train
-4.7091255,-9.655366,15.441686,18.140816,12.592877,01 Distrito Nacional,2019,31,train
-14.899198,0.808077,9.260005,7.987044,-1.6108615,01 Distrito Nacional,2019,32,train
-18.084389,0.18932784,8.696225,9.70425,-1.8805295,01 Distrito Nacional,2019,33,train
-13.891674,2.4412298,10.427298,8.999356,-0.10501358,01 Distrito Nacional,2019,34,train
-19.72285,-0.29975587,4.4606695,4.152755,-0.3564503,01 Distrito Nacional,2019,35,train
-19.997768,0.15373386,6.947827,1.5228003,-0.7246869,01 Distrito Nacional,2019,36,train
-18.176105,0.20154119,6.744146,1.8046919,-1.8482878,01 Distrito Nacional,2019,37,train
-14.260657,2.2083983,18.39983,-7.370805,9.238491,01 Distrito Nacional,2019,38,train
-14.519151,3.0751753,6.04614,1.1137978,1.5452307,01 Distrito Nacional,2019,39,train
-14.377545,3.1049347,5.0170717,2.4237034,4.1943207,01 Distrito Nacional,2019,40,train
-18.824669,4.383283,1.8599318,4.8860965,4.8471494,01 Distrito Nacional,2019,41,train
-18.62945,5.3800673,1.5041934,4.9485054,5.9513087,01 Distrito Nacional,2019,42,train
-13.881976,6.5971107,4.4525437,2.178579,6.9385467,01 Distrito Nacional,2019,43,train
-19.45964,9.737589,-1.0636585,6.128246,8.472285,01 Distrito Nacional,2019,44,train
-16.090084,9.875915,-0.23697709,5.27379,8.798937,01 Distrito Nacional,2019,45,train
-12.847885,9.892822,0.72994137,3.9265733,9.019034,01 Distrito Nacional,2019,46,train
-17.256926,16.021944,-3.0618165,6.1448703,12.977597,01 Distrito Nacional,2019,47,train
-18.791887,18.961988,-5.040247,6.777526,14.635944,01 Distrito Nacional,2019,48,train
-0.7760057,14.061548,3.0486426,1.3279402,7.409661,01 Distrito Nacional,2019,49,train
0.28985143,12.871234,5.99711,-0.33201525,8.379253,01 Distrito Nacional,2019,50,train
1.9358532,15.631446,3.0150034,0.56527853,7.4873366,01 Distrito Nacional,2019,51,train
2.7481956,19.215702,3.3253016,6.483761,4.6559057,01 Distrito Nacional,2019,52,train
4.9767222,17.813475,2.0393665,6.3655663,4.8588705,01 Distrito Nacional,2020,1,val
8.966819,18.890017,1.7110443,4.872682,2.7307506,01 Distrito Nacional,2020,2,val
11.41543,16.380775,3.4219513,5.071776,0.97186005,01 Distrito Nacional,2020,3,val
8.641827,11.642149,8.129088,6.3512564,0.4930476,01 Distrito Nacional,2020,4,val
11.557431,12.18734,3.8364258,-2.4516923,3.0039687,01 Distrito Nacional,2020,5,val
13.72397,13.616149,3.6985343,-2.0641935,0.30187824,01 Distrito Nacional,2020,6,val
15.451513,13.073647,4.6340137,-1.6072412,-1.7931279,01 Distrito Nacional,2020,7,val
13.211218,9.549201,6.082075,-2.2935889,-0.38713467,01 Distrito Nacional,2020,8,val
15.499134,9.670333,6.6995134,-2.3625128,-3.5487604,01 Distrito Nacional,2020,9,val
13.561906,1.4767396,5.0618243,0.49699548,1.4429922,01 Distrito Nacional,2020,10,val
16.12835,1.0316488,6.049054,-1.3276211,1.4901856,01 Distrito Nacional,2020,11,val
20.898088,2.4457529,5.0583525,2.4165998,-3.707425,01 Distrito Nacional,2020,12,val
18.141434,-2.2729018,6.947194,0.33438116,-1.0266231,01 Distrito Nacional,2020,13,val
20.766232,-6.583565,5.7867723,3.2014418,-2.5232987,01 Distrito Nacional,2020,14,val
13.688502,-8.39278,4.407902,3.484216,0.25877,01 Distrito Nacional,2020,15,val
16.783037,-9.237948,5.53165,4.548473,-3.0924196,01 Distrito Nacional,2020,16,val
15.306233,-9.837123,4.8317394,4.732403,-2.5180516,01 Distrito Nacional,2020,17,val
6.092891,-19.786175,4.936261,3.176613,-3.5959833,01 Distrito Nacional,2020,18,val
4.317937,-17.20628,4.1019826,3.7558734,-2.2225442,01 Distrito Nacional,2020,19,val
3.471285,-17.636827,4.5516257,3.9292305,-2.97463,01 Distrito Nacional,2020,20,val
1.8461208,-17.5334,3.35635,4.2358274,-0.6260793,01 Distrito Nacional,2020,21,val
-0.29937562,-17.048119,4.705153,3.4458697,-1.368884,01 Distrito Nacional,2020,22,val
-2.7555273,-18.611628,4.0286746,4.1807847,-3.1445682,01 Distrito Nacional,2020,23,val
-4.127812,-18.105556,3.867907,4.4757504,-3.3123772,01 Distrito Nacional,2020,24,val
-5.9582667,-17.66297,3.7330692,4.463387,-2.5582633,01 Distrito Nacional,2020,25,val
-12.859227,-20.080002,3.0642123,5.290208,-3.3163934,01 Distrito Nacional,2020,26,val
-4.499196,-13.182781,7.7709165,12.4100275,-2.8509607,01 Distrito Nacional,2020,27,val
-10.355561,-16.841137,7.3939543,14.662477,-2.987194,01 Distrito Nacional,2020,28,val
-7.3392053,-13.66786,8.25057,13.400407,-3.8393378,01 Distrito Nacional,2020,29,val
-8.342556,-12.957085,8.488992,13.688156,-2.476111,01 Distrito Nacional,2020,30,val
-13.132875,-11.830816,6.817304,12.633091,0.6026451,01 Distrito Nacional,2020,31,val
-5.6042347,-20.738966,2.8168771,15.885567,3.8590212,01 Distrito Nacional,2020,32,val
-10.49111,-17.288809,2.1035237,15.212848,2.8579369,01 Distrito Nacional,2020,33,val
-2.2857018,-11.597156,23.996922,17.596777,20.498587,01 Distrito Nacional,2020,34,val
-7.7585344,-18.850695,-0.48262545,9.757927,7.91045,01 Distrito Nacional,2020,35,val
-11.847932,-9.635286,3.323504,5.183676,8.22475,01 Distrito Nacional,2020,36,val
-9.113445,-12.830771,1.0618861,7.860028,8.611575,01 Distrito Nacional,2020,37,val
