z1,z2,z3,z4,z5,z6,z7,z8,z9,province,year,week,split
-0.38654274,-9.167316,-4.706857,-0.6960207,-5.073009,1.0279641,-0.845717,1.17868,-13.996762,01 Distrito Nacional,2015,1,train
0.7701081,-9.283687,-5.5795913,-1.1670357,-4.3424397,2.0760844,-2.1661365,-0.7888305,-14.229153,01 Distrito Nacional,2015,2,train
2.3527267,-8.484576,-5.380543,0.6827256,-6.8074646,-0.6521837,-4.9042587,0.44131067,-13.806055,01 Distrito Nacional,2015,3,train
4.7494607,-8.310802,-8.263353,-0.20223616,-7.5877633,-0.8544659,-3.2773006,-2.4258726,-14.243828,01 Distrito Nacional,2015,4,train
-3.4120235,-7.4392185,-0.6664611,1.6740712,-2.2075424,3.9783487,-11.372076,-2.6243,-9.974291,01 Distrito Nacional,2015,5,train
-3.5762177,-8.821451,0.26962668,-1.8733932,-2.6016984,2.1079552,-10.924267,-5.8244686,-4.9223256,01 Distrito Nacional,2015,6,train
-1.7891939,-9.773671,-1.8280395,-4.182854,-4.058474,1.4065914,-10.389769,-5.7905164,-4.310945,01 Distrito Nacional,2015,7,train
1.5076368,-10.080325,-3.0113418,-4.2389517,-5.0833,0.8382824,-11.388608,-5.9312725,-5.8296576,01 Distrito Nacional,2015,8,train
0.22032908,-8.164716,-3.5266628,-3.3042176,-5.509932,0.8365132,-10.991207,-7.6380377,-4.5350494,01 Distrito Nacional,2015,9,train
-0.7089124,-5.848641,-6.530669,0.1993419,-6.0626764,0.7211263,-10.43852,-12.887617,-5.369439,01 Distrito Nacional,2015,10,train
1.3947235,-6.086935,-8.222891,-1.2706144,-5.7584624,1.2124064,-8.302622,-11.493363,-4.063913,01 Distrito Nacional,2015,11,train
2.5446115,-4.7320275,-6.249476,-0.006277125,-5.470846,2.2439725,-9.272488,-11.536385,-2.287663,01 Distrito Nacional,2015,12,train
2.68545,-3.2232754,-2.0988212,2.0212398,-7.7428784,1.4784001,-8.329147,-10.430431,0.20482963,01 Distrito Nacional,2015,13,train
2.6883578,-7.9985776,-3.3852022,-3.6089618,-7.4917054,-1.331914,-9.879502,-12.140862,-1.6384727,01 Distrito Nacional,2015,14,train
0.019207798,-7.0986695,-1.3163596,-1.4140526,-8.134551,-2.5707285,-7.632182,-11.524582,-0.62996143,01 Distrito Nacional,2015,15,train
6.1567616,-5.9842014,-3.0231016,-2.5561795,-10.519732,-2.104587,-7.1923966,-10.320202,2.9987986,01 Distrito Nacional,2015,16,train
6.9310904,-1.9193627,3.3354123,6.075218,-6.495759,-1.1897959,-2.6536307,-11.049653,5.3822937,01 Distrito Nacional,2015,17,train
5.07062,-1.9729704,2.3861642,4.8784757,-6.8752685,-1.2318798,-0.8987899,-11.630663,6.751453,01 Distrito Nacional,2015,18,train
5.8300056,-0.6972846,0.83861697,6.1048675,-6.647871,2.326816,0.23665147,-8.612276,2.4931996,01 Distrito Nacional,2015,19,train
0.4994782,-3.5977027,-0.49926203,4.051279,-2.443913,4.2953935,2.086627,-8.230302,2.2143784,01 Distrito Nacional,2015,20,train
0.41707012,-2.9697037,1.4541049,5.0009065,-2.0100431,2.6951902,-0.5718896,-5.1819844,3.0754511,01 Distrito Nacional,2015,21,train
1.2639866,-3.1427023,3.3001816,6.0386815,-1.9963757,2.9716797,-0.23285964,-4.9631295,1.8320415,01 Distrito Nacional,2015,22,train
1.7923439,-3.644903,4.4708867,3.941577,-4.9821854,0.20795122,-0.93503785,-3.8169425,4.067788,01 Distrito Nacional,2015,23,train
1.755906,-4.092443,4.808928,3.8080966,-4.6027026,0.25573343,0.01108064,-4.052994,4.924254,01 Distrito Nacional,2015,24,train
0.03421344,-5.5573425,2.80648,1.5269947,-2.266108,1.5489458,0.62974876,-3.1335497,3.6952794,01 Distrito Nacional,2015,25,train
1.733613,-4.810036,5.206461,2.4460714,-4.0757194,0.15830518,1.1540021,-2.1313133,2.1252325,01 Distrito Nacional,2015,26,train
7.289997,-4.0509152,-2.6509721,4.961382,-7.900053,-2.171622,5.6764083,0.7652025,-3.951366,01 Distrito Nacional,2015,27,train
5.5681753,-5.46183,-2.8430882,3.779106,-5.2628045,0.5854775,5.418164,1.7341635,-6.0407662,01 Distrito Nacional,2015,28,train
5.858281,-4.7199564,-1.3388841,5.135101,-6.431117,-0.45477483,6.125799,0.79907846,-6.5462403,01 Distrito Nacional,2015,29,train
8.0952835,-4.733204,-1.3640518,4.417716,-8.124701,-0.6162047,4.5639815,1.7890762,-4.89333,01 Distrito Nacional,2015,30,train
9.05229,-4.707911,-2.1086774,3.5784116,-10.12016,-1.1382247,7.351927,0.33093685,-2.6747496,01 Distrito Nacional,2015,31,train
7.144025,-3.686098,-3.0881686,5.7403417,-8.610106,0.6714553,6.978432,3.0762196,-3.5129426,01 Distrito Nacional,2015,32,train
5.789337,-4.6869364,-2.8862207,5.5099564,-7.2219267,1.9483954,7.921511,3.219842,-5.5574956,01 Distrito Nacional,2015,33,train
6.5238967,-4.491858,-3.1407495,4.9161716,-9.059029,1.1679602,7.488044,4.276646,-6.735697,01 Distrito Nacional,2015,34,train
9.875944,-9.916067,1.4152098,7.1099195,-9.923667,4.2699,-10.160005,15.863105,7.2353578,01 Distrito Nacional,2015,35,train
1.3131988,-1.1306496,5.064114,8.366274,-7.9582744,6.4859834,1.7876055,2.1363509,3.446696,01 Distrito Nacional,2015,36,train
1.0745643,-1.7231189,2.7837322,7.7918744,-5.7052917,5.9141617,2.8354974,2.652434,2.0561783,01 Distrito Nacional,2015,37,train
-0.0054271733,-1.9986182,4.058705,7.9723763,-5.940059,6.4218984,1.2441596,4.493765,0.23653255,01 Distrito Nacional,2015,38,train
-1.8061528,-1.5233079,7.5025578,7.661104,-8.861432,6.9330153,-0.70656455,2.192394,2.6690924,01 Distrito Nacional,2015,39,train
-5.7254024,-2.9847054,3.7573655,5.159581,-7.316895,9.448477,4.3628936,4.196848,3.0957847,01 Distrito Nacional,2015,40,train
-2.0402124,-3.5790358,2.2039578,3.121771,-7.0585732,9.728723,1.657154,6.5318837,1.5330616,01 Distrito Nacional,2015,41,train
-4.7520795,-3.4201436,5.93797,3.558112,-8.594836,10.391039,1.060646,5.3690915,1.1353863,01 Distrito Nacional,2015,42,train
-4.3463793,-3.9286942,6.0932565,3.7208185,-4.979454,12.674817,1.4167591,6.2508535,-0.4030154,01 Distrito Nacional,2015,43,train
-3.82395,-3.5555608,5.5643797,5.534478,-5.257215,11.296669,0.85626733,7.814758,-4.9033337,01 Distrito Nacional,2015,44,train
-5.504605,-7.741735,11.114085,-0.40041777,-7.406027,6.7361493,0.26327023,6.2980123,-5.456496,01 Distrito Nacional,2015,45,train
-6.554312,-6.933359,10.038984,-0.8193121,-6.2803106,7.8602786,-0.11404291,3.9568832,-4.339454,01 Distrito Nacional,2015,46,train
-5.6573296,-8.227458,8.708325,-1.1936924,-1.899077,11.434754,1.1423509,3.325028,-9.123241,01 Distrito Nacional,2015,47,train
-4.51304,-12.50161,4.796229,-7.6676607,-6.8358727,11.00901,-7.7053113,5.9906006,-8.183824,01 Distrito Nacional,2015,48,train
-7.1735425,-9.558241,4.7531056,-3.6798837,-8.350405,5.687144,-6.832373,4.8556666,-7.1445045,01 Distrito Nacional,2015,49,train
-6.930236,-9.16768,4.5118723,-3.8915946,-7.0044346,7.5793962,-7.8098435,1.8221062,-7.777442,01 Distrito Nacional,2015,50,train
-7.284731,-10.866625,2.5976782,-5.5669117,-5.9807563,7.584166,-10.163575,2.9621701,-11.852419,01 Distrito Nacional,2015,51,train
-1.7735457,-10.603542,-0.07901649,-5.926179,-13.160471,3.6786366,-2.6700337,3.5692337,-14.061375,01 Distrito Nacional,2015,52,train
0.06667811,-7.458431,-6.042191,1.1792233,-6.9933424,8.734577,-4.3803515,5.9738903,-15.872763,01 Distrito Nacional,2016,1,train
1.0111095,-6.3303866,-7.314628,1.4794654,-9.054911,7.67698,-1.737387,2.4028172,-16.166538,01 Distrito Nacional,2016,2,train
1.7455754,-6.1370754,-8.295098,0.39149848,-8.69587,8.359847,-3.140656,0.8083883,-12.341421,01 Distrito Nacional,2016,3,train
1.5893551,-5.234489,-8.434197,3.0984855,-11.475289,5.5161114,-7.409838,-0.100126706,-15.454157,01 Distrito Nacional,2016,4,train
-4.119131,-6.0411263,-7.3877516,-0.039707135,-4.5750957,11.599638,-11.599218,-1.7061483,-11.01594,01 Distrito Nacional,2016,5,train
-2.522697,-3.716904,-1.8733937,1.5084264,-6.6991296,9.049959,-7.530632,-2.1733,-4.905566,01 Distrito Nacional,2016,6,train
-1.412398,-4.64611,-7.3041086,-0.45094612,-8.538528,7.4068375,-12.002052,-4.4086533,-8.076166,01 Distrito Nacional,2016,7,train
-0.6760234,-3.1088955,-4.7773757,1.6031669,-8.547718,7.8480635,-8.990686,-5.2710376,-4.6867523,01 Distrito Nacional,2016,8,train
-2.1842082,-2.5233037,-4.8672423,2.2397792,-9.620776,7.2130904,-8.534195,-5.2029777,-1.9734231,01 Distrito Nacional,2016,9,train
0.5521069,-9.93135,-9.993994,-10.025107,-11.583144,4.1814737,-17.774338,-14.269241,-7.756886,01 Distrito Nacional,2016,10,train
0.8097809,-7.2782326,-3.9365335,-5.172182,-10.542977,3.9469569,-12.837448,-7.172196,-2.772264,01 Distrito Nacional,2016,11,train
-1.4045742,-7.734594,-5.3139777,-6.072253,-12.58871,2.694385,-13.194694,-8.2528925,-0.82821774,01 Distrito Nacional,2016,12,train
2.3119757,-6.5760493,-5.0536985,-5.322367,-12.770078,2.4920588,-13.8103695,-8.16491,-1.8762691,01 Distrito Nacional,2016,13,train
3.393783,-2.1842735,-5.895036,5.0668955,-10.796849,1.3626033,-11.453225,-7.9806323,2.1098192,01 Distrito Nacional,2016,14,train
4.3166814,-2.4707463,-9.621156,3.111253,-9.429511,3.0803013,-8.008159,-11.363923,3.8510697,01 Distrito Nacional,2016,15,train
1.3123742,-4.679467,-10.54486,1.9903153,-7.680279,1.5767658,-10.496609,-3.9735653,0.675258,01 Distrito Nacional,2016,16,train
14.347778,-2.06929,0.021223735,11.534682,-19.48591,-2.610648,-23.722069,0.95599973,-2.2853887,01 Distrito Nacional,2016,17,train
4.7316494,2.7229931,3.2262027,16.928198,-8.66634,-0.94397736,-7.0428615,-4.3310432,-3.2949321,01 Distrito Nacional,2016,18,train
-0.18893741,-3.0507097,2.681772,9.673591,0.3980522,-3.1749513,-3.7911286,-4.578096,0.09609402,01 Distrito Nacional,2016,19,train
4.012945,-3.1496217,3.0136642,11.51619,-1.2014726,-5.67235,-2.7689443,-6.182501,4.308882,01 Distrito Nacional,2016,20,train
2.8929539,-3.734609,3.8006756,10.300047,-1.1474469,-3.635989,-3.7260778,-2.5975416,1.714737,01 Distrito Nacional,2016,21,train
6.7264977,-6.768723,8.0962105,13.077515,-1.9294312,-2.5028265,-13.697261,5.5326133,1.9463775,01 Distrito Nacional,2016,22,train
3.6487164,-5.423475,5.05503,10.480268,0.1534748,-6.398137,-2.8359766,-2.3210669,5.6530614,01 Distrito Nacional,2016,23,train
5.868923,-5.558389,3.7311924,8.405203,0.24298629,-5.34597,0.2025695,-2.1212811,6.503685,01 Distrito Nacional,2016,24,train
1.4953836,-5.076397,6.7697372,10.077238,0.51424116,-3.6269662,-1.0579416,-1.5861267,0.5848018,01 Distrito Nacional,2016,25,train
2.2140224,-5.043825,6.710256,8.822226,1.2384051,-2.8435133,0.22885908,-1.3450862,1.7927324,01 Distrito Nacional,2016,26,train
9.046928,-5.826686,0.44075117,9.373567,-5.5191097,-9.191823,8.0348425,0.16987652,-4.182913,01 Distrito Nacional,2016,27,train
7.6699286,-6.26451,-0.4134261,5.9989386,-3.3472228,-5.552008,6.7992067,1.3607618,-5.1647005,01 Distrito Nacional,2016,28,train
8.700782,-6.0363493,0.08685582,7.7479086,-4.427735,-7.334683,7.4354105,1.1200626,-4.336657,01 Distrito Nacional,2016,29,train
4.353256,-7.3923817,0.87040806,5.5693183,-2.8911216,-4.77394,6.9503713,2.7929657,-6.7408853,01 Distrito Nacional,2016,30,train
13.57386,-11.146637,1.226541,8.216037,-7.6661687,-6.723177,-4.134532,12.795633,-4.4154778,01 Distrito Nacional,2016,31,train
7.9199395,-7.981954,0.029694354,7.6304274,-1.50049,-8.02588,6.014722,3.6307201,-4.909878,01 Distrito Nacional,2016,32,train
10.849725,-8.33927,-1.7061092,7.434444,-2.003473,-8.994843,8.95588,1.9063497,-2.3580399,01 Distrito Nacional,2016,33,train
5.734163,-10.833548,4.2735925,5.2966146,-0.85117024,-5.2143245,6.5377774,9.791278,-7.948722,01 Distrito Nacional,2016,34,train
4.7149143,-7.808127,3.3178747,6.2918534,2.7159824,-3.9182162,3.0538604,1.2982237,5.1164446,01 Distrito Nacional,2016,35,train
4.1789975,-11.157644,5.8807178,3.6737676,4.322676,-5.3491077,1.6160542,2.1212559,2.5684338,01 Distrito Nacional,2016,36,train
3.114138,-9.859347,5.9109087,6.5123234,6.841525,-5.7890515,2.268692,-0.5694707,3.8427227,01 Distrito Nacional,2016,37,train
2.1557703,-10.357172,6.8413696,6.889652,6.566236,-5.7380605,-0.28469166,0.49286637,4.964698,01 Distrito Nacional,2016,38,train
0.7126763,-11.12666,5.352991,2.780902,4.9589906,-5.0589685,2.439391,2.5449383,2.014689,01 Distrito Nacional,2016,39,train
6.0588417,-13.982877,3.1312447,10.362457,-1.8172098,0.15712437,-11.731514,20.744026,2.5419326,01 Distrito Nacional,2016,40,train
-2.9537985,-5.770522,6.4190187,9.925289,3.1789837,1.8434808,-1.3035278,4.3957086,2.481734,01 Distrito Nacional,2016,41,train
-4.6296124,-6.6032047,4.2547765,9.728739,3.5356195,1.1120669,0.5157261,7.4955845,0.20591605,01 Distrito Nacional,2016,42,train
-3.599496,-5.6671953,3.054434,9.125606,3.980992,1.5468895,-1.2039833,3.0817425,0.5305299,01 Distrito Nacional,2016,43,train
-3.161509,-5.43006,3.6929674,10.03189,3.9713995,1.7038054,-0.31121424,3.9070892,-3.0670993,01 Distrito Nacional,2016,44,train
-4.0209165,-6.52936,3.5477085,8.745233,3.7623734,0.56958836,-1.5010333,3.1480086,-3.5258496,01 Distrito Nacional,2016,45,train
-5.425798,-7.6119056,5.098489,9.114126,4.607523,1.681916,-2.7963023,5.969552,-6.2815285,01 Distrito Nacional,2016,46,train
-6.7779384,-8.811059,4.4197307,6.723066,7.674259,3.9469264,-0.65879035,7.2846885,-10.92395,01 Distrito Nacional,2016,47,train
-4.515841,-9.576994,-2.4921916,3.0782979,3.6531894,2.3279722,-6.6528907,4.961222,-5.6420193,01 Distrito Nacional,2016,48,train
-6.7306485,-11.824937,-1.7718587,0.22991697,4.034155,1.9836766,-6.2380705,3.9117723,-6.8490877,01 Distrito Nacional,2016,49,train
-6.175621,-11.083437,-1.9306995,0.8437878,3.4509819,1.2046522,-7.401833,3.403372,-5.6409154,01 Distrito Nacional,2016,50,train
-8.779893,-11.39892,0.41527075,2.728085,5.0082035,1.6341141,-8.280942,0.8979724,-10.769204,01 Distrito Nacional,2016,51,train
1.104041,-10.9919195,-3.7013319,4.7905436,-0.26665315,-2.2086012,-1.8126295,4.747315,-16.996069,01 Distrito Nacional,2016,52,train
2.6808631,-10.078849,-4.90547,3.1728313,-0.13990797,-0.5951631,-1.8649873,3.4014988,-13.947962,01 Distrito Nacional,2017,1,train
-1.0260874,-13.202523,-11.979264,-2.0118349,0.1894638,-0.35102686,-5.0710907,-2.0795374,-21.09047,01 Distrito Nacional,2017,2,train
7.2455654,-12.282438,-10.190484,2.8008738,2.2645772,1.8804984,-4.0867496,-4.6657443,-19.389732,01 Distrito Nacional,2017,3,train
7.219387,-11.215206,-9.022349,2.340166,-0.39806965,0.10093337,-3.1173902,-2.5127873,-13.414786,01 Distrito Nacional,2017,4,train
-1.3866022,-10.791205,-6.818869,0.35855868,3.0143597,1.3870268,-10.482963,-1.4027296,-5.097128,01 Distrito Nacional,2017,5,train
-1.9006603,-8.027491,-4.289208,1.773738,0.75215554,1.2849665,-9.3080635,-2.4493022,-4.2767096,01 Distrito Nacional,2017,6,train
-1.5286142,-7.815146,-4.442022,2.794281,1.4072756,1.6596701,-11.787355,-4.871678,-4.1515207,01 Distrito Nacional,2017,7,train
0.5508988,-9.02748,-7.9999013,1.575783,1.7221007,2.5943744,-11.112092,-7.7867794,-2.6641777,01 Distrito Nacional,2017,8,train
1.4251391,-9.067872,-9.687771,-0.6010809,-0.31334403,1.5593632,-7.5577602,-6.509027,-1.8451058,01 Distrito Nacional,2017,9,train
1.2472289,-14.216452,-8.628507,-5.582723,-0.47585022,-4.5586085,-12.264636,-11.537762,-5.5549192,01 Distrito Nacional,2017,10,train
2.6738636,-10.158847,-5.950233,0.14068565,2.126595,-3.3679464,-10.165893,-7.653718,-1.7339841,01 Distrito Nacional,2017,11,train
4.9601936,-10.790953,-5.4067316,-0.28379512,-0.22936252,-3.2382035,-10.121493,-6.108418,-1.4742705,01 Distrito Nacional,2017,12,train
7.200695,-11.46417,-9.982682,0.051427647,1.0741885,-4.541421,-8.634412,-10.139327,2.9448578,01 Distrito Nacional,2017,13,train
4.7619767,-6.134399,-11.382907,4.5417027,-4.3988094,-3.270921,-10.233518,-9.42071,5.3406076,01 Distrito Nacional,2017,14,train
6.6350584,-8.784601,-16.392912,1.6551708,-3.4854755,0.40439087,-7.627716,-11.508744,4.029795,01 Distrito Nacional,2017,15,train
7.4185877,-13.191849,-12.905006,4.491961,-8.544756,-1.6716646,-24.793509,5.615933,0.27172768,01 Distrito Nacional,2017,16,train
0.8218165,-9.702101,-2.6712728,11.5928335,-5.2776427,-2.725747,-23.599607,5.5220547,3.3988984,01 Distrito Nacional,2017,17,train
5.0945435,-1.1415974,-0.6009753,15.989246,-0.7530255,-3.0837836,-4.8699684,-6.076549,-0.731678,01 Distrito Nacional,2017,18,train
7.6954637,-2.845082,-1.644008,12.87604,1.4951282,-3.648209,-2.5917056,-6.572585,2.9193032,01 Distrito Nacional,2017,19,train
0.82479566,-3.366799,-0.6219597,11.023876,1.882691,-2.6509554,-3.8036134,-1.8956034,1.8942758,01 Distrito Nacional,2017,20,train
2.8896334,-3.507562,-0.70208097,11.80782,2.1778104,-3.7170403,-1.4780205,-4.4643793,5.4877076,01 Distrito Nacional,2017,21,train
2.1863942,-3.543125,0.3941153,11.167535,2.474288,-2.042058,-1.1538492,-2.2558815,2.2106018,01 Distrito Nacional,2017,22,train
5.429819,-1.2467147,0.5706012,13.433855,-3.2329857,-2.320055,0.36777896,-1.2430402,7.7221146,01 Distrito Nacional,2017,23,train
3.3792677,-2.3574932,-1.6934903,8.975615,-0.66506666,1.6186267,0.1812251,0.66266435,3.3536806,01 Distrito Nacional,2017,24,train
3.741666,-2.3114285,-0.3837094,9.196315,-0.753475,0.99956614,2.1392667,0.59863174,3.5296025,01 Distrito Nacional,2017,25,train
1.6353652,-2.6453857,1.481147,10.472738,-0.9692079,0.23923245,2.3810103,1.5472308,4.4061413,01 Distrito Nacional,2017,26,train
6.8099723,-6.952581,-1.8753802,7.027968,-0.539417,-5.421017,5.9409094,2.2277331,-5.691702,01 Distrito Nacional,2017,27,train
8.161893,-7.4984436,-0.7718667,9.027143,-2.4446664,-6.6217837,4.677326,5.1612144,-8.266284,01 Distrito Nacional,2017,28,train
6.277846,-8.086986,-2.7821815,4.356144,-1.1675568,-4.271983,5.5638785,4.1977262,-2.964961,01 Distrito Nacional,2017,29,train
8.164222,-7.468726,0.49540725,10.035878,-3.2116382,-7.7316446,6.5067115,4.606042,-5.547594,01 Distrito Nacional,2017,30,train
6.0543075,-9.019359,-1.7328435,3.8533487,-1.3789209,-3.0473785,5.2937117,4.4871507,-1.2946384,01 Distrito Nacional,2017,31,train
6.8435144,-7.168099,-0.8855118,7.4588137,-0.9752906,-3.3635943,5.6032887,5.505219,-4.2793307,01 Distrito Nacional,2017,32,train
4.939049,-8.040627,-0.8111536,5.463653,-1.3345963,-2.5418658,4.1798615,6.6824484,-2.7199042,01 Distrito Nacional,2017,33,train
6.7037826,-7.157715,-0.52997136,8.864452,-2.5475655,-5.372047,7.0185065,6.313582,-5.82072,01 Distrito Nacional,2017,34,train
2.0956535,-6.594989,2.3149657,6.981338,2.3227508,-1.4370748,2.7270532,3.5197904,5.603731,01 Distrito Nacional,2017,35,train
-0.5775862,-8.601025,5.1534657,6.428277,1.5018762,-2.6973042,3.3443456,4.0063205,3.319585,01 Distrito Nacional,2017,36,train
-0.09771512,-8.098518,6.6469502,7.787748,2.426938,-1.8342894,-0.22292887,3.827228,4.5931296,01 Distrito Nacional,2017,37,train
-0.6917671,-9.668796,5.566511,3.2168047,1.1000316,-2.2387764,3.0820496,7.354815,1.9046395,01 Distrito Nacional,2017,38,train
0.5841782,-7.4536448,5.8937497,6.1462107,1.857316,-1.799223,0.2390878,3.665533,1.8140024,01 Distrito Nacional,2017,39,train
-0.26602697,-9.130038,9.054278,7.051845,3.4472694,-3.8729055,-1.288622,3.3425596,1.3276829,01 Distrito Nacional,2017,40,train
0.3180927,-9.338364,6.6269536,5.9669724,4.289975,-2.4940434,-0.35806793,2.3674827,0.24548014,01 Distrito Nacional,2017,41,train
-1.1974841,-9.731206,5.3714037,3.883448,3.9364226,-3.2788107,0.7193886,3.226106,-0.6883637,01 Distrito Nacional,2017,42,train
-1.3869234,-9.07872,6.3119626,6.344639,6.2687736,-1.2540276,-1.4970187,0.8088644,0.14245342,01 Distrito Nacional,2017,43,train
-2.6306741,-9.576059,5.2934594,4.99851,6.84216,-0.5862256,-0.6353609,0.3860039,0.2550378,01 Distrito Nacional,2017,44,train
-0.52269727,-11.405301,21.250105,13.785958,5.432152,-3.2509751,-14.6794815,14.686988,-6.4843545,01 Distrito Nacional,2017,45,train
0.8023627,-12.118062,14.384804,11.263524,3.3342173,-4.2739577,-13.349437,14.19739,-7.320366,01 Distrito Nacional,2017,46,train
-1.6237289,-10.836293,5.3590074,6.969291,9.017543,-0.89862084,-3.9525294,2.224351,-4.3943496,01 Distrito Nacional,2017,47,train
-3.9714763,-12.255097,-0.33746243,3.0223682,6.4873643,-1.1981336,-7.621411,1.6221958,-0.5517212,01 Distrito Nacional,2017,48,train
-5.6005297,-10.17676,-3.5386634,3.3547835,4.6766768,2.9912732,-6.3965445,4.4495673,-4.7521887,01 Distrito Nacional,2017,49,train
-4.7368603,-10.7755995,-3.6083696,3.100054,7.178466,5.326457,-6.787459,2.9775088,-6.0141,01 Distrito Nacional,2017,50,train
-7.869848,-12.385465,-6.3869944,0.58700895,6.228054,4.6295614,-5.642524,3.7137835,-7.067793,01 Distrito Nacional,2017,51,train
-0.74257725,-10.932987,-8.03128,3.7469857,1.3043668,-0.08919624,-1.740036,6.6442404,-15.0248165,01 Distrito Nacional,2017,52,train
2.9517267,-16.514095,-2.330641,-0.3523072,-0.6070446,-9.544693,-4.067264,6.1683884,-15.683978,01 Distrito Nacional,2018,1,train
2.2285607,-14.703656,-1.8736176,1.0577898,0.78060764,-9.0339,-5.113066,2.250816,-14.00138,01 Distrito Nacional,2018,2,train
3.9253964,-12.687366,-3.04851,3.985281,-0.33140856,-10.485578,-2.7999537,-0.14381403,-13.891462,01 Distrito Nacional,2018,3,train
3.4902463,-12.968154,-5.807416,1.0096209,0.4182914,-10.106813,-3.8840163,-2.0549219,-12.068401,01 Distrito Nacional,2018,4,train
-1.2344913,-14.133308,-5.885818,-0.5999296,8.722557,-2.691933,-10.5985155,-5.675976,-8.226466,01 Distrito Nacional,2018,5,train
-3.7727165,-6.316196,-4.5576086,4.3032484,0.11401025,1.072171,-9.019204,-4.652026,-8.275251,01 Distrito Nacional,2018,6,train
-1.6468352,-6.5210986,-7.958606,2.8775194,-0.14895242,1.5910344,-11.387427,-7.3169236,-9.68998,01 Distrito Nacional,2018,7,train
-0.12573935,-6.5917563,-9.824795,2.488589,-0.05245206,1.6979344,-9.245492,-9.186187,-7.1487665,01 Distrito Nacional,2018,8,train
5.5326023,-7.324339,-9.0436325,5.4872794,1.4036281,4.296594,-10.496964,-11.344894,-7.555624,01 Distrito Nacional,2018,9,train
4.2298775,-13.969538,-6.6644883,-1.0636023,5.3750434,-5.836918,-12.262968,-10.258518,-4.1928945,01 Distrito Nacional,2018,10,train
0.8313791,-11.628159,-0.99892175,4.234298,5.6656795,-8.773443,-12.148711,-8.125795,-0.6005245,01 Distrito Nacional,2018,11,train
4.4329844,-14.010468,-5.301507,-3.2819767,2.2614884,-7.4528527,-11.661478,-6.634468,-1.2755679,01 Distrito Nacional,2018,12,train
6.74926,-15.535512,-9.772039,-3.674589,3.382085,-7.4011216,-9.940318,-16.58801,-2.6869361,01 Distrito Nacional,2018,13,train
5.380451,-8.126551,-3.020641,0.36745003,-3.0109873,-4.699886,-9.482828,-8.973374,1.2814447,01 Distrito Nacional,2018,14,train
4.79072,-9.338371,-4.452444,-2.072055,-4.5621448,-5.5960555,-9.319672,-8.017348,0.94384867,01 Distrito Nacional,2018,15,train
4.9049916,-8.529299,-0.9542555,0.65443885,-3.8181047,-6.128736,-8.844983,-7.0483956,0.67442906,01 Distrito Nacional,2018,16,train
3.046814,-8.790353,-0.7496244,1.5682718,-3.5607781,-6.6648917,-7.9844313,-8.475307,3.4533365,01 Distrito Nacional,2018,17,train
4.360409,-4.92379,5.076558,7.9249506,-0.4233529,-6.5091643,-3.2835014,-8.63379,0.2529624,01 Distrito Nacional,2018,18,train
2.1548123,-5.921789,8.238094,6.116597,-1.1806173,-6.099139,-2.877255,-9.898189,-0.16876267,01 Distrito Nacional,2018,19,train
4.393103,-6.391957,6.7513766,4.4080477,-1.7166774,-6.259867,-1.1002239,-8.027012,-0.3602574,01 Distrito Nacional,2018,20,train
6.169472,-6.510082,7.5665,4.8232303,-2.4287922,-6.912897,-1.8730946,-6.8514886,2.4683352,01 Distrito Nacional,2018,21,train
5.0122304,-7.0418587,9.953546,5.7293997,-3.3805823,-8.531238,-2.9052842,-6.2265706,3.3891993,01 Distrito Nacional,2018,22,train
5.709969,-6.518612,8.365947,3.9404163,-5.269304,-6.501463,-1.4567413,-5.2789116,5.948974,01 Distrito Nacional,2018,23,train
4.831747,-6.821326,7.9784093,2.751439,-4.8166623,-6.24761,-0.12948331,-4.808968,5.535418,01 Distrito Nacional,2018,24,train
2.4489713,-9.18275,9.597119,0.23194961,-2.5446525,-3.613651,-1.3159775,-1.4661356,0.2930997,01 Distrito Nacional,2018,25,train
2.792231,-8.930123,6.8336997,-0.89350307,-2.4170718,-3.0376618,1.6051248,-2.5592127,3.7943156,01 Distrito Nacional,2018,26,train
9.962151,-9.469417,-0.20166178,-0.5606591,-4.711666,-4.591772,6.184882,-0.0445132,-1.9115812,01 Distrito Nacional,2018,27,train
6.93417,-10.471024,5.8019443,1.3161889,-5.869325,-6.363687,3.3711612,2.7556725,-6.096455,01 Distrito Nacional,2018,28,train
6.966061,-9.680622,5.453694,2.6091785,-7.6843786,-8.214847,5.298831,2.0591936,-7.7123814,01 Distrito Nacional,2018,29,train
8.293637,-9.464233,3.8895116,1.4204453,-6.7722063,-6.711564,5.864972,1.5247024,-8.156273,01 Distrito Nacional,2018,30,train
9.321147,-9.50171,4.3051906,1.9720043,-6.991441,-7.020049,5.886722,0.97046584,-4.3956084,01 Distrito Nacional,2018,31,train
6.789409,-7.3583565,4.740985,6.408743,-7.363008,-4.394071,4.8648496,2.0662258,-8.545113,01 Distrito Nacional,2018,32,train
6.502237,-6.65059,4.7406955,6.4675217,-7.212557,-4.5017114,4.2464747,1.6079663,-7.4389668,01 Distrito Nacional,2018,33,train
7.504261,-6.0798745,4.2857513,6.4893966,-7.458834,-5.2263803,5.877351,1.1569663,-7.7878504,01 Distrito Nacional,2018,34,train
