z1,z2,z3,province,year,week,split
-26.674334,17.57396,12.633045,15 Monte Cristi,2019,16,train
-22.801077,15.689041,11.909469,15 Monte Cristi,2019,17,train
-3.3484173,17.245802,15.36386,15 Monte Cristi,2019,18,train
-3.2144408,17.911636,15.234873,15 Monte Cristi,2019,19,train
-2.0600224,16.446634,14.593173,15 Monte Cristi,2019,20,train
-1.0625234,18.159388,12.887354,15 Monte Cristi,2019,21,train
0.07426655,18.582027,12.769058,15 Monte Cristi,2019,22,train
1.6803304,16.6665,13.670764,15 Monte Cristi,2019,23,train
3.4994478,16.68815,16.125322,15 Monte Cristi,2019,24,train
5.2027826,16.302336,17.099472,15 Monte Cristi,2019,25,train
6.299429,16.95353,16.522594,15 Monte Cristi,2019,26,train
21.548937,3.3034084,6.59616,15 Monte Cristi,2019,27,train
25.096199,2.1501656,6.457779,15 Monte Cristi,2019,28,train
26.24009,1.6508749,4.9629335,15 Monte Cristi,2019,29,train
26.330341,0.7786184,5.957663,15 Monte Cristi,2019,30,train
25.571024,0.70788246,4.2717414,15 Monte Cristi,2019,31,train
24.760763,0.16866054,4.955221,15 Monte Cristi,2019,32,train
26.17783,-0.34725553,5.5291953,15 Monte Cristi,2019,33,train
24.99558,-0.04953747,4.977109,15 Monte Cristi,2019,34,train
23.680353,-8.973318,-2.8444011,15 Monte Cristi,2019,35,train
25.617697,-12.422151,-4.73452,15 Monte Cristi,2019,36,train
21.739779,-12.245921,-6.4006324,15 Monte Cristi,2019,37,train
24.988758,9.817615,-20.251492,15 Monte Cristi,2019,38,train
20.253744,8.839263,-21.099712,15 Monte Cristi,2019,39,train
19.445305,8.300918,-23.083128,15 Monte Cristi,2019,40,train
15.647905,-16.761232,-12.744528,15 Monte Cristi,2019,41,train
13.864308,-17.103666,-12.715655,15 Monte Cristi,2019,42,train
13.109738,-18.985317,-14.353872,15 Monte Cristi,2019,43,train
11.094147,-19.814632,-14.356175,15 Monte Cristi,2019,44,train
9.6776285,-19.501354,-12.9260435,15 Monte Cristi,2019,45,train
7.7055826,-16.814167,-12.599505,15 Monte Cristi,2019,46,train
5.539413,-17.756344,-11.76182,15 Monte Cristi,2019,47,train
5.0543346,-17.618198,-11.305757,15 Monte Cristi,2019,48,train
-7.3576765,-17.071741,-14.49882,15 Monte Cristi,2019,49,train
-10.94586,-18.799728,-16.306942,15 Monte Cristi,2019,50,train
-11.60518,-17.988855,-14.957027,15 Monte Cristi,2019,51,train
-18.047255,-10.3715515,-6.763758,15 Monte Cristi,2019,52,train
-18.583958,-8.843321,-9.9471445,15 Monte Cristi,2020,1,val
-21.20164,-9.2194395,-10.054428,15 Monte Cristi,2020,2,val
-22.717058,-8.645362,-10.770121,15 Monte Cristi,2020,3,val
-17.678282,-4.083859,-8.247544,15 Monte Cristi,2020,4,val
-18.591835,0.08963638,-3.1016996,15 Monte Cristi,2020,5,val
-22.772116,0.6097307,-2.9894862,15 Monte Cristi,2020,6,val
-26.181181,2.8305097,-3.3212347,15 Monte Cristi,2020,7,val
-24.255314,3.7351758,-3.266816,15 Monte Cristi,2020,8,val
-23.033497,4.896717,-2.8675802,15 Monte Cristi,2020,9,val
-24.29904,5.9301925,-2.0124974,15 Monte Cristi,2020,10,val
-23.785223,6.8788004,0.13346022,15 Monte Cristi,2020,11,val
-27.128862,9.423264,3.36941,15 Monte Cristi,2020,12,val
-23.79899,12.406809,6.4806333,15 Monte Cristi,2020,13,val
-19.863853,14.846812,7.2411427,15 Monte Cristi,2020,14,val
-19.84246,15.964677,9.960953,15 Monte Cristi,2020,15,val
-23.615257,19.151985,12.438696,15 Monte Cristi,2020,16,val
-21.654427,18.637684,13.912808,15 Monte Cristi,2020,17,val
-21.177906,19.74571,14.2695875,15 Monte Cristi,2020,18,val
-17.248917,20.968187,13.978626,15 Monte Cristi,2020,19,val
-18.729073,20.104788,16.218468,15 Monte Cristi,2020,20,val
-14.716618,22.622211,16.080456,15 Monte Cristi,2020,21,val
-13.012699,21.096668,16.62896,15 Monte Cristi,2020,22,val
-14.287567,23.414635,20.169956,15 Monte Cristi,2020,23,val
3.6712563,16.16923,16.29364,15 Monte Cristi,2020,24,val
5.775735,17.53548,17.757141,15 Monte Cristi,2020,25,val
6.7334547,17.776283,16.853941,15 Monte Cristi,2020,26,val
15.688282,10.047868,12.52802,15 Monte Cristi,2020,27,val
16.927422,10.335199,13.367284,15 Monte Cristi,2020,28,val
17.60768,10.89112,13.380143,15 Monte Cristi,2020,29,val
18.474426,11.5471115,13.513358,15 Monte Cristi,2020,30,val
15.842906,11.641097,11.916502,15 Monte Cristi,2020,31,val
14.40308,11.274607,11.552765,15 Monte Cristi,2020,32,val
15.771749,12.240319,11.768666,15 Monte Cristi,2020,33,val
14.933062,12.755415,10.338533,15 Monte Cristi,2020,34,val
20.968504,-7.376335,-13.841616,15 Monte Cristi,2020,35,val
22.138006,-7.6856704,-16.099901,15 Monte Cristi,2020,36,val
21.662872,-6.497486,-14.579879,15 Monte Cristi,2020,37,val
20.12358,-6.4458065,-15.195199,15 Monte Cristi,2020,38,val
21.318834,-6.150498,-13.889081,15 Monte Cristi,2020,39,val
22.784756,-7.7182126,-16.354713,15 Monte Cristi,2020,40,val
19.330711,-10.287439,-18.405582,15 Monte Cristi,2020,41,val
15.173447,-12.238813,-20.746372,15 Monte Cristi,2020,42,val
12.723609,-11.021113,-18.168446,15 Monte Cristi,2020,43,val
13.079136,-14.88748,-22.493288,15 Monte Cristi,2020,44,val
9.254888,-0.9477362,-32.46795,15 Monte Cristi,2020,45,val
9.011579,-12.342306,-23.334621,15 Monte Cristi,2020,46,val
7.1335244,-10.956028,-22.078018,15 Monte Cristi,2020,47,val
6.0474744,-11.553637,-20.920359,15 Monte Cristi,2020,48,val
5.2419744,-12.783715,-18.264927,15 Monte Cristi,2020,49,val
4.68999,-10.771006,-17.737238,15 Monte Cristi,2020,50,val
4.7725906,-10.310805,-17.488352,15 Monte Cristi,2020,51,val
-0.18229741,-2.0548906,1.4422302,15 Monte Cristi,2020,52,val
-0.8297404,-3.2757304,2.3989484,15 Monte Cristi,2021,1,val
-15.129508,1.2020054,-17.769438,15 Monte Cristi,2021,2,val
-16.66793,1.0817249,-17.646463,15 Monte Cristi,2021,3,val
-18.107561,2.863317,-18.631153,15 Monte Cristi,2021,4,val
-17.82872,6.8325176,-11.825066,15 Monte Cristi,2021,5,val
-22.382538,8.054341,-11.311673,15 Monte Cristi,2021,6,val
-22.586735,9.861885,-10.378929,15 Monte Cristi,2021,7,val
-25.06021,10.608796,-9.607599,15 Monte Cristi,2021,8,val
-19.369911,10.685282,-6.2899065,15 Monte Cristi,2021,9,val
-23.520838,9.641365,-6.5708036,15 Monte Cristi,2021,10,val
-24.835543,12.806284,-5.2650642,15 Monte Cristi,2021,11,val
-23.434414,14.493722,-0.7865431,15 Monte Cristi,2021,12,val
-22.990013,17.672884,1.7868333,15 Monte Cristi,2021,13,val
-21.906166,18.338675,3.3934584,15 Monte Cristi,2021,14,val
-18.213371,16.54822,3.3671987,15 Monte Cristi,2021,15,val
-20.486008,18.619057,8.480005,15 Monte Cristi,2021,16,val
-22.38267,20.36185,8.920046,15 Monte Cristi,2021,17,val
-22.175049,20.746317,11.158238,15 Monte Cristi,2021,18,val
-21.339296,21.008387,13.221863,15 Monte Cristi,2021,19,val
-16.919641,21.665096,11.473846,15 Monte Cristi,2021,20,val
-16.96756,22.498499,13.301493,15 Monte Cristi,2021,21,val
-16.926228,24.073046,15.830577,15 Monte Cristi,2021,22,val
-12.790045,21.755983,16.129059,15 Monte Cristi,2021,23,val
3.8563473,17.356695,16.890966,15 Monte Cristi,2021,24,val
5.361549,18.933435,13.898247,15 Monte Cristi,2021,25,val
6.2544823,15.033019,16.741302,15 Monte Cristi,2021,26,val
16.659668,11.181025,13.084194,15 Monte Cristi,2021,27,val
16.387194,11.804943,11.998333,15 Monte Cristi,2021,28,val
15.98809,10.904926,12.369356,15 Monte Cristi,2021,29,val
16.08359,11.483316,11.940754,15 Monte Cristi,2021,30,val
16.922169,11.636523,12.377521,15 Monte Cristi,2021,31,val
16.13562,11.020043,11.216669,15 Monte Cristi,2021,32,val
16.690332,11.426821,11.379438,15 Monte Cristi,2021,33,val
16.627676,9.904349,12.160705,15 Monte Cristi,2021,34,val
21.923496,-4.6039634,-10.13014,15 Monte Cristi,2021,35,val
25.136024,-7.040459,-13.091814,15 Monte Cristi,2021,36,val
22.547379,-6.0304904,-13.7969885,15 Monte Cristi,2021,37,val
19.347736,-6.2729287,-15.118512,15 Monte Cristi,2021,38,val
19.43425,-6.1865053,-14.436052,15 Monte Cristi,2021,39,val
21.517834,-7.7170053,-15.827491,15 Monte Cristi,2021,40,val
13.856383,-8.858242,-18.162434,15 Monte Cristi,2021,41,val
13.396202,-11.303941,-19.174019,15 Monte Cristi,2021,42,val
11.074989,-11.347711,-17.201336,15 Monte Cristi,2021,43,val
10.2953615,-12.3116865,-18.70375,15 Monte Cristi,2021,44,val
9.186077,-13.617742,-19.452349,15 Monte Cristi,2021,45,val
8.332449,-14.701932,-20.381325,15 Monte Cristi,2021,46,val
5.931993,-11.845921,-18.931435,15 Monte Cristi,2021,47,val
-4.3526745,-9.653274,-25.392942,15 Monte Cristi,2021,48,val
-7.235576,-10.546842,-25.751366,15 Monte Cristi,2021,49,val
-9.524864,-11.026607,-27.231302,15 Monte Cristi,2021,50,val
-5.9669266,-8.079608,-22.067636,15 Monte Cristi,2021,51,val
-16.521883,-0.6040466,-18.842878,15 Monte Cristi,2021,52,val
-21.56964,-10.9041815,-8.105913,16 Pedernales,2015,1,train
-20.694906,-9.500261,-5.716384,16 Pedernales,2015,2,train
-20.636623,-7.2985106,-5.7850375,16 Pedernales,2015,3,train
-20.415873,-4.219356,-7.295398,16 Pedernales,2015,4,train
-21.133762,-1.1742347,-3.6756454,16 Pedernales,2015,5,train
-21.84872,-0.087774105,-1.9739059,16 Pedernales,2015,6,train
-19.853834,1.8986511,-4.2378907,16 Pedernales,2015,7,train
-22.489477,2.7043564,-0.076942295,16 Pedernales,2015,8,train
-25.078701,3.0444496,2.6847575,16 Pedernales,2015,9,train
-26.415464,3.7871513,4.1250157,16 Pedernales,2015,10,train
-27.81161,5.357891,5.751641,16 Pedernales,2015,11,train
-20.989351,8.126974,5.4904904,16 Pedernales,2015,12,train
-22.557728,10.427624,8.241581,16 Pedernales,2015,13,train
-23.58694,11.218219,10.163388,16 Pedernales,2015,14,train
-25.291077,13.677515,12.336926,16 Pedernales,2015,15,train
-24.564007,14.022144,13.030217,16 Pedernales,2015,16,train
-3.874763,13.265705,14.805321,16 Pedernales,2015,17,train
-4.285067,12.787528,16.634974,16 Pedernales,2015,18,train
-4.43849,16.672127,17.774845,16 Pedernales,2015,19,train
-4.0204334,16.273811,18.50719,16 Pedernales,2015,20,train
-2.924064,15.998271,17.81497,16 Pedernales,2015,21,train
-2.2489817,15.340939,17.093695,16 Pedernales,2015,22,train
-0.075603545,17.31431,18.029898,16 Pedernales,2015,23,train
1.4922988,16.010033,18.794336,16 Pedernales,2015,24,train
3.838929,16.63749,19.223173,16 Pedernales,2015,25,train
5.320408,16.418798,18.967434,16 Pedernales,2015,26,train
23.383444,2.786517,11.006411,16 Pedernales,2015,27,train
23.053139,2.668342,10.858857,16 Pedernales,2015,28,train
23.369982,3.3674915,10.3324795,16 Pedernales,2015,29,train
23.658726,2.8653078,11.005411,16 Pedernales,2015,30,train
24.367897,2.9619663,11.3888645,16 Pedernales,2015,31,train
25.178839,3.230799,11.265392,16 Pedernales,2015,32,train
23.418833,2.150125,11.063048,16 Pedernales,2015,33,train
23.832388,2.8374608,10.515474,16 Pedernales,2015,34,train
27.713549,10.012577,-19.00117,16 Pedernales,2015,35,train
21.740528,-13.087751,-6.4255505,16 Pedernales,2015,36,train
24.435936,-14.38987,-4.5265536,16 Pedernales,2015,37,train
21.451391,-14.662971,-4.4440336,16 Pedernales,2015,38,train
20.729908,-15.396661,-6.301411,16 Pedernales,2015,39,train
17.218845,-16.214006,-7.83915,16 Pedernales,2015,40,train
17.699322,-19.387302,-8.386748,16 Pedernales,2015,41,train
16.10875,-19.267145,-9.696581,16 Pedernales,2015,42,train
13.5438385,-17.034285,-9.579509,16 Pedernales,2015,43,train
12.462995,-16.668425,-9.720039,16 Pedernales,2015,44,train
10.626294,-19.318863,-11.641399,16 Pedernales,2015,45,train
9.914521,-20.365631,-12.451545,16 Pedernales,2015,46,train
8.134736,-19.35326,-11.464774,16 Pedernales,2015,47,train
-6.1395235,-18.78004,-13.16354,16 Pedernales,2015,48,train
-9.68641,-20.775644,-16.331251,16 Pedernales,2015,49,train
-10.47801,-20.124722,-14.992907,16 Pedernales,2015,50,train
-11.468137,-18.583237,-14.762272,16 Pedernales,2015,51,train
-21.761503,-11.050907,-9.218323,16 Pedernales,2015,52,train
-20.522259,-6.450145,-5.5726166,16 Pedernales,2016,1,train
-20.957205,-5.736398,-4.90806,16 Pedernales,2016,2,train
-20.969065,-5.2791023,-4.731092,16 Pedernales,2016,3,train
-23.728111,-6.119746,-5.1540627,16 Pedernales,2016,4,train
-22.909693,-3.1039681,-2.4653087,16 Pedernales,2016,5,train
-24.267208,-2.3568676,-2.1035655,16 Pedernales,2016,6,train
-24.340914,-1.9842403,-1.7003067,16 Pedernales,2016,7,train
-24.722101,-1.3770405,-1.0699767,16 Pedernales,2016,8,train
-22.782621,0.26422265,-0.18437847,16 Pedernales,2016,9,train
-23.299883,3.090944,3.981944,16 Pedernales,2016,10,train
-24.201899,5.852551,5.2619224,16 Pedernales,2016,11,train
-26.054747,8.632846,8.376256,16 Pedernales,2016,12,train
-24.771933,11.529315,10.383547,16 Pedernales,2016,13,train
-21.991,12.699221,10.42738,16 Pedernales,2016,14,train
-19.448185,13.395909,9.11381,16 Pedernales,2016,15,train
-20.860298,15.171478,11.667815,16 Pedernales,2016,16,train
-11.430828,29.76941,1.0597261,16 Pedernales,2016,17,train
-18.839699,19.61841,12.2971325,16 Pedernales,2016,18,train
-18.774294,20.96014,13.588454,16 Pedernales,2016,19,train
-20.145626,19.933056,16.99919,16 Pedernales,2016,20,train
-0.9035839,17.583412,16.991022,16 Pedernales,2016,21,train
0.59511375,18.032133,15.549864,16 Pedernales,2016,22,train
1.8913761,15.38054,17.632166,16 Pedernales,2016,23,train
3.4128551,14.402048,18.168867,16 Pedernales,2016,24,train
4.871863,14.688833,16.884047,16 Pedernales,2016,25,train
5.8341455,14.298315,17.280891,16 Pedernales,2016,26,train
17.478722,7.0066276,13.238185,16 Pedernales,2016,27,train
16.48207,6.9221215,13.595848,16 Pedernales,2016,28,train
16.676996,7.246072,13.141352,16 Pedernales,2016,29,train
17.391367,7.23941,13.997054,16 Pedernales,2016,30,train
16.73635,9.898358,11.593546,16 Pedernales,2016,31,train
14.848154,8.245238,14.178331,16 Pedernales,2016,32,train
14.949553,7.4818106,14.659385,16 Pedernales,2016,33,train
13.2926035,10.978709,9.104786,16 Pedernales,2016,34,train
25.813046,-4.8850923,-10.446133,16 Pedernales,2016,35,train
25.818367,-4.472436,-11.541387,16 Pedernales,2016,36,train
25.349674,-4.036143,-11.402973,16 Pedernales,2016,37,train
22.324232,-5.6701307,-12.288498,16 Pedernales,2016,38,train
25.556427,-6.3953705,-13.78235,16 Pedernales,2016,39,train
17.977203,6.187527,-34.65652,16 Pedernales,2016,40,train
14.129592,-9.597103,-18.098902,16 Pedernales,2016,41,train
12.626815,0.3082999,-29.090057,16 Pedernales,2016,42,train
11.002924,-9.130749,-19.826412,16 Pedernales,2016,43,train
10.211883,-10.106567,-19.763842,16 Pedernales,2016,44,train
9.183118,-9.8271265,-19.88392,16 Pedernales,2016,45,train
7.5662594,2.1209037,-30.322472,16 Pedernales,2016,46,train
7.1132364,-11.783015,-21.24958,16 Pedernales,2016,47,train
6.0894127,-10.941332,-19.943874,16 Pedernales,2016,48,train
5.7047944,-12.741896,-19.209526,16 Pedernales,2016,49,train
5.841073,-12.945084,-19.124489,16 Pedernales,2016,50,train
5.310256,-12.946706,-17.459463,16 Pedernales,2016,51,train
-0.45261875,-4.244507,3.5090613,16 Pedernales,2016,52,train
-1.3761923,-5.5218496,4.2237315,16 Pedernales,2017,1,train
-1.1203179,-3.8341799,3.2430756,16 Pedernales,2017,2,train
-1.5329576,-3.852092,3.318663,16 Pedernales,2017,3,train
-1.9061751,-4.441928,4.0090537,16 Pedernales,2017,4,train
-1.8704633,-2.7224739,4.6918874,16 Pedernales,2017,5,train
-2.4591422,-3.2455695,5.6817303,16 Pedernales,2017,6,train
-1.4439625,-1.4227564,3.4550085,16 Pedernales,2017,7,train
-1.569421,-1.5487049,4.0280557,16 Pedernales,2017,8,train
-2.7100732,-2.4958453,6.475342,16 Pedernales,2017,9,train
-2.2172496,-1.6415576,5.8567667,16 Pedernales,2017,10,train
-1.9124955,-0.99000025,5.045758,16 Pedernales,2017,11,train
-20.214949,12.922425,-0.44075245,16 Pedernales,2017,12,train
-20.870153,13.367874,2.9332814,16 Pedernales,2017,13,train
-21.195847,11.294381,12.554755,16 Pedernales,2017,14,train
-19.021626,15.919578,6.5378656,16 Pedernales,2017,15,train
-16.56875,28.475163,-0.98809147,16 Pedernales,2017,16,train
-21.410948,19.293743,12.306863,16 Pedernales,2017,17,train
-19.72022,16.973211,14.217272,16 Pedernales,2017,18,train
-16.755247,17.586897,11.989009,16 Pedernales,2017,19,train
-18.395197,17.159803,19.368183,16 Pedernales,2017,20,train
-1.4516492,11.302342,18.779337,16 Pedernales,2017,21,train
-0.07095926,12.703043,19.06349,16 Pedernales,2017,22,train
1.1109688,11.157901,19.472622,16 Pedernales,2017,23,train
2.521666,12.42037,19.097668,16 Pedernales,2017,24,train
4.35418,12.7207,18.950727,16 Pedernales,2017,25,train
5.119833,11.272333,18.136898,16 Pedernales,2017,26,train
15.014638,6.843225,13.649238,16 Pedernales,2017,27,train
13.301719,7.8037825,12.525508,16 Pedernales,2017,28,train
14.268091,7.719862,14.208871,16 Pedernales,2017,29,train
14.006997,7.213962,14.422132,16 Pedernales,2017,30,train
14.933716,7.28121,14.988137,16 Pedernales,2017,31,train
13.200542,7.9165177,13.165871,16 Pedernales,2017,32,train
14.0122175,8.206817,13.700889,16 Pedernales,2017,33,train
13.212657,8.499145,11.850021,16 Pedernales,2017,34,train
21.565527,-6.6659803,-11.305732,16 Pedernales,2017,35,train
22.188713,4.093759,-22.947214,16 Pedernales,2017,36,train
19.334146,-7.7158527,-14.571841,16 Pedernales,2017,37,train
21.354877,3.1203542,-24.751501,16 Pedernales,2017,38,train
23.304508,-8.263454,-14.246322,16 Pedernales,2017,39,train
17.008522,-9.62074,-15.968327,16 Pedernales,2017,40,train
16.239334,3.2160347,-27.82784,16 Pedernales,2017,41,train
14.725724,-14.913223,-19.873436,16 Pedernales,2017,42,train
11.384619,-13.945637,-18.47777,16 Pedernales,2017,43,train
10.231107,-13.65878,-18.609177,16 Pedernales,2017,44,train
9.12104,-11.805777,-22.868422,16 Pedernales,2017,45,train
6.496745,2.5078197,-33.899624,16 Pedernales,2017,46,train
6.704263,-12.107049,-20.255571,16 Pedernales,2017,47,train
5.9847775,-12.212655,-18.679054,16 Pedernales,2017,48,train
6.101397,-13.771182,-20.577917,16 Pedernales,2017,49,train
4.675691,-12.204659,-17.40608,16 Pedernales,2017,50,train
4.7504797,-12.114969,-17.181686,16 Pedernales,2017,51,train
-0.6669288,-4.5310364,3.5760186,16 Pedernales,2017,52,train
-0.57974565,-3.4041781,2.8785195,16 Pedernales,2018,1,train
-1.4591793,-5.485407,4.6526904,16 Pedernales,2018,2,train
-1.5269434,-5.1339383,4.5782733,16 Pedernales,2018,3,train
-1.4322861,-4.500587,4.4511204,16 Pedernales,2018,4,train
-2.6773548,-3.671457,5.749987,16 Pedernales,2018,5,train
-3.2509658,-4.3757973,6.941019,16 Pedernales,2018,6,train
-3.267286,-3.9173584,7.08579,16 Pedernales,2018,7,train
-3.3493745,-3.6868758,7.483535,16 Pedernales,2018,8,train
-1.9855424,-1.9928437,5.242749,16 Pedernales,2018,9,train
-20.052002,-0.6180159,9.277233,16 Pedernales,2018,10,train
-20.607231,1.9264944,10.066937,16 Pedernales,2018,11,train
-20.636477,13.703474,-0.9983956,16 Pedernales,2018,12,train
-21.562258,14.645064,0.34508413,16 Pedernales,2018,13,train
-20.87782,15.465942,3.6870868,16 Pedernales,2018,14,train
-23.19209,11.793488,12.027796,16 Pedernales,2018,15,train
-22.294022,12.35205,13.959573,16 Pedernales,2018,16,train
-21.73206,16.97091,10.480588,16 Pedernales,2018,17,train
-21.64722,17.079529,14.152479,16 Pedernales,2018,18,train
-3.4340765,14.41043,17.05399,16 Pedernales,2018,19,train
-3.5244358,13.352497,20.12868,16 Pedernales,2018,20,train
-2.7837994,12.286538,19.645409,16 Pedernales,2018,21,train
-1.5019566,12.807636,19.97718,16 Pedernales,2018,22,train
-0.5644065,11.917752,19.976778,16 Pedernales,2018,23,train
0.61741847,11.634034,21.306301,16 Pedernales,2018,24,train
3.607236,14.342481,16.469173,16 Pedernales,2018,25,train
3.961759,11.155916,17.633015,16 Pedernales,2018,26,train
15.11077,2.0259383,13.2588,16 Pedernales,2018,27,train
15.675784,2.1423512,13.247328,16 Pedernales,2018,28,train
17.25983,4.066127,13.214186,16 Pedernales,2018,29,train
16.694601,3.3109794,13.030208,16 Pedernales,2018,30,train
15.976185,4.2245665,12.342554,16 Pedernales,2018,31,train
15.784675,2.0011256,13.164497,16 Pedernales,2018,32,train
17.21361,5.0851107,10.780575,16 Pedernales,2018,33,train
16.635492,3.6799743,11.620062,16 Pedernales,2018,34,train
24.045364,-8.043587,-5.864042,16 Pedernales,2018,35,train
22.38366,-9.507023,-5.6320405,16 Pedernales,2018,36,train
20.124445,-11.352402,-9.218338,16 Pedernales,2018,37,train
21.418211,-14.325026,0.6748095,16 Pedernales,2018,38,train
22.072323,-10.84023,-6.920628,16 Pedernales,2018,39,train
13.916234,-15.15863,-13.290461,16 Pedernales,2018,40,train
12.973795,-15.840326,-14.014195,16 Pedernales,2018,41,train
11.669614,-15.990564,-14.0385685,16 Pedernales,2018,42,train
10.348308,-15.964076,-14.170182,16 Pedernales,2018,43,train
8.847531,-16.666765,-14.922406,16 Pedernales,2018,44,train
7.1466646,-15.821673,-13.809639,16 Pedernales,2018,45,train
7.0591216,-18.375671,-14.243211,16 Pedernales,2018,46,train
5.851249,-17.814562,-12.574512,16 Pedernales,2018,47,train
3.7306652,-17.981096,-10.211076,16 Pedernales,2018,48,train
-9.215395,-20.67762,-10.346438,16 Pedernales,2018,49,train
-10.945467,-20.662565,-8.092245,16 Pedernales,2018,50,train
-10.459325,-19.537277,-7.5462685,16 Pedernales,2018,51,train
-19.248041,-13.957577,-3.4997292,16 Pedernales,2018,52,train
-19.479652,-12.364134,-2.333417,16 Pedernales,2019,1,train
-19.061865,-9.421813,-4.058194,16 Pedernales,2019,2,train
-19.107067,-8.816901,-3.1609077,16 Pedernales,2019,3,train
-20.997313,-10.202706,-1.4454886,16 Pedernales,2019,4,train
-22.38654,-3.3051243,-0.38347363,16 Pedernales,2019,5,train
-20.96352,-1.1119521,-2.5133734,16 Pedernales,2019,6,train
-23.641298,-1.5595765,0.80522054,16 Pedernales,2019,7,train
-24.903143,-1.3976744,3.450179,16 Pedernales,2019,8,train
-24.275118,-0.1547996,3.3258414,16 Pedernales,2019,9,train
-22.4404,3.0235274,3.3247914,16 Pedernales,2019,10,train
-23.647219,4.643263,5.459412,16 Pedernales,2019,11,train
-22.915836,6.655858,6.490744,16 Pedernales,2019,12,train
-20.038055,10.480053,6.085621,16 Pedernales,2019,13,train
-22.394615,11.960361,6.9396667,16 Pedernales,2019,14,train
-23.291859,10.797371,11.964917,16 Pedernales,2019,15,train
-22.624813,11.804818,12.424018,16 Pedernales,2019,16,train
-19.729517,12.441668,10.493459,16 Pedernales,2019,17,train
-4.189423,11.194879,17.396027,16 Pedernales,2019,18,train
-3.077555,13.055643,15.301013,16 Pedernales,2019,19,train
-2.575958,11.286059,17.238968,16 Pedernales,2019,20,train
-1.1374236,14.747,13.823894,16 Pedernales,2019,21,train
0.2896042,18.13776,10.684421,16 Pedernales,2019,22,train
1.326352,15.210072,15.677432,16 Pedernales,2019,23,train
2.4379628,12.032127,17.150898,16 Pedernales,2019,24,train
4.135636,9.673925,18.411196,16 Pedernales,2019,25,train
4.9737296,9.690529,15.8373,16 Pedernales,2019,26,train
22.855745,-3.5179994,6.013399,16 Pedernales,2019,27,train
24.35483,-4.1761456,6.831575,16 Pedernales,2019,28,train
25.101248,-3.743433,6.210954,16 Pedernales,2019,29,train
23.34475,-3.4143765,5.3652096,16 Pedernales,2019,30,train
23.728323,-3.6562576,5.6209474,16 Pedernales,2019,31,train
23.954023,-3.5521526,5.4226804,16 Pedernales,2019,32,train
22.709581,-4.7625303,7.0338664,16 Pedernales,2019,33,train
23.117542,-3.4386365,5.790701,16 Pedernales,2019,34,train
22.623192,-9.47911,-1.9362133,16 Pedernales,2019,35,train
21.676609,-11.062522,-4.22372,16 Pedernales,2019,36,train
22.34515,-11.609264,-3.2932053,16 Pedernales,2019,37,train
24.89747,12.418758,-20.133818,16 Pedernales,2019,38,train
17.323591,-13.982771,-8.812552,16 Pedernales,2019,39,train
15.696707,-15.446458,-10.583538,16 Pedernales,2019,40,train
13.827497,-18.271378,-8.737253,16 Pedernales,2019,41,train
12.351549,-17.581059,-11.802861,16 Pedernales,2019,42,train
11.323298,-17.876205,-13.654555,16 Pedernales,2019,43,train
9.330312,-16.911816,-12.920404,16 Pedernales,2019,44,train
7.965032,-19.445002,-11.493552,16 Pedernales,2019,45,train
7.200874,-17.97306,-12.296246,16 Pedernales,2019,46,train
5.2356834,-17.35948,-11.00715,16 Pedernales,2019,47,train
4.292794,-17.92559,-10.492026,16 Pedernales,2019,48,train
4.1966653,-18.124292,-10.264003,16 Pedernales,2019,49,train
3.3235862,-18.042147,-9.486243,16 Pedernales,2019,50,train
3.416478,-18.443422,-9.268863,16 Pedernales,2019,51,train
-0.17768244,-4.615247,3.1290095,16 Pedernales,2019,52,train
-17.543736,-7.573415,-9.20618,16 Pedernales,2020,1,val
-19.56767,-11.007593,-3.7534468,16 Pedernales,2020,2,val
-21.142595,-11.482242,-3.8249176,16 Pedernales,2020,3,val
-19.034353,-7.468303,-5.0125914,16 Pedernales,2020,4,val
-20.0284,-3.6464078,1.5019025,16 Pedernales,2020,5,val
-22.119387,-3.491634,2.1321008,16 Pedernales,2020,6,val
-23.220531,-3.183835,3.7797346,16 Pedernales,2020,7,val
-21.629889,-1.0209572,3.1505716,16 Pedernales,2020,8,val
-21.149464,4.1307425,-2.0328403,16 Pedernales,2020,9,val
-22.598684,2.4321592,3.4385424,16 Pedernales,2020,10,val
-20.467052,6.785301,0.8717011,16 Pedernales,2020,11,val
-21.572735,8.840467,2.6516306,16 Pedernales,2020,12,val
-20.53233,12.195678,5.8121476,16 Pedernales,2020,13,val
-20.514095,13.451555,7.1446595,16 Pedernales,2020,14,val
-19.117552,17.15974,9.685214,16 Pedernales,2020,15,val
-21.907572,16.17559,11.573888,16 Pedernales,2020,16,val
-21.376244,15.337375,14.535793,16 Pedernales,2020,17,val
-20.859526,15.128048,14.75438,16 Pedernales,2020,18,val
-3.3717499,13.985415,18.049322,16 Pedernales,2020,19,val
-2.9095442,13.348644,18.055346,16 Pedernales,2020,20,val
-1.9629656,13.642737,18.524277,16 Pedernales,2020,21,val
3.4536016,25.932497,3.914846,16 Pedernales,2020,22,val
1.590052,13.594771,17.746588,16 Pedernales,2020,23,val
3.0189853,16.852493,12.237522,16 Pedernales,2020,24,val
4.7063217,12.987111,16.50216,16 Pedernales,2020,25,val
