z1,z2,z3,province,year,week,split
-8.333271,-4.0677958,-4.570325,01 Distrito Nacional,2015,1,train
-8.308353,-3.3158145,-3.9628053,01 Distrito Nacional,2015,2,train
-8.258505,-2.0434937,-4.0422096,01 Distrito Nacional,2015,3,train
-8.395402,-1.808321,-3.615717,01 Distrito Nacional,2015,4,train
-8.730023,0.62738115,-2.393533,01 Distrito Nacional,2015,5,train
-9.761224,1.5991448,-1.9481578,01 Distrito Nacional,2015,6,train
-9.88826,1.9925494,-1.6705815,01 Distrito Nacional,2015,7,train
-8.984423,2.4818223,-0.65581936,01 Distrito Nacional,2015,8,train
-10.381464,3.5597777,0.24772204,01 Distrito Nacional,2015,9,train
-11.326453,3.3541582,1.2160436,01 Distrito Nacional,2015,10,train
-11.520285,3.622284,2.4502583,01 Distrito Nacional,2015,11,train
-10.869326,4.5120425,3.0555418,01 Distrito Nacional,2015,12,train
-10.334272,6.04159,3.8466399,01 Distrito Nacional,2015,13,train
-10.287525,5.9007163,3.660233,01 Distrito Nacional,2015,14,train
-10.73172,7.048025,4.1051292,01 Distrito Nacional,2015,15,train
-9.538326,6.664435,4.9070334,01 Distrito Nacional,2015,16,train
-2.2716875,6.7242136,5.939145,01 Distrito Nacional,2015,17,train
-2.3615816,7.6604023,7.1006913,01 Distrito Nacional,2015,18,train
-2.126375,7.1031423,6.6337695,01 Distrito Nacional,2015,19,train
-1.9046131,7.395475,7.510787,01 Distrito Nacional,2015,20,train
-0.5866645,7.4176197,6.5503283,01 Distrito Nacional,2015,21,train
-0.07313531,7.0658765,5.64362,01 Distrito Nacional,2015,22,train
0.60862833,7.4060845,5.894369,01 Distrito Nacional,2015,23,train
1.2338035,6.8009553,5.9556856,01 Distrito Nacional,2015,24,train
1.807535,6.2192698,6.3377595,01 Distrito Nacional,2015,25,train
2.208311,6.3936195,5.504473,01 Distrito Nacional,2015,26,train
9.6855,1.5978465,3.2858708,01 Distrito Nacional,2015,27,train
9.231743,1.51466,3.2506375,01 Distrito Nacional,2015,28,train
9.597385,1.6256828,3.1304975,01 Distrito Nacional,2015,29,train
9.387072,1.4273157,3.0150032,01 Distrito Nacional,2015,30,train
10.088906,1.2237945,3.559541,01 Distrito Nacional,2015,31,train
10.333899,1.271234,3.2751136,01 Distrito Nacional,2015,32,train
10.106294,1.0824692,3.2204583,01 Distrito Nacional,2015,33,train
10.285355,1.1125764,3.1721892,01 Distrito Nacional,2015,34,train
12.247287,12.793542,-14.763063,01 Distrito Nacional,2015,35,train
8.967612,-5.1055756,-2.3943293,01 Distrito Nacional,2015,36,train
8.767443,-5.0912557,-2.236878,01 Distrito Nacional,2015,37,train
8.101589,-5.509045,-2.861502,01 Distrito Nacional,2015,38,train
8.288659,-5.7610044,-3.00459,01 Distrito Nacional,2015,39,train
8.7744255,-7.1770473,-3.451444,01 Distrito Nacional,2015,40,train
7.713018,-7.0347652,-3.269494,01 Distrito Nacional,2015,41,train
7.2468266,-7.296718,-3.7066057,01 Distrito Nacional,2015,42,train
6.1862783,-7.0330787,-3.5894713,01 Distrito Nacional,2015,43,train
5.490829,-7.0672436,-3.9541354,01 Distrito Nacional,2015,44,train
4.596319,-7.287745,-4.710641,01 Distrito Nacional,2015,45,train
4.205403,-7.3796577,-4.802542,01 Distrito Nacional,2015,46,train
2.4663517,-6.501797,-4.0451107,01 Distrito Nacional,2015,47,train
-3.9436212,-8.272095,-6.7474384,01 Distrito Nacional,2015,48,train
-4.8737926,-8.667307,-7.6638174,01 Distrito Nacional,2015,49,train
-4.553493,-8.25659,-7.218255,01 Distrito Nacional,2015,50,train
-4.3685217,-7.8450093,-6.956465,01 Distrito Nacional,2015,51,train
-8.400267,-5.05959,-4.9766784,01 Distrito Nacional,2015,52,train
-9.272148,-2.8813753,-3.0366232,01 Distrito Nacional,2016,1,train
-10.017713,-2.8078892,-2.9370492,01 Distrito Nacional,2016,2,train
-9.9617,-2.6616473,-2.4454596,01 Distrito Nacional,2016,3,train
-9.794089,-2.1635988,-2.8197312,01 Distrito Nacional,2016,4,train
-10.525664,-0.8721492,-1.3792614,01 Distrito Nacional,2016,5,train
-11.145449,-0.34117818,-1.3463842,01 Distrito Nacional,2016,6,train
-11.185528,0.09173951,-0.91581345,01 Distrito Nacional,2016,7,train
-11.455889,0.70207644,-0.4618397,01 Distrito Nacional,2016,8,train
-11.920528,1.2455701,-0.17350957,01 Distrito Nacional,2016,9,train
-10.746076,2.9171798,2.0973518,01 Distrito Nacional,2016,10,train
-10.583046,4.1208835,1.9893272,01 Distrito Nacional,2016,11,train
-11.623196,5.595411,3.218478,01 Distrito Nacional,2016,12,train
-10.214706,6.0394235,3.56186,01 Distrito Nacional,2016,13,train
-9.5356455,7.333389,4.0788755,01 Distrito Nacional,2016,14,train
-10.42966,6.4770837,5.040514,01 Distrito Nacional,2016,15,train
-9.397307,8.298451,4.4589715,01 Distrito Nacional,2016,16,train
-1.8167936,23.249006,-12.346001,01 Distrito Nacional,2016,17,train
-1.5838088,10.301391,2.4354656,01 Distrito Nacional,2016,18,train
-1.0754056,10.286495,2.8881238,01 Distrito Nacional,2016,19,train
-0.3604584,10.034514,3.0247037,01 Distrito Nacional,2016,20,train
0.22444062,9.655542,2.340042,01 Distrito Nacional,2016,21,train
3.0730152,21.461422,-10.835839,01 Distrito Nacional,2016,22,train
1.4604911,9.527534,2.1805098,01 Distrito Nacional,2016,23,train
1.9156867,8.62616,2.9287477,01 Distrito Nacional,2016,24,train
2.4317966,8.772377,1.574206,01 Distrito Nacional,2016,25,train
2.6648693,8.078825,1.5949881,01 Distrito Nacional,2016,26,train
7.1773763,5.1807866,2.2351067,01 Distrito Nacional,2016,27,train
6.6548276,4.7669597,2.6694844,01 Distrito Nacional,2016,28,train
6.8591237,4.9885364,2.5635793,01 Distrito Nacional,2016,29,train
6.673134,5.7313128,2.0428252,01 Distrito Nacional,2016,30,train
9.463614,18.257635,-10.282091,01 Distrito Nacional,2016,31,train
5.8929844,5.8970423,1.9559095,01 Distrito Nacional,2016,32,train
6.253503,5.039248,3.6656492,01 Distrito Nacional,2016,33,train
5.360042,5.907006,1.0982188,01 Distrito Nacional,2016,34,train
8.466811,0.85622764,-6.4273305,01 Distrito Nacional,2016,35,train
7.4948325,1.0719552,-6.6545653,01 Distrito Nacional,2016,36,train
7.4866934,1.0131077,-6.772355,01 Distrito Nacional,2016,37,train
7.0571675,1.0319135,-7.3408136,01 Distrito Nacional,2016,38,train
7.2303023,0.4621672,-8.003074,01 Distrito Nacional,2016,39,train
8.672725,10.504518,-20.482115,01 Distrito Nacional,2016,40,train
5.5609317,0.045727428,-9.04052,01 Distrito Nacional,2016,41,train
5.2826085,0.2545479,-10.732478,01 Distrito Nacional,2016,42,train
5.110506,-0.6125925,-10.041133,01 Distrito Nacional,2016,43,train
4.1889086,-0.38701144,-10.39812,01 Distrito Nacional,2016,44,train
3.7285163,-0.47825742,-10.56637,01 Distrito Nacional,2016,45,train
3.1841576,-0.019639371,-11.2723255,01 Distrito Nacional,2016,46,train
2.212239,-0.3581135,-11.008968,01 Distrito Nacional,2016,47,train
-2.2499084,-1.6262907,-12.34581,01 Distrito Nacional,2016,48,train
-2.7002604,-1.7826904,-12.5526495,01 Distrito Nacional,2016,49,train
-2.8529258,-1.7742388,-12.223744,01 Distrito Nacional,2016,50,train
-2.7587788,-1.189424,-12.209096,01 Distrito Nacional,2016,51,train
-4.732337,0.3107637,-8.052737,01 Distrito Nacional,2016,52,train
-4.93743,0.89876044,-8.2050905,01 Distrito Nacional,2017,1,train
-6.215771,2.0512445,-9.40955,01 Distrito Nacional,2017,2,train
-4.267173,0.6644079,-4.3445077,01 Distrito Nacional,2017,3,train
-5.325021,2.651055,-7.068417,01 Distrito Nacional,2017,4,train
-7.3202934,4.2053423,-5.9466105,01 Distrito Nacional,2017,5,train
-7.8381815,4.4875226,-5.601883,01 Distrito Nacional,2017,6,train
-7.586523,4.5433407,-4.6862583,01 Distrito Nacional,2017,7,train
-8.166985,6.442731,-4.570253,01 Distrito Nacional,2017,8,train
-8.788396,6.784527,-3.8150322,01 Distrito Nacional,2017,9,train
-8.29193,7.113396,-3.724937,01 Distrito Nacional,2017,10,train
-8.552473,8.285841,-2.8710709,01 Distrito Nacional,2017,11,train
-7.0483494,8.292261,-1.7241228,01 Distrito Nacional,2017,12,train
-8.409273,9.320166,-0.67627454,01 Distrito Nacional,2017,13,train
-8.582241,9.629406,0.9656839,01 Distrito Nacional,2017,14,train
-8.152219,5.3324986,6.019145,01 Distrito Nacional,2017,15,train
-6.065173,18.692295,-9.536654,01 Distrito Nacional,2017,16,train
-3.8584864,19.230371,-7.539677,01 Distrito Nacional,2017,17,train
-1.2809477,9.379161,1.6040449,01 Distrito Nacional,2017,18,train
-1.0409235,8.57903,2.36721,01 Distrito Nacional,2017,19,train
-0.27610618,10.330372,2.3238778,01 Distrito Nacional,2017,20,train
0.2829105,9.766426,2.9131231,01 Distrito Nacional,2017,21,train
0.7881807,9.349328,2.3371863,01 Distrito Nacional,2017,22,train
1.2748108,9.079459,2.8099804,01 Distrito Nacional,2017,23,train
1.7023616,8.221291,3.065943,01 Distrito Nacional,2017,24,train
2.233841,7.7284317,2.9673078,01 Distrito Nacional,2017,25,train
2.8301597,8.142522,2.497741,01 Distrito Nacional,2017,26,train
5.8158054,4.896962,3.0656304,01 Distrito Nacional,2017,27,train
5.531333,5.7306504,1.5522716,01 Distrito Nacional,2017,28,train
5.989083,4.3387794,4.551962,01 Distrito Nacional,2017,29,train
5.906188,5.868154,2.1382456,01 Distrito Nacional,2017,30,train
6.08484,4.2682405,4.7490478,01 Distrito Nacional,2017,31,train
5.598881,5.684537,2.2880552,01 Distrito Nacional,2017,32,train
5.903471,6.071308,2.3366885,01 Distrito Nacional,2017,33,train
5.937714,6.102569,2.0362728,01 Distrito Nacional,2017,34,train
8.4053755,0.55003154,-7.116491,01 Distrito Nacional,2017,35,train
7.994613,0.6491072,-8.417995,01 Distrito Nacional,2017,36,train
7.412673,0.763741,-8.402489,01 Distrito Nacional,2017,37,train
7.414307,0.1372486,-8.7696705,01 Distrito Nacional,2017,38,train
6.988694,0.31799322,-8.531201,01 Distrito Nacional,2017,39,train
6.0925546,0.64467835,-8.669617,01 Distrito Nacional,2017,40,train
5.5924816,0.051306594,-8.494,01 Distrito Nacional,2017,41,train
5.51768,-0.66259044,-9.611285,01 Distrito Nacional,2017,42,train
4.551144,-0.71519905,-8.568935,01 Distrito Nacional,2017,43,train
4.173389,-1.466282,-8.537516,01 Distrito Nacional,2017,44,train
4.204831,15.199232,-24.348331,01 Distrito Nacional,2017,45,train
3.8536005,13.133062,-23.290575,01 Distrito Nacional,2017,46,train
2.594241,-0.6880718,-9.27122,01 Distrito Nacional,2017,47,train
-2.3490798,-1.5120049,-12.176172,01 Distrito Nacional,2017,48,train
-2.4351923,-1.5613018,-12.443582,01 Distrito Nacional,2017,49,train
-2.2274022,-1.6220335,-11.4286,01 Distrito Nacional,2017,50,train
-2.9143293,-1.6789689,-12.758357,01 Distrito Nacional,2017,51,train
-4.9470716,1.1335032,-9.386165,01 Distrito Nacional,2017,52,train
-4.7064457,0.6836482,-8.282827,01 Distrito Nacional,2018,1,train
-4.9629364,0.98927736,-8.09201,01 Distrito Nacional,2018,2,train
-5.5894427,1.2523516,-7.7048197,01 Distrito Nacional,2018,3,train
-6.46766,2.0727148,-8.370106,01 Distrito Nacional,2018,4,train
-6.728043,4.2388554,-5.429706,01 Distrito Nacional,2018,5,train
-7.849304,4.677413,-5.723547,01 Distrito Nacional,2018,6,train
-7.2781253,5.069944,-4.887795,01 Distrito Nacional,2018,7,train
-8.006533,6.542727,-4.89127,01 Distrito Nacional,2018,8,train
-6.169892,4.9235935,-2.4632144,01 Distrito Nacional,2018,9,train
-7.928937,7.296154,-3.056763,01 Distrito Nacional,2018,10,train
-8.995399,7.1262636,-1.3793378,01 Distrito Nacional,2018,11,train
-8.552403,8.897763,-2.431031,01 Distrito Nacional,2018,12,train
-7.4039884,7.387321,-0.5495899,01 Distrito Nacional,2018,13,train
-7.9589987,8.9268875,-0.5581575,01 Distrito Nacional,2018,14,train
-7.9256444,9.4373045,0.047270723,01 Distrito Nacional,2018,15,train
-7.328414,8.950487,1.0749155,01 Distrito Nacional,2018,16,train
-7.651855,9.512318,1.8845272,01 Distrito Nacional,2018,17,train
-1.5725433,8.280411,2.846499,01 Distrito Nacional,2018,18,train
-1.5871825,8.207637,3.505842,01 Distrito Nacional,2018,19,train
-1.3451269,7.8636594,3.6493852,01 Distrito Nacional,2018,20,train
-0.5418425,7.6713886,3.8361595,01 Distrito Nacional,2018,21,train
0.38890788,8.390082,3.5618136,01 Distrito Nacional,2018,22,train
0.68478876,7.622388,4.930022,01 Distrito Nacional,2018,23,train
1.2368727,7.4316287,5.4182634,01 Distrito Nacional,2018,24,train
1.778447,6.990177,3.3998392,01 Distrito Nacional,2018,25,train
2.1776319,6.358161,5.3970976,01 Distrito Nacional,2018,26,train
7.1507926,2.0754945,4.3418813,01 Distrito Nacional,2018,27,train
7.616216,4.4182744,1.3367453,01 Distrito Nacional,2018,28,train
8.049157,4.7669415,1.3910707,01 Distrito Nacional,2018,29,train
7.5617323,3.9069157,1.9747034,01 Distrito Nacional,2018,30,train
7.930806,3.6357949,2.5665665,01 Distrito Nacional,2018,31,train
7.77301,4.046967,1.3532228,01 Distrito Nacional,2018,32,train
8.058563,3.8953083,1.6118665,01 Distrito Nacional,2018,33,train
8.302588,3.7506878,1.8884983,01 Distrito Nacional,2018,34,train
8.483125,9.905218,-15.736983,01 Distrito Nacional,2018,35,train
7.827121,-3.6034563,-3.0565631,01 Distrito Nacional,2018,36,train
8.123462,-4.090029,-3.4780154,01 Distrito Nacional,2018,37,train
7.732866,-4.3608904,-3.779917,01 Distrito Nacional,2018,38,train
7.105038,-4.2693048,-3.718432,01 Distrito Nacional,2018,39,train
5.578164,-4.684103,-4.5404906,01 Distrito Nacional,2018,40,train
6.3951707,10.898353,-18.389053,01 Distrito Nacional,2018,41,train
5.1562195,-5.2494516,-4.928905,01 Distrito Nacional,2018,42,train
4.5648756,-5.18505,-4.9012938,01 Distrito Nacional,2018,43,train
3.9469898,-5.2102566,-4.94757,01 Distrito Nacional,2018,44,train
3.7091587,-5.523394,-4.9829993,01 Distrito Nacional,2018,45,train
3.5801885,-5.863273,-5.228023,01 Distrito Nacional,2018,46,train
2.5139477,-5.310861,-4.8687005,01 Distrito Nacional,2018,47,train
-3.277494,-6.510212,-7.186015,01 Distrito Nacional,2018,48,train
-3.6146863,-6.6414175,-7.9105206,01 Distrito Nacional,2018,49,train
-3.306631,-6.0800076,-7.3770657,01 Distrito Nacional,2018,50,train
-2.755185,-5.805066,-7.0579543,01 Distrito Nacional,2018,51,train
-7.374586,-4.7917128,-4.636836,01 Distrito Nacional,2018,52,train
-7.1148257,-3.8548293,-4.102519,01 Distrito Nacional,2019,1,train
-6.4618073,-2.4814441,-3.7591252,01 Distrito Nacional,2019,2,train
-6.5961328,-1.7361505,-3.4803724,01 Distrito Nacional,2019,3,train
-7.326819,-1.1497164,-3.9444876,01 Distrito Nacional,2019,4,train
-8.2001,0.9080392,-2.1742265,01 Distrito Nacional,2019,5,train
-9.715736,0.7659029,-1.4195049,01 Distrito Nacional,2019,6,train
-10.056074,1.2858883,-0.9255418,01 Distrito Nacional,2019,7,train
-10.765961,1.1748121,0.8380896,01 Distrito Nacional,2019,8,train
-10.416746,1.4957439,1.6011877,01 Distrito Nacional,2019,9,train
-9.213496,3.7038255,0.85374844,01 Distrito Nacional,2019,10,train
-10.107167,4.601608,1.2199306,01 Distrito Nacional,2019,11,train
-8.983663,4.809445,1.7359098,01 Distrito Nacional,2019,12,train
-8.308862,7.563544,3.0525832,01 Distrito Nacional,2019,13,train
-9.539486,7.703933,2.5659287,01 Distrito Nacional,2019,14,train
-8.732026,7.5276146,3.1354332,01 Distrito Nacional,2019,15,train
-8.629423,7.6332493,3.43275,01 Distrito Nacional,2019,16,train
-8.501627,7.7322035,4.101367,01 Distrito Nacional,2019,17,train
-1.888341,8.44013,4.4098873,01 Distrito Nacional,2019,18,train
-1.499733,8.41314,4.5717945,01 Distrito Nacional,2019,19,train
-0.6554959,9.573414,4.34505,01 Distrito Nacional,2019,20,train
-0.09550305,9.121903,2.646214,01 Distrito Nacional,2019,21,train
0.37034416,8.947616,2.385434,01 Distrito Nacional,2019,22,train
1.1037529,8.865779,2.7190201,01 Distrito Nacional,2019,23,train
1.5425427,7.4883065,4.681911,01 Distrito Nacional,2019,24,train
2.3363137,7.349512,5.210134,01 Distrito Nacional,2019,25,train
2.5519745,6.6359553,4.906005,01 Distrito Nacional,2019,26,train
9.184767,1.4002475,1.7086062,01 Distrito Nacional,2019,27,train
10.232529,1.8729302,0.38903502,01 Distrito Nacional,2019,28,train
10.735489,0.88646066,1.0096827,01 Distrito Nacional,2019,29,train
11.609306,0.38057262,1.466018,01 Distrito Nacional,2019,30,train
14.447859,16.224327,-11.471742,01 Distrito Nacional,2019,31,train
11.551482,0.8536481,0.9424437,01 Distrito Nacional,2019,32,train
11.394885,0.60003555,0.93341035,01 Distrito Nacional,2019,33,train
11.296475,0.9806317,0.85093653,01 Distrito Nacional,2019,34,train
10.581446,-3.6116166,-1.2510668,01 Distrito Nacional,2019,35,train
9.130374,-4.638317,-1.7782913,01 Distrito Nacional,2019,36,train
9.187482,-4.922682,-2.0326083,01 Distrito Nacional,2019,37,train
12.034074,14.138215,-16.27801,01 Distrito Nacional,2019,38,train
8.070821,-5.7154646,-3.3102944,01 Distrito Nacional,2019,39,train
6.9267006,-5.905519,-3.909285,01 Distrito Nacional,2019,40,train
6.530186,-5.756111,-3.7151556,01 Distrito Nacional,2019,41,train
5.7593093,-5.746439,-3.7968616,01 Distrito Nacional,2019,42,train
5.0517163,-6.1971116,-4.3561325,01 Distrito Nacional,2019,43,train
4.06725,-7.206709,-3.7831511,01 Distrito Nacional,2019,44,train
3.873692,-6.8426743,-4.4406443,01 Distrito Nacional,2019,45,train
3.6948135,-6.4418125,-4.7366996,01 Distrito Nacional,2019,46,train
2.3317919,-7.3292146,-3.5476875,01 Distrito Nacional,2019,47,train
2.160069,-7.5304446,-3.3133068,01 Distrito Nacional,2019,48,train
-4.4223824,-7.947118,-7.2484217,01 Distrito Nacional,2019,49,train
-4.402383,-7.7046967,-7.1805015,01 Distrito Nacional,2019,50,train
-4.493441,-7.520929,-7.2545643,01 Distrito Nacional,2019,51,train
-7.940423,-4.859981,-4.6942368,01 Distrito Nacional,2019,52,train
-7.682465,-4.28706,-4.943175,01 Distrito Nacional,2020,1,val
-8.3708935,-4.299448,-4.5823116,01 Distrito Nacional,2020,2,val
-8.53833,-2.9291067,-4.848406,01 Distrito Nacional,2020,3,val
-7.804264,-1.6554402,-4.095291,01 Distrito Nacional,2020,4,val
-9.146796,0.900109,-2.2280548,01 Distrito Nacional,2020,5,val
-10.185259,1.8324623,-2.0154352,01 Distrito Nacional,2020,6,val
-10.384716,2.2921195,-0.8619074,01 Distrito Nacional,2020,7,val
-9.842669,2.8258069,-1.2958847,01 Distrito Nacional,2020,8,val
-10.18082,3.4638705,-0.20229755,01 Distrito Nacional,2020,9,val
-9.6850395,4.1890893,-0.84609354,01 Distrito Nacional,2020,10,val
-9.245842,4.5926895,-0.18947545,01 Distrito Nacional,2020,11,val
-9.602006,6.618384,-0.2159512,01 Distrito Nacional,2020,12,val
-8.042477,7.697404,1.5736142,01 Distrito Nacional,2020,13,val
-7.7064524,8.626425,0.54143864,01 Distrito Nacional,2020,14,val
-6.997445,9.833916,2.860646,01 Distrito Nacional,2020,15,val
-7.424636,9.847265,2.5386305,01 Distrito Nacional,2020,16,val
-7.3736567,9.873165,3.3112013,01 Distrito Nacional,2020,17,val
-1.5038384,9.617262,2.7781515,01 Distrito Nacional,2020,18,val
-0.73370546,9.771908,3.0348103,01 Distrito Nacional,2020,19,val
-0.336282,9.56099,2.8295553,01 Distrito Nacional,2020,20,val
0.4619446,9.614095,2.9012275,01 Distrito Nacional,2020,21,val
0.92696184,9.290491,2.2545478,01 Distrito Nacional,2020,22,val
1.3122401,8.850735,2.863369,01 Distrito Nacional,2020,23,val
1.9351983,8.602218,2.863869,01 Distrito Nacional,2020,24,val
2.5567162,8.225068,3.0382898,01 Distrito Nacional,2020,25,val
2.8806357,6.98416,4.0296445,01 Distrito Nacional,2020,26,val
5.685019,5.4906344,2.4672914,01 Distrito Nacional,2020,27,val
5.849385,4.5163193,4.079771,01 Distrito Nacional,2020,28,val
5.905636,5.293469,3.1063704,01 Distrito Nacional,2020,29,val
5.765451,5.6228094,2.4621165,01 Distrito Nacional,2020,30,val
6.311889,6.3379803,2.7292693,01 Distrito Nacional,2020,31,val
5.657728,5.430481,3.2216804,01 Distrito Nacional,2020,32,val
6.0167294,5.6835465,3.403898,01 Distrito Nacional,2020,33,val
9.0995455,19.424809,-11.834376,01 Distrito Nacional,2020,34,val
8.111105,1.6252888,-7.2739077,01 Distrito Nacional,2020,35,val
6.3633747,1.8637235,-7.7702355,01 Distrito Nacional,2020,36,val
6.8334746,1.7037327,-8.132698,01 Distrito Nacional,2020,37,val
7.2773666,1.3768613,-7.007884,01 Distrito Nacional,2020,38,val
7.4781585,0.95093834,-7.0921097,01 Distrito Nacional,2020,39,val
5.0397725,1.723776,-8.952693,01 Distrito Nacional,2020,40,val
5.3865047,0.2787807,-8.242829,01 Distrito Nacional,2020,41,val
5.081271,1.0358561,-10.213054,01 Distrito Nacional,2020,42,val
4.934739,-0.3330045,-9.500063,01 Distrito Nacional,2020,43,val
4.4299827,-0.09989369,-10.939491,01 Distrito Nacional,2020,44,val
4.5796046,8.434961,-20.481325,01 Distrito Nacional,2020,45,val
3.941225,9.866341,-21.813715,01 Distrito Nacional,2020,46,val
2.5081286,-0.0136548225,-10.407741,01 Distrito Nacional,2020,47,val
1.8899505,-1.6681976,-8.379068,01 Distrito Nacional,2020,48,val
1.3091204,-2.1335979,-6.9632,01 Distrito Nacional,2020,49,val
-2.0043461,-0.011770103,-11.413495,01 Distrito Nacional,2020,50,val
-2.3007011,-0.47442845,-10.860547,01 Distrito Nacional,2020,51,val
-4.4757786,1.2678872,-9.178188,01 Distrito Nacional,2020,52,val
-3.7945313,1.3881296,-7.9235287,01 Distrito Nacional,2021,1,val
-4.382972,1.6217717,-8.406944,01 Distrito Nacional,2021,2,val
-4.8750515,2.0905252,-8.372338,01 Distrito Nacional,2021,3,val
-4.750125,2.8959754,-7.930965,01 Distrito Nacional,2021,4,val
-6.8176656,4.454486,-5.8923,01 Distrito Nacional,2021,5,val
-7.494151,5.094378,-5.550333,01 Distrito Nacional,2021,6,val
-7.092015,5.560984,-4.866826,01 Distrito Nacional,2021,7,val
-7.3076353,6.606994,-4.586052,01 Distrito Nacional,2021,8,val
-7.2149386,6.6082554,-3.6973164,01 Distrito Nacional,2021,9,val
-7.327798,6.699907,-3.7131157,01 Distrito Nacional,2021,10,val
-6.9528093,7.072814,-3.0442736,01 Distrito Nacional,2021,11,val
-7.1767726,7.521452,-1.7305552,01 Distrito Nacional,2021,12,val
-7.142179,8.209313,-0.95975417,01 Distrito Nacional,2021,13,val
-6.5615935,8.722081,-0.61073834,01 Distrito Nacional,2021,14,val
-6.0855727,8.3432665,-0.61345094,01 Distrito Nacional,2021,15,val
-6.5930963,9.683435,0.8571282,01 Distrito Nacional,2021,16,val
-5.5454903,9.623923,0.8789499,01 Distrito Nacional,2021,17,val
-1.2976432,7.7845035,2.3567202,01 Distrito Nacional,2021,18,val
-1.121354,8.754689,2.3609543,01 Distrito Nacional,2021,19,val
-0.65451586,8.404996,1.811035,01 Distrito Nacional,2021,20,val
0.0807307,8.4508705,1.9520513,01 Distrito Nacional,2021,21,val
0.6043877,8.691239,1.7642213,01 Distrito Nacional,2021,22,val
1.1558064,8.415655,1.1583772,01 Distrito Nacional,2021,23,val
1.9464993,8.588922,2.504215,01 Distrito Nacional,2021,24,val
2.2819076,8.12225,1.1562629,01 Distrito Nacional,2021,25,val
4.3452773,17.38625,-8.897784,01 Distrito Nacional,2021,26,val
5.614326,4.52302,3.0483785,01 Distrito Nacional,2021,27,val
5.062609,5.260378,1.4292865,01 Distrito Nacional,2021,28,val
5.93558,5.6479754,2.2449403,01 Distrito Nacional,2021,29,val
5.6100073,5.5754347,1.9010323,01 Distrito Nacional,2021,30,val
5.649207,5.565507,1.8922467,01 Distrito Nacional,2021,31,val
8.960317,19.022839,-11.15075,01 Distrito Nacional,2021,32,val
9.222265,19.503412,-11.996624,01 Distrito Nacional,2021,33,val
6.8884187,5.5393443,2.5487437,01 Distrito Nacional,2021,34,val
8.112701,0.9950899,-7.0082016,01 Distrito Nacional,2021,35,val
8.058179,1.0149673,-7.4566774,01 Distrito Nacional,2021,36,val
7.2907734,1.0837183,-7.6932306,01 Distrito Nacional,2021,37,val
7.9495454,0.8046759,-7.7415543,01 Distrito Nacional,2021,38,val
6.533771,0.7794989,-7.8563623,01 Distrito Nacional,2021,39,val
6.8968,0.27079836,-7.927803,01 Distrito Nacional,2021,40,val
5.5500712,0.65753686,-9.485208,01 Distrito Nacional,2021,41,val
5.033468,0.053169332,-8.857531,01 Distrito Nacional,2021,42,val
4.6726313,-0.8346483,-8.302507,01 Distrito Nacional,2021,43,val
4.2743216,-0.9745701,-8.948466,01 Distrito Nacional,2021,44,val
3.757606,-2.802525,-7.859753,01 Distrito Nacional,2021,45,val
3.512791,-3.882411,-7.3692384,01 Distrito Nacional,2021,46,val
2.6223235,-2.9196537,-7.3115983,01 Distrito Nacional,2021,47,val
-2.7064247,-2.1578298,-12.24494,01 Distrito Nacional,2021,48,val
-2.7298608,-1.7998426,-11.726478,01 Distrito Nacional,2021,49,val
-2.5521827,-1.4095466,-11.324981,01 Distrito Nacional,2021,50,val
-2.3155386,-0.8567522,-10.576565,01 Distrito Nacional,2021,51,val
-4.598024,1.2828878,-9.041127,01 Distrito Nacional,2021,52,val
-8.74512,-5.726166,-3.2050612,02 Azua,2015,1,train
-8.861745,-5.277075,-2.681559,02 Azua,2015,2,train
-8.8381815,-3.596513,-3.4863148,02 Azua,2015,3,train
-8.417089,-2.2448974,-3.282856,02 Azua,2015,4,train
-9.4733925,0.25972286,-1.7285903,02 Azua,2015,5,train
-9.40085,1.6014845,-1.5381126,02 Azua,2015,6,train
-9.501257,1.8163058,-1.2252395,02 Azua,2015,7,train
-11.242896,2.5015318,0.17402333,02 Azua,2015,8,train
-11.755949,2.8583899,1.7397525,02 Azua,2015,9,train
-12.233304,3.037428,2.5762558,02 Azua,2015,10,train
-12.374652,3.4666781,3.6498682,02 Azua,2015,11,train
-11.619698,4.932078,3.1200032,02 Azua,2015,12,train
-11.032553,6.1355896,4.047081,02 Azua,2015,13,train
-12.062366,6.9597197,4.3172,02 Azua,2015,14,train
-12.447717,7.868269,5.9167085,02 Azua,2015,15,train
-10.584163,7.397177,6.138557,02 Azua,2015,16,train
-2.5347636,6.819982,5.9321847,02 Azua,2015,17,train
-2.5288782,6.101726,6.214881,02 Azua,2015,18,train
-2.4504373,7.0403476,7.384779,02 Azua,2015,19,train
-2.0633838,7.786543,8.696712,02 Azua,2015,20,train
-0.7118075,6.510662,6.7641153,02 Azua,2015,21,train
-0.29476556,6.5203514,6.4945498,02 Azua,2015,22,train
0.41304952,6.9610453,5.8745136,02 Azua,2015,23,train
1.0615921,6.257472,6.4316053,02 Azua,2015,24,train
1.7126355,5.4029427,6.5335603,02 Azua,2015,25,train
2.4235084,6.1156187,7.1517916,02 Azua,2015,26,train
10.437103,0.8789749,4.870183,02 Azua,2015,27,train
10.495585,0.8678549,4.8056583,02 Azua,2015,28,train
10.6812935,1.6098926,4.127843,02 Azua,2015,29,train
