z1,z2,z3,z4,province,year,week,split
-4.263663,-6.502476,-7.65484,-3.249941,04 Barahona,2018,14,train
-2.7085094,-5.388913,-6.778977,-3.3142998,04 Barahona,2018,15,train
-2.8063245,-5.521328,-7.23152,-3.7697883,04 Barahona,2018,16,train
-2.9132013,-4.9611654,-6.900181,-4.607639,04 Barahona,2018,17,train
3.64738,-6.7601643,-7.774701,-1.3809087,04 Barahona,2018,18,train
4.6513786,-5.131744,-10.210778,-1.6097823,04 Barahona,2018,19,train
0.49545512,-2.857187,-8.386078,-3.4397855,04 Barahona,2018,20,train
0.088845104,-1.943503,-7.806602,-4.244339,04 Barahona,2018,21,train
0.7792441,-1.7967912,-7.7646446,-4.020068,04 Barahona,2018,22,train
0.25929558,-0.4659515,-7.0467463,-4.9674306,04 Barahona,2018,23,train
1.247054,-0.27835986,-6.974286,-4.503884,04 Barahona,2018,24,train
1.9891065,0.014673577,-6.793483,-4.266043,04 Barahona,2018,25,train
0.6275305,2.128496,-5.697204,-5.2107415,04 Barahona,2018,26,train
-3.9833925,9.077769,4.4228964,-2.504264,04 Barahona,2018,27,train
-4.1910434,9.456686,5.353469,-2.098935,04 Barahona,2018,28,train
-3.3082418,9.116678,4.424666,-2.1896384,04 Barahona,2018,29,train
-2.6565385,8.876821,5.6699934,-0.9976582,04 Barahona,2018,30,train
-3.2205331,8.7199335,2.824256,-3.1764388,04 Barahona,2018,31,train
-2.9825602,8.730391,5.0162835,-2.3138216,04 Barahona,2018,32,train
-3.542067,8.431344,3.3931348,-3.5631623,04 Barahona,2018,33,train
-3.2278056,8.86555,5.8931556,-1.9612155,04 Barahona,2018,34,train
3.0465262,7.1552477,2.55253,0.26873904,04 Barahona,2018,35,train
3.842208,7.1326485,2.4541068,-0.21887153,04 Barahona,2018,36,train
5.3719745,7.08049,2.102306,0.3959956,04 Barahona,2018,37,train
3.6551807,6.6182837,3.2772138,0.5833568,04 Barahona,2018,38,train
4.193086,6.13164,2.8045251,0.63683426,04 Barahona,2018,39,train
3.4754617,6.8163614,4.7942314,2.7057052,04 Barahona,2018,40,train
2.1576328,6.8405743,6.2816324,3.0551813,04 Barahona,2018,41,train
5.730347,4.455402,3.201169,2.994503,04 Barahona,2018,42,train
4.947294,4.1743054,3.722841,3.3111446,04 Barahona,2018,43,train
4.714173,3.6180046,4.047758,3.7287912,04 Barahona,2018,44,train
5.264401,2.8766346,3.8289447,3.8967004,04 Barahona,2018,45,train
2.9282174,3.211442,5.5916076,3.8951094,04 Barahona,2018,46,train
4.378608,2.0368218,5.3417826,4.4750123,04 Barahona,2018,47,train
1.3818947,-3.15483,6.3207216,4.5777006,04 Barahona,2018,48,train
1.3163719,-3.5925238,5.2193117,5.525177,04 Barahona,2018,49,train
0.6079049,-3.0184512,6.02355,5.5242143,04 Barahona,2018,50,train
1.1863928,-4.077584,5.9153023,6.1951394,04 Barahona,2018,51,train
-7.2930417,-0.6460987,7.5034795,1.7036234,04 Barahona,2018,52,train
-6.7322283,-1.5427238,9.073078,1.8837306,04 Barahona,2019,1,train
-9.787055,-3.3894978,9.723905,1.4035457,04 Barahona,2019,2,train
-7.98241,-4.570509,8.092062,1.7071406,04 Barahona,2019,3,train
-8.172412,-4.8533916,7.3201303,1.3208632,04 Barahona,2019,4,train
-2.044883,-7.9559298,0.60932755,2.0219586,04 Barahona,2019,5,train
-3.0350904,-9.998217,2.8415608,-0.24552669,04 Barahona,2019,6,train
-1.3583912,-8.553856,0.65920526,-0.93018174,04 Barahona,2019,7,train
-4.06383,-7.8337674,0.66474986,-1.8918921,04 Barahona,2019,8,train
-2.9330757,-8.938526,0.30033636,-2.0923293,04 Barahona,2019,9,train
-4.443338,-8.875125,-1.7822225,-1.2508862,04 Barahona,2019,10,train
-6.770476,-9.1432495,-1.860848,-2.4097831,04 Barahona,2019,11,train
-5.5670457,-9.272951,-2.7193336,-4.109466,04 Barahona,2019,12,train
-1.3973478,-8.957604,-3.7602694,-3.995912,04 Barahona,2019,13,train
-4.068945,-6.6042438,-3.7839432,-4.452477,04 Barahona,2019,14,train
-2.3874028,-6.933721,-4.73063,-3.7219718,04 Barahona,2019,15,train
-2.3106992,-6.5153346,-4.455542,-4.3678346,04 Barahona,2019,16,train
-2.0603383,-6.9130907,-4.4824586,-5.644058,04 Barahona,2019,17,train
-1.6647534,-1.6108261,-8.472914,-1.561066,04 Barahona,2019,18,train
-3.1319392,0.4360335,-8.886446,-1.9161266,04 Barahona,2019,19,train
-2.011496,0.85751617,-8.092033,-2.5207472,04 Barahona,2019,20,train
-0.9938883,0.84936655,-8.88926,-1.4249825,04 Barahona,2019,21,train
5.050267,-2.9848888,-7.487727,-1.7730423,04 Barahona,2019,22,train
0.052594528,2.0038123,-7.3204203,-1.941339,04 Barahona,2019,23,train
-0.35914716,3.0541985,-6.4783864,-2.7928433,04 Barahona,2019,24,train
0.5421616,3.0533159,-5.51766,-3.5232139,04 Barahona,2019,25,train
0.60384274,3.9777148,-4.3667135,-5.5729485,04 Barahona,2019,26,train
-0.7010622,5.9798865,6.4540715,-9.333941,04 Barahona,2019,27,train
0.12623589,5.629174,6.955685,-7.9270053,04 Barahona,2019,28,train
-0.18223737,5.412771,4.857496,-8.865823,04 Barahona,2019,29,train
0.42644528,5.4212813,4.7867775,-11.426811,04 Barahona,2019,30,train
-0.23380128,5.855952,6.3942356,-8.761537,04 Barahona,2019,31,train
0.7155387,5.615871,6.988182,-9.184443,04 Barahona,2019,32,train
0.0050123264,5.785204,6.206386,-7.7338367,04 Barahona,2019,33,train
0.19758357,6.1261435,8.267545,-6.624431,04 Barahona,2019,34,train
4.47152,5.703328,2.675079,-4.7368073,04 Barahona,2019,35,train
5.7035847,4.130309,4.5055127,-4.224291,04 Barahona,2019,36,train
5.0080867,4.4446797,4.6426163,-3.4494836,04 Barahona,2019,37,train
11.938463,-2.073284,-3.2369514,-1.7318817,04 Barahona,2019,38,train
5.192013,4.7792244,7.034065,-1.3262366,04 Barahona,2019,39,train
5.525075,5.124691,5.726846,0.77701104,04 Barahona,2019,40,train
5.5416217,4.2336926,4.4866033,1.1937991,04 Barahona,2019,41,train
5.903163,3.8942015,4.4675035,1.7373157,04 Barahona,2019,42,train
4.9676714,3.5302746,4.8929334,1.8520935,04 Barahona,2019,43,train
6.5905976,2.3906064,4.088429,2.478771,04 Barahona,2019,44,train
5.4686584,2.2342312,4.8819914,2.747646,04 Barahona,2019,45,train
5.1428876,2.2065492,5.847683,3.412731,04 Barahona,2019,46,train
6.4216104,0.81950617,5.0998573,3.641173,04 Barahona,2019,47,train
7.924825,-0.2868557,4.1577764,3.9486022,04 Barahona,2019,48,train
2.2465165,-4.1682734,6.860757,2.6265628,04 Barahona,2019,49,train
1.677026,-3.9443617,5.9175334,2.7153082,04 Barahona,2019,50,train
0.1284858,-2.7185903,7.013865,3.020176,04 Barahona,2019,51,train
-5.4084144,-1.0781841,10.811283,0.85945505,04 Barahona,2019,52,train
-6.9423423,-1.7653841,9.425097,0.9342478,04 Barahona,2020,1,val
-7.745887,-2.2323017,7.617637,0.37519813,04 Barahona,2020,2,val
-7.8959723,-2.803034,6.555812,0.31004933,04 Barahona,2020,3,val
-5.610171,-4.271435,8.888982,2.2145426,04 Barahona,2020,4,val
-3.2538307,-9.1082325,2.1112182,2.0637674,04 Barahona,2020,5,val
-2.2705326,-7.7312636,0.94000846,0.3777318,04 Barahona,2020,6,val
-3.6855378,-7.1795034,0.47317904,-0.1590172,04 Barahona,2020,7,val
-2.6389601,-8.23366,0.011673099,-0.6477077,04 Barahona,2020,8,val
-2.467415,-8.952127,-0.58106244,-1.403729,04 Barahona,2020,9,val
-1.218325,-8.901069,-1.1860038,-2.2412736,04 Barahona,2020,10,val
-3.6524372,-9.619468,-0.9955157,-4.4990363,04 Barahona,2020,11,val
-6.8579235,-9.236022,-0.6020071,-6.767912,04 Barahona,2020,12,val
-3.0257647,-8.171879,-1.9871991,-5.898462,04 Barahona,2020,13,val
-4.461902,-8.225161,-3.0671132,-6.771091,04 Barahona,2020,14,val
-1.3466015,-7.11674,-3.0117674,-6.475158,04 Barahona,2020,15,val
-2.9156635,-6.2272696,-2.3387547,-6.6323137,04 Barahona,2020,16,val
-0.9091818,-6.5598736,-2.6881952,-6.7599506,04 Barahona,2020,17,val
-0.58914167,-6.3801303,-2.2814395,-7.3590574,04 Barahona,2020,18,val
-1.9183881,0.61138046,-8.771183,0.5604156,04 Barahona,2020,19,val
-1.3421756,0.89617866,-8.878246,0.6258271,04 Barahona,2020,20,val
-2.0235057,2.5803056,-8.168901,0.90835106,04 Barahona,2020,21,val
-1.3997444,2.8181746,-8.256592,0.935304,04 Barahona,2020,22,val
-1.7098222,4.0114746,-7.0859747,-0.36008063,04 Barahona,2020,23,val
-1.3416262,4.9258265,-7.6261997,0.74244523,04 Barahona,2020,24,val
-0.18170835,4.35221,-6.496396,-0.04847618,04 Barahona,2020,25,val
-1.314519,6.3683896,-5.573885,-0.913455,04 Barahona,2020,26,val
-5.6012387,10.682463,1.3368509,0.21432325,04 Barahona,2020,27,val
-4.5340242,9.956189,0.8768101,-0.18076324,04 Barahona,2020,28,val
-4.252914,9.710606,1.0561109,0.19494914,04 Barahona,2020,29,val
-4.283793,9.579683,0.48926547,-0.81957656,04 Barahona,2020,30,val
-6.3780355,10.446915,0.10188663,-0.5711622,04 Barahona,2020,31,val
-3.8656836,9.721444,0.58202726,1.1520725,04 Barahona,2020,32,val
-4.707523,10.161225,-1.0876485,-0.58969426,04 Barahona,2020,33,val
-8.885799,10.684691,9.055457,1.8271612,04 Barahona,2020,34,val
0.67000175,9.309186,-2.149903,2.8813083,04 Barahona,2020,35,val
0.012248929,9.387203,-1.585931,4.6532593,04 Barahona,2020,36,val
0.5227601,9.732685,-1.8292484,5.4177628,04 Barahona,2020,37,val
1.6759937,9.132058,-1.9417174,4.8449664,04 Barahona,2020,38,val
2.668854,8.103182,-1.6330489,4.4432135,04 Barahona,2020,39,val
4.996985,2.4554293,-4.648852,5.334402,04 Barahona,2020,40,val
1.6958481,7.425091,-0.94636136,7.29502,04 Barahona,2020,41,val
1.2847127,6.8382106,0.67319685,6.8270597,04 Barahona,2020,42,val
1.3091029,6.502965,1.1076832,7.405179,04 Barahona,2020,43,val
1.5713385,5.108356,1.437148,6.695539,04 Barahona,2020,44,val
5.6691756,-1.1540852,-4.9200616,7.210137,04 Barahona,2020,45,val
-1.1841568,4.7927904,2.6026368,9.066944,04 Barahona,2020,46,val
-0.35034004,3.6975875,2.511763,9.04181,04 Barahona,2020,47,val
1.665428,1.8585829,0.6930049,9.957551,04 Barahona,2020,48,val
-2.1828249,-3.2488525,2.7586348,9.01657,04 Barahona,2020,49,val
-2.834121,-3.1990588,2.902489,9.450268,04 Barahona,2020,50,val
-2.579236,-3.2733424,2.7983496,8.811631,04 Barahona,2020,51,val
-9.824547,-0.17677282,6.6248207,6.309129,04 Barahona,2020,52,val
-10.402858,-0.55221725,6.2561083,6.4483643,04 Barahona,2021,1,val
-10.504747,-0.8605574,5.6529403,6.257059,04 Barahona,2021,2,val
-10.739397,-1.5348498,5.1478167,5.702498,04 Barahona,2021,3,val
-10.955223,-2.1413922,4.2941957,5.678044,04 Barahona,2021,4,val
-5.3540564,-5.3044405,-1.7082078,5.987628,04 Barahona,2021,5,val
-5.0242524,-5.1082406,-2.3374147,4.3712025,04 Barahona,2021,6,val
-6.501105,-5.260153,-2.3855073,3.9783661,04 Barahona,2021,7,val
-6.8406086,-4.9962554,-2.5392578,3.0135567,04 Barahona,2021,8,val
-6.7086782,-6.363672,-5.773517,3.5807145,04 Barahona,2021,9,val
-6.32079,-6.2758646,-5.2983384,2.654323,04 Barahona,2021,10,val
-6.254207,-5.973481,-5.281815,0.87018126,04 Barahona,2021,11,val
-4.3707957,-5.8370147,-6.726851,0.39930454,04 Barahona,2021,12,val
-3.8730757,-5.452043,-7.1974745,-0.86527056,04 Barahona,2021,13,val
-2.4385152,-5.922567,-7.48781,-1.2708005,04 Barahona,2021,14,val
-5.610246,-5.472323,-7.333468,-3.7683423,04 Barahona,2021,15,val
-2.4632032,-5.041891,-6.83702,-3.2558017,04 Barahona,2021,16,val
-2.7789962,-5.206812,-7.017666,-3.4241843,04 Barahona,2021,17,val
-3.473912,-0.882429,-9.493526,-0.047351833,04 Barahona,2021,18,val
-2.0565178,-0.8219699,-8.873349,-0.3541619,04 Barahona,2021,19,val
-2.4875011,0.15412936,-8.843949,0.51100427,04 Barahona,2021,20,val
-2.9433641,1.425987,-7.593383,-0.45772743,04 Barahona,2021,21,val
-1.9867947,1.629045,-6.294833,-1.4005326,04 Barahona,2021,22,val
-1.3013607,1.9872556,-7.1178813,-0.94196606,04 Barahona,2021,23,val
-0.6496856,2.6825173,-6.166469,-1.1569458,04 Barahona,2021,24,val
-0.6979354,3.7332401,-6.1424837,-1.0724541,04 Barahona,2021,25,val
3.5150623,-0.7591118,-6.924313,-0.78560185,04 Barahona,2021,26,val
-4.6512837,9.64753,1.6532983,0.43215945,04 Barahona,2021,27,val
-4.0329776,8.920821,1.3978758,0.29229957,04 Barahona,2021,28,val
-4.060847,9.536313,1.2465087,0.6339451,04 Barahona,2021,29,val
-3.590882,9.365715,1.4021406,0.6789962,04 Barahona,2021,30,val
-4.0860114,9.955459,0.98265934,0.3738279,04 Barahona,2021,31,val
-5.671638,10.398179,2.1980252,0.3387201,04 Barahona,2021,32,val
-6.652164,12.7307005,12.699644,4.1642523,04 Barahona,2021,33,val
-4.6394243,9.656151,1.2618138,-1.130606,04 Barahona,2021,34,val
1.6032706,8.956069,-0.7286589,2.0367613,04 Barahona,2021,35,val
1.0246003,8.995406,-2.332392,2.4925692,04 Barahona,2021,36,val
1.393261,8.950654,-2.0011358,3.8270464,04 Barahona,2021,37,val
1.941191,9.059298,-2.4194,5.1189375,04 Barahona,2021,38,val
1.8372717,8.769297,-1.3851874,5.9421773,04 Barahona,2021,39,val
1.6858525,7.432499,-0.16263413,5.3659363,04 Barahona,2021,40,val
0.6160135,8.116187,-0.39599466,7.745414,04 Barahona,2021,41,val
2.119652,6.4279814,-0.31664908,6.953376,04 Barahona,2021,42,val
2.7740047,5.3311157,0.99538857,6.3405213,04 Barahona,2021,43,val
1.8600494,5.375282,0.9610104,7.4588842,04 Barahona,2021,44,val
3.6458051,3.9374845,1.0136092,7.152207,04 Barahona,2021,45,val
4.6603055,2.7801805,0.9963297,7.4568896,04 Barahona,2021,46,val
2.4410129,2.8337708,1.479976,8.776664,04 Barahona,2021,47,val
-0.8922942,-3.2262652,2.8897617,8.298355,04 Barahona,2021,48,val
-1.0136716,-3.2911346,2.7288582,8.029517,04 Barahona,2021,49,val
-0.61958265,-3.6079094,2.2651217,7.344882,04 Barahona,2021,50,val
-1.9547573,-3.4090497,3.228103,8.871512,04 Barahona,2021,51,val
-10.345333,-0.18033479,6.2682467,4.2543564,04 Barahona,2021,52,val
-9.900873,-1.8200341,7.9596653,-1.6543752,05 Dajabón,2015,1,train
-11.777575,-3.585119,8.105578,-2.0509331,05 Dajabón,2015,2,train
-9.462967,-4.389424,7.406031,-1.6900543,05 Dajabón,2015,3,train
-10.624131,-5.6061964,7.340167,-2.026444,05 Dajabón,2015,4,train
5.374919,-7.616023,-1.317915,1.8270675,05 Dajabón,2015,5,train
-4.890766,-8.460718,1.7642645,1.6005312,05 Dajabón,2015,6,train
-3.920531,-8.380228,1.0415729,1.4868153,05 Dajabón,2015,7,train
-5.6547184,-8.32751,0.43419996,0.39887896,05 Dajabón,2015,8,train
-6.3436437,-8.083538,-0.46623564,-0.9814554,05 Dajabón,2015,9,train
-9.453009,-9.193916,0.70805126,-3.1027343,05 Dajabón,2015,10,train
-8.373664,-7.826827,0.13924336,-3.2966435,05 Dajabón,2015,11,train
-5.175514,-7.4743147,-0.91841656,-3.6853552,05 Dajabón,2015,12,train
-7.490951,-7.973689,-0.006880115,-5.961555,05 Dajabón,2015,13,train
-6.967327,-6.632293,-1.973613,-3.8843753,05 Dajabón,2015,14,train
-9.140377,-5.7087045,-1.4761415,-6.029075,05 Dajabón,2015,15,train
-9.205216,-5.1158504,-1.6497995,-7.1077237,05 Dajabón,2015,16,train
-6.897849,-4.9087934,-1.3406286,-7.4707894,05 Dajabón,2015,17,train
-12.590318,-5.0950665,-0.9173073,-12.323558,05 Dajabón,2015,18,train
-10.185577,-6.455498,1.4273967,-12.1271105,05 Dajabón,2015,19,train
-8.936883,2.8991745,-6.3762383,-5.559843,05 Dajabón,2015,20,train
-6.154772,3.1466513,-6.4275856,-4.4687347,05 Dajabón,2015,21,train
-4.3853664,2.9870605,-6.387117,-4.3895717,05 Dajabón,2015,22,train
-3.3897786,3.5292144,-5.6809855,-4.8746424,05 Dajabón,2015,23,train
-4.1557846,4.1423483,-5.061843,-5.734889,05 Dajabón,2015,24,train
-4.504244,4.791521,-4.2338033,-6.3165627,05 Dajabón,2015,25,train
-6.7240114,6.250603,-4.3893948,-8.456257,05 Dajabón,2015,26,train
-12.499564,7.054796,2.0400505,-11.231261,05 Dajabón,2015,27,train
-10.33325,7.297181,3.8939989,-9.259377,05 Dajabón,2015,28,train
-9.986285,7.1401787,4.3695145,-9.43239,05 Dajabón,2015,29,train
-10.434413,7.0439467,3.656706,-10.404053,05 Dajabón,2015,30,train
-10.855529,6.7062,1.6077915,-10.8536625,05 Dajabón,2015,31,train
-10.971089,6.38174,3.523927,-10.2719755,05 Dajabón,2015,32,train
-9.027114,5.6573076,3.9852986,-9.103453,05 Dajabón,2015,33,train
-7.8774004,5.240466,4.203409,-9.708402,05 Dajabón,2015,34,train
6.1035166,3.417774,0.49996066,-2.2949884,05 Dajabón,2015,35,train
6.1014175,3.369378,2.0784621,-2.0945148,05 Dajabón,2015,36,train
7.576873,3.039398,1.0262787,-1.7712423,05 Dajabón,2015,37,train
6.5767965,2.0012796,2.3731885,-2.3508592,05 Dajabón,2015,38,train
6.73618,1.8834372,2.8966613,-2.0084267,05 Dajabón,2015,39,train
10.68034,-0.110657945,3.276758,-1.9429168,05 Dajabón,2015,40,train
9.397087,-0.3226366,3.4432201,-2.3015773,05 Dajabón,2015,41,train
9.185442,-1.0070071,4.069884,-2.355634,05 Dajabón,2015,42,train
7.434802,-1.0070349,6.3034472,-1.9404788,05 Dajabón,2015,43,train
7.326712,-0.94732,5.6219683,-1.3119687,05 Dajabón,2015,44,train
6.8537283,-0.71306366,3.5430377,0.8005241,05 Dajabón,2015,45,train
8.132668,-1.0760632,3.2379797,1.4509178,05 Dajabón,2015,46,train
10.05151,-2.0843978,3.5382247,2.767831,05 Dajabón,2015,47,train
8.056617,-1.7320662,4.5924015,3.3569813,05 Dajabón,2015,48,train
6.9193625,-1.2591767,4.050923,3.124035,05 Dajabón,2015,49,train
6.7247624,-1.1608012,4.0521984,3.6074576,05 Dajabón,2015,50,train
6.4310136,-1.3118678,3.448161,3.4064338,05 Dajabón,2015,51,train
-11.349208,3.4625652,4.673042,-0.33463612,05 Dajabón,2015,52,train
-9.719051,-5.187291,10.158189,-6.6846223,05 Dajabón,2016,1,train
-10.924094,-6.594599,9.934918,-7.870133,05 Dajabón,2016,2,train
-8.756279,-6.975748,9.243568,-6.5418963,05 Dajabón,2016,3,train
-8.142246,-7.377598,9.11545,-5.8518815,05 Dajabón,2016,4,train
-6.489835,-12.488699,6.2615867,-4.9245253,05 Dajabón,2016,5,train
-1.4790862,-9.954164,4.9259443,-3.2261696,05 Dajabón,2016,6,train
-3.2968411,-10.284622,4.8233614,-3.8191795,05 Dajabón,2016,7,train
-3.9925807,-11.405018,4.8335633,-5.067743,05 Dajabón,2016,8,train
-2.5660102,-10.011513,3.6131718,-4.881742,05 Dajabón,2016,9,train
-9.124277,-9.048285,1.1038798,-3.4508867,05 Dajabón,2016,10,train
-8.539373,-8.723158,1.2992499,-6.601529,05 Dajabón,2016,11,train
-10.900259,-7.026824,1.1157801,-8.924289,05 Dajabón,2016,12,train
-9.012098,-6.0761995,0.76521474,-7.932982,05 Dajabón,2016,13,train
-5.269744,-8.123608,1.6292955,-7.948284,05 Dajabón,2016,14,train
-5.3766203,-7.7337003,0.87492126,-7.2851253,05 Dajabón,2016,15,train
-3.7618828,-7.850465,1.4896204,-7.326463,05 Dajabón,2016,16,train
5.3191285,-7.0358796,-1.7103966,-3.935472,05 Dajabón,2016,17,train
-6.060454,1.5816518,-8.601794,-0.76649135,05 Dajabón,2016,18,train
-4.4487066,2.0981193,-8.219779,1.4098988,05 Dajabón,2016,19,train
-6.7317204,4.0948124,-7.3409734,-0.31785113,05 Dajabón,2016,20,train
4.8558116,-2.7338815,-7.812226,-0.53765416,05 Dajabón,2016,21,train
3.5112066,-1.4001237,-6.155109,-0.8974588,05 Dajabón,2016,22,train
-4.7830343,5.888555,-7.2000313,2.0921884,05 Dajabón,2016,23,train
-5.520829,6.785984,-7.095284,1.5263346,05 Dajabón,2016,24,train
-4.8758373,6.786136,-6.064609,1.0469203,05 Dajabón,2016,25,train
-5.051284,7.393627,-5.654914,0.08479593,05 Dajabón,2016,26,train
-10.321491,8.897581,0.09196071,-3.7312324,05 Dajabón,2016,27,train
-8.3253565,8.350634,-0.37042922,-3.379612,05 Dajabón,2016,28,train
-9.178119,8.797355,0.17429839,-2.7068334,05 Dajabón,2016,29,train
-10.386412,8.908154,0.6686841,-2.950604,05 Dajabón,2016,30,train
-10.1766615,8.664495,-0.014258175,-4.456614,05 Dajabón,2016,31,train
-8.5955715,8.64449,-0.8263519,-1.8610893,05 Dajabón,2016,32,train
-10.626511,9.228136,-0.9164834,-3.3685293,05 Dajabón,2016,33,train
-9.161545,9.310679,0.7371476,0.74909836,05 Dajabón,2016,34,train
3.7652123,7.3224688,-3.1465435,2.7443826,05 Dajabón,2016,35,train
2.3264525,7.161539,-3.217839,3.5081708,05 Dajabón,2016,36,train
3.5800679,6.700165,-2.8448012,2.9829733,05 Dajabón,2016,37,train
2.898732,6.4710145,-2.6019166,3.6250308,05 Dajabón,2016,38,train
3.8330042,5.54826,-2.1303926,3.3833988,05 Dajabón,2016,39,train
2.4620628,5.014676,-1.3320068,4.8269095,05 Dajabón,2016,40,train
1.8209033,5.4068403,-0.5993992,5.3668547,05 Dajabón,2016,41,train
4.7063384,-0.15312302,-5.6341558,5.073806,05 Dajabón,2016,42,train
-0.9631036,5.6519146,0.3158864,7.149227,05 Dajabón,2016,43,train
-0.9735301,4.1718845,0.31210536,7.3159947,05 Dajabón,2016,44,train
-2.1586125,4.8728046,2.8080065,7.7494526,05 Dajabón,2016,45,train
3.31349,-1.262717,-3.676012,5.7721934,05 Dajabón,2016,46,train
-2.361075,2.5983245,0.2878704,9.310772,05 Dajabón,2016,47,train
-2.1430407,2.6898816,0.053958297,9.371043,05 Dajabón,2016,48,train
-0.5388338,1.6959026,0.19105199,8.944399,05 Dajabón,2016,49,train
-0.4051981,1.2585716,-0.58663005,9.70975,05 Dajabón,2016,50,train
-0.87099,0.92195934,-0.07613483,8.767403,05 Dajabón,2016,51,train
-10.895961,5.312654,2.3727496,6.858249,05 Dajabón,2016,52,train
-13.853836,4.503577,1.8038639,4.3752775,05 Dajabón,2017,1,train
-11.389191,4.3702087,1.2642561,9.503999,05 Dajabón,2017,2,train
-15.443577,4.347591,0.13770884,8.952538,05 Dajabón,2017,3,train
-15.542919,-3.229615,4.6313105,2.5432377,05 Dajabón,2017,4,train
-8.059685,-5.614333,0.75183105,3.3496776,05 Dajabón,2017,5,train
-7.3543296,-5.7055917,0.55765426,2.8291268,05 Dajabón,2017,6,train
-7.5273104,-6.050231,-0.10229974,2.5313559,05 Dajabón,2017,7,train
-11.428094,-6.7538214,-0.6857475,1.5705129,05 Dajabón,2017,8,train
-11.797696,-5.2113695,-0.6282816,-0.6375037,05 Dajabón,2017,9,train
-10.550678,-5.163364,-2.5873978,0.64213496,05 Dajabón,2017,10,train
-9.732691,-5.119996,-3.356501,-0.81337374,05 Dajabón,2017,11,train
3.847208,-7.2731733,-6.8840675,0.46799612,05 Dajabón,2017,12,train
-7.952899,-5.227191,-5.948167,-0.8517617,05 Dajabón,2017,13,train
-5.427607,-6.179217,-1.766535,-5.5637064,05 Dajabón,2017,14,train
-4.3889866,-6.195046,-3.4892347,-3.3605459,05 Dajabón,2017,15,train
-2.1075916,-6.581788,-1.7889385,-5.3157086,05 Dajabón,2017,16,train
0.3888058,-5.916319,-2.519654,-5.276794,05 Dajabón,2017,17,train
5.480757,-6.6924224,-3.8007872,-4.489445,05 Dajabón,2017,18,train
-1.0588956,-5.9086986,-1.8815125,-6.7273536,05 Dajabón,2017,19,train
0.38072762,-4.9136786,-0.61178917,-6.3873515,05 Dajabón,2017,20,train
-3.6462452,-5.1595464,0.8630473,-11.168232,05 Dajabón,2017,21,train
-7.4597673,5.6572094,-6.7910705,-0.06866561,05 Dajabón,2017,22,train
-5.6844296,5.4756026,-6.1216044,-1.3011119,05 Dajabón,2017,23,train
-7.1743813,6.5232644,-6.04367,-2.139184,05 Dajabón,2017,24,train
-6.8129773,6.448912,-5.1668763,-2.9224746,05 Dajabón,2017,25,train
-5.8641496,7.0083814,-4.9518166,-2.8937414,05 Dajabón,2017,26,train
-10.536613,8.422873,-0.98567647,-3.928669,05 Dajabón,2017,27,train
-7.938964,9.409593,0.31705788,1.6132005,05 Dajabón,2017,28,train
-9.896861,9.126958,-1.2786574,-2.437739,05 Dajabón,2017,29,train
-9.201188,8.964162,-1.0125799,-1.3376204,05 Dajabón,2017,30,train
-8.657567,7.695191,-0.9628341,-3.7127674,05 Dajabón,2017,31,train
-8.716516,8.70305,-0.7283477,-1.5473295,05 Dajabón,2017,32,train
-10.520645,8.9866085,-1.0141573,-4.041971,05 Dajabón,2017,33,train
-8.092752,8.359641,-0.6423073,-1.384025,05 Dajabón,2017,34,train
3.477375,6.6034427,-2.7668333,1.947924,05 Dajabón,2017,35,train
4.9432693,2.2329333,-3.7433755,2.163582,05 Dajabón,2017,36,train
1.3636642,6.721206,-1.0791124,3.8651652,05 Dajabón,2017,37,train
5.2055125,2.0974152,-3.4682822,2.4912314,05 Dajabón,2017,38,train
3.1434553,5.8989716,-0.9630713,3.8736627,05 Dajabón,2017,39,train
1.8114687,5.896132,-0.6913293,4.6363106,05 Dajabón,2017,40,train
1.7808968,5.4973536,-1.0561312,5.4485946,05 Dajabón,2017,41,train
3.7766185,4.083084,-0.76580346,4.729012,05 Dajabón,2017,42,train
3.937094,3.3535779,-0.46292192,4.9825554,05 Dajabón,2017,43,train
2.95985,3.4139457,-0.23102413,5.619019,05 Dajabón,2017,44,train
-0.14378151,4.412626,-0.6422552,7.942621,05 Dajabón,2017,45,train
4.032538,-0.6964303,-4.9907045,7.00728,05 Dajabón,2017,46,train
-0.14443077,3.3130136,-0.33202744,8.322279,05 Dajabón,2017,47,train
0.62318176,2.252181,-0.6130623,8.760979,05 Dajabón,2017,48,train
0.54351103,1.0888097,-0.49662977,8.511859,05 Dajabón,2017,49,train
0.014384803,1.1654295,-0.77370983,9.222044,05 Dajabón,2017,50,train
-1.8367373,-3.4760544,1.3518436,7.4965315,05 Dajabón,2017,51,train
-11.678474,0.36953866,6.1900883,3.724806,05 Dajabón,2017,52,train
-9.368074,0.24544458,6.09543,6.2197695,05 Dajabón,2018,1,train
-9.287802,-0.5347883,5.5127053,5.1293116,05 Dajabón,2018,2,train
-9.1556425,-0.9841212,4.5147223,4.97309,05 Dajabón,2018,3,train
-9.363828,-1.3003662,3.670125,3.9057055,05 Dajabón,2018,4,train
-7.8879356,-4.7033625,-0.15462711,4.313943,05 Dajabón,2018,5,train
-9.594196,-5.0571485,0.2175547,2.490319,05 Dajabón,2018,6,train
-9.831506,-4.901927,-0.5098837,2.4486444,05 Dajabón,2018,7,train
