z1,z2,z3,z4,z5,z6,z7,z8,province,year,week,split
-11.141781,-4.48702,-14.30392,-10.440921,8.252669,0.5296544,18.381718,8.238357,07 Elías Piña,2019,29,train
-10.464976,-4.876836,-12.584898,-7.1965237,6.442558,1.662943,17.550774,8.365112,07 Elías Piña,2019,30,train
-8.951428,-3.9067256,-12.111101,-14.436337,2.5045226,0.10019102,13.368907,1.640036,07 Elías Piña,2019,31,train
-10.281803,-5.2058716,-12.578522,-11.029646,3.8971267,0.3577781,17.648884,2.6953866,07 Elías Piña,2019,32,train
-9.916001,-3.8273437,-12.344377,-7.3634167,5.4402494,2.8213782,16.51163,8.243993,07 Elías Piña,2019,33,train
-9.707639,-4.0723124,-11.231499,-12.987922,1.4669876,0.91798663,15.178504,1.5260725,07 Elías Piña,2019,34,train
-0.048908193,-3.1224015,-17.434227,-5.253988,8.511792,6.4289093,-0.20077534,2.4546862,07 Elías Piña,2019,35,train
-2.0354085,-4.044529,-14.67003,-6.307563,5.449988,5.1284795,-2.0846977,4.098364,07 Elías Piña,2019,36,train
2.8970432,-5.6351595,-16.165947,-14.722851,6.7564616,0.31668204,-5.602348,-1.1420289,07 Elías Piña,2019,37,train
-2.5994022,-3.4145434,-10.837778,-6.987463,-0.8401951,5.7640343,-9.798462,2.450971,07 Elías Piña,2019,38,train
2.3445783,-4.7384667,-10.692994,-13.4030285,-2.7996674,3.0285382,-18.981485,-2.4576752,07 Elías Piña,2019,39,train
8.49317,1.3400004,-14.256304,-14.088896,3.8121765,-0.3758414,-10.346799,-1.8856387,07 Elías Piña,2019,40,train
2.1658092,0.23453541,-9.897206,1.2383466,1.6983819,6.3174176,-11.477712,4.411733,07 Elías Piña,2019,41,train
1.1176901,0.4732637,-9.230248,-2.8166952,0.85137403,5.8620586,-11.457659,5.2655005,07 Elías Piña,2019,42,train
-0.5688081,1.1868408,-8.259468,-4.687698,0.25035626,5.3907523,-10.799262,6.981922,07 Elías Piña,2019,43,train
-1.0972424,2.2981772,-7.045286,-1.190487,-1.8038892,6.4676275,-10.831307,8.812525,07 Elías Piña,2019,44,train
-1.5891902,2.7836173,-8.463819,-4.941279,0.61482686,4.658698,-5.8691926,10.417347,07 Elías Piña,2019,45,train
-1.2502315,5.1806345,-4.069218,-6.1795435,-6.805622,5.691036,-8.575891,9.490016,07 Elías Piña,2019,46,train
-0.46737537,9.836653,-5.264308,-10.481203,-6.5399675,2.7291577,-6.029676,14.202334,07 Elías Piña,2019,47,train
1.2272145,10.319074,-7.7828765,-12.415599,-2.4287908,0.7168531,-3.5842113,14.742902,07 Elías Piña,2019,48,train
1.957372,11.459532,-3.2960942,-9.3286915,-9.662464,4.1506214,-8.915742,13.104667,07 Elías Piña,2019,49,train
0.43259814,13.362503,-2.4415536,-12.448654,-7.2907887,0.4052877,-2.9374454,18.05571,07 Elías Piña,2019,50,train
-0.009052284,13.342639,-1.4908334,-10.666138,-7.677945,0.9668549,-2.8699396,19.306555,07 Elías Piña,2019,51,train
-6.7941155,7.4062824,1.9429779,-16.849874,-5.9811773,-5.1090546,10.092246,15.782209,07 Elías Piña,2019,52,train
-7.9957967,4.6092124,0.52672493,-16.448763,-2.4581647,-5.584212,17.506895,10.5097885,07 Elías Piña,2020,1,val
-3.7264884,8.034643,0.3618045,-14.70567,2.1750526,-7.5116673,14.939641,16.997791,07 Elías Piña,2020,2,val
-0.06563291,8.328296,-0.33081558,-9.493118,2.7716348,-9.383634,20.019388,13.835933,07 Elías Piña,2020,3,val
3.8107495,7.0129952,-4.1218657,-12.356638,4.3253026,-9.832683,17.272846,6.2037334,07 Elías Piña,2020,4,val
9.615897,8.792052,-7.9058228,-1.9948748,3.9296732,-0.039414287,1.1655631,8.421827,07 Elías Piña,2020,5,val
8.650729,5.7044697,-7.2824554,-2.3457856,4.503377,-0.3198729,1.0309539,6.6219573,07 Elías Piña,2020,6,val
7.5810943,5.2405906,-9.946628,-2.9072883,10.396218,-1.4223946,2.455457,9.760912,07 Elías Piña,2020,7,val
9.176077,3.3443453,-8.267831,-2.2402413,6.196447,-0.7350836,2.3257833,3.787177,07 Elías Piña,2020,8,val
10.626585,4.091571,-5.950446,2.269361,5.443105,-1.5543323,0.9780389,3.022635,07 Elías Piña,2020,9,val
10.316923,3.0776584,-6.3438287,-0.79322165,5.670919,-1.3548127,-0.5746245,1.7068884,07 Elías Piña,2020,10,val
11.650652,3.5964975,-4.3026247,-1.2172178,9.221264,-5.7152343,-3.2960758,4.0164223,07 Elías Piña,2020,11,val
10.411248,2.8061907,-7.8249817,-1.477805,13.524121,-5.268323,-1.337707,6.7783165,07 Elías Piña,2020,12,val
9.242972,0.9671394,-7.9350066,0.4626092,10.227417,-1.8293964,-2.5774922,4.9709725,07 Elías Piña,2020,13,val
7.242817,0.56938463,-6.255273,2.0274143,10.0523,1.8880426,0.9953195,3.8862495,07 Elías Piña,2020,14,val
6.861694,-0.8303534,-6.8425484,-1.6709394,9.793007,1.1838996,2.623435,3.085902,07 Elías Piña,2020,15,val
5.396785,-0.6047216,-7.9520545,4.263548,11.546503,3.9251313,2.856325,5.9874797,07 Elías Piña,2020,16,val
5.7718325,-1.2178897,-9.286942,2.2365658,12.426572,3.545608,1.9693466,5.0792146,07 Elías Piña,2020,17,val
5.2282495,-0.9218984,-7.9511857,4.6584973,10.31717,4.398786,3.7316716,4.4092445,07 Elías Piña,2020,18,val
12.433707,2.169319,-11.151518,-10.30358,15.066417,1.8872415,4.758456,-6.705244,07 Elías Piña,2020,19,val
7.567987,1.3580453,-8.662044,-0.7437163,12.468688,4.9915605,1.5781354,-1.8146032,07 Elías Piña,2020,20,val
8.660943,2.0381937,-9.635471,0.042914886,12.192234,6.0757585,0.85478956,-4.0437365,07 Elías Piña,2020,21,val
7.9594135,1.9492313,-11.33673,-1.0961907,13.379506,6.0468197,-0.7643059,-3.8657904,07 Elías Piña,2020,22,val
6.4162507,-0.78905976,-13.007114,2.9683235,10.764954,5.6441035,-0.7723203,-1.2524192,07 Elías Piña,2020,23,val
8.528194,1.254598,-14.779084,4.2106986,8.466434,5.804509,0.88970476,-4.0501313,07 Elías Piña,2020,24,val
6.76525,-0.45517808,-13.720873,3.7045527,7.255298,6.708099,-0.39183745,-4.6437573,07 Elías Piña,2020,25,val
4.1772466,0.2504237,-16.920004,5.556859,10.963961,8.263116,6.9487195,1.3133578,07 Elías Piña,2020,26,val
-5.7238593,-0.80524343,-11.445652,-12.878009,7.741732,1.3014987,22.553112,-6.4835787,07 Elías Piña,2020,27,val
-5.268789,-1.9912012,-11.1402025,-5.6542134,9.168396,3.9035478,22.316498,-2.4004483,07 Elías Piña,2020,28,val
-2.3130748,-0.41132665,-12.452459,-6.9095135,8.943584,4.231307,19.299187,-3.92677,07 Elías Piña,2020,29,val
-3.9557424,-0.20434986,-12.004169,-8.78786,8.258338,2.9409142,21.576172,-5.303619,07 Elías Piña,2020,30,val
0.2014801,-1.0610063,-7.728574,-5.137992,6.3300896,4.0407996,14.280877,-2.7449117,07 Elías Piña,2020,31,val
-2.47267,-0.3025497,-6.2933083,-7.1278257,14.335982,7.5925403,17.058256,-2.8222015,07 Elías Piña,2020,32,val
-5.1335635,-1.0312686,-3.4213417,-1.8395534,11.2427,11.00237,20.765247,-3.1180832,07 Elías Piña,2020,33,val
6.7102785,1.3039134,-12.153228,-20.08787,14.831142,5.578543,10.112528,-8.277818,07 Elías Piña,2020,34,val
3.1844845,2.7697506,-3.957123,0.9079102,10.627046,15.790206,-6.5204563,-7.414002,07 Elías Piña,2020,35,val
1.449273,5.1866646,-2.2990603,-5.231047,13.105606,14.144081,-6.209002,-3.767548,07 Elías Piña,2020,36,val
1.6420549,5.2275343,-1.9551454,-3.4968348,11.619818,16.184925,-7.3624063,-4.936053,07 Elías Piña,2020,37,val
1.8701451,5.4364204,-3.2451918,-2.520895,12.066105,15.4247055,-5.5843463,-3.4573429,07 Elías Piña,2020,38,val
1.6752578,5.698925,-4.2940264,-3.4724157,12.870432,14.895425,-4.0159926,-2.4631824,07 Elías Piña,2020,39,val
-2.9190567,5.8199425,-1.7418292,-3.1079416,12.957305,16.179667,-2.5346313,1.734517,07 Elías Piña,2020,40,val
0.015257133,6.1048174,-5.898455,-6.566898,11.306116,14.155702,-0.022628464,-0.26412776,07 Elías Piña,2020,41,val
1.3364533,5.9198976,-3.4226022,-5.1821976,7.5292797,14.401184,-1.8187789,-2.0365486,07 Elías Piña,2020,42,val
0.590835,6.999877,-2.560545,-6.2999644,8.62323,13.880009,-1.0998423,-0.4948995,07 Elías Piña,2020,43,val
-2.429632,7.2728763,0.35713124,-3.6189911,10.267153,15.220299,1.6503657,3.6664233,07 Elías Piña,2020,44,val
-1.5635306,11.135214,4.774908,-14.218049,13.110514,14.346852,-0.51453245,-0.0021489118,07 Elías Piña,2020,45,val
1.70194,14.083255,6.7138352,-9.888179,6.7819567,14.986115,-3.0255072,0.6817569,07 Elías Piña,2020,46,val
1.8252043,17.2314,7.9669785,-10.11663,5.23962,15.958518,-3.076314,2.8059077,07 Elías Piña,2020,47,val
4.2142925,20.07816,8.830026,-8.214268,2.6911209,13.890474,-2.296283,4.813886,07 Elías Piña,2020,48,val
5.047355,25.00488,11.241787,-8.60238,11.960214,21.14417,0.8866259,0.99832696,07 Elías Piña,2020,49,val
8.24316,24.364506,8.726718,-9.259519,10.126283,20.559078,4.68554,-4.031102,07 Elías Piña,2020,50,val
7.4863887,22.83661,7.7086062,-8.494767,10.741823,18.982653,3.3725731,-1.1572199,07 Elías Piña,2020,51,val
-1.563768,17.903439,9.078106,-17.373405,12.098028,12.564012,18.751446,-1.6310453,07 Elías Piña,2020,52,val
-0.2694134,23.463043,11.755251,-18.868258,13.728898,11.896802,24.491955,-2.7198594,07 Elías Piña,2021,1,val
-0.90565467,19.665781,9.080382,-17.933744,18.37288,11.024251,22.507906,-0.79785705,07 Elías Piña,2021,2,val
-0.9501475,16.26853,11.850223,-15.672918,16.42629,11.244826,21.301424,-4.3876524,07 Elías Piña,2021,3,val
0.29299223,16.340033,11.928849,-16.438675,20.153522,6.762056,22.685263,-1.3893236,07 Elías Piña,2021,4,val
8.131891,19.899944,7.7200203,-10.974513,17.853477,15.840501,3.7763817,-3.0167208,07 Elías Piña,2021,5,val
7.3089857,16.773539,6.543045,-7.2350044,17.489244,13.918748,6.178238,-0.57842267,07 Elías Piña,2021,6,val
6.6192226,15.599875,4.2184443,-7.068006,21.228252,12.868027,7.2212005,1.2088084,07 Elías Piña,2021,7,val
7.760275,16.253885,5.7196937,-6.0981107,22.900908,10.79631,7.06256,1.3738896,07 Elías Piña,2021,8,val
8.42382,13.404777,3.4558983,-8.031775,22.103456,11.445633,4.1470733,-1.894258,07 Elías Piña,2021,9,val
15.707733,12.477158,7.2029896,-1.131475,13.0120535,-1.5268799,2.956515,-3.612767,07 Elías Piña,2021,10,val
14.318361,9.69293,0.7373803,-1.8712795,19.831411,-2.1856966,1.0840409,1.5225997,07 Elías Piña,2021,11,val
17.330305,9.233296,-1.4375415,-10.782672,20.735918,-3.8880591,3.9644845,-5.3666472,07 Elías Piña,2021,12,val
13.688708,7.705894,1.4060191,-0.025305942,16.735184,1.1381407,4.7868004,-4.2600436,07 Elías Piña,2021,13,val
18.772345,11.496605,1.3373835,7.03296,12.081217,2.6413026,6.183169,-10.824103,07 Elías Piña,2021,14,val
10.49763,4.7658324,-7.256456,-5.4372253,20.176264,-0.22787617,0.6070232,1.5214869,07 Elías Piña,2021,15,val
9.112599,5.0835214,-5.3255424,0.05167757,17.872274,4.3537593,3.0795116,-0.2542019,07 Elías Piña,2021,16,val
13.620782,7.2364216,-4.3609223,2.066865,16.01355,4.2537723,1.6526996,-5.5187254,07 Elías Piña,2021,17,val
9.010281,5.7757034,-6.6190195,3.729473,16.475317,7.7029467,4.8595843,-3.4426687,07 Elías Piña,2021,18,val
8.215585,4.5965776,-6.845737,0.32987237,16.398085,7.432059,5.4675326,-3.6449502,07 Elías Piña,2021,19,val
10.250335,6.321863,-9.293817,-3.008232,15.965236,6.3295417,4.6314626,-6.6725345,07 Elías Piña,2021,20,val
12.185534,2.41376,-8.644276,-11.719933,15.557541,3.6073892,1.1061152,-12.344442,07 Elías Piña,2021,21,val
4.202268,3.2312708,1.5837795,-0.7591696,15.928404,8.98316,-9.672814,-1.6173754,07 Elías Piña,2021,22,val
7.8135037,1.153991,-4.86313,-14.149547,17.003605,2.6541357,-7.3358836,-8.480662,07 Elías Piña,2021,23,val
-0.66305065,0.54746056,0.46853253,-0.047166318,15.55075,10.267311,-3.6429675,0.5865551,07 Elías Piña,2021,24,val
0.5560395,1.8547364,-0.5585779,-3.6582682,15.634443,10.62389,-9.442814,-1.1827409,07 Elías Piña,2021,25,val
-1.6716373,0.76559675,0.8397757,-4.787966,14.806496,9.77573,-3.5348623,0.25810215,07 Elías Piña,2021,26,val
-8.938171,1.879849,3.1241357,-12.504258,19.548128,5.2967687,19.98148,1.060786,07 Elías Piña,2021,27,val
-6.029649,3.5632584,2.4681413,-17.365732,18.476389,5.884378,14.747539,-2.18632,07 Elías Piña,2021,28,val
-11.362035,2.937075,5.204823,-13.9259615,18.012383,8.492262,18.607876,0.67285144,07 Elías Piña,2021,29,val
-9.627621,1.3015097,3.77779,-13.9805765,17.280437,7.376162,18.68354,-2.7472231,07 Elías Piña,2021,30,val
-11.104887,0.5739007,2.1286936,-14.848562,17.680956,8.315119,18.754784,-3.161651,07 Elías Piña,2021,31,val
-8.533873,0.5047475,1.2046396,-14.981382,12.437211,4.7313414,11.490123,0.017773706,07 Elías Piña,2021,32,val
-4.8064494,0.0818847,1.1775991,-25.921684,11.036316,1.3796098,8.348685,-4.3538275,07 Elías Piña,2021,33,val
-9.501545,0.68159777,-1.3407756,-15.226934,12.992334,3.191585,14.350964,1.6338428,07 Elías Piña,2021,34,val
-2.1679993,1.647283,-4.9990325,-4.762533,15.309867,11.24323,0.8794729,2.3191426,07 Elías Piña,2021,35,val
0.6887568,3.2692053,-8.546401,-5.0113764,15.734913,12.655267,1.8858325,-0.79208595,07 Elías Piña,2021,36,val
0.47425374,4.312573,-5.336099,-4.982529,13.451322,14.416838,-2.6599443,-2.0141315,07 Elías Piña,2021,37,val
0.75481486,3.7725534,-2.505855,-5.6132603,9.58825,12.631105,-0.5682632,-3.5949602,07 Elías Piña,2021,38,val
1.2573913,5.5535316,-1.8496265,-4.1745133,10.801429,13.999282,-5.605682,-2.6927025,07 Elías Piña,2021,39,val
0.100974835,5.858088,-2.1830575,-4.8492947,12.44389,13.721755,-0.4552163,-0.4519931,07 Elías Piña,2021,40,val
6.6595755,8.788072,-4.9596043,-16.245909,12.515719,11.096725,-4.0362296,-7.6008415,07 Elías Piña,2021,41,val
1.2409368,7.8048973,1.6616176,-7.2673903,10.517367,13.636592,-4.0556154,-2.297896,07 Elías Piña,2021,42,val
2.5399382,8.468587,-3.6408536,-4.6508813,11.7011,12.753211,-2.5454223,0.44309586,07 Elías Piña,2021,43,val
2.2625742,9.122303,-0.7747698,-7.4079127,9.576818,12.410228,-0.74649787,-0.95170754,07 Elías Piña,2021,44,val
2.7124648,10.175639,-0.5940779,-7.519426,9.975994,12.982031,-0.11915557,-0.48612228,07 Elías Piña,2021,45,val
0.9017011,11.621676,-1.8640019,-6.793712,13.570356,13.731731,2.0809686,4.5676565,07 Elías Piña,2021,46,val
3.296144,15.737813,2.3488069,-10.006723,8.544798,12.985955,0.2728929,2.6410625,07 Elías Piña,2021,47,val
5.688812,15.131862,-0.45896575,-6.646209,5.8486977,14.079647,2.9154708,0.0099108815,07 Elías Piña,2021,48,val
5.6431684,19.75535,0.96127605,-7.559454,11.249252,15.820033,4.336259,3.4213023,07 Elías Piña,2021,49,val
6.1609526,21.588709,1.826786,-10.048588,10.6201105,14.539758,4.9558353,4.8713083,07 Elías Piña,2021,50,val
6.825691,21.867065,3.6391094,-6.8348093,8.903515,16.839764,3.5792108,3.3878217,07 Elías Piña,2021,51,val
-2.6355803,16.01836,1.1724718,-19.831408,13.200039,5.9016047,20.784403,5.375048,07 Elías Piña,2021,52,val
4.71266,3.2087965,8.602771,1.4774524,-15.97295,-3.848489,15.512999,-2.4566543,08 El Seibo,2015,1,train
5.3756094,4.9623866,6.3580475,1.5100292,-13.270052,-5.6013656,17.852474,-1.4448032,08 El Seibo,2015,2,train
8.339428,4.638694,1.1053203,-2.0531614,-9.22651,-7.775059,19.31159,-6.688039,08 El Seibo,2015,3,train
8.14896,4.7812815,1.0380989,-1.2683679,-5.161616,-10.395986,21.489647,-4.23914,08 El Seibo,2015,4,train
14.233658,10.341924,0.5629298,1.8234587,-9.004093,-4.187821,4.7652836,-1.9031893,08 El Seibo,2015,5,train
8.825512,5.434435,3.8048935,3.304798,-5.258173,-1.1535739,-1.5097462,1.6605815,08 El Seibo,2015,6,train
11.794506,5.247491,4.0001397,2.4871686,-6.9602094,-2.3060663,-2.2800806,-3.3064537,08 El Seibo,2015,7,train
9.97188,3.0660815,4.4703455,3.5250013,-4.3903637,-2.89203,-0.48332536,-2.349634,08 El Seibo,2015,8,train
7.429317,0.7134784,7.3230762,5.1940274,-2.7753997,-3.1894937,0.3241471,0.037906572,08 El Seibo,2015,9,train
12.919063,1.6526937,10.331908,10.732371,-2.144353,-10.776132,7.553376,-0.7056401,08 El Seibo,2015,10,train
11.230312,-0.77119786,9.511181,7.8105993,-1.2121753,-10.946833,5.8252378,-0.5547622,08 El Seibo,2015,11,train
13.089742,-0.3101553,4.0059743,8.42732,3.7760422,-12.752807,2.831918,0.43544382,08 El Seibo,2015,12,train
10.678234,-4.1563053,1.4948153,7.564684,4.8142185,-11.913521,2.168876,-0.52171355,08 El Seibo,2015,13,train
11.17584,-2.1317556,6.854377,10.249927,5.8578296,-10.860885,4.849298,-0.046662606,08 El Seibo,2015,14,train
9.223774,-5.6812515,10.430535,10.2632,2.1695802,-10.879701,3.360031,-2.028764,08 El Seibo,2015,15,train
8.83365,-9.23925,5.3906255,8.420812,6.3442426,-12.509787,1.053928,-3.0813665,08 El Seibo,2015,16,train
6.9480677,-10.21266,-0.27429885,8.72338,8.274325,-9.957196,1.7488688,-2.7970002,08 El Seibo,2015,17,train
4.803101,-12.265223,-0.324193,8.585537,7.876984,-8.434062,4.4061117,-2.5201612,08 El Seibo,2015,18,train
4.4335546,-10.48591,-1.074447,6.764815,2.6189806,-7.980356,3.3271232,-0.88022786,08 El Seibo,2015,19,train
3.2928963,-9.48234,0.5906181,8.667464,-0.41125655,-5.5425973,3.796224,-0.51090634,08 El Seibo,2015,20,train
9.050768,-5.2931905,-2.2855742,7.6809125,-3.8962183,-2.3771203,7.2955084,-12.384623,08 El Seibo,2015,21,train
10.44092,-4.6665797,-4.160416,9.731368,-4.213209,-1.214548,6.4017,-13.471289,08 El Seibo,2015,22,train
7.467647,-8.533323,-5.316165,7.9624176,-0.41587782,-1.3256767,6.059328,-13.772417,08 El Seibo,2015,23,train
5.7887826,-9.732151,-5.3838253,5.529809,0.26897568,-1.8172865,6.6479754,-12.504293,08 El Seibo,2015,24,train
7.7434034,-6.9667983,-4.6594634,9.905466,-3.6888928,0.7026457,10.828639,-13.930976,08 El Seibo,2015,25,train
-3.3183887,-11.34781,7.1243567,-1.7802622,-0.97844213,-1.683401,-4.5180454,-1.6372375,08 El Seibo,2015,26,train
-7.663941,-12.472338,9.928868,-4.2187424,-6.005154,-3.6217432,5.029559,-1.5375727,08 El Seibo,2015,27,train
-9.726897,-9.508637,7.5899076,-8.936466,-5.7831435,-3.809649,3.2811804,1.9371157,08 El Seibo,2015,28,train
-8.073115,-10.694782,5.8312182,-6.6274056,-3.3487904,-3.517053,3.6961102,0.4284701,08 El Seibo,2015,29,train
-9.550201,-12.28988,2.4617393,-6.7405753,-2.1054652,-2.230536,3.9610076,-1.3609332,08 El Seibo,2015,30,train
-7.4299755,-12.876262,4.9254975,-2.0340905,-1.994312,-2.079302,5.642815,-1.4756753,08 El Seibo,2015,31,train
-6.4736257,-10.923706,1.9068689,-4.7846527,-3.8692281,-3.9897776,4.9428077,-0.25805286,08 El Seibo,2015,32,train
-7.789147,-9.912944,0.8425263,-4.3643107,-3.2735379,-1.5505408,4.0860023,2.2204514,08 El Seibo,2015,33,train
-8.391788,-10.638481,0.13169515,-6.8934093,-4.663791,-4.138681,5.8837447,0.5660028,08 El Seibo,2015,34,train
-1.7431991,-9.90044,4.077711,-4.089927,-6.434617,-1.6820227,-3.6854112,-1.845081,08 El Seibo,2015,35,train
-1.1168864,-10.124601,-3.9966433,0.2553707,-6.2880797,-0.6623533,-4.95976,-2.2513952,08 El Seibo,2015,36,train
-2.1128619,-9.122121,0.102315366,-0.44757023,-6.8507333,-1.0888537,-2.6440117,-0.36201474,08 El Seibo,2015,37,train
-4.172678,-9.18834,0.8311063,-2.2794771,-10.210312,0.032308023,-6.6437855,0.43587592,08 El Seibo,2015,38,train
-0.25620744,-7.7472653,-4.978886,0.32239607,-6.7982445,-0.14584696,-5.2921257,-0.9445454,08 El Seibo,2015,39,train
-2.7943053,-8.061067,-2.5460234,-2.0152278,-10.000954,-0.30594358,-2.2349534,1.9387169,08 El Seibo,2015,40,train
0.2882934,-6.2321744,-5.801745,-0.80391693,-9.963848,-0.54597414,-0.9036306,0.24010535,08 El Seibo,2015,41,train
0.7675045,-6.0267253,-5.082975,0.6251577,-12.550035,-0.8151494,-1.9612161,-0.07103354,08 El Seibo,2015,42,train
1.6495379,-4.5710225,-7.1695747,-2.1955998,-13.651008,-0.69247544,-9.50627,1.1409122,08 El Seibo,2015,43,train
0.42579523,-4.6629214,-2.55517,-3.776246,-16.526344,-2.319582,-8.001269,1.2581899,08 El Seibo,2015,44,train
4.040435,-1.0839573,3.4044142,-3.6436918,-19.19604,-0.40610048,-6.4907575,-2.6455894,08 El Seibo,2015,45,train
0.34740025,-0.6903196,2.4834833,0.9900011,-15.071944,1.536956,-1.6757497,3.7400002,08 El Seibo,2015,46,train
2.0958676,3.7427795,2.7275398,-2.279855,-16.201641,-0.6371996,-3.4060228,6.9923816,08 El Seibo,2015,47,train
8.388158,6.9498453,-6.5014186,-0.7428074,-14.016685,1.0104918,-1.1701205,1.3650111,08 El Seibo,2015,48,train
6.319203,3.3591487,0.1352963,-1.579618,-14.504076,-0.5259711,1.1235862,-0.7900357,08 El Seibo,2015,49,train
6.6076336,6.8901095,-0.13250133,1.8840154,-13.8095455,0.21030766,1.0324869,4.234707,08 El Seibo,2015,50,train
7.055335,8.30452,3.049781,3.4222827,-19.368359,0.1928362,3.1121306,4.600998,08 El Seibo,2015,51,train
-0.5978631,0.42242762,8.713255,-2.460212,-19.209284,-4.282324,12.669246,2.040906,08 El Seibo,2015,52,train
7.7899528,6.1573853,-4.7693114,-3.2138035,-16.49105,-11.069219,19.658968,-1.128013,08 El Seibo,2016,1,train
5.6503515,4.800095,-3.3730803,-2.2082102,-11.660811,-11.42086,17.822947,2.9078765,08 El Seibo,2016,2,train
5.1661882,2.4032936,-2.013883,-3.1416764,-10.116852,-12.345805,15.033413,2.8729768,08 El Seibo,2016,3,train
8.180718,1.9103694,-0.98794204,-1.6255118,-10.209199,-12.992884,14.338341,0.10631193,08 El Seibo,2016,4,train
13.713599,7.186413,-3.122597,3.7559507,-13.427746,-9.230914,5.6745205,1.5159078,08 El Seibo,2016,5,train
9.001765,1.8755739,-2.9504645,4.2349873,-7.958906,-6.991813,2.86734,2.3567412,08 El Seibo,2016,6,train
9.903077,1.0259662,0.046715405,3.5620844,-8.989237,-9.550613,2.7228608,1.5763761,08 El Seibo,2016,7,train
8.651916,-0.27462777,-2.329298,4.5427,-5.4785824,-8.948555,1.7444706,2.8284523,08 El Seibo,2016,8,train
10.813225,-1.4709928,0.7625018,8.607105,-9.3228855,-10.037995,0.5563304,0.07116859,08 El Seibo,2016,9,train
9.525393,-0.5908664,10.818343,7.11316,-3.248086,-8.397266,-1.9509559,2.6307147,08 El Seibo,2016,10,train
7.409598,-0.5213065,2.2735667,4.1365023,-0.43922445,-3.4034832,-1.4236486,0.24841939,08 El Seibo,2016,11,train
6.0336647,-2.1547456,3.8671021,3.2737443,-1.1708626,-3.4393759,0.14274202,0.01656901,08 El Seibo,2016,12,train
6.3304725,-2.05313,3.1532214,5.1393747,-0.54377747,-3.0252874,-0.21691765,-0.35440317,08 El Seibo,2016,13,train
7.693513,-3.0696495,-1.918333,4.678663,-0.27335587,-5.28939,1.7705715,-2.4284441,08 El Seibo,2016,14,train
7.7654047,-3.4020722,-1.875146,5.2211895,0.49317828,-5.9049473,0.7965772,-1.9713451,08 El Seibo,2016,15,train
11.784989,-0.7784866,-3.0298607,5.0530057,-2.2079225,-5.726978,7.7352967,-7.8595414,08 El Seibo,2016,16,train
20.758772,-4.2880855,-2.3184373,-7.222988,-5.5323143,-11.795835,-9.775825,-18.621199,08 El Seibo,2016,17,train
9.294056,-8.068494,4.9287205,-9.027007,-0.044830117,-13.007432,-10.152967,-3.337807,08 El Seibo,2016,18,train
4.9999804,-2.7693977,9.602625,-0.8848396,0.19052964,-0.3971337,-7.490598,-4.7920747,08 El Seibo,2016,19,train
3.0965219,-5.9649887,7.655062,4.707667,0.8529719,0.97331595,-2.807704,-4.3177843,08 El Seibo,2016,20,train
3.411587,-3.4245658,4.2819457,0.40002683,3.1611218,1.9874008,-5.5272207,-4.4381294,08 El Seibo,2016,21,train
9.595888,-2.4972348,4.1506553,-10.18175,-0.3421318,-0.25102195,-13.983701,-11.1065235,08 El Seibo,2016,22,train
2.7002153,-4.853725,4.0515313,1.3528603,4.402833,5.059727,-4.3064175,-8.211201,08 El Seibo,2016,23,train
1.3887806,-6.4567027,3.1359463,1.8271397,4.780595,5.247796,-2.1298456,-7.830366,08 El Seibo,2016,24,train
-0.1343763,-3.60302,11.596481,-0.33955133,0.24435815,6.0386047,-3.6240067,-6.2039657,08 El Seibo,2016,25,train
-0.82879364,-3.930816,7.4915767,-0.50649565,1.9933077,5.751141,-1.9086665,-4.7380915,08 El Seibo,2016,26,train
-7.1861334,-9.708542,7.48397,-4.4723043,-2.4352636,0.9425043,10.820008,-8.10801,08 El Seibo,2016,27,train
-6.6002383,-6.8084807,6.8868933,-5.567034,-0.9808546,1.7942274,9.265163,-5.265404,08 El Seibo,2016,28,train
-7.0014634,-8.710323,7.102449,-4.2514596,-1.84855,1.5386989,10.08312,-6.798428,08 El Seibo,2016,29,train
-5.5140862,-5.38589,9.190451,-7.56459,-2.6674078,2.5089068,5.9359827,-5.4289827,08 El Seibo,2016,30,train
-2.0800035,-6.9152107,6.9088807,-17.210806,-0.43124616,-0.9025672,4.3861227,-8.389516,08 El Seibo,2016,31,train
-5.621497,-5.2610297,7.329126,-6.9792523,-0.73892766,4.713993,9.644378,-9.175488,08 El Seibo,2016,32,train
-7.0807624,-7.0874286,5.4835305,-5.4478197,1.3586023,3.7897604,12.579453,-8.467753,08 El Seibo,2016,33,train
-2.8926349,-1.4747479,6.4308114,-20.93703,-1.6579863,2.7799935,8.053778,-11.063322,08 El Seibo,2016,34,train
0.12261141,-4.244167,3.8496327,-1.3525894,1.0501513,7.2356033,0.6873804,-8.4115505,08 El Seibo,2016,35,train
0.16083005,0.87922555,8.4734,-4.871514,4.559332,10.953924,0.59335905,-9.483645,08 El Seibo,2016,36,train
0.964047,0.46336263,9.320631,0.29162475,2.9764004,13.156236,-0.8885511,-9.727949,08 El Seibo,2016,37,train
1.0951909,1.5088532,4.879017,-1.3523978,4.668925,13.565214,-0.8818584,-8.908741,08 El Seibo,2016,38,train
-1.2973304,1.0822791,11.343273,-2.5855904,3.007756,12.677489,1.7981291,-6.7107697,08 El Seibo,2016,39,train
